Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Datacore - Nuclear Physics,325178.31,+6.6%,4784,355221.52,300058.50,480000.00,317600.46
Datacore - Plasma Physics,262117.57,-2.3%,865,313600.22,229999.96,0.00,0.00
Datacore - Quantum Physics,370298.44,+2.3%,4402,407843.91,355828.65,355002.03,0.00
Datacore - Rocket Science,283620.38,+4.4%,2990,294101.46,274440.13,378099.99,248435.32
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,8557677.09,+2.6%,136,8505071.54,8642070.80,8676253.00,0.00
Assembly Instructions,31471788.52,-12.7%,48,30638760.92,34074999.75,0.00,0.00
Calibration Data,4684312.27,-1.1%,413,4680459.73,4703833.91,4325000.00,0.00
Circuitry Schematics,4726123.02,+6.2%,169,4591917.03,4983779.87,2800007.38,4293763.30
Circular Logic,1522734.94,+135.3%,36,1000009.48,3874999.50,0.00,0.00
Classic Doctrine,6607695.68,+5.3%,33,6255560.43,7400000.00,0.00,0.00
Collision Measurements,6213636.37,-11.5%,47,7571428.58,3837500.00,0.00,0.00
Engagement Plan,6921363.36,+6.3%,43,9499999.00,5954375.00,0.00,0.00
Formation Layout,4676689.36,+20.1%,109,4548225.43,5410769.00,0.00,0.00
Installation Guide,43999750.00,+0.4%,34,0.00,43999750.00,0.00,0.00
Interface Alignment Chart,3675283.09,+43.9%,26,3687831.28,3599993.99,0.00,4123345.30
Operation Handbook,6621269.58,-3.2%,818,6697833.32,6531769.61,5621100.10,0.00
Prototype Diagram,6318856.04,+2.9%,22,3865454.49,8071285.71,0.00,0.00
Sacred Manifesto,3293383.34,-5.3%,172,3330769.23,3050375.02,0.00,5000000.00
Stolen Formulas,0.00,+100.0%,22,0.00,0.00,0.00,0.00
Symbiotic Figures,7500000.00,-16.8%,38,8000000.00,7300000.00,0.00,4729358.32
Test Reports,9198000.00,+29.3%,25,13750000.00,6922000.00,0.00,0.00
Tuning Instructions,7789750.05,+10.9%,44,7187187.57,10199999.99,0.00,8990349.05
User Manual,3783997.48,-1.9%,68,2946666.60,5039993.81,0.00,0.00
War Strategon,0.00,+100.0%,19,0.00,0.00,0.00,0.00
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,108.46,+17.0%,15215490,111.37,98.12,31.46,108.16
Fermionic Condensates,21262.40,-5.6%,31620,20974.97,29754.47,0.00,18922.08
Fernite Carbide,104.82,+13.4%,32606837,103.16,117.61,115.00,105.65
Ferrogel,13435.02,-0.3%,233420,13416.74,13743.42,11000.00,13240.81
Fullerides,1077.33,-0.2%,3565793,1049.95,1160.69,516.34,935.36
Hypersynaptic Fibers,3917.78,+5.1%,541747,3922.49,3896.95,3232.28,3712.01
Nanotransistors,2844.60,-3.5%,1282783,2800.15,3193.22,3436.62,2545.83
Phenolic Composites,584.12,+14.6%,580117,547.53,682.36,32.15,554.52
Sylramic Fibers,193.18,+0.8%,17561269,192.57,196.55,55.40,193.79
Titanium Carbide,118.26,+1.5%,11757945,116.90,125.12,0.00,114.72
Tungsten Carbide,117.33,-5.9%,13980752,116.80,129.43,135.00,118.08
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,477.67,-0.7%,942,498.06,407.92,10.00,1439.22
Central System Controller,4005.85,-3.9%,110,4209.52,3001.13,0.00,0.00
Defensive Control Node,8115.68,-9.7%,109,9020.43,5701.12,3000.00,14536.05
Electromechanical Hull Sheeting,664.07,-3.3%,31189,753.20,468.40,10.64,1449.54
Emergent Combat Analyzer,731.95,-13.0%,769,812.59,368.06,10.00,0.00
Emergent Combat Intelligence,3282.95,-14.4%,132,3691.18,1611.17,0.00,0.00
Fused Nanomechanical Engines,475.54,+55.3%,662,420.99,515.39,6013.00,0.00
Heuristic Selfassemblers,1400.75,+11.1%,829,1479.43,388.08,5000.00,0.00
Jump Drive Control Nexus,5645.43,-15.9%,138,6693.54,2501.12,0.00,0.00
Melted Nanoribbons,4881257.64,-2.8%,3119,4900051.97,4839492.46,0.00,5178456.21
Modified Fluid Router,21721.77,-3.2%,21397,22838.96,20088.06,10.00,26623.82
Neurovisual Input Matrix,712.57,-1.3%,5605,708.32,770.01,500.00,715.93
Powdered C-540 Graphite,901.17,-6.2%,13228,1008.08,514.82,10.00,1429.02
Resonance Calibration Matrix,697.71,+12.8%,692,684.59,688.04,3000.00,0.00
Thermoelectric Catalysts,5987.94,-22.8%,150,6467.34,4201.12,0.00,27801.57
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,0.00,+100.0%,18,0.00,0.00,0.00,0.00
Intact Electromechanical Component,0.00,+100.0%,11,0.00,0.00,0.00,0.00
Intact Hull Section,82000000.00,-10.0%,5,82000000.00,0.00,0.00,0.00
Intact Power Cores,0.00,+100.0%,11,0.00,0.00,0.00,0.00
Intact Thruster Sections,0.00,+100.0%,17,0.00,0.00,0.00,0.00
Intact Weapon Subroutines,0.00,+100.0%,8,0.00,0.00,0.00,0.00
Malfunctioning Armor Nanobot,4124823.30,+5.3%,4,5000000.00,3687234.95,0.00,0.00
Malfunctioning Electromechanical Component,3126172.83,-23.1%,27,0.00,0.00,0.00,3126172.83
Malfunctioning Hull Section,0.00,+100.0%,14,0.00,0.00,0.00,0.00
Malfunctioning Power Cores,10014528.43,-4.4%,32,0.00,0.00,0.00,10014528.43
Malfunctioning Thruster Sections,10000.00,+12058.3%,19,0.00,10000.00,0.00,5349580.40
Malfunctioning Weapon Subroutines,15622942.89,-9.1%,29,0.00,0.00,0.00,15622942.89
Wrecked Armor Nanobot,86326.67,+58.7%,53,95867.51,10000.00,0.00,125346.61
Wrecked Electromechanical Component,108457.56,+219.2%,76,108457.56,0.00,0.00,39676.09
Wrecked Hull Section,9649500.00,+43.1%,12,10561875.00,6000000.00,0.00,0.00
Wrecked Power Cores,237542.63,+23.2%,62,254108.40,100.00,0.00,80288.54
Wrecked Thruster Sections,115071.57,+90.9%,108,128136.52,100.00,0.00,94622.46
Wrecked Weapon Subroutines,150790.89,+205.8%,51,150790.89,0.00,0.00,229622.59
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,14134.51,+82.3%,725,7705.81,19101.08,0.00,16354.15
Datacore - Electronic Subsystems Engineering,8735.48,-78.5%,513,7687.84,9645.94,0.00,6752.04
Datacore - Engineering Subsystems Engineering,6689.48,-91.0%,820,4853.31,8945.88,0.00,15361.49
Datacore - Offensive Subsystems Engineering,16182.90,+967.2%,1700,8619.48,19964.61,0.00,10241.45
Datacore - Propulsion Subsystems Engineering,12777.13,+4612.0%,1804,6673.38,14869.39,0.00,31136.60
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,320595.85,+30.7%,272,329301.14,230470.53,0.00,423699.93
Amarr Hybrid Tech Decryptor,144560.43,+196.4%,122,150038.39,56000.00,0.00,0.00
Caldari Hybrid Tech Decryptor,2787006.85,-0.6%,115,2907787.49,2205750.00,0.00,3137677.04
Gallente Hybrid Tech Decryptor,145566.48,-11.3%,108,140818.52,203333.33,0.00,0.00
Minmatar Hybrid Tech Decryptor,156709.99,+89.2%,129,124812.54,408699.80,0.00,110126.29
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,1885.95,-63.0%,25621,1627.50,1897.71,0.00,5257.89
Fullerite-C32,9191.56,+0.2%,40303,10616.81,7991.92,0.00,12770.91
Fullerite-C50,3382.32,-32.9%,47783,3562.14,2700.30,0.00,4860.93
Fullerite-C60,461.29,-31.8%,40786,440.59,529.89,0.00,0.00
Fullerite-C70,400.48,-27.5%,38617,418.84,358.23,0.00,0.00
Fullerite-C72,1621.22,-2.6%,31466,1982.51,1288.02,0.00,0.00
Fullerite-C84,375.03,-42.4%,27347,375.03,0.00,0.00,0.00
Fullerite-C320,62651.59,+2.8%,35787,62651.59,0.00,0.00,0.00
Fullerite-C540,57461.27,+0.6%,2340,61000.00,53269.96,0.00,54291.31
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,3801000.00,-14.5%,75,3801000.00,0.00,0.00,0.00
Carbon-86 Epoxy Resin,1207476.20,+32.1%,344,1207476.20,0.00,0.00,0.00
Fullerene Intercalated Graphite,2200.00,+0.3%,7474,2200.00,0.00,0.00,2105.45
Fulleroferrocene,1004.38,+16.8%,81123,1016.65,50.00,0.00,1367.08
Graphene Nanoribbons,42062.50,+60.5%,2855,42062.50,0.00,0.00,68109.53
Lanthanum Metallofullerene,7869.75,-1.3%,1780,7869.75,0.00,0.00,5361.96
Methanofullerene,10000.00,+0.2%,11835,10000.00,0.00,0.00,9619.13
PPD Fullerene Fibers,5000.00,+3.2%,7046,5000.00,0.00,0.00,8278.58
Scandium Metallofullerene,50000.00,-5.5%,1792,50000.00,0.00,0.00,0.00
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,127.60,-18.6%,961575,127.60,0.00,0.00,183.35
Cadmium,1453.77,+6.4%,134886,767.77,1699.83,1400.00,1588.87
Caesium,1205.95,-13.5%,129393,0.00,0.00,0.00,1205.95
Chromium,2044.87,+13.2%,457789,2075.22,1500.00,0.00,2005.93
Cobalt,343.86,-20.0%,180570,343.86,0.00,0.00,350.99
Dysprosium,23979.69,+730.5%,103223,0.00,0.00,0.00,23979.69
Evaporite Deposits,598.86,+1.3%,946909,648.73,571.86,0.00,601.78
Hafnium,478.18,+15.6%,1084216,600.18,470.50,0.00,920.15
Hydrocarbons,151.11,-22.5%,126910,151.11,0.00,0.00,196.20
Mercury,2335.05,-35.3%,418029,2335.05,0.00,0.00,2192.54
Neodymium,17462.62,+0.2%,312567,18606.35,15000.00,0.00,17561.18
Platinum,2533.84,-8.9%,296392,2235.36,3200.00,0.00,2840.01
Promethium,18146.00,-31.8%,105509,0.00,0.00,0.00,18146.00
Scandium,651.77,-16.9%,1005151,720.09,226.00,694.15,877.82
Silicates,590.06,-7.3%,380010,547.76,600.00,0.00,648.88
Technetium,10000.96,-44.8%,67160,10000.96,0.00,0.00,29394.43
Thulium,989.82,-69.2%,95920,0.00,0.00,0.00,989.82
Titanium,655.06,+91.9%,289788,655.06,0.00,0.00,1703.82
Tungsten,488.92,+34.5%,327592,0.00,0.00,0.00,488.92
Vanadium,1108.39,-3.2%,220506,1113.71,1100.00,0.00,965.50
,,,,,,,
Processed Materials,,,,,,,
Sulfuric Acid,1714.24,-12.9%,511290,1714.24,0.00,0.00,2079.99
Silicon Diborite,965.02,-20.1%,610972,0.00,0.00,0.00,965.02
Ceramic Powder,1021.91,-1.9%,389383,1369.00,1200.00,500.00,1455.00
Carbon Polymers,50.02,-68.6%,97226,0.00,0.00,50.02,1024.65
Crystallite Alloy,1816.28,+28.0%,352779,0.00,0.00,0.00,1816.28
Fernite Alloy,1770.55,+16.2%,465846,1770.55,0.00,0.00,2021.19
Titanium Chromide,3748.29,-30.2%,183190,3748.29,0.00,0.00,3224.25
Rolled Tungsten Alloy,4950.26,-85.0%,262381,4950.26,0.00,0.00,1808.02
Hexite,2847.06,+10.0%,499020,0.00,0.00,0.00,2847.06
Caesarium Cadmide,2088.46,+72.7%,143487,0.00,0.00,0.00,2088.46
Solerium,3415.24,-91.7%,150066,0.00,0.00,0.00,3415.24
Platinum Technite,17987.70,-91.5%,91995,0.00,0.00,0.00,17987.70
Vanadium Hafnite,2024.96,-39.4%,570695,0.00,0.00,0.00,2024.96
Prometium,11884.73,+20.0%,12161,0.00,0.00,0.00,11884.73
Hyperflurite,12997.00,+65.0%,59283,0.00,0.00,0.00,12997.00
Ferrofluid,11000.00,-51.2%,14651,11000.00,0.00,0.00,16039.41
Dysporite,14999.00,+3.1%,14301,14999.00,0.00,0.00,13361.42
Neo Mercurite,12999.96,-39.9%,130414,12999.96,0.00,0.00,10974.93
Fluxed Condensates,7999.98,-70.2%,60698,0.00,0.00,0.00,7999.98
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,7888.77,-41.6%,790,7663.27,9702.82,4001.07,0.00
Capacitor Console,12464501.53,-0.6%,131,12507935.50,12502000.66,12000000.00,0.00
Conductive Thermoplastic,11515.69,-11.7%,136,12002.13,11000.00,4001.07,0.00
Current Pump,36050.17,-68.2%,216,39483.29,27600.48,4001.07,0.00
Drone Transceiver,3329.39,+7.3%,372,3593.82,2000.27,0.00,0.00
Enhanced Ward Console,14924156.44,-30.8%,235,14812305.49,15291666.71,0.00,14961516.92
Impetus Console,13646.69,-4.9%,220,12843.21,19685.26,5004.13,0.00
Intact Armor Plates,19747674.35,-2.2%,258,19944160.84,19269070.87,18000203.75,0.00
Intact Shield Emitter,450557.54,-4.9%,145,477784.42,357039.13,0.00,0.00
Interface Circuit,131190.65,-18.6%,1153,127606.05,111779.63,467670.26,132471.03
Logic Circuit,265272.64,+5.2%,653,272555.41,243329.48,307129.65,256277.51
Lorentz Fluid,1278.51,+69.7%,377,1105.35,2000.00,4001.07,0.00
Micro Circuit,17662.49,-42.2%,889,18727.29,11248.54,9200.80,4955.09
Nanite Compound,108342.58,+8.7%,207,113378.47,45005.25,150001.01,116520.18
Power Circuit,2954597.52,-9.9%,913,2935782.55,3006128.08,2818459.44,2784081.49
Power Conduit,3498.78,-32.7%,204,2688.14,4365.59,2007.01,0.00
Single-crystal Superalloy I-beam,7238655.04,+0.7%,371,7271774.50,7207126.45,6909090.91,0.00
Telemetry Processor,15621.82,-1.8%,203,8404.78,45291.89,0.00,20036.39
Trigger Unit,43847.04,-87.9%,414,8832.58,96918.50,1600.00,16653.01
,,,,,,,
Booster Gases,,,,,,,
Amber Mykoserocin,0.00,+100.0%,5400,0.00,0.00,0.00,0.00
Azure Mykoserocin,1685.54,-13.3%,6753,30.47,0.00,4000.00,0.00
Celadon Mykoserocin,0.00,+100.0%,4580,0.00,0.00,0.00,0.00
Golden Mykoserocin,0.00,+100.0%,4237,0.00,0.00,0.00,0.00
Lime Mykoserocin,5000.00,-21.2%,3636,0.00,5000.00,0.00,0.00
Malachite Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Vermillion Mykoserocin,1558.74,+30.7%,23705,1299.58,1492.33,5000.00,0.00
Viridian Mykoserocin,0.00,+100.0%,1316,0.00,0.00,0.00,0.00
Amber Cytoserocin,0.00,+100.0%,3452,0.00,0.00,0.00,0.00
Azure Cytoserocin,50000.00,-17.2%,3223,50000.00,0.00,0.00,0.00
Celadon Cytoserocin,0.00,+100.0%,8667,0.00,0.00,0.00,0.00
Golden Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Lime Cytoserocin,0.00,+100.0%,9335,0.00,0.00,0.00,0.00
Malachite Cytoserocin,0.00,+100.0%,1543,0.00,0.00,0.00,0.00
Vermillion Cytoserocin,39298.25,-6.3%,2976,39298.25,0.00,0.00,0.00
Viridian Cytoserocin,0.00,+100.0%,8497,0.00,0.00,0.00,0.00
