Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.51,+1.6%,23564078748,2.56,2.45,2.54,2.71
Pyerite,5.21,-11.6%,5252447957,5.41,5.02,4.97,5.71
Mexallon,26.23,-10.4%,1762284354,26.74,25.61,24.33,27.23
Isogen,49.81,-1.1%,368528021,50.75,48.33,49.78,51.77
Nocxium,114.36,+3.2%,136620968,112.98,117.15,120.57,119.48
Zydrine,1348.32,-3.6%,26516414,1339.90,1380.96,1453.67,1293.53
Megacyte,2844.40,-1.2%,11198977,2823.99,2890.67,2922.92,2928.59
Morphite,5822.95,-0.4%,546217,5745.20,6071.68,5222.20,5614.50
,,,,,,,
Fuel,,,,,,,
Coolant,1206.60,+40.9%,8100327,1140.11,1640.20,1897.78,1175.31
Enriched Uranium,5305.94,-0.1%,4628482,5495.38,5287.24,4980.70,5300.02
Heavy Water,26.07,-30.9%,41762037,27.16,22.64,23.33,29.08
Helium Isotopes,344.11,-1.7%,13944052,323.13,393.41,393.76,325.95
Hydrogen Isotopes,335.37,+7.3%,73024312,342.68,328.17,340.81,368.20
Nitrogen Isotopes,365.20,+7.6%,23987463,364.48,368.30,474.60,328.56
Oxygen Isotopes,361.07,+3.9%,21569810,356.62,376.10,515.60,342.26
Liquid Ozone,323.14,+6.9%,19740150,306.87,338.26,354.99,280.39
Mechanical Parts,628.79,+1.0%,7377342,619.85,629.33,605.61,639.38
Oxygen,109.03,-11.6%,25735497,109.25,108.93,129.50,117.07
Robotics,6987.08,-1.4%,1616946,7418.63,6875.35,7200.00,7033.98
Strontium Clathrates,703.61,+1.7%,2537345,705.10,653.97,1337.11,602.25
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,122178.74,-0.1%,81950,124486.51,125318.07,122945.34,133376.88
Armor Plates,226080.73,-5.3%,101663,229024.23,213770.80,226380.27,228694.42
Broken Drone Transceiver,49.78,-25.5%,60231,47.59,36.07,100.00,159.00
Burned Logic Circuit,29850.93,-3.3%,408809,29929.11,28405.76,32194.17,30347.21
Charred Micro Circuit,106.76,-45.1%,459439,114.51,57.61,101.74,213.04
Conductive Polymer,58.85,+70.0%,40942,37.16,100.01,100.00,242.82
Contaminated Lorentz Fluid,211.19,-42.6%,66564,246.25,120.45,127.39,238.88
Contaminated Nanite Compound,2241.31,-0.1%,105589,2255.10,2226.04,1931.80,2622.16
Damaged Artificial Neural Network,356.49,+7.3%,54367,327.38,376.21,500.12,385.98
Defective Current Pump,183.76,-12.9%,34798,191.01,158.74,114.79,303.82
Fried Interface Circuit,5111.33,+1.9%,516961,5228.74,4415.78,6027.11,5017.47
Malfunctioning Shield Emitter,389.46,-77.6%,99107,354.58,494.73,300.08,305.43
Melted Capacitor Console,80830.06,-2.3%,33949,81079.63,78304.87,88008.87,79144.10
Scorched Telemetry Processor,183.12,-31.2%,43925,188.95,188.43,100.00,203.61
Smashed Trigger Unit,50.02,-38.0%,254214,50.94,33.80,100.00,111.70
Tangled Power Conduit,269.19,+17.1%,50231,256.59,312.04,100.07,231.29
Thruster Console,96.98,+51.1%,100955,76.05,160.81,100.00,162.10
Tripped Power Circuit,44043.72,-4.1%,373032,44520.95,43262.77,41376.31,46080.04
Ward Console,21672.36,-6.6%,48405,21068.59,22193.64,23301.47,19239.03
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,168772.67,-1.0%,474,176688.98,161529.15,216410.78,135903.67
Datacore - Caldari Starship Engineering,164099.24,-30.8%,1369,152141.59,162692.61,343947.33,150405.01
Datacore - Electromagnetic Physics,95604.62,+11.1%,823,92780.49,105276.53,194639.18,85914.03
Datacore - Electronic Engineering,313057.20,-1.0%,5354,328151.39,296036.92,229694.46,306455.49
Datacore - Gallentean Starship Engineering,200514.35,+1.0%,949,208711.64,199892.88,118105.08,173103.80
Datacore - Graviton Physics,130264.61,-40.9%,3076,116261.71,136022.49,305272.25,108369.06
Datacore - High Energy Physics,184398.06,-16.5%,3081,179281.34,190461.90,203429.10,187222.70
Datacore - Hydromagnetic Physics,435913.69,-8.5%,1631,420484.88,423847.59,467812.78,397943.93
Datacore - Laser Physics,205044.26,+34.1%,2006,184173.03,288470.76,239116.72,200435.23
Datacore - Mechanical Engineering,367585.83,-8.3%,35722,405329.07,351770.05,366274.37,398998.46
Datacore - Minmatar Starship Engineering,379338.57,+5.4%,7611,432851.63,364672.32,405496.57,437699.34
Datacore - Molecular Engineering,307624.44,-0.9%,2148,325065.75,292373.92,372342.11,268343.84
Datacore - Nanite Engineering,215443.73,-40.2%,2235,236311.02,196386.44,296026.32,188114.02
Datacore - Nuclear Physics,325214.34,-11.4%,3735,324138.99,326250.91,299750.00,358100.40
Datacore - Plasma Physics,185959.04,+54.3%,819,175488.18,234045.45,572440.94,160931.05
Datacore - Quantum Physics,419163.94,+4.5%,2531,409385.88,434542.96,355679.84,383420.06
Datacore - Rocket Science,197320.36,+1.4%,2212,204557.20,193155.33,295784.16,189185.53
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,9578003.58,+12.3%,94,11789321.83,9467560.50,8200320.50,12182713.78
Assembly Instructions,26100708.33,-28.6%,25,26649600.43,28711221.80,25884615.23,31209484.47
Calibration Data,4010927.07,-32.9%,328,4292690.12,3534238.15,3933333.42,5023126.18
Circuitry Schematics,8046979.17,-16.5%,83,8343079.97,7571463.03,5210942.00,10799939.06
Circular Logic,1072236.55,-53.4%,38,962386.09,2759999.80,3075000.00,1749983.03
Classic Doctrine,7713496.84,-8.1%,36,7840706.04,6313899.90,7500000.00,9294077.73
Collision Measurements,4952138.91,+9.5%,36,4429999.65,5694409.54,5300000.00,4138026.52
Engagement Plan,6497801.38,-10.9%,25,6682094.49,5746249.89,10416666.67,6255449.84
Formation Layout,6097617.29,+22.9%,71,6209561.89,5397933.34,3397000.00,6456600.33
Installation Guide,26227257.39,+47.2%,0,34407768.33,37911056.22,47500000.00,26227257.39
Interface Alignment Chart,5446346.23,-9.1%,52,5514485.85,5113913.05,8149999.50,5351404.34
Operation Handbook,7021961.93,-10.4%,441,7230388.53,6810248.45,6470302.98,9043808.62
Prototype Diagram,8203567.43,+4.1%,37,7995181.67,8845842.10,12000000.00,7902713.73
Sacred Manifesto,3828055.01,+56.7%,85,3735172.68,4540227.18,3944444.44,4469328.55
Stolen Formulas,37657140.67,-0.4%,14,37657140.67,46125000.00,24800000.00,32840508.61
Symbiotic Figures,3794375.36,-93.4%,16,3312326.16,7047176.53,8568812.50,5914208.34
Test Reports,8370650.75,-10.4%,20,9557063.44,8036363.64,10625000.00,11240039.70
Tuning Instructions,6311882.28,+14.5%,17,7032549.91,7807285.84,7764285.71,8135932.08
User Manual,3910584.89,+27.6%,70,3289473.94,5176177.39,5142928.57,2719630.02
War Strategon,21188478.94,-0.9%,0,22714142.93,43714000.00,38499999.99,21188478.94
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,77.55,+0.9%,10608755,79.97,78.25,56.03,71.16
Fermionic Condensates,25188.18,-2.8%,17115,24159.91,27979.90,21949.24,20362.28
Fernite Carbide,64.92,+4.7%,36091261,65.46,65.08,83.77,61.85
Ferrogel,11191.59,-10.1%,220244,11288.78,11040.80,12502.31,9982.06
Fullerides,1119.04,+1.2%,3033521,1097.61,1071.07,636.07,972.49
Hypersynaptic Fibers,3140.01,-3.7%,698030,3212.52,3105.82,7529.87,3062.26
Nanotransistors,2920.47,-2.4%,2881677,2948.90,2896.85,2297.46,2903.68
Phenolic Composites,534.27,-8.2%,1336310,542.17,494.82,32.25,474.19
Sylramic Fibers,168.09,+1.2%,11180994,167.06,173.78,66.97,164.95
Titanium Carbide,84.51,+4.5%,20401924,95.06,79.71,48.19,70.90
Tungsten Carbide,77.16,+11.0%,6900168,74.49,79.32,118.59,68.64
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,768.06,+29.4%,834,905.27,500.52,10.72,892.43
Central System Controller,14106.94,+186.6%,157,14344.68,13366.33,757.50,7071.66
Defensive Control Node,11120.33,-37.1%,154,12193.39,7000.01,2310.00,10039.81
Electromechanical Hull Sheeting,223.37,+37.7%,26282,187.91,309.50,95.67,322.94
Emergent Combat Analyzer,899.67,-9.3%,621,1000.00,675.49,32.50,1034.09
Emergent Combat Intelligence,9349.04,+222.2%,157,9550.12,8653.59,1691.25,5372.68
Fused Nanomechanical Engines,11828.36,-94.9%,1277,1004.98,16517.27,10.00,1303.96
Heuristic Selfassemblers,992.38,+28.3%,544,1020.43,907.22,30006.67,1145.54
Jump Drive Control Nexus,10392.99,+403.6%,167,10094.47,11422.09,19040.00,5202.36
Melted Nanoribbons,4914948.03,-2.0%,2904,4967843.07,4837480.99,2682929.77,5139875.11
Modified Fluid Router,16406.63,-2.2%,17167,16256.63,16660.16,1001.00,19449.46
Neurovisual Input Matrix,523.48,-52.2%,10417,513.42,522.78,500.00,555.07
Powdered C-540 Graphite,770.09,+3.9%,10161,781.83,695.80,10.00,915.39
Resonance Calibration Matrix,1734.81,-22.2%,830,1000.00,2127.34,10.00,2869.09
Thermoelectric Catalysts,14849.16,-52.8%,210,16969.23,10590.46,42502.11,10061.77
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,33424718.92,-100.0%,0,22221349.78,8003865.60,0.00,33424718.92
Intact Electromechanical Component,24203164.59,-58.7%,0,12500235.67,10001707.00,0.00,24203164.59
Intact Hull Section,65909965.43,-9.0%,0,70694444.67,59000000.00,0.00,65909965.43
