Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.74,+0.7%,32577790751,2.77,2.72,2.55,2.93
Pyerite,6.93,+1.6%,8080006594,7.03,6.78,6.47,7.45
Mexallon,27.90,+1.0%,2091351570,28.41,26.96,27.37,30.84
Isogen,53.78,-0.1%,351934805,55.15,52.39,52.52,55.54
Nocxium,82.62,+1.2%,100128876,84.00,80.64,81.57,80.35
Zydrine,1159.04,+0.9%,25143015,1143.55,1172.28,1263.04,1111.89
Megacyte,2050.04,+0.0%,9106392,2041.76,2075.99,1945.00,2054.85
Morphite,4908.39,-1.3%,1024580,4915.87,4976.90,4484.27,4727.82
,,,,,,,
Fuel,,,,,,,
Coolant,1124.40,-1.9%,3766604,1098.39,1158.09,2043.01,1239.51
Enriched Uranium,5281.51,-3.0%,1763749,5294.35,5290.47,4887.29,5300.01
Heavy Water,19.40,-2.2%,44802730,20.07,14.48,19.82,20.78
Helium Isotopes,369.02,+2.1%,18220810,361.77,428.92,431.23,365.67
Hydrogen Isotopes,424.75,-1.9%,118365214,437.21,417.34,411.21,449.93
Nitrogen Isotopes,496.08,-0.0%,23413338,489.65,491.53,557.94,413.45
Oxygen Isotopes,457.21,-5.1%,18497031,424.92,533.16,555.46,403.86
Liquid Ozone,360.18,-8.6%,29178655,353.19,385.09,325.03,302.47
Mechanical Parts,633.93,-0.9%,4347523,649.54,602.24,588.53,645.41
Oxygen,107.09,+3.2%,13373771,109.25,98.51,117.50,114.26
Robotics,6920.44,+0.1%,718449,6930.93,6889.51,7000.00,6924.25
Strontium Clathrates,824.48,-5.3%,2122971,951.02,702.45,943.05,836.01
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,134323.17,-0.9%,140372,134164.25,135793.77,133527.91,139948.30
Armor Plates,203160.30,-1.7%,119789,205333.10,191858.44,197891.30,204587.89
Broken Drone Transceiver,96.82,+0.3%,75344,96.10,98.53,100.01,143.27
Burned Logic Circuit,29722.58,+1.9%,475963,29795.60,29122.38,30393.16,30532.29
Charred Micro Circuit,147.53,+73.3%,491320,149.96,127.23,149.34,294.11
Conductive Polymer,132.45,+1.5%,43638,135.35,150.00,100.01,116.29
Contaminated Lorentz Fluid,166.39,-10.6%,77790,180.21,75.41,100.01,239.39
Contaminated Nanite Compound,2706.45,-3.2%,132556,2798.65,1853.22,2908.58,2961.90
Damaged Artificial Neural Network,280.00,-3.3%,47833,271.23,259.01,400.00,300.60
Defective Current Pump,205.44,-10.2%,56154,215.81,176.96,101.01,275.52
Fried Interface Circuit,3909.58,-0.5%,446142,3996.72,3114.35,4200.00,3843.75
Malfunctioning Shield Emitter,203.71,+0.1%,82985,200.05,302.20,100.00,322.26
Melted Capacitor Console,87395.08,-2.5%,29185,83606.95,87266.23,124189.70,82420.95
Scorched Telemetry Processor,297.07,-8.9%,55763,275.72,571.46,120.00,158.30
Smashed Trigger Unit,119.20,+0.3%,218677,119.09,125.40,100.00,112.26
Tangled Power Conduit,430.73,-15.4%,107909,444.44,417.99,405.00,222.64
Thruster Console,133.28,-28.7%,94555,133.87,160.10,100.01,178.69
Tripped Power Circuit,38610.52,+1.2%,427399,38868.61,37026.39,38737.91,39582.27
Ward Console,21710.76,+5.7%,41268,20320.96,32183.98,20867.95,18893.13
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,136354.89,-0.4%,1408,135000.00,180388.89,0.00,116618.69
Datacore - Caldari Starship Engineering,175301.65,-15.1%,1426,191513.62,145000.00,0.00,187233.49
Datacore - Electromagnetic Physics,74435.31,+15.4%,3119,71962.23,117824.72,10000.00,82286.66
Datacore - Electronic Engineering,266996.67,+9.4%,7646,273014.32,247494.63,101000.00,232178.30
Datacore - Gallentean Starship Engineering,199108.45,+1.2%,3772,193520.94,270000.00,0.00,202207.01
Datacore - Graviton Physics,100054.68,+94.7%,1918,95847.04,110000.00,0.00,82919.60
Datacore - High Energy Physics,154898.95,-11.1%,3020,169733.23,144303.03,0.00,188061.00
Datacore - Hydromagnetic Physics,538205.95,-0.3%,1796,529189.48,544566.57,0.00,504125.61
Datacore - Laser Physics,136555.07,+5.5%,1267,149999.99,118868.17,0.00,115375.90
Datacore - Mechanical Engineering,350811.96,-6.1%,26877,374385.55,317784.74,347022.01,362016.50
