Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.50,-0.1%,26665679131,2.52,2.47,2.47,2.50
Pyerite,5.18,-1.2%,7282921087,5.24,5.06,4.80,5.44
Mexallon,23.37,-5.9%,1810637531,23.85,21.85,22.01,25.20
Isogen,48.58,-2.9%,253202619,49.23,47.57,48.65,48.61
Nocxium,131.80,-24.1%,120397296,131.08,132.66,138.08,122.58
Zydrine,1232.14,+17.5%,22894830,1228.65,1240.83,1333.55,1164.20
Megacyte,2608.84,-1.3%,11330184,2600.15,2651.81,2928.61,2555.97
Morphite,4787.15,-4.9%,895509,4835.84,4856.27,5677.32,4885.59
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,122809.87,-1.4%,117420,123406.45,120307.70,121549.72,130090.10
Armor Plates,233054.39,+1.2%,109536,234399.58,227662.08,221826.64,230807.45
Broken Drone Transceiver,156.64,-58.5%,215605,63.94,176.60,100.00,224.29
Burned Logic Circuit,31144.20,+2.1%,439844,31631.29,29389.67,29238.11,32374.36
Charred Micro Circuit,113.95,+5.3%,399166,112.15,171.94,100.00,287.53
Conductive Polymer,71.97,-30.4%,33074,48.62,155.48,100.00,233.07
Contaminated Lorentz Fluid,161.03,+1.2%,60503,158.00,185.09,100.00,236.16
Contaminated Nanite Compound,3033.58,+2.3%,98460,3137.29,2561.27,1865.65,3496.96
Damaged Artificial Neural Network,327.17,+3.3%,35263,338.73,248.94,500.00,393.19
Defective Current Pump,206.37,-6.0%,33501,210.42,251.85,100.00,235.42
Fried Interface Circuit,4799.96,+2.3%,404644,4831.52,4752.20,4234.88,4953.87
Malfunctioning Shield Emitter,310.42,+6.3%,91893,315.45,252.41,301.31,264.76
Melted Capacitor Console,88949.84,-1.6%,36006,87062.91,102259.44,88303.61,84771.24
Scorched Telemetry Processor,152.06,-2.7%,33052,147.49,162.18,100.00,262.63
Smashed Trigger Unit,116.22,-8.8%,226322,95.75,160.97,100.01,257.73
Tangled Power Conduit,315.60,+12.8%,28475,326.12,532.84,417.06,245.35
Thruster Console,111.34,-10.2%,84785,101.44,150.92,100.00,352.10
Tripped Power Circuit,47900.22,+1.1%,454473,48583.41,44761.86,44866.41,49625.02
Ward Console,25889.76,+13.9%,46739,26154.06,22309.30,24075.94,21645.83
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,5056.42,+2.6%,231,6039.84,426.29,2041.07,8703.65
Capacitor Console,18406946.78,+0.7%,110,19083495.94,15335300.20,9071433.65,17145620.03
Conductive Thermoplastic,11252.84,+6.7%,80,12002.96,16030.90,3001.08,14500.92
Current Pump,8408.30,+18.9%,53,9765.29,19855.39,3858.27,43031.25
Drone Transceiver,3340.61,+11.0%,131,3623.70,2357.21,2149.22,6655.70
Enhanced Ward Console,17867999.94,+0.2%,166,17821057.53,18519467.77,8878462.50,17325887.62
Impetus Console,9495.43,+13.3%,187,10250.09,5109.84,5008.95,36802.27
Intact Armor Plates,21048938.70,+1.8%,170,21222779.60,19153032.11,18043535.46,22627870.91
Intact Shield Emitter,809559.11,-1.2%,85,887514.22,622968.42,106976.67,681721.96
Interface Circuit,102802.49,-41.6%,1313,80972.55,145657.71,178175.60,82358.24
Logic Circuit,137018.60,+12.6%,612,147390.84,115356.20,98382.68,145335.44
Lorentz Fluid,2851.57,+5.3%,409,2967.43,1.06,1503.07,13128.00
Micro Circuit,10302.55,+14.1%,975,11900.63,6701.90,40548.86,10230.79
Nanite Compound,87968.29,-45.8%,174,72661.66,108433.15,5369.37,87628.62
Power Circuit,1664237.52,-0.4%,1404,1658709.27,1668261.06,3326559.90,1683007.21
Power Conduit,14613.20,+36.9%,91,18166.22,36195.65,2007.12,11352.40
Single-crystal Superalloy I-beam,5858569.42,-4.4%,265,5881008.07,5184304.88,6660975.61,6275531.44
Telemetry Processor,114376.53,-78.1%,89,136540.59,67593.07,22003.70,36165.37
Trigger Unit,32220.38,+41.5%,325,32067.87,26363.81,70539.34,17826.85
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,331.42,-5.0%,14768883,329.47,362.44,352.06,310.58
Hydrogen Isotopes,331.49,+3.8%,125805358,337.38,326.17,325.92,360.03
Nitrogen Isotopes,366.80,-9.0%,18003226,349.30,409.26,430.11,313.34
Oxygen Isotopes,352.34,-2.1%,23380688,351.82,371.95,398.83,331.51
Heavy Water,21.98,+0.1%,35578274,22.05,22.99,21.28,23.04
Liquid Ozone,294.56,-0.2%,26151606,298.01,288.68,346.91,259.16
Strontium Clathrates,520.74,-13.6%,2002214,498.95,558.26,791.41,390.02
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,1206.67,-12.3%,4122159,1111.69,1570.11,1402.32,1189.29
Enriched Uranium,5411.63,-2.1%,1417979,5733.45,5295.10,4828.87,5300.59
Mechanical Parts,635.92,+0.0%,23531639,636.00,636.00,634.66,636.00
Oxygen,109.26,-0.0%,27623078,109.25,108.06,129.80,114.98
Robotics,7121.96,-1.7%,1346210,7445.66,6806.55,8039.66,6968.11
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,165154.41,-15.2%,1979,167387.03,165640.83,203073.44,148658.23
Datacore - Caldari Starship Engineering,146027.29,+15.0%,2139,143992.42,214501.62,347553.88,138230.66
Datacore - Electromagnetic Physics,82380.85,+21.5%,500,94592.55,67627.94,194347.83,78550.05
Datacore - Electronic Engineering,263530.12,+8.1%,5952,267149.18,258897.08,281404.48,224481.25
Datacore - Gallentean Starship Engineering,173868.27,+6.4%,2964,174218.21,187934.97,133856.50,157750.68
Datacore - Graviton Physics,112458.40,-8.4%,892,110738.72,135423.08,306217.62,100501.18
Datacore - High Energy Physics,168016.23,+0.8%,3140,187682.14,155520.18,186871.95,184431.60
Datacore - Hydromagnetic Physics,471758.79,+2.8%,2222,480732.45,372368.15,478071.12,343260.33
Datacore - Laser Physics,156654.43,+9.3%,1710,146504.78,246444.23,238436.48,165972.58
Datacore - Mechanical Engineering,353114.96,+4.8%,25168,360647.94,341097.12,389510.13,370029.20
Datacore - Minmatar Starship Engineering,356901.86,+4.5%,10805,382368.58,339963.20,370043.02,415179.93
Datacore - Molecular Engineering,258493.26,-4.4%,1376,265807.86,241770.58,352500.00,271369.38
Datacore - Nanite Engineering,223151.45,+11.6%,3405,221920.17,215559.62,196363.65,175065.76
Datacore - Nuclear Physics,288005.33,+4.2%,6039,310407.45,227319.01,331265.92,378492.32
Datacore - Plasma Physics,193628.14,-54.6%,406,194525.05,213324.21,764516.13,155932.75
Datacore - Quantum Physics,383729.53,-54.4%,2717,394657.00,367163.23,373640.24,370778.33
Datacore - Rocket Science,178201.58,-1.3%,2167,176230.65,185153.54,232902.30,169607.69
,,,,,,,
Decryptors,,,,,,,
