Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.74,-1.7%,32821305056,2.77,2.70,2.59,2.93
Pyerite,6.96,-0.1%,7888182804,7.06,6.83,6.47,7.45
Mexallon,28.27,+1.9%,2256892231,28.71,27.07,26.96,31.00
Isogen,54.21,+0.5%,400530682,55.12,52.83,52.18,55.35
Nocxium,83.39,-1.4%,121373408,83.36,83.84,79.19,80.25
Zydrine,1173.85,-3.6%,23805392,1180.70,1148.34,1213.59,1111.68
Megacyte,2077.16,-1.0%,11775227,2113.19,1987.20,1832.09,2058.66
Morphite,4877.77,-1.4%,941209,4839.05,5044.05,4607.00,4775.82
,,,,,,,
Fuel,,,,,,,
Coolant,1139.73,-1.6%,3779379,1083.92,1258.07,2001.32,1239.85
Enriched Uranium,5122.21,-0.8%,1719513,5034.20,5276.66,4934.16,5300.01
Heavy Water,19.38,-7.5%,41626958,19.98,17.88,19.97,20.83
Helium Isotopes,389.57,+8.0%,15815655,365.77,428.75,424.01,363.26
Hydrogen Isotopes,411.46,-1.4%,114916935,423.35,397.61,415.46,442.23
Nitrogen Isotopes,472.96,-9.1%,26495885,459.17,483.98,643.69,413.73
Oxygen Isotopes,427.22,-4.6%,22414707,411.73,438.15,552.91,395.29
Liquid Ozone,340.13,-1.3%,30968242,334.52,331.60,449.79,307.66
Mechanical Parts,619.84,-0.6%,4404517,636.09,606.98,583.68,644.40
Oxygen,104.95,+1.6%,13274135,109.25,98.16,124.59,112.55
Robotics,6814.49,+1.6%,647911,6948.68,6686.28,6975.42,6927.33
Strontium Clathrates,786.31,-0.9%,1343232,840.03,709.62,1025.58,869.40
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,132453.92,-1.2%,135810,132498.38,131974.16,133129.91,139951.71
Armor Plates,201043.41,-3.8%,112586,203509.81,192165.96,198166.99,203408.00
Broken Drone Transceiver,96.81,-0.1%,71884,96.10,98.46,100.01,141.21
Burned Logic Circuit,29799.06,+1.1%,456808,29961.26,28825.68,30785.37,30568.17
Charred Micro Circuit,141.46,-33.2%,486578,151.93,105.88,129.38,295.61
Conductive Polymer,139.46,-6.1%,62419,135.34,148.15,100.01,116.62
Contaminated Lorentz Fluid,160.68,-1.8%,76187,180.22,77.94,100.01,243.74
Contaminated Nanite Compound,2575.47,+3.1%,150993,2671.82,1854.22,3000.00,2979.85
Damaged Artificial Neural Network,316.37,-12.7%,48089,277.64,436.68,415.89,305.52
Defective Current Pump,180.22,-2.0%,41415,191.14,153.31,100.82,276.62
Fried Interface Circuit,3874.79,-0.7%,435301,3992.90,3117.24,4200.00,3876.55
Malfunctioning Shield Emitter,210.46,+1.3%,80714,200.10,302.20,100.00,259.57
Melted Capacitor Console,89602.09,+8.1%,28343,84119.52,93803.47,138411.36,83645.42
Scorched Telemetry Processor,245.12,+13.6%,49635,277.77,136.67,120.00,170.59
Smashed Trigger Unit,118.88,-0.3%,202536,117.88,126.35,100.00,125.83
Tangled Power Conduit,412.56,-7.5%,64123,431.97,393.00,157.30,216.13
Thruster Console,136.42,+4.6%,98521,135.50,160.10,100.01,177.03
Tripped Power Circuit,38698.75,+0.3%,415686,39152.40,37034.85,38449.03,39966.47
Ward Console,22160.04,+8.7%,41747,21742.13,25396.81,20614.68,18903.19
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,139909.48,-9.8%,1527,144427.05,120992.19,0.00,122697.31
Datacore - Caldari Starship Engineering,166525.76,+12.6%,1169,192000.00,147638.52,0.00,199097.25
Datacore - Electromagnetic Physics,81678.82,+25.8%,2641,75848.32,119052.49,0.00,83096.74
Datacore - Electronic Engineering,267522.78,+2.2%,11234,300989.80,248363.97,116312.50,232392.02
Datacore - Gallentean Starship Engineering,197102.11,-1.8%,4412,194702.32,217029.49,250000.00,204225.04
