Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.51,-0.2%,25453406410,2.56,2.45,2.54,2.71
Pyerite,5.19,-4.6%,5677878969,5.41,5.02,4.97,5.69
Mexallon,26.06,-8.0%,1909835739,26.74,25.22,24.33,26.71
Isogen,49.72,-2.0%,399632555,50.75,48.26,49.78,50.98
Nocxium,114.19,+0.9%,142104256,112.98,116.21,120.57,120.34
Zydrine,1339.86,+4.9%,28158929,1322.50,1378.17,1397.05,1282.50
Megacyte,2851.90,+0.1%,9842903,2823.99,2897.22,2922.92,2929.10
Morphite,5724.90,-1.3%,657311,5621.09,5958.68,5222.20,5614.50
,,,,,,,
Fuel,,,,,,,
Coolant,1197.72,-4.0%,9156063,1144.21,1640.20,1897.78,1160.39
Enriched Uranium,5333.01,+7.6%,4796823,5540.23,5287.24,4980.70,5300.02
Heavy Water,26.84,+2.0%,39737349,27.96,22.64,23.33,29.90
Helium Isotopes,344.11,-1.7%,13944052,323.13,393.41,393.76,326.74
Hydrogen Isotopes,335.37,+7.3%,73024312,342.68,328.17,340.81,368.20
Nitrogen Isotopes,365.20,+7.6%,23987463,364.48,368.30,474.60,336.86
Oxygen Isotopes,361.07,+3.9%,21569810,356.62,376.10,515.60,343.27
Liquid Ozone,316.74,+0.4%,22140138,303.85,338.26,354.99,281.76
Mechanical Parts,630.65,+0.8%,9152571,631.69,629.33,605.61,639.38
Oxygen,109.35,-0.1%,28394923,109.25,108.93,129.50,117.07
Robotics,7071.12,+11.6%,1665871,7892.22,6875.35,7200.00,7112.00
Strontium Clathrates,708.39,+11.4%,2505417,709.91,653.97,1337.11,575.66
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,122153.66,-0.1%,125699,123270.78,122135.78,122945.34,134864.26
Armor Plates,226483.06,-0.0%,115198,229098.35,213770.80,226380.27,228694.42
Broken Drone Transceiver,52.62,+4.7%,64022,53.55,36.46,100.00,159.00
Burned Logic Circuit,29798.35,-0.7%,468275,30008.28,28413.22,32194.17,30347.21
