Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.21,-1.1%,29376851590,2.23,2.13,2.26,2.40
Pyerite,3.70,+1.4%,6572368113,3.72,3.70,3.40,4.05
Mexallon,31.29,-0.9%,1977289711,31.87,30.48,28.57,33.97
Isogen,58.77,-0.5%,339147754,60.52,53.21,65.49,61.18
Nocxium,153.54,+4.2%,61174280,151.29,155.06,167.75,146.63
Zydrine,1047.38,+4.5%,24212926,1041.03,1052.67,1131.96,994.96
Megacyte,2275.81,+0.3%,7359957,2263.70,2255.61,2363.04,2288.88
Morphite,4104.72,-2.5%,1561978,4096.51,3867.72,3749.86,3887.18
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,107478.96,+1.4%,119216,108073.81,104884.76,99526.70,116623.01
Armor Plates,255364.86,-2.2%,90005,256778.41,248964.54,241907.32,260743.70
Broken Drone Transceiver,98.12,+2.2%,68949,100.25,100.03,1.99,175.12
Burned Logic Circuit,29686.70,+0.2%,456932,30004.13,28635.60,27879.57,30435.57
Charred Micro Circuit,122.55,+5.5%,551758,105.95,202.50,85.07,288.90
Conductive Polymer,132.66,+13.1%,45639,150.04,26.50,1.00,188.83
Contaminated Lorentz Fluid,163.77,+22.1%,67156,172.36,91.28,15.30,110.73
Contaminated Nanite Compound,1974.56,+2.7%,119029,2025.95,1756.42,1554.84,2133.86
Damaged Artificial Neural Network,146.96,-0.5%,44898,154.66,127.41,52.58,213.98
Defective Current Pump,142.34,+11.4%,31900,158.58,10.09,10.04,227.02
Fried Interface Circuit,3898.33,-3.0%,557851,4034.29,3151.28,3827.73,3924.61
Malfunctioning Shield Emitter,169.11,+8.8%,78451,169.71,127.92,82.01,344.94
Melted Capacitor Console,124720.42,+0.5%,22445,125142.44,123140.51,104221.50,123497.91
Scorched Telemetry Processor,105.94,-0.9%,45066,111.37,43.21,5.50,187.28
Smashed Trigger Unit,47.68,-28.7%,203931,47.51,56.14,11.01,133.06
Tangled Power Conduit,94.22,+6.1%,34282,99.05,56.12,77.40,229.24
Thruster Console,126.38,+58.2%,105073,128.81,108.90,15.05,287.57
Tripped Power Circuit,79909.15,-1.8%,351584,80804.15,77343.25,75075.87,84704.12
Ward Console,31504.12,-7.1%,43057,30973.86,34467.74,22567.90,29923.28
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,8823.13,-54.7%,1388,8839.50,6000.02,2993.10,3705.85
Capacitor Console,21843759.82,-3.9%,147,21843759.82,20281147.60,16738812.96,21999975.05
Conductive Thermoplastic,19440.98,-35.7%,128,19440.98,107914.33,6281.09,27156.72
Current Pump,33803.71,+46.9%,314,35019.31,3209.61,3334.90,59802.40
Drone Transceiver,10244.49,-64.2%,1338,10304.76,2991.55,2001.20,2233.47
Enhanced Ward Console,14926162.59,-0.8%,102,15174463.23,14045521.44,12026528.65,16359203.62
Impetus Console,12367.32,-15.2%,279,13522.89,1198.65,5012.86,28664.26
Intact Armor Plates,26690010.66,+4.8%,152,26603225.99,25989295.08,17692266.52,32458265.93
Intact Shield Emitter,668409.29,-2.3%,172,660308.32,579491.30,406807.73,859343.50
Interface Circuit,65291.45,+4.6%,2162,66118.56,72624.96,22786.96,90399.35
Logic Circuit,83416.36,+7.9%,2149,83447.74,119787.30,212772.46,154852.66
Lorentz Fluid,2573.60,-53.4%,340,2611.87,5.26,1503.08,2880.18
Micro Circuit,3420.41,+0.3%,1978,3427.34,7033.35,8666.85,4235.28
Nanite Compound,36395.92,+8.4%,288,39665.34,2001.70,23736.85,48746.47
Power Circuit,1282483.92,+5.2%,1025,1262533.25,1234149.76,1264077.02,1656550.05
Power Conduit,14818.59,-84.1%,273,15154.84,67484.34,11577.40,38884.37
Single-crystal Superalloy I-beam,5851525.01,-1.1%,428,5855837.71,5892845.79,3551847.41,6356138.83
Telemetry Processor,20280.96,-23.4%,256,20280.96,170899.40,4821.78,74792.21
Trigger Unit,47854.63,+8.3%,746,49623.01,33477.29,6160.72,41041.98
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,332.72,+4.7%,19077343,330.50,334.95,449.50,318.86
Hydrogen Isotopes,299.93,+2.6%,117804552,300.63,299.31,318.09,319.21
Nitrogen Isotopes,324.15,+6.7%,14400334,311.38,347.78,340.34,285.00
Oxygen Isotopes,333.26,+5.0%,27689986,327.98,333.63,423.20,313.06
Heavy Water,17.84,+0.9%,14581411,17.84,17.09,22.77,20.68
Liquid Ozone,233.05,-2.0%,13125272,234.07,236.20,258.57,210.29
Strontium Clathrates,416.41,-15.9%,560768,322.59,457.17,125.58,302.20
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,9481.82,-5.2%,1367648,9405.39,9655.73,13404.12,9089.28
Enriched Uranium,6999.01,-0.1%,788468,6954.31,7376.58,7815.89,7598.98
Mechanical Parts,6717.52,-1.7%,654285,6509.28,9427.08,5846.15,6467.68
Oxygen,294.96,+18.7%,6143788,296.37,233.57,211.45,310.25
Robotics,34338.32,+19.4%,0,32010.28,34977.13,29036.68,34338.32
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,190291.49,-36.9%,0,192087.79,169194.19,94753.87,190291.49
Datacore - Caldari Starship Engineering,144821.34,-48.2%,843,144099.56,141352.54,152096.97,106080.07
Datacore - Electromagnetic Physics,68484.04,-20.4%,955,72345.10,54177.70,188678.39,63753.60
Datacore - Electronic Engineering,232584.26,+11.9%,0,258561.57,262878.40,270975.90,232584.26
Datacore - Gallentean Starship Engineering,114786.63,+6.7%,0,144712.19,119545.84,192092.05,114786.63
Datacore - Graviton Physics,119672.34,-17.7%,413,141515.46,111421.16,128472.73,101266.44
Datacore - High Energy Physics,122353.50,-19.1%,2056,134769.88,113699.60,243007.52,153290.81
Datacore - Hydromagnetic Physics,237864.36,+20.2%,3403,244121.19,228733.30,241902.17,227627.02
Datacore - Laser Physics,168866.30,-68.6%,414,129594.55,168866.30,188702.93,128593.18
Datacore - Mechanical Engineering,327254.98,-5.0%,22942,373151.71,315096.02,365392.09,354545.51
Datacore - Minmatar Starship Engineering,352970.57,-10.3%,4288,385365.15,340634.60,365600.05,379935.22
Datacore - Molecular Engineering,201896.20,+21.2%,0,232920.03,208742.19,226312.50,201896.20
Datacore - Nanite Engineering,293405.15,+14.8%,1763,293405.15,197061.79,175447.21,152538.23
Datacore - Nuclear Physics,311535.49,+10.7%,3510,314104.15,244728.49,304329.07,309403.47
Datacore - Plasma Physics,218481.80,+2.2%,339,192140.92,174148.63,283283.33,178648.27
Datacore - Quantum Physics,341924.92,+0.3%,1998,341924.92,328944.55,269383.51,318272.01
Datacore - Rocket Science,133571.36,+1.1%,1385,129468.92,134003.99,192645.61,115630.16
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,11616262.43,-8.6%,80,11708546.57,12151217.40,8205789.63,12246555.69
Assembly Instructions,28784150.63,-6.2%,0,33201513.18,32000000.56,19187499.76,28784150.63
Calibration Data,3822252.50,-18.6%,291,3852936.90,3899265.12,2817362.74,4512234.60
Circuitry Schematics,5945038.04,-1.5%,121,5945038.04,5112521.77,3576412.42,6301427.57
Circular Logic,1412628.03,-56.7%,51,1390558.83,1638562.06,3075000.00,1059934.77
Classic Doctrine,7132374.22,+5.6%,43,7176977.84,9552181.82,7500000.00,8433550.01
Collision Measurements,4581271.49,+41.9%,24,4472223.01,4652333.41,5340000.00,4770988.75
