Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.72,-1.0%,21356574419,2.78,2.65,2.65,2.86
Pyerite,6.70,+0.2%,5257899880,6.83,6.51,6.39,7.09
Mexallon,28.90,-0.2%,1446977206,29.36,28.21,27.92,30.24
Isogen,52.31,-0.0%,215584360,53.21,50.84,50.60,52.41
Nocxium,88.12,-0.4%,93656262,88.72,87.33,88.83,85.11
Zydrine,1472.89,-0.8%,12952788,1477.99,1363.46,1515.73,1427.51
Megacyte,2707.93,-1.4%,6304792,2712.06,2689.48,2891.13,2701.73
Morphite,6154.66,+4.2%,360005,6154.01,0.00,6215.72,5956.04
,,,,,,,
Fuel,,,,,,,
Coolant,1157.88,+4.0%,2620055,1124.48,0.00,1696.98,1222.27
Enriched Uranium,5309.59,-2.4%,743426,5281.66,0.00,5425.87,5300.74
Heavy Water,18.46,-3.5%,17628831,17.92,20.73,17.39,21.76
Helium Isotopes,414.29,-3.0%,5627510,408.26,0.00,824.10,371.19
Hydrogen Isotopes,364.71,-1.9%,86955304,376.79,347.47,358.12,390.80
Nitrogen Isotopes,453.81,+2.3%,20421643,447.98,462.82,474.79,384.36
Oxygen Isotopes,415.58,+4.2%,11568845,415.85,0.00,412.60,388.96
Liquid Ozone,320.84,-8.7%,18499170,315.67,326.49,376.40,285.87
Mechanical Parts,605.91,+1.7%,1185324,608.66,0.00,580.97,645.79
Oxygen,110.96,-0.2%,11856810,114.28,104.43,136.55,122.76
Robotics,6928.10,+0.2%,415769,6959.85,6890.00,7000.00,6941.67
Strontium Clathrates,850.64,+2.8%,510057,828.43,0.00,1177.30,822.27
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,137816.35,+0.2%,79900,139433.28,132251.32,136105.55,142403.49
Armor Plates,208897.78,+0.5%,57160,210948.50,197417.42,210000.00,215277.55
Broken Drone Transceiver,99.51,+0.2%,40453,98.27,98.30,109.78,129.67
Burned Logic Circuit,30730.68,-0.2%,243658,31308.44,28629.91,30263.05,31552.33
Charred Micro Circuit,117.55,+7.3%,233223,132.20,97.24,45.93,267.66
Conductive Polymer,131.58,-0.3%,20231,135.88,122.54,116.81,141.55
Contaminated Lorentz Fluid,161.29,-0.7%,32564,184.24,84.45,57.76,165.41
Contaminated Nanite Compound,3049.66,-6.2%,56990,3058.72,0.00,3000.00,3178.46
Damaged Artificial Neural Network,387.61,-20.9%,47473,293.58,404.42,636.54,301.04
Defective Current Pump,186.90,-5.0%,14494,191.28,0.00,120.51,236.40
Fried Interface Circuit,4100.28,+1.2%,235499,4129.02,4020.36,4000.00,4096.85
Malfunctioning Shield Emitter,263.93,-7.5%,47164,255.54,302.20,260.83,251.03
Melted Capacitor Console,85697.54,+0.3%,21711,85619.58,0.00,88000.00,78667.60
Scorched Telemetry Processor,135.85,-1.4%,20706,137.04,0.00,120.72,195.84
Smashed Trigger Unit,105.83,-3.0%,108707,103.64,122.87,100.00,152.02
Tangled Power Conduit,233.47,+7.6%,16764,230.43,0.00,283.32,263.82
Thruster Console,397.24,-74.6%,61022,420.88,0.00,100.00,213.27
Tripped Power Circuit,41009.90,+0.7%,230445,41771.69,37907.56,40303.35,42324.78
Ward Console,22353.03,-1.1%,65877,22377.21,0.00,21223.19,19658.36
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,198000.00,-2.9%,421,198000.00,0.00,0.00,0.00
Datacore - Caldari Starship Engineering,185825.41,-9.0%,315,185825.41,0.00,0.00,121311.01
Datacore - Electromagnetic Physics,97782.46,+21.3%,356,94828.20,0.00,200000.00,98896.83
Datacore - Electronic Engineering,294505.39,+12.5%,2435,294359.03,0.00,329999.00,244208.54
Datacore - Gallentean Starship Engineering,208859.46,+3.1%,1510,195586.03,273248.28,250961.54,180110.93
Datacore - Graviton Physics,84682.63,-1.0%,610,84682.63,0.00,0.00,0.00
Datacore - High Energy Physics,178759.83,-4.4%,376,178759.83,0.00,0.00,192916.23
Datacore - Hydromagnetic Physics,518527.71,-2.3%,961,493038.46,599078.14,0.00,450676.59
Datacore - Laser Physics,164222.24,-3.6%,345,164222.24,0.00,0.00,167150.89
Datacore - Mechanical Engineering,366207.28,+0.1%,34150,415906.85,355939.51,483719.15,400604.10
Datacore - Minmatar Starship Engineering,415720.67,-1.2%,4527,451651.40,387475.38,452720.93,441999.98
Datacore - Molecular Engineering,351056.07,+0.6%,1409,350000.00,0.00,424400.00,321296.81
Datacore - Nanite Engineering,231493.20,-12.4%,1433,230355.60,0.00,304454.55,193112.22
Datacore - Nuclear Physics,305622.85,-1.8%,1305,306358.31,0.00,284545.44,332375.40
Datacore - Plasma Physics,353558.67,-23.1%,91,294153.77,0.00,5700000.00,0.00
Datacore - Quantum Physics,453228.06,-9.0%,1086,453228.06,0.00,0.00,388796.64
Datacore - Rocket Science,294766.94,-7.5%,908,294638.97,0.00,298387.10,245310.31
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,8491625.21,+5.0%,71,8425760.49,8652101.47,9707041.00,10275665.13
Assembly Instructions,29050000.95,-8.4%,4,29050000.95,0.00,0.00,27799968.80
Calibration Data,4444286.81,+8.1%,227,4567901.12,4041444.84,4112500.00,5763760.87
Circuitry Schematics,4845451.77,+14.2%,109,4748408.89,5050628.14,0.00,6542265.47
Circular Logic,1848266.87,+94.0%,15,1848266.87,0.00,0.00,0.00
Classic Doctrine,7158266.54,+2.6%,15,7158266.54,0.00,0.00,0.00
Collision Measurements,4782362.04,+53.1%,0,0.00,0.00,0.00,4782362.04
Engagement Plan,6999999.54,-2.0%,13,6999999.54,0.00,0.00,6926037.69
Formation Layout,5990893.36,+8.2%,28,5990893.36,0.00,0.00,0.00
Installation Guide,18900000.12,+151.9%,1,18900000.12,0.00,0.00,0.00
Interface Alignment Chart,4640006.25,+8.4%,44,4640006.25,0.00,0.00,6193241.64
Operation Handbook,6888370.50,+1.1%,296,6930154.38,6824957.76,4661000.99,0.00
Prototype Diagram,3500000.01,+132.4%,1,3500000.01,0.00,0.00,0.00
Sacred Manifesto,3422675.29,-5.2%,40,3422675.29,0.00,0.00,4520015.17
Stolen Formulas,39999994.00,-9.8%,1,39999994.00,0.00,0.00,0.00
Symbiotic Figures,5364917.14,+42.8%,0,0.00,0.00,0.00,5364917.14
Test Reports,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Tuning Instructions,8502000.00,+5.5%,2,8502000.00,0.00,0.00,0.00
User Manual,3526000.00,-22.5%,8,3526000.00,0.00,0.00,0.00
War Strategon,0.00,+100.0%,0,0.00,0.00,0.00,0.00
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,110.99,-3.4%,3406666,113.46,0.00,32.52,90.39
Fermionic Condensates,23437.91,+19.5%,21200,23437.91,0.00,0.00,22225.08
Fernite Carbide,90.86,-6.7%,15067013,91.26,0.00,86.48,80.56
Ferrogel,12637.76,-1.4%,127415,12800.49,12330.37,10000.02,11819.60
Fullerides,1004.81,-3.4%,1313329,1021.41,0.00,517.21,908.39
Hypersynaptic Fibers,3495.26,-4.1%,140663,3474.65,0.00,6551.82,3082.68
Nanotransistors,2808.64,+1.9%,647709,2852.13,0.00,1927.39,2578.77
Phenolic Composites,682.41,-29.6%,470355,733.93,0.00,32.15,572.60
Sylramic Fibers,180.35,+8.2%,5428354,181.70,0.00,128.70,173.13
Titanium Carbide,97.77,+2.2%,3371992,97.42,0.00,100.00,89.95
Tungsten Carbide,111.68,+4.7%,8197784,107.42,116.00,113.01,105.90
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,1497.10,-23.4%,568,1505.00,0.00,10.00,1112.00
Central System Controller,12143.10,-60.4%,130,12237.16,0.00,10.00,21496.50
Defensive Control Node,12087.08,-32.7%,117,12087.08,0.00,0.00,15471.14
Electromechanical Hull Sheeting,997.79,-11.0%,19624,1001.00,0.00,100.00,888.26
Emergent Combat Analyzer,2291.64,-22.4%,534,2291.64,0.00,0.00,3918.77
Emergent Combat Intelligence,15033.95,+124.1%,109,12007.04,66996.00,0.00,27277.53
Fused Nanomechanical Engines,1355.22,-37.1%,501,1357.91,0.00,10.00,3799.76
Heuristic Selfassemblers,2575.90,-66.3%,452,2587.31,0.00,10.00,3910.71
Jump Drive Control Nexus,11291.69,-14.6%,123,11291.69,0.00,0.00,23011.26
Melted Nanoribbons,4472172.71,+1.4%,1667,4508519.07,0.00,2726478.57,5006030.21
