Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.51,-0.3%,26169225468,2.53,2.47,2.56,2.69
Pyerite,5.22,-5.6%,5741854010,5.37,5.04,5.16,5.76
Mexallon,26.53,-3.1%,1789134376,26.94,25.94,25.28,27.99
Isogen,50.39,-6.3%,403453200,51.42,48.50,50.05,52.96
Nocxium,115.37,+4.6%,121468014,113.22,116.72,139.19,117.57
Zydrine,1374.68,+6.3%,27338928,1359.36,1405.81,1453.67,1304.70
Megacyte,2876.00,+0.4%,9245021,2846.93,2934.82,2922.92,2911.10
Morphite,5905.08,+7.3%,459809,5749.89,5913.97,5222.20,5519.67
,,,,,,,
Fuel,,,,,,,
Coolant,1199.70,+41.7%,8020238,1140.11,1640.20,1838.52,1175.31
Enriched Uranium,5314.72,-0.3%,4372965,5470.70,5287.24,5120.60,5300.02
Heavy Water,26.07,-30.9%,41762037,27.16,22.64,23.33,29.08
Helium Isotopes,348.24,-6.8%,16741213,328.20,392.59,393.76,325.95
Hydrogen Isotopes,335.36,-2.5%,111766525,342.40,328.17,340.81,366.35
Nitrogen Isotopes,367.04,+0.8%,21035355,362.29,379.32,474.60,328.56
Oxygen Isotopes,356.75,+6.5%,23528436,350.95,373.30,515.60,343.18
Liquid Ozone,323.14,+6.9%,19740150,306.87,338.26,354.99,278.24
Mechanical Parts,628.79,+1.0%,7377342,619.85,629.33,605.61,643.06
Oxygen,109.03,-11.6%,25735497,109.25,108.93,129.50,112.26
Robotics,6987.08,-1.4%,1616946,7418.63,6875.35,7200.00,6955.19
Strontium Clathrates,725.55,-3.5%,2023556,719.75,657.39,1337.11,602.25
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,125443.34,-3.5%,132264,124486.51,130343.41,126412.29,133376.88
Armor Plates,226466.79,+0.9%,114292,228956.31,213047.48,226380.27,228489.64
Broken Drone Transceiver,49.43,+15.5%,65903,47.59,39.35,100.00,159.00
Burned Logic Circuit,29899.12,+0.3%,395569,29929.11,28404.96,32194.17,30268.11
Charred Micro Circuit,109.70,+0.3%,442502,114.51,61.64,101.74,207.35
Conductive Polymer,55.38,-16.1%,44029,37.16,100.01,100.00,242.82
Contaminated Lorentz Fluid,217.59,+12.0%,74720,246.25,120.14,127.39,238.88
Contaminated Nanite Compound,2228.52,-1.2%,117674,2255.10,2224.66,1931.80,2408.91
Damaged Artificial Neural Network,329.81,+2.3%,102267,326.09,258.12,500.12,385.98
Defective Current Pump,183.91,+3.9%,38491,191.01,158.24,114.79,337.63
Fried Interface Circuit,5128.38,+17.0%,505292,5228.74,4360.16,6027.11,5100.71
Malfunctioning Shield Emitter,386.83,-22.0%,126005,354.58,500.28,300.08,331.14
Melted Capacitor Console,81031.39,-4.5%,37016,81079.63,75852.37,88008.87,78761.92
Scorched Telemetry Processor,186.29,-22.7%,52200,188.95,183.34,100.00,203.61
Smashed Trigger Unit,50.83,+17.7%,336383,50.94,32.98,100.00,143.28
Tangled Power Conduit,269.20,-4.9%,52880,256.59,341.16,100.07,231.29
Thruster Console,91.92,+3.8%,108497,76.05,161.76,100.00,162.10
Tripped Power Circuit,44060.20,-9.2%,362721,44520.95,43243.00,41376.31,45986.93
Ward Console,21606.16,-5.1%,52110,21068.59,22413.56,23301.47,19239.03
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,176404.29,+4.9%,337,176688.98,185006.27,216410.78,135903.67
Datacore - Caldari Starship Engineering,178834.31,-9.2%,1045,152141.59,203163.48,343947.33,150405.01
Datacore - Electromagnetic Physics,94032.86,+6.3%,751,92780.49,106461.36,194639.18,86633.33
Datacore - Electronic Engineering,315845.50,+4.2%,5657,328151.39,299465.27,229694.46,306455.49
Datacore - Gallentean Starship Engineering,205526.12,-6.1%,1833,208711.64,199861.20,118105.08,173103.80
Datacore - Graviton Physics,123567.48,-17.4%,3138,116261.71,136817.59,305272.25,106802.31
Datacore - High Energy Physics,193410.80,+2.1%,2539,192293.31,193510.55,203429.10,186047.69
