Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.18,-0.2%,27035901806,2.21,2.13,2.09,2.22
Pyerite,3.55,-0.4%,7590348607,3.60,3.45,3.51,3.82
Mexallon,30.51,-0.4%,2244283497,30.57,30.45,29.39,32.32
Isogen,59.21,-0.1%,325289253,59.86,58.28,59.58,63.46
Nocxium,212.15,+10.8%,84350023,229.11,173.45,206.36,225.08
Zydrine,1010.20,-2.8%,19837638,1007.61,1012.81,1077.54,978.92
Megacyte,2318.63,-2.7%,10065827,2329.79,2293.99,2301.67,2299.13
Morphite,4257.14,-2.5%,1664785,4297.40,4008.12,4418.04,3868.66
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,105721.75,-0.2%,121803,105991.20,107595.73,107178.12,115740.05
Armor Plates,260091.13,-2.0%,98820,262200.17,253309.93,251251.57,264745.21
Broken Drone Transceiver,54.24,-94.7%,53512,50.00,100.03,2.81,126.32
Burned Logic Circuit,28121.38,-17.4%,377843,28251.26,28688.73,25876.60,29219.41
Charred Micro Circuit,130.81,-11.8%,399827,114.67,204.27,85.17,322.92
Conductive Polymer,84.13,-81.0%,40126,104.52,33.67,1.00,194.47
Contaminated Lorentz Fluid,65.38,-23.5%,142227,65.38,94.73,15.33,188.37
Contaminated Nanite Compound,1848.70,+6.2%,108096,1849.81,1844.43,1555.31,2415.96
Damaged Artificial Neural Network,148.51,+1.3%,42327,153.54,131.59,52.60,275.96
Defective Current Pump,158.59,-0.0%,31700,158.59,10.09,10.08,244.91
Fried Interface Circuit,3741.59,-9.1%,425713,3888.96,3525.28,2392.46,3899.75
Malfunctioning Shield Emitter,186.79,+7.1%,81358,200.51,128.34,82.11,382.51
Melted Capacitor Console,125727.56,-0.0%,36862,126039.25,122067.70,105443.18,118652.38
Scorched Telemetry Processor,108.43,-90.5%,49566,105.08,139.51,10.13,194.34
Smashed Trigger Unit,63.05,-82.3%,143712,63.56,56.38,11.16,154.04
Tangled Power Conduit,101.13,+0.5%,28501,101.13,56.12,1402.28,244.50
Thruster Console,106.74,-25.1%,136505,106.74,103.60,15.06,166.35
Tripped Power Circuit,82193.37,+2.4%,386203,83070.59,79581.85,77688.86,85783.44
Ward Console,34488.25,+0.8%,73169,34502.94,33799.00,24282.01,29982.64
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,47992.65,-91.7%,294,3920.32,268693.88,3388.78,4059.10
Capacitor Console,20616123.58,-0.5%,78,20616123.58,20281147.60,17347769.25,19832927.94
Conductive Thermoplastic,13520.52,-7.5%,0,19440.98,109092.58,14286.54,13520.52
Current Pump,36255.77,+37.0%,0,35019.31,3209.61,3446.12,36255.77
Drone Transceiver,1751.40,+109.1%,0,10304.76,2991.55,2001.21,1751.40
Enhanced Ward Console,16083624.31,+3.8%,92,16083624.31,14045521.44,13521554.53,15680547.12
Impetus Console,23454.71,-78.6%,0,13522.89,1198.65,5016.17,23454.71
Intact Armor Plates,26122144.26,+7.2%,146,26349798.71,26495435.53,17746434.39,29753355.23
Intact Shield Emitter,892489.57,-26.8%,0,660308.32,579491.30,407423.46,892489.57
Interface Circuit,45087.30,+6.2%,116,66118.56,45087.30,124472.60,65369.71
Logic Circuit,128876.75,-30.2%,0,83447.74,119787.30,16004.43,128876.75
Lorentz Fluid,6111.58,-75.4%,0,2611.87,5.26,1503.08,6111.58
Micro Circuit,3944.89,-100.0%,0,3427.34,7033.35,6792.81,3944.89
Nanite Compound,58490.18,-32.6%,0,39665.34,2001.70,20058.83,58490.18
Power Circuit,1431756.96,+4.8%,0,1262533.25,1234149.76,1424453.12,1431756.96
Power Conduit,40675.64,-94.2%,0,15154.84,67484.34,11720.17,40675.64
Single-crystal Superalloy I-beam,6207339.44,+4.9%,80,5855837.71,6169112.89,4656669.02,5651695.30
Telemetry Processor,75866.75,-95.4%,0,20280.96,137628.27,3500.07,75866.75
Trigger Unit,40743.10,+27.3%,0,49623.01,33477.29,6456.53,40743.10
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,354.30,-1.8%,8973479,348.80,366.99,449.18,316.72
Hydrogen Isotopes,293.22,-5.8%,94801213,299.99,290.92,306.96,309.55
Nitrogen Isotopes,289.96,+16.9%,0,307.43,347.78,364.48,289.96
Oxygen Isotopes,320.85,-2.8%,10399578,317.83,319.71,413.68,301.34
Heavy Water,13.30,+5.2%,33317363,18.02,12.96,15.22,20.62
Liquid Ozone,238.87,-1.4%,15484519,244.38,224.68,262.40,238.76
