Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.73,+1.4%,247135935153,2.65,2.51,2.61,2.74
Pyerite,6.63,+1.9%,50304590733,6.45,6.15,5.58,6.68
Mexallon,28.73,-0.1%,14603957800,27.41,27.05,26.12,28.95
Isogen,51.81,+1.5%,3418345934,50.83,49.12,50.80,51.94
Nocxium,92.09,+5.0%,1490427852,97.00,82.05,105.53,92.02
Zydrine,1402.83,+0.3%,279195365,1413.19,1477.79,1499.16,1400.92
Megacyte,2671.60,-0.0%,100364034,2630.25,2668.99,2670.54,2674.84
Morphite,5661.11,-1.7%,9459349,5975.88,5584.18,6735.45,5652.23
,,,,,,,
Fuel,,,,,,,
Coolant,1279.64,-1.1%,18684986,1177.07,1246.00,1741.53,1289.71
Enriched Uranium,5304.94,-0.3%,11945558,5459.44,5245.25,4910.32,5300.36
Heavy Water,22.70,-1.0%,267592513,19.38,19.35,153.46,22.55
Helium Isotopes,350.79,+2.3%,255510333,357.76,442.94,428.58,349.53
Hydrogen Isotopes,361.74,+0.0%,304582444,355.38,339.48,338.38,368.07
Nitrogen Isotopes,354.14,-1.9%,694758998,402.87,377.14,463.97,353.03
Oxygen Isotopes,377.23,+0.3%,456714043,385.54,411.02,469.15,376.45
Liquid Ozone,301.79,+0.4%,259653128,308.10,293.89,323.96,301.60
Mechanical Parts,646.13,-0.2%,27530516,675.55,607.72,591.58,647.07
Oxygen,118.40,-7.8%,80727985,109.24,99.17,123.42,120.68
Robotics,6940.23,+0.0%,6280439,6959.66,6887.96,7468.59,6946.14
Strontium Clathrates,793.51,-1.9%,15705170,810.53,739.22,856.82,793.08
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,138741.03,-3.0%,352214,135541.55,136186.04,132518.42,140026.71
Armor Plates,231036.65,+2.8%,718701,223600.98,206675.97,217532.52,232300.02
Broken Drone Transceiver,123.21,+50.1%,642287,100.16,97.78,100.00,124.67
Burned Logic Circuit,31816.84,+0.5%,1748482,31723.34,29376.67,30715.11,31969.89
Charred Micro Circuit,130.99,+14.1%,2799926,163.20,116.82,95.05,129.09
Conductive Polymer,172.36,+44.0%,743733,91.96,100.01,113.48,174.95
Contaminated Lorentz Fluid,163.96,-7.7%,440648,186.29,90.12,100.37,164.64
