Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.75,-2.1%,29011582223,2.78,2.72,2.59,2.94
Pyerite,6.99,-0.3%,7634314376,7.07,6.90,6.72,7.42
Mexallon,28.19,-0.1%,2174607119,28.72,27.76,26.46,30.83
Isogen,53.11,-0.5%,289425838,53.16,53.11,52.85,55.46
Nocxium,83.78,-2.4%,99652524,83.36,83.85,86.59,81.12
Zydrine,1193.99,-1.9%,26150529,1193.57,1197.08,1185.90,1131.60
Megacyte,2038.93,-0.2%,9605377,2046.72,2007.01,2108.47,2026.36
Morphite,5123.38,-2.6%,762709,5070.79,5085.02,5734.44,4910.22
,,,,,,,
Fuel,,,,,,,
Coolant,1187.83,+1.2%,3990319,1120.62,1367.65,2081.30,1225.51
Enriched Uranium,5364.30,+0.6%,1725005,5429.01,5398.89,4898.24,5300.01
Heavy Water,19.33,+3.6%,32044382,19.73,17.92,23.21,21.46
Helium Isotopes,413.21,-15.6%,22561375,395.73,480.18,452.88,362.51
Hydrogen Isotopes,430.59,-1.0%,115232431,435.41,429.08,409.02,468.49
Nitrogen Isotopes,479.09,+1.6%,25194141,465.44,489.61,549.99,425.74
Oxygen Isotopes,483.74,-5.3%,27780518,458.01,483.42,531.05,412.93
Liquid Ozone,376.38,+2.4%,31994059,374.71,375.46,407.08,324.75
Mechanical Parts,622.97,+0.7%,3815295,633.65,619.95,575.90,636.00
Oxygen,103.94,+1.1%,14439765,109.25,97.81,114.83,116.19
Robotics,6915.59,+0.3%,747200,6959.51,6853.06,7000.00,6922.71
Strontium Clathrates,973.02,+0.4%,2243335,1032.63,773.09,1754.50,825.90
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,139830.63,-0.3%,151985,140258.10,138320.54,139299.49,144443.51
Armor Plates,200207.63,+1.2%,124651,202545.72,190405.86,196000.00,203927.18
Broken Drone Transceiver,105.92,-8.8%,84917,106.04,106.76,100.01,141.38
Burned Logic Circuit,29993.10,+2.1%,443035,30242.99,29114.26,30198.82,31496.60
Charred Micro Circuit,159.73,-5.7%,470065,169.59,120.68,160.06,350.02
Conductive Polymer,145.59,-8.3%,43509,148.19,150.03,100.01,119.66
Contaminated Lorentz Fluid,157.66,+7.7%,69524,180.10,74.62,100.01,235.06
Contaminated Nanite Compound,2654.44,+5.9%,121772,2895.81,1845.27,2746.32,3432.41
Damaged Artificial Neural Network,342.10,-19.2%,77061,347.41,286.36,400.00,266.66
Defective Current Pump,182.90,+2.9%,41816,190.92,166.98,101.01,326.00
Fried Interface Circuit,3886.71,+0.3%,430286,3867.82,3899.63,4036.89,4187.34
Malfunctioning Shield Emitter,262.69,-22.5%,95627,261.84,302.20,188.21,458.99
Melted Capacitor Console,92584.63,-9.1%,33976,91675.20,95641.24,92431.89,87967.98
Scorched Telemetry Processor,313.14,+10.4%,92399,311.46,373.33,120.01,151.10
Smashed Trigger Unit,147.95,-18.3%,225152,155.64,131.43,93.69,122.20
Tangled Power Conduit,439.83,-46.3%,63857,201.93,791.16,3185.49,242.77
Thruster Console,141.80,-0.9%,96359,142.13,158.97,100.01,215.99
Tripped Power Circuit,37383.81,+1.3%,431522,37428.81,37016.06,38000.00,38671.46
Ward Console,22527.70,-7.9%,56106,22920.82,20851.70,21781.58,19657.18
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,129803.15,+8.9%,985,127022.16,180000.00,0.00,0.00
Datacore - Caldari Starship Engineering,174949.44,-4.8%,1175,171757.07,192234.23,0.00,163017.07
Datacore - Electromagnetic Physics,94802.38,-6.8%,2004,84057.85,124698.27,0.00,82644.31
