Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.43,+3.3%,25034338409,2.45,2.34,2.58,2.49
Pyerite,4.63,+2.0%,6282547758,4.65,4.56,4.46,4.80
Mexallon,27.46,+3.0%,1937224573,27.71,27.25,25.05,30.05
Isogen,53.02,+3.5%,243054620,54.08,50.48,52.33,57.48
Nocxium,124.29,+2.3%,89350750,124.69,122.87,128.31,123.55
Zydrine,1042.10,-4.9%,21305388,1021.32,1064.95,1110.27,1001.17
Megacyte,2152.34,-0.1%,9428870,2151.80,2152.55,2095.30,2237.70
Morphite,4139.77,-7.0%,801589,4056.13,4344.94,4026.13,4014.46
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,122640.46,-3.0%,119352,124170.16,118240.96,115203.94,128828.50
Armor Plates,229744.69,-0.8%,90174,231426.24,228013.41,206413.02,232085.01
Broken Drone Transceiver,78.14,-71.8%,49406,100.50,22.00,101.92,205.45
Burned Logic Circuit,30241.20,+1.7%,446945,30802.83,29556.82,23763.14,31652.72
Charred Micro Circuit,138.50,-63.5%,365241,149.44,113.92,100.91,375.99
Conductive Polymer,134.71,-6.8%,40482,150.16,70.71,102.01,207.24
Contaminated Lorentz Fluid,184.59,-37.3%,82052,219.00,113.09,102.91,195.16
Contaminated Nanite Compound,2671.90,-17.4%,92805,2951.54,2207.51,203.96,3064.35
Damaged Artificial Neural Network,271.12,-81.5%,34816,150.22,563.22,183.04,325.32
Defective Current Pump,171.58,+34.0%,23377,158.53,212.37,110.88,231.98
Fried Interface Circuit,4320.77,+1.0%,345793,4527.14,4392.38,3182.15,4862.85
Malfunctioning Shield Emitter,124.58,-28.5%,70389,159.74,89.09,100.26,365.12
Melted Capacitor Console,106710.04,-40.9%,33325,93229.84,200798.26,88536.99,91966.79
Scorched Telemetry Processor,110.74,+1.1%,38297,111.45,93.20,100.00,232.17
Smashed Trigger Unit,76.22,-45.9%,211899,84.65,41.17,64.19,147.13
Tangled Power Conduit,272.01,+10.3%,31977,270.06,300.12,105.39,334.47
Thruster Console,93.13,+7.4%,73348,104.17,49.20,100.00,285.24
Tripped Power Circuit,53863.24,+0.3%,341576,55797.67,49737.09,44913.55,56837.40
Ward Console,26966.81,-5.0%,33535,27145.52,26518.42,25544.22,24860.60
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,6475.41,-15.6%,372,6684.42,1612.44,1555.42,6299.78
Capacitor Console,20023785.02,-5.1%,0,19825854.53,17216014.02,12241179.40,20023785.02
Conductive Thermoplastic,16398.16,-26.8%,0,11550.47,5667.99,3001.08,16398.16
Current Pump,20970.10,-47.5%,117,20970.10,850.71,3201.63,42008.36
Drone Transceiver,3628.41,-44.8%,111,3708.97,2751.93,2001.09,2058.84
Enhanced Ward Console,14977515.48,+4.6%,67,14977515.48,16092378.30,12222422.68,14588964.83
Impetus Console,9377.31,-46.6%,164,10630.08,13422.61,7911.59,9255.80
Intact Armor Plates,21888713.77,+1.1%,143,22217544.21,19391739.87,18453043.01,22938582.45
Intact Shield Emitter,467457.45,+7.0%,47,468780.44,536614.52,207588.55,788645.48
Interface Circuit,84494.97,-36.0%,671,106583.12,123281.98,53822.20,65992.12
Logic Circuit,173061.10,-3.5%,1665,173171.32,256812.31,111863.50,122863.30
Lorentz Fluid,2539.45,-40.8%,74,2861.60,34.27,4206.64,3521.37
Micro Circuit,3304.10,+51.4%,94,14689.18,6964.74,5446.39,5719.96
Nanite Compound,40135.64,-10.5%,141,40135.64,59657.52,19751.32,39681.40
Power Circuit,1461806.70,-31.5%,593,1517167.96,1863471.34,1016396.99,1398355.46
Power Conduit,25045.91,-80.0%,0,74850.64,37312.98,23908.76,25045.91
Single-crystal Superalloy I-beam,6133846.97,-1.2%,270,6139920.76,5554675.08,4479579.04,6022344.93
Telemetry Processor,81807.68,+10.0%,0,113391.36,5392.15,22004.07,81807.68
Trigger Unit,41424.92,-91.6%,95,272239.92,6679.19,4050.01,38116.57
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,333.48,+1.4%,12931833,326.14,336.39,372.98,321.19
Hydrogen Isotopes,317.49,+1.1%,72795556,324.98,304.74,339.56,320.87
Nitrogen Isotopes,326.07,-1.9%,15104882,322.28,364.42,377.49,307.97
Oxygen Isotopes,350.07,+1.7%,27015741,358.24,337.96,377.04,349.92
Heavy Water,20.33,+23.0%,26135747,21.05,17.46,25.32,21.72
Liquid Ozone,247.73,-4.3%,22600717,231.65,274.79,339.32,216.36
Strontium Clathrates,404.07,+116.5%,871955,388.67,447.78,564.18,351.25
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,6044.32,-33.8%,1003498,6664.51,5222.41,4190.62,7392.14
Enriched Uranium,11777.98,-6.4%,784998,11962.65,11411.34,12635.77,12351.42
Mechanical Parts,4729.85,+0.3%,683577,4503.60,5148.52,6697.94,3950.38
Oxygen,212.73,-22.0%,4644436,215.87,205.66,189.35,280.32
Robotics,25883.62,+4.3%,267752,24949.12,27172.28,22978.87,22394.04
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,147216.56,+31.1%,0,165234.92,198731.32,203073.44,147216.56
Datacore - Caldari Starship Engineering,139969.76,+8.6%,2395,127245.83,166450.05,241447.83,105445.30
Datacore - Electromagnetic Physics,65154.88,+205.4%,0,94157.58,93333.54,197289.16,65154.88
Datacore - Electronic Engineering,238994.82,-5.4%,7208,235945.99,250688.43,252456.29,225341.91
Datacore - Gallentean Starship Engineering,151216.16,-28.0%,2485,149467.35,137595.31,153537.92,140523.81
Datacore - Graviton Physics,120415.49,+1.3%,722,392409.33,120824.07,211780.59,95584.26
Datacore - High Energy Physics,158766.44,-3.4%,0,155038.45,135619.40,186459.73,158766.44
Datacore - Hydromagnetic Physics,185958.07,+13.6%,0,225155.84,216822.50,276371.67,185958.07
Datacore - Laser Physics,155615.50,+2.8%,869,155615.50,139841.93,238436.48,92979.97
Datacore - Mechanical Engineering,318213.02,+3.7%,22192,338626.88,295245.78,334686.77,339245.14
Datacore - Minmatar Starship Engineering,354538.87,+3.0%,16278,387425.60,351861.78,382170.06,373779.67
Datacore - Molecular Engineering,217791.60,+13.1%,2244,225917.42,203099.63,403412.32,174633.70
Datacore - Nanite Engineering,179143.22,+3.8%,2632,185960.71,228413.84,231145.30,142502.92
Datacore - Nuclear Physics,270171.02,+22.1%,5175,269946.53,252328.55,303553.77,311056.98
