Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.40,-0.6%,25839866732,2.42,2.33,2.54,2.49
Pyerite,4.56,-2.0%,5682315813,4.59,4.50,4.26,4.84
Mexallon,27.24,+1.9%,1592056006,27.22,27.23,22.55,29.02
Isogen,51.35,+0.7%,196905586,51.92,50.25,44.97,55.54
Nocxium,124.59,+5.1%,71010432,126.33,121.64,120.51,122.28
Zydrine,1033.93,+11.2%,21476156,1005.52,1064.95,1153.23,1000.25
Megacyte,2127.14,+5.7%,7594516,2090.49,2152.55,2134.40,2219.18
Morphite,4300.26,+3.6%,623431,4209.48,4344.94,5185.01,4058.92
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,123125.22,-0.8%,146096,124329.83,120750.45,117582.68,128979.72
Armor Plates,229549.60,+0.9%,118618,231242.84,227653.69,204792.00,231735.28
Broken Drone Transceiver,97.07,+3.6%,58553,100.43,49.13,100.00,205.96
Burned Logic Circuit,30251.39,+0.7%,453984,30951.46,29518.92,23499.71,31712.58
Charred Micro Circuit,142.98,-3.1%,416025,148.68,135.67,100.00,389.17
Conductive Polymer,147.27,+2.0%,37246,150.16,51.11,101.96,200.02
Contaminated Lorentz Fluid,209.33,+8.9%,69589,218.97,100.93,102.96,196.46
Contaminated Nanite Compound,2801.24,-0.8%,107701,2948.54,2191.88,114.67,3038.57
Damaged Artificial Neural Network,149.79,+0.4%,32817,149.79,121.26,400.00,327.31
Defective Current Pump,158.47,+0.0%,24462,158.53,184.43,100.00,244.91
Fried Interface Circuit,4615.98,-4.1%,414213,4663.82,4457.30,3697.28,4950.58
Malfunctioning Shield Emitter,169.28,-11.4%,78129,188.11,89.02,100.00,380.99
Melted Capacitor Console,105853.02,-10.9%,35475,93229.84,200798.26,87041.04,90595.06
Scorched Telemetry Processor,111.45,+0.8%,35914,111.45,93.20,100.00,237.33
Smashed Trigger Unit,105.90,-19.2%,247443,119.11,40.99,100.00,167.47
Tangled Power Conduit,266.95,+1.9%,30740,263.82,1107.24,120.06,335.92
Thruster Console,104.17,+0.1%,76096,104.17,40.20,100.00,314.90
