Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.73,+0.2%,257728635929,2.73,2.51,2.63,2.74
Pyerite,6.62,-1.1%,48094448721,6.55,6.15,6.16,6.64
Mexallon,28.67,-0.1%,13937491105,27.61,26.78,24.59,28.85
Isogen,51.21,+1.3%,3180197609,51.18,49.49,50.77,51.27
Nocxium,89.60,+3.9%,1472999981,95.73,91.37,89.35,89.41
Zydrine,1398.29,-0.3%,275887048,1413.00,1444.59,1547.59,1396.81
Megacyte,2694.08,-1.2%,101292261,2638.08,2643.57,2700.42,2698.70
Morphite,5609.39,+3.2%,11365550,5635.26,5550.61,6607.15,5609.70
,,,,,,,
Fuel,,,,,,,
Coolant,1268.59,+1.3%,17993644,1145.97,1223.82,1578.83,1299.32
Enriched Uranium,5318.94,-0.8%,7971720,5450.01,5264.72,4934.30,5300.27
Heavy Water,22.09,+0.9%,364718444,20.06,18.09,18.94,22.39
Helium Isotopes,352.30,+1.0%,302724321,353.03,417.71,414.98,351.42
Hydrogen Isotopes,363.24,+1.5%,336902572,367.35,335.96,320.79,368.71
Nitrogen Isotopes,363.09,-3.6%,684546921,405.23,381.44,403.67,362.36
Oxygen Isotopes,377.40,-0.5%,453581119,388.82,413.26,467.34,376.40
Liquid Ozone,295.77,+0.6%,266122195,306.01,283.72,328.16,295.49
Mechanical Parts,643.11,+0.8%,40560314,662.44,616.99,568.69,643.28
Oxygen,119.09,+0.2%,71499995,109.24,96.00,166.00,122.63
Robotics,6938.38,-0.1%,5692597,6959.67,6856.85,7125.99,6947.52
Strontium Clathrates,805.83,+0.1%,19730342,844.69,735.08,993.45,804.87
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,139886.83,-0.8%,347003,137955.39,135871.89,135000.00,140466.73
Armor Plates,229087.09,-0.6%,671950,219442.30,203372.28,220000.00,230121.40
Broken Drone Transceiver,68.66,-2.1%,372520,100.16,97.41,100.00,66.07
Burned Logic Circuit,31893.44,-0.0%,1676438,31965.27,29192.31,30588.00,32035.08
Charred Micro Circuit,140.82,-14.8%,2222359,150.57,117.65,78.86,142.33
Conductive Polymer,132.61,+2.0%,454329,114.81,113.26,118.58,133.42
Contaminated Lorentz Fluid,150.94,+1.0%,268321,186.34,89.20,100.00,151.83
Contaminated Nanite Compound,2998.82,-0.1%,365772,2756.75,2109.69,2725.53,3070.39
Damaged Artificial Neural Network,263.82,-14.9%,297595,300.00,259.53,441.34,257.67
Defective Current Pump,215.19,-18.8%,233096,191.29,206.61,143.61,217.01
Fried Interface Circuit,4274.93,+3.6%,1725220,4463.64,3934.11,4318.32,4279.04
Malfunctioning Shield Emitter,246.67,-11.3%,436741,218.56,112.22,300.00,251.45
Melted Capacitor Console,76925.45,-0.2%,171708,81379.83,81798.62,92519.79,76577.45
Scorched Telemetry Processor,147.88,-1.0%,352117,138.94,109.06,130.24,149.17
Smashed Trigger Unit,120.61,-1.7%,559106,105.84,98.34,100.00,124.20
Tangled Power Conduit,209.78,+138.9%,234253,266.28,293.52,6282.01,153.64
Thruster Console,140.42,-12.6%,156366,51.00,160.52,100.00,154.16
Tripped Power Circuit,45745.15,-0.3%,1597624,45489.60,39017.61,43000.00,46127.30
Ward Console,19888.47,-3.5%,336898,20878.26,21049.68,22000.00,19833.52
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,150958.27,-2.4%,47017,192857.13,193999.00,0.00,150646.81
Datacore - Caldari Starship Engineering,149289.89,+3.2%,62197,191999.96,206483.28,0.00,148805.93
Datacore - Electromagnetic Physics,102406.94,-1.7%,30472,99931.58,95806.88,200000.00,102393.88
Datacore - Electronic Engineering,269183.63,+2.3%,126524,323297.08,271046.64,0.00,268798.75
Datacore - Gallentean Starship Engineering,199717.50,+8.1%,61891,197039.98,199167.90,300000.00,199696.66
Datacore - Graviton Physics,110393.96,+9.7%,31945,115465.81,126530.66,0.00,110330.44
Datacore - High Energy Physics,223744.83,-3.5%,59121,179000.00,170402.78,0.00,225961.80
Datacore - Hydromagnetic Physics,432961.88,-0.4%,28499,479702.81,447980.74,0.00,432078.60
Datacore - Laser Physics,150613.50,+5.7%,18239,157668.25,164168.02,0.00,150260.58
Datacore - Mechanical Engineering,412540.95,-1.2%,290909,398199.62,373093.44,228401.21,414968.10
Datacore - Minmatar Starship Engineering,440767.88,+0.8%,32409,449954.60,379454.30,0.00,450364.46
Datacore - Molecular Engineering,316651.19,+1.9%,54988,341662.50,324120.86,0.00,316490.59
Datacore - Nanite Engineering,189029.64,+1.3%,36605,263377.64,214672.57,0.00,188236.44
Datacore - Nuclear Physics,342536.57,+7.1%,13959,288229.65,303376.26,151000.00,348197.79
Datacore - Plasma Physics,164572.15,+0.7%,8798,153988.09,276333.28,0.00,163837.36
Datacore - Quantum Physics,397030.29,-2.5%,46463,457097.28,476593.06,0.00,395574.57
Datacore - Rocket Science,230986.55,+0.2%,20261,293990.76,254124.88,0.00,229577.61
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,9324598.87,+6.3%,76,8850001.45,9572200.04,9207048.20,0.00
Assembly Instructions,29025232.19,+2.8%,30,30999974.25,27605999.91,0.00,29418566.85
Calibration Data,5573504.72,-5.8%,600,4575597.53,4489058.44,4025000.00,6006139.13
Circuitry Schematics,6215831.41,-9.5%,556,5238928.89,4480270.61,4400015.00,6603545.42
Circular Logic,1094897.87,+48.3%,464,2108000.01,2499999.01,0.00,1073135.42
Classic Doctrine,7934848.60,+0.6%,202,5922000.10,0.00,0.00,7965193.05
Collision Measurements,4605751.83,-12.7%,362,0.00,4802631.95,0.00,4594845.94
Engagement Plan,6746805.65,+6.2%,1261,4251000.03,6336363.36,0.00,6758140.61
Formation Layout,7325914.11,+5.7%,576,4130000.71,7250000.00,0.00,7348607.94
Installation Guide,29068787.51,+20.6%,48,0.00,0.00,0.00,29068787.51
Interface Alignment Chart,6514412.20,-6.5%,887,0.00,6500000.00,0.00,6514428.47
Operation Handbook,7330917.38,+2.6%,700,6847363.42,6589176.05,6740000.08,8029757.70
Prototype Diagram,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Sacred Manifesto,5321314.78,+0.3%,920,4236624.81,4743049.80,0.00,5393283.21
Stolen Formulas,37260637.47,-7.5%,17,0.00,0.00,0.00,37260637.47
Symbiotic Figures,5450378.49,+5.3%,259,0.00,4500333.34,0.00,5461511.84
Test Reports,10850992.56,+1.5%,123,0.00,11500000.00,0.00,10829177.18
Tuning Instructions,8853750.59,-7.4%,1166,0.00,8740625.30,0.00,8854532.11
User Manual,4281000.01,-29.4%,10,0.00,4281000.01,0.00,0.00
War Strategon,22184823.71,+8.2%,33,0.00,48999000.00,0.00,20454876.85
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,87.79,+3.2%,737679906,93.03,91.37,0.00,87.72
Fermionic Condensates,21614.31,-2.8%,2336315,24206.01,27825.71,19971.82,21608.00
Fernite Carbide,75.79,-3.1%,802755835,75.17,77.94,76.80,75.78
Ferrogel,11100.52,-0.1%,10194545,12011.78,11640.49,11438.37,11087.75
Fullerides,913.41,+2.4%,158163321,902.76,947.19,517.47,913.31
Hypersynaptic Fibers,3293.47,+6.0%,15578775,3679.81,4192.85,550.00,3288.59
Nanotransistors,2766.30,+0.6%,133705624,2811.63,3064.52,1809.93,2765.40
Phenolic Composites,463.08,-1.1%,48553125,790.26,660.32,33.02,462.63
Sylramic Fibers,164.79,+0.2%,390245497,173.06,162.16,130.39,164.79
Titanium Carbide,90.26,+0.3%,625730276,86.39,78.53,48.37,90.31
Tungsten Carbide,91.62,-0.2%,426470798,96.44,111.91,30.01,91.45
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,1110.26,+1.4%,12604,1505.00,546.67,0.00,1112.00
Central System Controller,20633.53,+0.2%,3910,14726.85,4671.94,0.00,20937.51
Defensive Control Node,19434.84,-28.4%,5704,12119.39,7492.43,0.00,19563.97
Electromechanical Hull Sheeting,327.26,+18.5%,564702,700.79,553.05,100.00,321.46
Emergent Combat Analyzer,2864.08,-34.4%,15171,3723.38,543.40,50.00,2896.24
Emergent Combat Intelligence,25961.94,-0.8%,4140,9694.31,2211.00,0.00,26334.67
Fused Nanomechanical Engines,3633.72,+0.1%,14087,1373.56,2241.72,0.00,3686.02
Heuristic Selfassemblers,3840.01,-1.0%,10694,2000.86,910.46,10.00,3912.74
Jump Drive Control Nexus,12645.84,-29.8%,3920,10016.67,3500.00,0.00,12774.44
Melted Nanoribbons,4996653.36,-0.0%,35961,4900007.25,4696829.00,0.00,5003121.63
Modified Fluid Router,23528.77,+12.2%,365108,18027.51,18027.51,1001.00,23679.01
Neurovisual Input Matrix,596.46,-8.8%,179458,904.00,792.87,500.00,588.17
Powdered C-540 Graphite,939.51,+6.7%,171558,1113.01,597.11,10.00,944.48
Resonance Calibration Matrix,2966.75,+0.1%,10946,2500.00,969.67,10.00,3015.03
Thermoelectric Catalysts,17971.46,-91.4%,3734,18019.69,7017.32,0.00,18081.41
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Electromechanical Component,24157143.17,-17.3%,25,0.00,0.00,0.00,24157143.17
Intact Hull Section,6000000.00,+1103.1%,1,0.00,6000000.00,0.00,0.00
Intact Power Cores,28482377.23,-19.7%,35,0.00,0.00,0.00,28482377.23
Intact Thruster Sections,19667678.70,-10.5%,20,0.00,0.00,0.00,19667678.70
Intact Weapon Subroutines,30857547.95,-28.8%,58,0.00,0.00,0.00,30857547.95
Malfunctioning Armor Nanobot,10810979.48,-6.8%,228,0.00,0.00,0.00,10810979.48
Malfunctioning Electromechanical Component,5126144.23,-18.6%,195,0.00,0.00,0.00,5126144.23
Malfunctioning Hull Section,22155970.58,-29.9%,77,0.00,1000001.03,0.00,22434338.61
Malfunctioning Power Cores,8918214.70,-3.3%,200,0.00,0.00,0.00,8918214.70
Malfunctioning Thruster Sections,4977559.13,-4.9%,298,0.00,0.00,0.00,4977559.13
Malfunctioning Weapon Subroutines,13523272.23,-0.0%,200,0.00,14999990.00,0.00,13515851.54
Wrecked Armor Nanobot,78548.37,-20.8%,460,118754.87,0.00,0.00,78195.68
Wrecked Electromechanical Component,53188.72,+157.3%,424,34999.69,999665.99,0.00,46609.68
Wrecked Hull Section,4071593.82,+50.4%,98,0.00,200.00,0.00,4113566.95
Wrecked Power Cores,30780.98,+15.2%,614,2500.00,0.00,0.00,30919.84
Wrecked Thruster Sections,18680.66,+157.7%,514,29349.02,440026.67,0.00,16103.32
Wrecked Weapon Subroutines,274195.75,+10.7%,460,100000.00,515999.32,0.00,274132.56
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,4750.77,+51.6%,8798,11572.41,3253.69,0.00,4619.98
Datacore - Electronic Subsystems Engineering,5813.57,-17.9%,11108,4525.01,2308.75,0.00,5842.47
Datacore - Engineering Subsystems Engineering,7801.04,-25.5%,4105,7643.24,2255.00,0.00,7847.95
Datacore - Offensive Subsystems Engineering,5418.46,+15.5%,10053,849.46,5548.48,0.00,5448.19
Datacore - Propulsion Subsystems Engineering,7629.19,+199.2%,3683,3100.00,2880.22,0.00,7759.66
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,443494.28,+6.8%,3080,125476.12,133197.55,15000.00,456139.58
Amarr Hybrid Tech Decryptor,146023.61,+1.8%,336,113843.66,217075.00,0.00,146753.59
Caldari Hybrid Tech Decryptor,3837925.49,+4.6%,556,1628111.24,3328947.37,0.00,3937684.55
Gallente Hybrid Tech Decryptor,155855.63,+3.6%,350,48181.82,1600.00,0.00,173006.70
Minmatar Hybrid Tech Decryptor,499266.67,-78.6%,51,231973.34,610638.89,0.00,0.00
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,4136.74,-3.6%,248119,4237.50,2434.33,0.00,4168.89
Fullerite-C32,12940.16,+0.8%,181726,9267.50,7411.20,0.00,13157.09
Fullerite-C50,4021.53,+5.3%,292123,3866.34,2867.54,0.00,4082.27
Fullerite-C60,353.83,-0.6%,302351,447.66,267.50,0.00,354.12
Fullerite-C70,607.01,+1.1%,273100,387.72,358.39,0.00,620.94
Fullerite-C72,3887.02,-6.4%,403024,1867.54,2687.87,0.00,3941.04
Fullerite-C84,742.99,-13.7%,116622,289.48,355.25,0.00,823.59
Fullerite-C320,53881.32,-3.1%,319448,0.00,0.00,0.00,53881.32
Fullerite-C540,41156.49,-3.7%,113871,0.00,42367.50,0.00,41081.35
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,2998190.32,+0.0%,2897,0.00,0.00,0.00,2998190.32
Carbon-86 Epoxy Resin,1079666.96,-6.5%,14546,1450000.00,0.00,0.00,1079463.17
Fullerene Intercalated Graphite,2037.37,+3.7%,76566,2500.00,0.00,0.00,2037.26
Fulleroferrocene,1617.84,-8.2%,604303,0.00,0.00,0.00,1617.84
Graphene Nanoribbons,68164.38,-4.7%,18893,82000.00,63000.00,0.00,68455.21
Lanthanum Metallofullerene,4394.09,+2.2%,83121,0.00,0.00,0.00,4394.09
