Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.58,+0.2%,24146060882,2.63,2.51,2.56,2.76
Pyerite,6.27,+1.3%,6691319037,6.43,6.15,5.38,6.71
Mexallon,27.19,-1.4%,2027164534,27.29,27.12,26.23,28.91
Isogen,49.92,-0.3%,240749871,50.73,48.97,49.47,52.40
Nocxium,92.41,-9.9%,84506005,96.78,77.66,104.16,93.66
Zydrine,1427.64,-2.6%,16381004,1412.44,1454.26,1495.94,1398.00
Megacyte,2620.21,-2.0%,10951117,2606.13,2680.69,2539.54,2664.14
Morphite,5767.20,-2.1%,616074,5879.46,5567.13,6335.99,5689.96
,,,,,,,
Fuel,,,,,,,
Coolant,1255.92,-2.5%,2880306,1182.05,1304.26,1756.12,1260.26
Enriched Uranium,5321.07,-1.9%,1636622,5503.75,5192.42,4934.12,5300.52
Heavy Water,23.10,-21.0%,27891633,19.04,18.66,168.94,22.42
Helium Isotopes,378.07,-5.0%,9171227,365.22,387.35,429.60,346.49
Hydrogen Isotopes,342.06,-3.5%,84099188,353.24,336.84,331.86,369.26
Nitrogen Isotopes,410.68,-1.6%,16556560,402.44,420.36,462.54,349.20
Oxygen Isotopes,392.64,-0.2%,21158057,384.41,408.29,476.40,376.30
Liquid Ozone,297.69,-4.8%,16897438,298.67,290.23,343.67,302.66
Mechanical Parts,641.87,-3.8%,3333455,681.80,607.95,594.30,644.32
Oxygen,106.64,-2.8%,12265384,109.24,99.92,126.97,124.92
Robotics,6921.13,+0.2%,1515704,6959.75,6887.96,7522.88,6935.58
Strontium Clathrates,781.25,-11.8%,1190866,787.18,765.52,932.64,792.51
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,134834.92,+0.4%,77342,134444.25,136305.73,132349.27,139673.44
Armor Plates,219411.47,-0.8%,62997,224157.82,206437.57,216969.68,232782.81
Broken Drone Transceiver,99.24,-0.4%,32291,100.16,97.55,100.00,129.08
Burned Logic Circuit,30914.96,-0.2%,239750,31610.56,29568.16,30641.31,31958.75
Charred Micro Circuit,143.65,-1.9%,216357,165.02,107.48,120.16,130.63
Conductive Polymer,117.71,-8.2%,31299,93.21,137.61,104.05,178.67
Contaminated Lorentz Fluid,148.04,-0.0%,28483,186.29,90.13,100.54,165.68
Contaminated Nanite Compound,2680.32,+7.9%,71042,2815.08,2211.70,2704.04,3106.22
Damaged Artificial Neural Network,307.55,-0.7%,53709,300.00,261.09,500.00,282.42
Defective Current Pump,182.07,-1.3%,18209,191.26,157.45,139.17,268.53
Fried Interface Circuit,4410.72,+3.0%,250346,4609.45,3957.51,4225.83,4505.57
Malfunctioning Shield Emitter,215.50,+2.4%,41454,255.01,109.30,300.00,267.20
Melted Capacitor Console,77911.57,+1.0%,14540,76303.57,82243.19,85565.26,76576.61
Scorched Telemetry Processor,134.02,-1.8%,21874,139.41,124.61,126.85,148.06
Smashed Trigger Unit,98.29,-1.2%,111469,106.20,85.11,82.87,124.11
Tangled Power Conduit,215.54,+8.9%,17939,200.13,290.83,100.00,231.11
Thruster Console,82.57,-6.0%,48975,51.04,158.08,100.00,265.99
Tripped Power Circuit,43371.74,+0.7%,225054,45178.84,39532.17,43238.57,46054.47
Ward Console,21107.26,+3.0%,22920,20881.18,20802.51,23414.98,19390.48
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,134881.79,-46.8%,476,60000.00,193999.00,0.00,150101.82
Datacore - Caldari Starship Engineering,170158.68,+23.5%,1088,134099.76,212563.96,0.00,149944.30
Datacore - Electromagnetic Physics,90475.88,+67.0%,1372,85467.37,98836.40,0.00,100353.13
Datacore - Electronic Engineering,279738.23,+7.4%,4582,286825.63,273849.74,10000.00,276505.31
Datacore - Gallentean Starship Engineering,158136.82,+10.0%,2961,145965.98,188185.12,10000.00,203620.50
Datacore - Graviton Physics,123983.88,+10.1%,518,125790.98,119244.98,0.00,115010.08
Datacore - High Energy Physics,191255.69,+3.7%,2632,195972.48,190282.66,198499.99,231853.45
Datacore - Hydromagnetic Physics,412891.99,+6.0%,1538,400444.92,432511.24,0.00,425763.51
Datacore - Laser Physics,126060.27,+17.4%,982,102463.00,164092.05,0.00,152679.93
Datacore - Mechanical Engineering,376277.78,-0.8%,17701,383451.10,373393.64,307887.91,415368.60
Datacore - Minmatar Starship Engineering,408825.07,+1.2%,7521,435391.57,384953.32,300100.00,460614.51
Datacore - Molecular Engineering,332359.25,-7.2%,1165,320261.63,346564.74,425000.00,318785.26
Datacore - Nanite Engineering,230152.57,+23.6%,2174,211165.36,253731.63,300000.00,188431.30
Datacore - Nuclear Physics,312829.50,-4.9%,5266,318215.10,307101.10,315000.00,354486.36
Datacore - Plasma Physics,179977.75,+62.1%,565,158071.27,279415.99,0.00,171475.93
Datacore - Quantum Physics,431297.25,+3.4%,1412,415137.84,461847.81,385005.13,386048.33
