Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.26,+0.4%,32858850482,2.31,2.18,2.13,2.44
Pyerite,4.25,+1.0%,8039086304,4.28,4.17,4.07,4.43
Mexallon,33.01,+3.5%,2724942373,33.37,32.09,29.36,35.84
Isogen,56.50,+3.0%,288444692,57.36,54.14,48.73,60.26
Nocxium,136.79,-1.3%,59309170,137.59,136.65,154.15,130.75
Zydrine,1088.70,+4.7%,14131535,1089.61,1054.43,1124.80,1067.54
Megacyte,2310.70,+2.3%,9057623,2353.08,2153.46,2386.16,2377.39
Morphite,3918.17,+3.0%,692931,3894.77,3959.28,3400.50,4030.12
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,114484.79,-0.7%,139050,115731.08,108652.49,115640.80,122286.87
Armor Plates,240411.99,+1.5%,100540,242017.79,231228.89,212170.79,243819.20
Broken Drone Transceiver,118.08,-15.3%,53199,119.86,83.33,11.79,189.35
Burned Logic Circuit,30051.84,-0.2%,389160,30371.89,28402.68,25804.48,30911.65
Charred Micro Circuit,185.74,-19.8%,386973,171.78,212.57,34.82,305.16
Conductive Polymer,192.15,-21.9%,73467,170.61,410.39,105.00,207.57
Contaminated Lorentz Fluid,202.22,+6.3%,63799,215.50,120.74,15.23,192.58
Contaminated Nanite Compound,2360.77,+5.9%,85469,2386.66,2258.30,1290.35,2531.99
Damaged Artificial Neural Network,248.54,-0.1%,38280,257.86,215.47,28.45,287.44
Defective Current Pump,301.89,-47.4%,112476,269.26,350.03,10.04,214.37
Fried Interface Circuit,4192.95,+1.7%,386974,4249.78,4031.70,3030.12,4267.72
Malfunctioning Shield Emitter,120.00,+16.8%,58086,123.17,121.76,10.31,306.87
Melted Capacitor Console,115049.11,+6.0%,23207,115812.86,109413.56,107712.51,122037.13
Scorched Telemetry Processor,170.44,-33.7%,38783,180.13,32.46,25.00,213.62
Smashed Trigger Unit,83.96,+19.2%,184751,87.82,66.44,10.05,210.57
Tangled Power Conduit,260.47,+13.6%,21640,293.57,68.03,33.35,293.49
Thruster Console,99.80,+0.2%,65702,105.80,92.74,10.31,198.13
Tripped Power Circuit,70819.46,+2.0%,454365,72035.19,67632.44,58610.50,73277.57
Ward Console,24682.33,+1.4%,26072,24772.20,23501.70,24190.98,24481.83
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,6512.14,+53.6%,695,6419.28,6000.15,3065.55,5160.32
Capacitor Console,21126431.57,+10.6%,92,21201763.93,18693771.57,15842353.37,23181697.06
Conductive Thermoplastic,31578.57,+45.4%,185,32177.96,92777.85,6281.09,27760.76
Current Pump,18819.61,+9.9%,114,21025.65,9598.63,3223.68,37381.93
Drone Transceiver,3700.87,+0.2%,328,3709.01,3574.63,2001.18,2322.46
Enhanced Ward Console,15549386.14,-7.3%,61,15765046.91,12865546.48,11931627.65,15424211.22
Impetus Console,9625.05,+14.3%,159,10965.89,368.05,5012.28,28426.49
Intact Armor Plates,23764772.02,-0.0%,154,23855521.57,21393666.38,17797830.84,26663583.60
Intact Shield Emitter,589302.67,+3.7%,130,611015.46,441780.77,307500.75,733396.95
Interface Circuit,91245.79,-30.1%,1105,93639.20,65071.26,37333.78,63037.77
Logic Circuit,185977.30,+60.0%,1215,190502.14,236414.52,265474.05,184725.27
Lorentz Fluid,2694.28,+12.3%,192,3025.03,8972.87,3981.35,3074.05
Micro Circuit,4219.25,+49.3%,1230,4609.58,1743.66,9200.16,6250.42
Nanite Compound,39599.33,-15.0%,168,35751.31,65612.20,24368.43,51259.16
Power Circuit,1162882.33,+19.9%,1116,1200594.59,1038256.53,1635599.65,1506346.35
Power Conduit,2444.64,-17.5%,97,2473.59,49929.19,19932.84,41987.93
Single-crystal Superalloy I-beam,5920064.62,-4.9%,271,5972167.49,5716704.91,3404301.21,5928636.89
Telemetry Processor,112273.92,-10.9%,317,99695.34,117136.85,8546.61,71397.42
Trigger Unit,47126.22,-0.4%,372,49918.01,520.76,5525.01,30948.99
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,368.10,+0.8%,7553375,361.84,370.93,420.21,314.84
Hydrogen Isotopes,318.22,-4.0%,159549067,325.69,311.93,311.38,345.49
Nitrogen Isotopes,341.76,+2.3%,16348478,339.50,342.34,430.10,297.79
Oxygen Isotopes,355.60,-6.3%,17902751,366.61,351.05,373.42,339.77
Heavy Water,17.84,+12.9%,22560345,20.26,16.86,21.00,21.00
Liquid Ozone,220.97,+13.1%,22015020,215.55,223.57,259.56,208.29
Strontium Clathrates,321.94,-30.7%,1382340,354.32,222.92,1193.93,313.84
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,20213.44,-9.0%,917946,19975.09,20982.03,14362.56,18799.93
Enriched Uranium,8654.46,-2.4%,683664,8573.62,8858.49,11533.63,8978.31
Mechanical Parts,6460.26,+0.6%,1013765,5447.85,6311.74,5182.88,6777.42
Oxygen,198.22,+11.0%,6391515,201.10,177.74,195.57,269.46
Robotics,24660.97,+3.2%,365699,25095.52,23857.77,26807.26,25847.26
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,149365.90,+14.8%,0,188136.25,289060.82,90187.02,149365.90
Datacore - Caldari Starship Engineering,99221.04,+84.4%,0,199782.74,161988.27,173844.25,99221.04
Datacore - Electromagnetic Physics,72855.83,-16.3%,1207,71483.78,63889.49,191699.04,59198.11
Datacore - Electronic Engineering,225910.52,+17.3%,0,256819.49,264743.57,211278.46,225910.52
Datacore - Gallentean Starship Engineering,123708.56,+11.3%,0,148874.15,131463.82,199974.44,123708.56
Datacore - Graviton Physics,90922.61,+5.6%,0,99910.57,120820.23,188048.08,90922.61
Datacore - High Energy Physics,131401.71,+9.8%,0,142238.00,122196.54,189008.62,131401.71
Datacore - Hydromagnetic Physics,212056.55,+14.9%,0,244539.72,249780.39,286414.33,212056.55
Datacore - Laser Physics,91976.08,+58.9%,0,145901.16,174442.77,211111.11,91976.08
Datacore - Mechanical Engineering,330843.84,+0.9%,27607,343075.51,317969.90,353933.33,349886.49
Datacore - Minmatar Starship Engineering,320993.34,+14.0%,10928,349320.18,298053.62,324948.59,387217.99
Datacore - Molecular Engineering,190713.10,+22.3%,0,210099.16,208728.58,215135.12,190713.10
Datacore - Nanite Engineering,203269.18,+10.7%,2124,197789.59,207673.00,175516.17,169129.65
