Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.73,+0.3%,31657251972,2.77,2.70,2.48,2.94
Pyerite,6.92,+0.7%,7809733155,7.02,6.78,6.59,7.43
Mexallon,27.96,+0.8%,2106500594,28.52,26.89,26.66,30.71
Isogen,53.97,+0.1%,348629810,55.10,52.44,52.52,55.65
Nocxium,82.78,+2.3%,102671633,83.40,81.71,81.15,80.40
Zydrine,1158.91,+0.9%,25143015,1147.28,1174.27,1227.18,1109.08
Megacyte,2046.88,-0.3%,8894107,2043.65,2067.67,1962.32,2052.42
Morphite,4979.47,-2.5%,834955,4917.57,5054.63,5363.73,4740.37
,,,,,,,
Fuel,,,,,,,
Coolant,1167.30,-5.7%,3920353,1118.36,1239.84,2054.24,1239.21
Enriched Uranium,5365.78,-4.2%,1898075,5489.81,5308.96,4847.75,5300.01
Heavy Water,19.19,+3.1%,39499355,19.97,15.79,22.06,20.70
Helium Isotopes,367.38,+1.8%,19435245,355.20,433.63,435.67,366.13
Hydrogen Isotopes,425.20,-2.0%,118365214,435.24,419.93,404.29,452.38
Nitrogen Isotopes,493.21,+0.6%,23413338,486.97,490.82,557.43,414.53
Oxygen Isotopes,457.45,-5.2%,18497031,423.72,508.21,555.91,407.93
Liquid Ozone,364.86,-4.9%,29750961,361.73,382.18,330.69,301.40
Mechanical Parts,628.98,-1.6%,3543691,688.97,602.62,576.46,643.78
Oxygen,107.09,+3.1%,14183406,109.25,101.52,120.75,114.76
Robotics,6915.25,-0.3%,702244,6927.93,6889.65,7000.00,6919.48
Strontium Clathrates,867.44,-10.0%,2122971,1002.11,730.37,930.66,820.28
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,136338.83,-1.3%,143125,136706.34,136237.80,133959.20,139955.49
Armor Plates,202996.92,+0.9%,121932,206533.93,191710.51,197577.98,205070.25
Broken Drone Transceiver,96.97,+0.2%,85184,96.09,98.53,100.01,143.02
Burned Logic Circuit,29644.09,-1.3%,467516,29732.10,29121.69,30338.95,30820.48
Charred Micro Circuit,125.90,-26.9%,433077,120.31,126.18,150.72,294.11
Conductive Polymer,131.72,+2.1%,47058,135.35,150.00,100.01,116.07
Contaminated Lorentz Fluid,165.93,-0.5%,87210,180.19,75.36,100.01,240.83
Contaminated Nanite Compound,2728.87,-4.5%,136958,2863.75,1853.00,2873.92,2970.93
Damaged Artificial Neural Network,282.36,+3.9%,48100,269.80,268.79,400.00,300.48
Defective Current Pump,202.77,-9.0%,56154,212.33,184.71,101.01,283.18
Fried Interface Circuit,3911.85,-0.4%,456154,4001.76,3309.27,4200.00,3883.18
Malfunctioning Shield Emitter,204.09,+0.3%,83638,200.06,302.20,100.00,344.82
Melted Capacitor Console,86872.67,-1.9%,29185,83363.06,87806.57,117825.32,83674.76
Scorched Telemetry Processor,323.72,-32.5%,92274,294.47,676.40,120.00,157.14
Smashed Trigger Unit,119.34,-1.8%,225717,119.32,125.98,100.00,112.23
Tangled Power Conduit,432.88,-14.3%,106447,451.76,418.07,311.77,226.23
Thruster Console,134.30,-29.2%,94555,135.01,158.36,100.01,178.91
Tripped Power Circuit,38337.04,+1.3%,445610,38605.34,37025.23,38623.92,39506.04
Ward Console,21545.50,+6.5%,41268,20439.42,29701.16,20886.53,19029.63
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,136636.50,-0.6%,1408,134824.28,180269.23,0.00,118547.86
Datacore - Caldari Starship Engineering,173120.98,-14.0%,1426,187027.50,144350.30,0.00,185963.70
Datacore - Electromagnetic Physics,79000.31,+8.7%,3119,75562.28,122178.75,10000.00,81911.73
Datacore - Electronic Engineering,261935.27,+11.5%,7646,271759.30,241009.58,101000.00,232966.60
Datacore - Gallentean Starship Engineering,194125.71,+3.7%,3772,191408.37,220903.31,0.00,207010.01
Datacore - Graviton Physics,100000.62,+94.8%,1918,95886.17,110000.00,0.00,81897.16
Datacore - High Energy Physics,190591.72,-27.7%,3020,209889.05,154311.53,0.00,186499.20
Datacore - Hydromagnetic Physics,529293.82,+1.3%,1796,511610.55,545741.38,0.00,501591.13
Datacore - Laser Physics,139975.92,+2.9%,1267,150000.00,123063.26,0.00,114063.44
Datacore - Mechanical Engineering,341691.13,-3.6%,26877,375161.62,310144.01,347328.48,359461.18
Datacore - Minmatar Starship Engineering,346096.99,-5.5%,8015,351596.67,333998.50,398666.68,365174.75
Datacore - Molecular Engineering,359320.73,-1.1%,2747,378582.92,333868.89,0.00,348481.39
Datacore - Nanite Engineering,239775.05,-4.4%,1626,244994.35,227485.79,0.00,209617.95
Datacore - Nuclear Physics,330685.65,-0.5%,5348,353983.85,299657.96,0.00,325132.66
Datacore - Plasma Physics,258932.83,-1.1%,865,307827.13,229999.96,0.00,160084.64
