Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.76,-0.2%,30630951084,2.80,2.69,2.72,2.94
Pyerite,7.01,-0.9%,8816085709,7.10,6.82,6.57,7.48
Mexallon,28.34,-1.0%,2308909090,28.69,27.56,27.20,30.97
Isogen,53.76,-0.4%,364299863,54.38,52.81,53.56,55.66
Nocxium,87.32,-0.8%,111218910,85.86,89.42,88.13,82.09
Zydrine,1167.40,+6.9%,22361036,1160.91,1165.33,1332.61,1138.96
Megacyte,2069.00,+4.6%,10972469,2073.86,2002.03,2314.68,2057.01
Morphite,5063.36,+6.7%,662236,4938.74,6080.65,6888.13,5104.92
,,,,,,,
Fuel,,,,,,,
Coolant,1172.24,+5.1%,3452129,1108.32,1336.61,2085.62,1192.76
Enriched Uranium,5428.11,-2.4%,1834145,5714.88,5240.37,5198.97,5300.15
Heavy Water,20.31,+1.2%,43728855,19.60,19.54,34.08,21.57
Helium Isotopes,398.96,-3.2%,13818458,385.67,488.44,426.20,362.51
Hydrogen Isotopes,439.15,+0.8%,127953038,447.07,428.95,480.27,482.79
Nitrogen Isotopes,470.35,-0.4%,19661989,448.35,489.88,633.60,430.43
Oxygen Isotopes,493.85,-0.4%,29956062,489.28,495.25,566.41,432.18
Liquid Ozone,379.87,-6.9%,34721618,371.02,386.53,460.65,330.86
Mechanical Parts,622.13,+1.4%,4013339,620.96,627.13,597.48,656.37
Oxygen,107.91,+5.7%,14213624,109.25,106.38,109.66,119.67
Robotics,6929.37,-0.0%,666496,6959.91,6889.58,7000.00,6939.61
Strontium Clathrates,1043.74,-6.9%,2127759,1101.46,781.04,2293.49,858.73
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,137697.48,+1.4%,148475,137514.50,138224.24,138412.71,145658.16
Armor Plates,198202.50,+1.6%,112441,199528.31,189640.87,197493.91,202496.24
Broken Drone Transceiver,126.18,-4.5%,86320,130.88,98.39,100.00,140.54
Burned Logic Circuit,31261.94,-2.8%,435210,31698.42,28840.79,30695.11,31974.56
Charred Micro Circuit,206.92,-11.2%,425395,226.72,120.12,117.42,428.28
Conductive Polymer,157.45,-3.9%,66751,161.24,149.16,100.00,189.26
Contaminated Lorentz Fluid,152.48,+2.2%,63367,171.65,73.17,100.00,230.12
