Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.44,+0.1%,30859197962,2.47,2.40,2.33,2.54
Pyerite,4.93,-3.0%,7478248168,5.01,4.83,4.62,5.16
Mexallon,23.57,+5.2%,1933261917,24.03,22.50,22.53,25.94
Isogen,48.17,+1.2%,321660004,49.13,46.49,44.60,49.68
Nocxium,121.13,-5.2%,135690404,121.46,121.27,121.26,114.83
Zydrine,1122.70,-1.0%,19473599,1115.36,1144.54,1297.23,1065.03
Megacyte,2371.65,-4.4%,11607292,2362.22,2416.10,2484.71,2401.66
Morphite,4667.14,+2.8%,1217868,4716.38,4548.31,5677.32,4681.27
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,121254.48,-1.9%,122641,122466.72,117574.61,121549.72,130008.86
Armor Plates,233658.76,-0.6%,120374,233229.67,235165.89,221826.64,230845.27
Broken Drone Transceiver,90.44,-9.9%,79722,59.54,212.33,100.00,243.72
Burned Logic Circuit,30759.58,+3.9%,442458,31164.26,29518.06,29505.62,32825.87
Charred Micro Circuit,174.88,+26.4%,507345,164.94,214.24,100.00,368.01
Conductive Polymer,244.24,+12.6%,138823,247.67,203.54,100.00,314.92
Contaminated Lorentz Fluid,309.34,-52.4%,160248,316.31,192.82,100.00,317.95
Contaminated Nanite Compound,3360.74,-7.9%,152188,3470.32,2630.03,1865.65,3188.99
Damaged Artificial Neural Network,338.42,-0.1%,46583,338.06,270.06,452.68,397.51
Defective Current Pump,138.85,-34.7%,24509,124.50,211.52,100.00,592.37
Fried Interface Circuit,4902.32,-3.0%,487275,4979.41,4765.47,4046.83,4958.57
Malfunctioning Shield Emitter,289.09,-65.4%,108950,315.37,194.94,100.00,279.46
Melted Capacitor Console,89625.41,+1.2%,31494,89873.92,88201.90,88303.61,84692.83
Scorched Telemetry Processor,142.42,-23.2%,43000,129.57,214.54,100.00,295.31
Smashed Trigger Unit,88.36,-10.9%,257514,59.88,210.62,100.01,336.37
Tangled Power Conduit,304.65,-10.4%,44734,306.44,291.53,417.06,341.69
Thruster Console,111.25,-9.4%,185025,100.55,189.87,100.00,377.99
Tripped Power Circuit,48270.54,-6.7%,399162,49403.34,44728.29,45943.41,51069.31
Ward Console,27808.50,+0.9%,46312,28338.04,23899.54,16847.29,24955.00
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,6063.91,-1.0%,461,6063.91,426.29,2041.07,6729.20
Capacitor Console,19630025.66,-2.9%,147,19630025.66,15335300.20,9071433.65,19947047.21
Conductive Thermoplastic,12029.75,-0.2%,374,12029.75,16030.90,3001.08,13453.70
Current Pump,17078.26,-41.4%,62,17078.26,19855.39,3858.27,45031.12
Drone Transceiver,4878.66,+28.8%,164,4806.98,3800.69,2149.22,5511.93
Enhanced Ward Console,17730735.08,-4.7%,133,17779588.29,17834548.61,8878462.50,17101256.18
Impetus Console,12911.72,-20.1%,163,9772.37,21750.17,5008.95,23224.28
Intact Armor Plates,21796689.88,-0.2%,180,21834159.72,23240905.14,18850502.49,23432875.65
Intact Shield Emitter,929859.07,-18.0%,134,954696.22,400000.00,106976.67,606250.96
Interface Circuit,107202.78,-43.9%,722,106608.06,71929.97,178175.60,70328.96
Logic Circuit,153989.45,-2.6%,993,155804.42,132278.89,98382.68,170548.94
Lorentz Fluid,2466.49,+12.3%,151,3170.16,100.66,1503.07,6679.89
Micro Circuit,18344.37,-35.9%,737,18071.51,17170.54,40548.86,9791.20
Nanite Compound,38273.01,-8.5%,90,40000.82,104498.35,5369.37,64275.18
Power Circuit,1633715.37,-2.0%,821,1628125.58,1633036.59,3326559.90,1575041.55
Power Conduit,100694.43,-83.0%,165,116408.07,29532.56,2007.12,16582.48
Single-crystal Superalloy I-beam,5053386.11,-19.4%,181,4725007.60,5637100.91,6660975.61,6013922.06
Telemetry Processor,139213.95,-83.8%,60,151642.49,2444.38,22003.70,40651.66
Trigger Unit,38541.66,+3.1%,253,37878.38,36344.40,70539.34,22257.31
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,309.96,-1.6%,14084178,305.32,350.44,352.06,315.76
Hydrogen Isotopes,316.95,-0.3%,107300167,319.77,314.68,325.92,349.14
Nitrogen Isotopes,334.06,+7.7%,16061313,330.79,377.74,430.11,302.16
Oxygen Isotopes,336.16,-3.3%,24230836,340.67,330.07,398.83,318.02
Heavy Water,23.93,+10.7%,24391011,23.91,24.09,21.28,22.19
Liquid Ozone,263.16,-2.8%,22702276,258.80,274.97,346.91,243.79
Strontium Clathrates,522.05,-4.4%,1871243,472.61,623.89,791.41,392.08
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,2381.99,-1.3%,3059031,2443.86,2039.88,1402.32,2156.66
Enriched Uranium,9970.64,+24.4%,777720,10613.34,7108.82,4828.87,11565.99
Mechanical Parts,2387.17,+6.4%,1292050,3005.65,990.24,860.26,1474.08
Oxygen,284.48,+110.9%,8096041,246.03,286.79,129.80,191.06
Robotics,10887.35,+6.5%,590431,9537.81,11651.85,8102.11,10282.64
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,187989.78,-17.5%,872,191283.43,167839.59,203073.44,147725.17
Datacore - Caldari Starship Engineering,186322.74,-14.1%,1129,160060.24,197446.92,347553.88,129385.10
Datacore - Electromagnetic Physics,85604.90,+15.5%,1323,84018.87,85067.01,194347.83,77397.75
Datacore - Electronic Engineering,280016.38,-3.6%,4758,286592.29,272432.39,281404.48,228243.43
Datacore - Gallentean Starship Engineering,157752.64,+10.9%,1920,168912.68,131262.45,133856.50,161505.86
Datacore - Graviton Physics,107123.37,+13.0%,1305,104544.37,129493.88,306217.62,97336.17
Datacore - High Energy Physics,167500.17,+12.2%,4017,175456.43,160665.41,186871.95,180610.74
Datacore - Hydromagnetic Physics,353255.81,+6.1%,4165,318125.50,413416.64,478071.12,313718.35
Datacore - Laser Physics,176227.38,+1.6%,666,170516.50,232527.50,238436.48,128018.79
Datacore - Mechanical Engineering,337286.74,+8.2%,31516,363368.42,327067.32,389510.13,359669.98
Datacore - Minmatar Starship Engineering,348088.62,+4.9%,10499,353179.03,341328.29,370043.02,393485.26
Datacore - Molecular Engineering,235748.15,+1.4%,4928,234567.99,235811.48,352500.00,228502.82
Datacore - Nanite Engineering,257113.39,-10.5%,1388,257457.61,254719.88,196363.65,176176.39
Datacore - Nuclear Physics,287506.03,+6.1%,7319,296163.25,281473.30,331265.92,306480.99
Datacore - Plasma Physics,183838.08,+7.7%,931,183573.28,183530.56,764516.13,156320.84
Datacore - Quantum Physics,373311.50,+4.5%,1717,363991.58,359724.28,373640.24,343579.11
Datacore - Rocket Science,182182.12,-3.9%,2451,190372.55,179828.18,232902.30,161384.66
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,10631356.10,-11.0%,101,10141435.99,11397307.74,9176380.30,12151375.49
Assembly Instructions,32000191.27,+15.6%,11,31000125.33,31836546.08,21055555.33,31256140.02
Calibration Data,4661080.53,-7.3%,392,4616432.69,4679850.75,4000000.00,5808263.79
Circuitry Schematics,6297353.18,-3.0%,118,6383311.07,5798700.59,5094670.07,6691902.88
Circular Logic,903718.24,-10.1%,39,888026.62,2385714.27,3075000.00,862080.71
Classic Doctrine,7677591.45,-13.9%,11,7677591.45,6925599.90,7500000.00,8110888.28
Collision Measurements,4468945.33,-13.8%,51,4115140.29,4307556.19,5340000.00,3951531.21
Engagement Plan,5904606.83,+12.5%,51,5616712.83,5995454.52,10416666.67,6687701.04
Formation Layout,5601033.85,+12.5%,89,5599721.65,5274529.54,3608750.00,6797317.90
Installation Guide,30782857.66,-31.8%,7,30554284.40,34355556.57,47500000.00,23115875.90
Interface Alignment Chart,5466486.94,+5.2%,72,5233624.33,4691500.01,8149999.50,4899742.84
Operation Handbook,8462801.33,+0.0%,602,8346890.56,8507980.81,7254836.94,10197353.61
Prototype Diagram,8352333.24,+7.8%,12,7192761.85,8322727.18,12000000.00,5219022.78
Sacred Manifesto,3946644.13,-0.3%,113,3921812.84,4378695.70,3568181.82,4557567.03
Stolen Formulas,30750001.70,-15.1%,14,34321429.85,49000000.00,24800000.00,31495652.13
Symbiotic Figures,5459160.56,+20.9%,43,5120705.05,4402700.00,8568812.50,4745167.79
Test Reports,12202526.96,-33.4%,19,11371647.78,11400000.00,10625000.00,10040496.63
Tuning Instructions,7796853.78,+24.4%,19,8113869.52,7704469.27,7246733.33,7905951.89
