Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.28,-2.5%,28995739451,2.33,2.18,2.22,2.48
Pyerite,4.30,-1.1%,7687292186,4.35,4.23,4.12,4.55
Mexallon,31.44,+1.0%,1927049874,31.97,30.61,28.43,34.22
Isogen,54.66,+2.3%,290810093,56.26,51.68,49.41,58.02
Nocxium,143.04,-2.8%,86960976,142.15,144.45,159.55,136.76
Zydrine,1083.13,-5.5%,19519179,1097.30,1053.56,1106.88,1047.92
Megacyte,2306.24,-0.8%,10598345,2323.93,2257.88,2292.74,2240.89
Morphite,3964.08,-2.8%,654066,3980.32,3917.35,3537.53,3729.39
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,114929.06,-6.9%,120018,115078.40,116830.11,115638.79,118544.94
Armor Plates,231942.50,-1.9%,94064,234866.92,225684.26,211427.17,239146.32
Broken Drone Transceiver,79.46,-69.2%,50071,103.24,24.50,13.40,187.13
Burned Logic Circuit,29103.34,+1.6%,406288,29570.86,28096.14,25665.41,30027.20
Charred Micro Circuit,139.63,-64.7%,346798,161.81,59.59,14.42,238.35
Conductive Polymer,133.37,-0.1%,42114,150.21,36.99,105.12,183.47
Contaminated Lorentz Fluid,204.92,+5.4%,115716,215.73,130.36,15.19,181.57
Contaminated Nanite Compound,2765.81,-18.6%,89396,2977.98,2251.42,1284.14,2785.96
Damaged Artificial Neural Network,307.91,-34.0%,54911,250.33,656.97,20.04,333.56
Defective Current Pump,148.20,+7.1%,31203,158.72,96.64,10.04,306.32
Fried Interface Circuit,4382.43,+0.7%,396846,4418.00,4410.96,2767.37,4377.17
Malfunctioning Shield Emitter,110.40,+3.6%,83673,114.34,98.64,10.17,287.07
Melted Capacitor Console,111086.76,-4.6%,46190,111664.38,104888.32,104116.85,106916.79
Scorched Telemetry Processor,114.65,-1.5%,46657,113.01,117.70,25.00,177.72
Smashed Trigger Unit,91.80,-38.9%,193258,101.17,56.10,10.05,137.83
Tangled Power Conduit,254.27,+15.7%,32719,293.97,88.54,16.41,369.49
Thruster Console,120.38,+8.0%,83745,130.04,12.05,10.27,138.78
Tripped Power Circuit,68698.84,+0.6%,413472,70345.00,65041.24,54729.60,71235.41
Ward Console,24761.43,-9.2%,74140,24711.41,24857.51,25533.90,22722.71
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,3498.91,-4.7%,299,3532.89,4858.35,1501.07,6266.25
Capacitor Console,19881926.52,+15.8%,105,20801331.92,18574387.03,15842353.37,21888784.95
Conductive Thermoplastic,21478.45,-44.1%,84,25551.44,102843.75,6281.09,24654.46
Current Pump,20767.56,+1.2%,56,20767.56,9980.55,3223.68,37381.93
Drone Transceiver,3810.28,-2.7%,177,3840.31,3574.45,2001.18,2264.17
Enhanced Ward Console,15349471.71,+8.0%,134,15877697.59,13403536.24,11931627.65,15505646.79
Impetus Console,7749.59,-99.3%,164,12306.01,395.74,5012.19,25755.35
Intact Armor Plates,23005924.68,+4.8%,204,23345050.98,21393666.38,17797830.84,25296420.39
Intact Shield Emitter,701338.92,-12.9%,129,771172.41,404906.98,307500.75,706279.28
Interface Circuit,69258.33,-5.5%,721,69894.88,107073.27,37333.78,64507.15
Logic Circuit,199867.89,+7.9%,1203,171717.93,239772.39,254056.41,213331.18
Lorentz Fluid,2986.97,+1.3%,121,3024.69,14082.95,3981.35,4012.39
Micro Circuit,6453.87,+16.3%,902,5961.49,5730.84,9200.16,6632.08
Nanite Compound,57615.49,-37.5%,100,63165.35,63308.95,24368.43,57225.58
Power Circuit,1196104.27,+3.5%,930,1166429.16,1108010.54,1635599.65,1413251.42
Power Conduit,2030.46,-4.5%,176,1996.03,39305.53,19932.84,32630.38
Single-crystal Superalloy I-beam,5870929.87,-2.4%,252,5834146.91,6059991.23,3404301.21,6233184.46
Telemetry Processor,96084.34,+4.1%,83,96084.34,73761.84,8546.61,102237.40
Trigger Unit,56574.37,-11.6%,332,67247.76,2449.21,5525.01,41018.24
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,356.59,+0.9%,11736079,346.76,239.80,440.47,325.70
Hydrogen Isotopes,335.86,+1.2%,99359371,346.61,331.97,308.29,343.54
Nitrogen Isotopes,328.86,+2.8%,14190247,321.50,363.64,459.19,297.57
Oxygen Isotopes,381.65,-1.0%,20696800,375.81,391.08,432.51,344.47
Heavy Water,22.86,-8.5%,25806835,22.94,20.17,35.76,21.47
Liquid Ozone,250.82,-1.4%,22699736,243.21,264.53,304.78,226.22
Strontium Clathrates,351.56,+13.8%,1215142,352.53,349.33,611.18,337.24
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,15057.46,+26.2%,789072,16121.02,10463.91,12249.31,13564.13
Enriched Uranium,8043.33,-0.5%,708479,8056.83,7465.03,11215.16,8613.76
Mechanical Parts,4965.82,+36.9%,1597529,4985.48,4436.98,6235.53,4627.67
Oxygen,180.98,+8.8%,4493701,182.89,176.95,174.11,211.39
Robotics,24462.36,-1.3%,254424,25559.30,22913.71,25953.75,23088.76
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,308757.06,+60.3%,461,165234.92,316394.34,90187.02,147394.97
Datacore - Caldari Starship Engineering,167383.23,+12.9%,835,127245.83,167845.90,173844.25,105765.46
Datacore - Electromagnetic Physics,63271.63,+25.7%,3265,63095.56,63138.50,191699.04,59190.66
Datacore - Electronic Engineering,257845.96,+2.7%,2383,253673.11,262900.98,223907.48,224194.65
Datacore - Gallentean Starship Engineering,135732.59,+47.3%,1040,149467.35,131859.02,139658.67,126741.13
Datacore - Graviton Physics,131965.38,-5.3%,88,392409.33,124229.10,188048.08,92141.88
Datacore - High Energy Physics,114859.13,-21.6%,1867,155038.45,114480.69,189008.62,140028.30
Datacore - Hydromagnetic Physics,269935.10,-11.1%,420,253458.21,269935.10,286414.33,222247.13
Datacore - Laser Physics,168622.46,+10.1%,689,155615.50,130968.63,211111.11,92316.04
Datacore - Mechanical Engineering,304203.38,-0.2%,15943,339405.12,298753.36,380972.38,344590.29
Datacore - Minmatar Starship Engineering,316665.37,+4.2%,4976,387425.60,316433.25,334268.86,375498.89
Datacore - Molecular Engineering,204096.61,-2.0%,1290,225917.42,203108.91,240108.69,191315.96
Datacore - Nanite Engineering,212225.11,+1.3%,612,185960.71,219364.93,175516.17,161889.61
Datacore - Nuclear Physics,242325.82,+3.2%,1378,269946.53,242168.52,314529.96,306768.98
Datacore - Plasma Physics,168993.28,+40.1%,251,130609.13,168993.28,617241.38,145315.54
Datacore - Quantum Physics,329551.84,+12.3%,1634,340213.87,331422.00,270810.96,308136.43
Datacore - Rocket Science,164940.37,-4.1%,992,159355.27,164013.21,191667.46,110388.73
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,9653567.67,-1.0%,116,10089991.26,9203162.72,8058334.17,11369032.27
Assembly Instructions,29470041.41,+6.0%,17,30686919.00,30363817.91,18687499.75,32825922.97
Calibration Data,3558747.18,-18.9%,390,3518536.75,3546369.06,4651760.21,4272829.53
Circuitry Schematics,5138453.00,-10.2%,150,5227689.40,4970852.26,4209294.91,5935745.54
Circular Logic,1102121.03,-45.5%,0,721591.30,1621379.57,3075000.00,1102121.03
Classic Doctrine,8334112.48,-18.6%,52,8334112.48,7226299.90,7500000.00,9472789.39
Collision Measurements,4655400.59,-23.1%,25,5706454.12,4277000.38,5340000.00,4001352.19
Engagement Plan,5995493.60,+15.1%,31,5990699.10,6107500.05,10416666.67,6424204.06
Formation Layout,6145209.49,+17.6%,71,6203086.38,5401873.33,4482500.00,6851078.69
Installation Guide,20146137.88,+20.1%,13,29429991.34,28517242.96,47500000.00,14752765.42
Interface Alignment Chart,3606819.06,-80.6%,0,4119193.04,4569076.93,8149999.50,3606819.06
Operation Handbook,7615474.56,-4.4%,673,7446847.00,7898684.28,6994117.66,9597573.80
Prototype Diagram,4341583.48,+99.2%,12,3873666.82,5429166.75,12000000.00,4486491.40
Sacred Manifesto,3776994.89,-10.0%,37,3749966.97,3982923.00,3627272.73,4647574.33
Stolen Formulas,33573248.47,+34.0%,0,36147370.82,43285714.29,24800000.00,33573248.47
Symbiotic Figures,4703342.21,-87.2%,0,7092773.18,5120834.06,5985785.71,4703342.21
Test Reports,10325157.43,-17.7%,14,11271199.96,7594000.42,10625000.00,10082222.51
Tuning Instructions,6224130.61,+30.1%,23,5977091.04,5943812.50,8050052.63,5606026.45
User Manual,3189810.00,-30.7%,21,3372972.97,2910457.85,5142928.57,2215497.25
War Strategon,21013074.51,-19.1%,0,22453571.42,41571000.00,38499999.99,21013074.51
,,,,,,,
Raw Moon Materials,,,,,,,
Atmospheric Gases,120.54,-37.8%,67738,125.20,120.92,91.74,79.63
Cadmium,1803.64,-3.3%,247215,1762.81,1698.56,1473.10,1370.92
Caesium,709.97,+110.9%,0,1637.21,871.20,0.00,709.97
Chromium,1723.17,+7.4%,329327,1484.10,2275.40,2481.69,1987.20
Cobalt,695.85,-93.8%,0,592.72,616.38,49.32,695.85
Dysprosium,17515.26,+14.2%,0,13132.13,17391.33,200000.00,17515.26
Evaporite Deposits,282.54,-22.9%,807148,301.37,342.02,238.67,221.06
Hafnium,453.93,-33.0%,890690,525.46,663.31,98.22,667.17
Hydrocarbons,66.25,-37.3%,367046,63.16,128.08,4.49,100.83
Mercury,3464.36,-53.6%,331960,3268.41,2703.75,1050.81,2990.75
Neodymium,17762.88,+35.1%,0,22553.79,14929.37,2000.00,17762.88
Platinum,2642.02,-7.3%,184217,2569.37,2450.36,924.39,2455.98
Promethium,10152.97,+294.0%,0,13087.27,10361.78,0.00,10152.97
Scandium,243.42,+58.2%,510339,243.42,422.55,176.43,461.45
Silicates,234.09,-89.3%,387301,257.31,201.45,25.12,228.74
Technetium,41638.67,-1.5%,63603,35620.79,40839.08,2182.83,45232.19
Thulium,695.42,-27.7%,0,671.79,732.59,0.00,695.42
Titanium,1069.00,+40.3%,163308,1027.92,1076.20,567.06,780.35
Tungsten,289.31,+6.2%,282521,303.49,529.63,276.11,425.90
Vanadium,901.37,+22.0%,86841,849.55,1263.77,948.26,1037.45
,,,,,,,
Processed Moon Materials,,,,,,,
Caesarium Cadmide,3121.71,-19.9%,0,2666.27,1870.35,4499.99,3121.71
Carbon Polymers,396.72,-16.8%,271972,390.40,183.42,344.54,310.72
Ceramic Powder,336.92,+0.6%,76534,388.01,572.04,243.54,318.43
Crystallite Alloy,1410.62,+6.3%,218288,1522.31,1603.09,2025.39,1701.21
Dysporite,11204.55,-28.6%,20139,14301.99,6732.78,0.00,7839.53
Fernite Alloy,763.36,+17.8%,104874,829.40,974.49,1030.46,1115.39
Ferrofluid,11226.32,+20.3%,0,8891.49,526.11,0.00,11226.32
Fluxed Condensates,8918.63,-10.3%,0,3454.97,7648.73,0.00,8918.63
Hexite,2794.32,+21.7%,0,600.37,2650.21,3064.08,2794.32
Hyperflurite,7851.42,-98.7%,0,9040.10,3856.74,42684.55,7851.42
Neo Mercurite,13281.62,-69.9%,0,10536.71,3547.43,9400.00,13281.62
Platinum Technite,17422.29,-42.6%,86960,10675.11,23979.04,73.13,25069.48
Prometium,8438.33,+30.4%,0,4487.91,2435.08,0.00,8438.33
Rolled Tungsten Alloy,2127.33,+17.5%,128042,2273.10,1996.05,1174.00,2437.52
Silicon Diborite,585.03,+45.3%,103186,752.88,1007.48,386.50,322.98
Solerium,2214.68,-95.2%,0,3273.46,498.56,0.00,2214.68
Sulfuric Acid,495.06,-49.5%,0,214.73,598.12,1334.21,495.06
Titanium Chromide,2031.77,+22.9%,0,2761.10,47.98,57.00,2031.77
Vanadium Hafnite,2800.36,+3.5%,521157,2836.91,1074.84,1372.90,2843.75
,,,,,,,
Advanced Moon Materials,,,,,,,
Crystalline Carbonide,78.00,-8.7%,15200571,77.80,80.23,46.41,72.11
Fermionic Condensates,19572.64,-3.5%,18878,18891.37,22773.42,16132.89,16713.85
Fernite Carbide,70.61,-0.8%,39800868,70.63,72.00,98.52,72.81
Ferrogel,10562.98,-5.3%,212612,10616.62,10419.51,7270.90,9840.27
Fullerides,1214.79,-9.4%,3441149,1215.03,1307.97,1104.07,1045.24
Hypersynaptic Fibers,2802.36,-1.9%,519161,2746.70,3142.30,3768.80,2972.09
Nanotransistors,3398.87,-7.4%,2314637,3352.43,3740.89,3423.92,3166.28
Phenolic Composites,477.53,+0.1%,1130047,451.79,699.54,170.16,447.30
Sylramic Fibers,130.26,+7.4%,10735664,131.48,136.86,130.74,123.76
Titanium Carbide,83.94,+5.4%,5849312,85.97,82.71,50.29,80.20
Tungsten Carbide,83.97,+13.1%,6339540,94.31,77.23,27.01,89.75
,,,,,,,
Tech 2 Construction Components,,,,,,,
Antimatter Reactor Unit,32445.60,-1.4%,1637,32421.45,30101.66,37000.00,32559.03
Crystalline Carbonide Armor Plate,5339.66,-1.6%,23108,5470.11,5272.77,3096.73,4777.43
Deflection Shield Emitter,18310.63,-7.2%,16680,18236.33,19050.54,11252.98,17055.18
Electrolytic Capacitor Unit,28591.70,-9.2%,14594,29203.16,25972.87,2644.68,22127.93
Emp Pulse Generator,12579.41,+79.7%,1226,11786.86,20406.06,6573.48,10496.46
Fernite Carbide Composite Armor Plate,5243.34,+0.6%,76100,5201.81,5293.99,8451.72,4483.74
Fusion Reactor Unit,30750.00,+5.0%,315,33249.26,28834.25,36263.38,26513.96
Fusion Thruster,14307.61,+11.7%,639,13943.29,16076.98,5086.33,13856.97
Gravimetric Sensor Cluster,14722.09,+0.0%,4950,14326.33,15533.27,20464.56,12383.58
