Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.35,-6.5%,22423730497,2.40,2.29,2.52,2.49
Pyerite,4.46,-9.0%,6155741641,4.56,4.34,4.62,4.63
Mexallon,29.95,-0.5%,2276951002,30.36,29.29,27.29,34.95
Isogen,54.81,-7.1%,297996663,56.88,50.80,52.70,57.34
Nocxium,140.44,+19.3%,83534254,136.54,149.78,133.79,141.36
Zydrine,1062.89,-0.9%,21521170,1061.80,1067.70,1110.27,1067.32
Megacyte,2356.68,+6.1%,9181272,2381.58,2260.30,2095.30,2380.58
Morphite,3896.72,-2.6%,959155,3851.48,3988.73,4026.13,4091.36
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,122495.80,-1.1%,131866,122526.61,120211.44,117252.72,129030.95
Armor Plates,231197.99,+0.6%,116190,232128.93,226127.73,207889.76,235805.08
Broken Drone Transceiver,92.29,-5.5%,79565,102.98,23.32,104.42,180.13
Burned Logic Circuit,30449.84,-5.0%,430384,30794.38,29233.79,23816.31,31569.49
Charred Micro Circuit,146.56,-3.4%,439081,157.06,93.74,100.97,343.07
Conductive Polymer,139.46,-2.3%,46657,150.13,103.34,104.42,187.62
Contaminated Lorentz Fluid,424.12,+41.5%,119292,428.01,109.25,105.00,202.25
Contaminated Nanite Compound,2881.96,-22.1%,108577,3000.24,2240.27,475.69,3091.48
Damaged Artificial Neural Network,247.49,+1.0%,53839,185.40,647.06,17.32,280.36
Defective Current Pump,158.40,+0.2%,33258,165.98,88.08,112.62,236.16
Fried Interface Circuit,4364.19,+1.6%,487191,4372.82,4344.16,3765.25,4469.82
Malfunctioning Shield Emitter,120.52,-25.3%,77766,135.21,89.80,100.57,344.60
Melted Capacitor Console,102088.53,+5.3%,28110,102454.74,99800.25,83880.57,104079.78
Scorched Telemetry Processor,107.94,+4.5%,42677,112.69,68.82,100.00,234.99
Smashed Trigger Unit,88.91,+5.4%,231526,96.95,53.42,30.36,207.09
Tangled Power Conduit,281.22,+4.3%,36817,292.88,144.97,100.00,303.48
Thruster Console,119.70,-89.9%,103402,129.39,25.27,100.00,236.73
Tripped Power Circuit,63965.78,+0.2%,421868,64494.95,60579.07,45991.02,67071.64
Ward Console,26941.64,-0.9%,65670,26617.17,31335.59,27637.68,25096.61
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,4288.27,+31.3%,250,5821.68,1185.40,1555.42,6142.98
Capacitor Console,19230205.42,-2.9%,55,19261299.97,15823376.36,12241179.40,21217966.39
Conductive Thermoplastic,10739.58,+11.9%,45,11435.27,5556.81,3001.08,16397.34
Current Pump,22511.82,-32.6%,46,15054.91,6954.72,3201.63,37381.93
Drone Transceiver,3310.02,+12.1%,75,3709.01,26128.37,2001.09,3634.11
Enhanced Ward Console,15199239.48,-5.3%,69,15378536.50,15029824.73,12222422.68,15674533.26
Impetus Console,10394.71,-90.4%,213,10786.24,14512.18,7911.59,11967.48
Intact Armor Plates,21731548.68,-4.6%,227,21522221.85,22302514.17,18453043.01,24417375.75
Intact Shield Emitter,638859.50,-4.5%,131,632627.13,411153.87,207588.55,731978.48
Interface Circuit,89595.50,+112.0%,1003,67470.20,118487.52,53822.20,62235.80
Logic Circuit,143994.62,-54.0%,634,155818.43,97875.17,111863.50,138948.58
Lorentz Fluid,9629.44,+141.8%,139,3024.38,14586.89,4206.64,2597.57
