Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.37,+3.7%,21621902961,2.39,2.36,2.35,2.49
Pyerite,4.59,-0.7%,7156191084,4.68,4.27,4.18,4.79
Mexallon,25.86,+2.5%,1868591986,26.31,25.13,22.55,27.89
Isogen,50.13,-2.2%,282415141,51.56,47.46,44.97,51.61
Nocxium,119.70,+7.9%,92960462,124.60,106.14,120.51,119.31
Zydrine,1059.54,-7.3%,23956751,1053.36,1096.93,1211.43,1007.09
Megacyte,2217.89,-4.0%,7744333,2217.79,2227.73,2552.64,2215.72
Morphite,4213.62,-4.9%,683688,4221.46,4315.78,5185.01,4116.83
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,123713.85,+0.9%,140767,123624.84,124009.04,124000.32,129591.89
Armor Plates,227429.30,+0.3%,98997,229243.07,224831.00,218328.61,230384.90
Broken Drone Transceiver,87.13,-74.7%,57796,94.00,49.13,100.00,293.55
Burned Logic Circuit,30451.57,-3.1%,377982,30898.12,29620.61,28988.69,31676.80
Charred Micro Circuit,141.51,+4.3%,494741,147.88,134.65,104.72,434.67
Conductive Polymer,132.22,+13.6%,38412,147.10,51.11,100.50,284.37
Contaminated Lorentz Fluid,184.12,-37.1%,55875,203.76,100.93,100.00,320.91
Contaminated Nanite Compound,2759.18,-20.0%,93154,2992.43,2136.95,114.67,2998.22
Damaged Artificial Neural Network,134.56,+9.3%,37999,142.96,121.26,400.00,343.05
Defective Current Pump,161.22,-1.9%,34281,158.41,184.43,100.00,337.57
Fried Interface Circuit,4724.97,-7.2%,389726,4885.40,4369.59,3697.28,4955.94
Malfunctioning Shield Emitter,275.35,+15.1%,74069,313.79,125.07,100.00,388.04
Melted Capacitor Console,92689.02,-0.7%,39189,93031.16,89138.66,87041.04,86306.13
Scorched Telemetry Processor,86.39,+22.7%,38426,102.15,93.20,100.00,259.61
Smashed Trigger Unit,170.22,-75.9%,244058,200.22,40.36,100.00,323.34
Tangled Power Conduit,273.40,-4.4%,38443,259.93,289.90,120.06,359.39
Thruster Console,108.44,-4.0%,114440,123.67,40.20,100.00,329.73
Tripped Power Circuit,51942.91,-13.3%,367689,53554.80,46377.95,48297.60,54119.89
Ward Console,26904.73,+4.4%,48867,26999.57,26518.42,25000.02,25208.56
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,5829.61,+6.4%,282,6164.96,1612.44,1711.60,6697.80
Capacitor Console,19497133.48,-0.9%,123,19825854.53,17216014.02,11263161.64,19757452.14
Conductive Thermoplastic,10549.86,+13.8%,64,11550.47,5667.99,3001.08,15003.73
Current Pump,10679.87,+3.2%,90,11013.66,850.71,3445.77,42003.13
Drone Transceiver,3676.73,+0.9%,131,3708.97,2751.93,2001.07,4675.80
Enhanced Ward Console,15221341.53,-6.8%,93,15325142.89,16077089.46,12222422.68,16053874.63
Impetus Console,11182.39,-1.6%,215,10630.08,13422.61,11913.68,12691.51
Intact Armor Plates,22499016.80,-1.7%,163,22722596.30,19391739.87,18890002.22,24221279.59
Intact Shield Emitter,508773.91,+0.9%,75,516490.33,536630.02,129673.21,658074.26
Interface Circuit,104465.74,-37.8%,1040,106583.12,123281.98,67535.86,62956.94
Logic Circuit,179822.16,+0.7%,1120,178542.44,256812.31,115796.61,164547.71
Lorentz Fluid,2390.38,+26.5%,90,2861.60,34.27,4206.64,6678.23
Micro Circuit,12463.82,-78.7%,575,14689.18,6964.74,5252.57,8857.11
Nanite Compound,34091.14,+4.3%,101,35434.07,1439.31,14202.80,41624.26
Power Circuit,1485226.68,+5.4%,968,1517167.96,1863471.34,1282156.92,1567944.62
Power Conduit,86051.21,-98.4%,117,74850.64,37312.98,25740.68,20871.88
Single-crystal Superalloy I-beam,5637562.65,-10.8%,320,5617285.60,5554675.08,5746374.76,6011837.17
Telemetry Processor,102623.42,-12.3%,77,113391.36,5392.15,22004.07,54080.08
Trigger Unit,244366.30,-74.4%,201,272239.92,6679.19,12900.01,38575.13
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,332.67,+19.9%,18906743,328.27,336.39,366.73,320.93
Hydrogen Isotopes,321.73,+1.0%,86748785,323.13,317.73,344.79,343.15
Nitrogen Isotopes,341.72,-1.1%,16369385,335.07,364.42,398.95,313.27
Oxygen Isotopes,344.36,+10.3%,23065172,334.54,335.38,379.99,323.51
Heavy Water,21.12,-38.9%,19746989,21.39,22.78,20.97,20.36
Liquid Ozone,248.93,+39.4%,22101002,234.83,255.00,340.91,211.71
Strontium Clathrates,409.30,-24.7%,1287998,395.13,429.42,423.15,382.78
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,5188.17,+54.2%,1770569,5841.04,4600.02,4100.43,5712.82
Enriched Uranium,11981.01,-0.1%,802038,11886.22,13900.75,11903.89,12577.77
Mechanical Parts,3593.11,+135.0%,2289878,3473.16,3542.78,4213.59,4087.81
