Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.51,-0.3%,25797234155,2.55,2.44,2.52,2.68
Pyerite,5.75,-4.0%,5007582745,5.79,5.66,0.00,6.18
Mexallon,26.94,-0.9%,1391173277,27.05,26.72,0.00,28.64
Isogen,50.37,+0.0%,263608411,51.27,48.46,0.00,52.49
Nocxium,128.40,+4.8%,88823496,136.49,111.86,170.10,131.28
Zydrine,1375.08,+2.9%,16279502,1397.87,1319.29,0.00,1382.09
Megacyte,2747.17,-2.5%,9131688,2779.15,2686.95,0.00,2917.49
Morphite,5578.30,-4.0%,789034,5697.04,5334.94,6278.44,5747.24
,,,,,,,
Fuel,,,,,,,
Coolant,1203.71,+9.7%,2627529,1123.50,1760.85,1663.84,1234.69
Enriched Uranium,5792.40,+5.3%,686597,6043.71,5611.62,0.00,5300.99
Heavy Water,25.00,-22.1%,31495333,25.90,22.61,31.56,22.70
Helium Isotopes,358.55,-0.4%,4201446,348.54,394.96,0.00,327.90
Hydrogen Isotopes,325.12,-0.2%,89881323,326.87,328.41,315.99,352.42
Nitrogen Isotopes,358.18,+2.2%,5703095,343.06,367.99,0.00,313.80
Oxygen Isotopes,379.02,+2.0%,8922592,379.99,376.10,0.00,357.70
Liquid Ozone,338.45,-9.4%,25122975,326.26,324.04,450.45,296.07
Mechanical Parts,628.34,-0.3%,3028767,635.98,621.74,599.64,645.22
Oxygen,108.44,+1.6%,12770948,109.25,102.23,128.65,119.45
Robotics,6937.47,+1.9%,805907,7199.98,6890.00,0.00,6940.87
Strontium Clathrates,830.34,-4.9%,564416,832.79,647.52,1452.13,712.93
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,130496.92,+0.1%,67675,129573.55,137006.44,127391.44,138865.54
Armor Plates,222870.36,+0.9%,75452,227255.84,210517.59,220358.46,229223.59
Broken Drone Transceiver,87.21,+2.3%,27080,91.01,43.22,100.00,127.15
Burned Logic Circuit,30217.43,-2.7%,250944,30272.55,30133.07,30000.00,30109.46
Charred Micro Circuit,115.99,-29.3%,276797,127.10,63.37,80.39,181.51
Conductive Polymer,92.15,-0.1%,14059,89.09,100.63,100.00,131.34
Contaminated Lorentz Fluid,124.39,-0.3%,25440,136.38,90.06,100.01,162.14
Contaminated Nanite Compound,2597.21,-4.2%,59017,2701.05,2233.46,2000.00,3295.35
Damaged Artificial Neural Network,321.18,-0.7%,19938,300.08,258.07,500.00,301.80
Defective Current Pump,182.51,+2.2%,41791,183.24,154.66,0.00,186.08
Fried Interface Circuit,5026.97,-1.2%,217032,5175.65,4001.81,0.00,4988.63
Malfunctioning Shield Emitter,259.89,+2.9%,30730,284.83,93.88,300.10,263.87
Melted Capacitor Console,82643.91,+0.1%,26355,83516.31,67415.49,0.00,75021.70
Scorched Telemetry Processor,397.81,-65.9%,38181,412.12,123.55,0.00,155.58
Smashed Trigger Unit,72.88,-8.4%,86532,74.70,41.03,100.00,135.50
Tangled Power Conduit,724.31,-60.5%,35734,202.74,2008.04,0.00,370.93
Thruster Console,74.74,-7.2%,26629,52.05,146.50,100.00,162.40
