Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.74,+0.7%,28411518493,2.79,2.64,2.76,2.95
Pyerite,6.90,+0.1%,7757476451,7.09,6.52,6.47,7.47
Mexallon,28.55,+0.1%,1962281372,29.10,27.43,27.01,30.11
Isogen,53.53,+0.6%,314850440,54.53,50.45,52.89,56.04
Nocxium,86.89,+0.0%,97315549,85.53,91.60,85.57,81.96
Zydrine,1156.34,-0.3%,26340512,1166.08,1139.22,1146.47,1135.19
Megacyte,2035.57,+1.5%,12726335,2022.08,2049.01,2424.47,2084.33
Morphite,4871.09,+27.2%,836975,5774.25,3325.04,8501.46,5691.86
,,,,,,,
Fuel,,,,,,,
Coolant,1201.77,+0.8%,3758826,1089.64,1399.92,2066.93,1195.53
Enriched Uranium,5300.27,+1.6%,1597632,5351.12,5317.45,5098.44,5300.89
Heavy Water,21.36,+2.6%,33780497,20.96,21.49,23.86,22.57
Helium Isotopes,404.85,-0.6%,13714327,392.13,474.11,669.38,368.24
Hydrogen Isotopes,437.06,-3.7%,122207469,450.77,428.07,405.70,472.59
Nitrogen Isotopes,452.01,+3.6%,21608177,432.77,497.86,464.58,411.59
Oxygen Isotopes,499.26,+2.1%,19901414,497.31,501.06,533.71,490.91
Liquid Ozone,341.77,-1.2%,27097509,341.24,333.92,417.73,336.92
Mechanical Parts,633.03,-2.1%,3922497,632.24,637.84,600.33,649.69
Oxygen,107.10,-1.6%,15262914,109.25,101.52,120.51,116.60
Robotics,6890.63,+0.4%,623657,6970.24,6821.13,6989.50,6946.09
Strontium Clathrates,1349.71,+22.1%,1173475,1182.53,966.37,3374.89,870.10
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,139374.19,+0.3%,140284,139688.46,137692.61,141000.00,145656.61
Armor Plates,208012.51,-1.2%,119677,207208.99,208136.19,215525.16,211262.79
Broken Drone Transceiver,166.14,-24.9%,85010,194.58,96.76,100.00,191.30
Burned Logic Circuit,32288.88,+0.2%,439761,32584.03,31592.38,31251.62,33954.28
Charred Micro Circuit,156.69,+5.8%,463887,180.82,106.96,55.01,357.16
Conductive Polymer,158.52,-7.8%,38859,167.78,144.23,100.00,207.10
Contaminated Lorentz Fluid,129.29,-1.3%,62167,150.12,68.47,100.00,235.01
Contaminated Nanite Compound,2512.79,+2.4%,130680,2361.55,3026.14,3174.48,3110.05
Damaged Artificial Neural Network,403.30,+1.2%,44920,411.94,331.20,500.00,354.82
Defective Current Pump,142.23,+4.8%,30061,155.84,79.41,101.00,353.12
Fried Interface Circuit,4563.24,+0.1%,515270,4563.66,4639.15,4093.34,4204.56
Malfunctioning Shield Emitter,386.63,-4.7%,87886,344.17,533.00,300.00,435.91
Melted Capacitor Console,100154.30,-3.7%,50332,100438.32,98004.48,100000.00,99277.33
Scorched Telemetry Processor,249.72,-5.0%,42888,288.75,135.20,120.02,317.98
Smashed Trigger Unit,153.12,+18.1%,217199,172.20,122.13,100.00,225.38
Tangled Power Conduit,523.99,-2.6%,87236,503.55,644.29,405.09,402.07
Thruster Console,176.22,+2.8%,105156,192.06,144.28,100.00,264.88
Tripped Power Circuit,38576.83,-0.2%,429553,39365.97,36646.88,36343.35,39716.79
Ward Console,21915.46,+0.6%,48010,22431.11,18323.96,21000.00,18873.20
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,183408.93,+4.1%,770,179585.62,200000.00,0.00,121769.80
Datacore - Caldari Starship Engineering,190871.02,+5.6%,2597,188108.63,142570.77,348000.00,135196.42
