Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.75,-0.5%,32217246978,2.79,2.69,2.75,2.94
Pyerite,6.99,-0.6%,9459139779,7.06,6.86,6.60,7.46
Mexallon,28.37,+0.8%,2399535622,28.67,27.81,27.18,30.89
Isogen,53.46,-0.4%,343775473,53.78,52.82,53.77,55.64
Nocxium,87.32,-2.3%,92472436,85.40,91.42,88.42,81.75
Zydrine,1184.51,+1.7%,26352405,1186.80,1165.42,1285.49,1132.27
Megacyte,2077.89,-3.5%,11734451,2082.81,2015.90,2309.34,2039.05
Morphite,5157.88,+0.4%,598517,5107.96,5279.32,5903.86,5065.27
,,,,,,,
Fuel,,,,,,,
Coolant,1170.94,+0.8%,3599395,1106.27,1274.51,2070.91,1202.76
Enriched Uranium,5447.76,-2.3%,1617477,5577.46,5388.75,5195.92,5300.03
Heavy Water,19.97,-2.3%,34169914,19.43,19.37,32.44,21.39
Helium Isotopes,407.78,+3.0%,20465010,383.28,486.52,451.32,365.88
Hydrogen Isotopes,436.67,+0.6%,120227422,440.73,432.34,439.38,473.81
Nitrogen Isotopes,475.98,+0.2%,19394795,453.21,489.77,595.03,430.58
Oxygen Isotopes,497.13,+2.2%,28643803,489.49,495.92,544.76,428.79
Liquid Ozone,380.01,+1.8%,35551700,375.73,382.05,445.06,326.40
Mechanical Parts,623.38,-2.8%,4154052,618.96,627.80,599.97,653.43
Oxygen,106.31,-2.7%,14749812,109.25,102.80,115.68,117.22
Robotics,6924.92,+0.3%,723778,6959.96,6887.85,7000.00,6939.68
Strontium Clathrates,1049.53,+4.2%,1896762,1123.16,770.37,2578.06,850.19
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,138519.81,+1.7%,153950,138435.39,138278.70,139887.44,145737.82
Armor Plates,199198.51,+1.3%,118178,201243.98,189896.50,196373.02,203842.00
Broken Drone Transceiver,122.19,-7.8%,85219,130.77,98.43,100.00,140.57
Burned Logic Circuit,30755.93,-9.3%,434310,31177.00,29070.37,30678.44,31741.02
Charred Micro Circuit,192.70,-25.7%,435304,216.17,120.12,134.05,395.15
Conductive Polymer,156.99,-0.6%,70515,161.35,149.57,100.00,195.17
Contaminated Lorentz Fluid,151.38,-11.5%,61449,176.30,73.55,100.00,230.13
Contaminated Nanite Compound,2561.77,-0.6%,121342,2620.71,2196.92,2958.80,3234.34
Damaged Artificial Neural Network,400.33,+0.2%,128299,416.04,325.94,400.00,186.30
Defective Current Pump,177.10,-0.6%,28913,188.98,147.90,101.01,326.01
Fried Interface Circuit,3604.34,+9.2%,440788,3515.46,3812.22,4000.27,4466.30
Malfunctioning Shield Emitter,421.74,-28.7%,109206,441.37,401.35,300.20,383.38
