Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.76,+1.8%,29188296282,2.81,2.67,2.76,2.96
Pyerite,6.98,+1.0%,7850792213,7.10,6.76,6.50,7.49
Mexallon,28.71,+0.2%,1847640284,29.09,28.04,27.11,30.12
Isogen,54.19,-0.0%,342785500,54.56,53.61,52.91,55.78
Nocxium,86.91,+0.3%,116056257,86.16,89.51,91.03,83.02
Zydrine,1165.17,+0.2%,26271355,1174.12,1142.65,1155.57,1143.33
Megacyte,2030.98,+0.9%,12394027,2011.54,2063.50,2389.09,2087.61
Morphite,5395.20,-4.5%,1316602,5352.60,5554.51,6740.82,5192.30
,,,,,,,
Fuel,,,,,,,
Coolant,1205.46,-5.8%,3834174,1088.97,1405.14,2102.19,1195.53
Enriched Uranium,5474.55,+0.9%,1619527,5530.80,5501.94,5086.29,5300.89
Heavy Water,21.64,-6.3%,33140975,21.34,21.41,26.16,22.49
Helium Isotopes,400.01,+1.7%,14225777,392.13,436.26,598.96,368.24
Hydrogen Isotopes,429.86,+0.3%,138032235,446.70,416.96,418.55,473.08
Nitrogen Isotopes,457.90,+1.3%,24649154,432.77,493.95,494.28,407.20
Oxygen Isotopes,500.64,+2.5%,18246794,497.31,505.00,555.35,488.39
Liquid Ozone,341.34,+3.9%,39373088,349.33,334.35,404.12,364.21
Mechanical Parts,622.98,-0.4%,3613919,642.12,613.32,597.71,650.25
Oxygen,106.09,+3.0%,16132114,109.25,100.80,114.35,116.60
Robotics,6922.54,+0.1%,737818,6965.71,6890.00,7000.00,6944.12
Strontium Clathrates,1261.41,-22.0%,1436382,1090.23,1129.80,3715.69,885.00
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,139726.60,+0.0%,134007,140004.53,138057.40,141000.00,141550.64
Armor Plates,206104.48,+0.3%,109442,204457.39,208138.89,215047.48,210378.97
Broken Drone Transceiver,119.29,-5.4%,82280,130.08,98.22,100.00,188.23
Burned Logic Circuit,31913.86,-5.3%,458252,32483.30,29664.71,31559.86,34118.95
Charred Micro Circuit,161.19,+1.9%,443437,183.91,114.78,55.01,300.07
Conductive Polymer,147.02,+11.1%,36295,152.60,147.58,100.00,173.11
Contaminated Lorentz Fluid,137.68,+1.4%,69606,156.63,70.04,100.00,225.55
Contaminated Nanite Compound,2516.84,-6.2%,141090,2421.13,2855.63,3003.37,3144.20
Damaged Artificial Neural Network,410.05,+1.0%,45789,415.04,336.09,500.00,352.17
Defective Current Pump,142.74,-3.0%,27141,158.09,80.48,101.00,327.56
Fried Interface Circuit,4441.79,-24.7%,624875,4400.93,4529.56,4130.50,4315.46
Malfunctioning Shield Emitter,396.52,-15.6%,94606,339.32,526.08,300.00,496.89
Melted Capacitor Console,98676.12,-2.0%,34534,98665.69,98007.14,100000.00,97546.98
Scorched Telemetry Processor,247.04,-13.9%,41679,289.89,115.10,120.02,317.28
Smashed Trigger Unit,154.75,+16.2%,208573,174.74,126.07,100.00,204.60
Tangled Power Conduit,517.83,-18.8%,100470,482.31,586.88,405.08,398.47
Thruster Console,171.74,-5.9%,103129,181.73,146.29,100.00,216.82
Tripped Power Circuit,38304.41,-3.9%,481712,39417.10,35185.91,36486.18,39458.55
Ward Console,22079.34,+1.9%,45657,22524.17,18353.48,21000.00,19115.25
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,192636.99,-1.1%,531,170945.95,200000.00,0.00,119970.72
Datacore - Caldari Starship Engineering,184379.80,-3.5%,2743,190842.42,136938.27,348000.00,140091.35
Datacore - Electromagnetic Physics,86137.98,+18.2%,1630,89291.65,80672.69,250000.00,88469.66
Datacore - Electronic Engineering,217037.69,+7.0%,10061,214583.88,220838.79,0.00,200155.64
Datacore - Gallentean Starship Engineering,141148.93,+28.9%,3100,187003.32,121151.42,210000.00,180787.45
Datacore - Graviton Physics,139865.53,+51.9%,4215,128320.52,157150.80,0.00,87233.51
Datacore - High Energy Physics,164522.82,+6.7%,2430,174464.70,140600.11,240000.00,198597.87
Datacore - Hydromagnetic Physics,470734.55,-10.8%,1610,710842.36,424963.28,700000.00,622095.13
Datacore - Laser Physics,230614.45,+15.0%,1033,239205.20,224919.47,0.00,127541.33
Datacore - Mechanical Engineering,304164.24,+3.8%,46905,319653.74,292850.86,310558.63,332853.96
Datacore - Minmatar Starship Engineering,322154.14,+6.2%,6798,383853.71,303182.39,251808.18,328188.08
Datacore - Molecular Engineering,353958.63,-18.7%,2261,325315.65,374799.57,267857.14,349924.15
Datacore - Nanite Engineering,246004.27,+7.0%,1539,249508.79,241478.20,319999.95,189934.76
Datacore - Nuclear Physics,316363.69,-2.8%,6526,324908.25,313831.33,230714.28,339098.91
Datacore - Plasma Physics,258896.79,+4.0%,1062,222860.36,298997.47,0.00,159525.45
Datacore - Quantum Physics,307102.66,-6.8%,1945,288452.73,353448.97,355002.03,355353.79
Datacore - Rocket Science,285957.11,-6.7%,3601,289131.54,277118.58,178749.74,275645.93
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,8693301.43,+3.3%,130,8103172.40,9343443.58,0.00,10520561.82
Assembly Instructions,25845751.84,-14.4%,20,23314902.21,38500000.00,0.00,22808273.07
Calibration Data,4733879.29,-2.7%,392,4938384.83,4580172.08,3924000.00,5874147.88
Circuitry Schematics,5133146.64,+5.8%,107,5155889.39,5319972.78,3000100.01,6111736.76
Circular Logic,1077823.59,+135.5%,55,1077823.59,0.00,0.00,1472672.09
Classic Doctrine,7387501.22,-0.4%,32,7541668.03,6000000.00,0.00,9801086.75
Collision Measurements,6137416.94,-1.4%,43,7900001.11,5549888.89,0.00,5655137.47
Engagement Plan,7258799.76,-5.8%,45,7464000.00,7207499.70,0.00,7300162.54
Formation Layout,4338976.65,-34.1%,47,4222638.30,4473684.21,0.00,6213036.51
Installation Guide,39000000.00,+35.7%,12,39000000.00,0.00,0.00,25270861.73
Interface Alignment Chart,2331131.54,+106.3%,31,2526785.61,2217000.00,0.00,4219639.65
Operation Handbook,6817674.07,-0.4%,584,6912575.78,6823278.23,5584615.31,8782982.88
Prototype Diagram,8305555.39,+9.0%,21,9750000.00,6499999.62,0.00,6554424.43
Sacred Manifesto,3022740.59,+9.6%,157,3172980.17,2200000.00,0.00,4295230.20
Stolen Formulas,53500000.00,-33.5%,9,38500000.00,61000000.00,0.00,32665115.40
Symbiotic Figures,4679502.25,-3.6%,84,6358024.69,3500000.00,0.00,4152942.96
Test Reports,10620096.25,+17.9%,19,10525120.32,11000000.00,0.00,11184432.06
Tuning Instructions,8905513.49,+8.4%,40,9574222.19,7100000.00,0.00,9867770.74
User Manual,3012000.00,-22.9%,30,3000000.02,3014285.71,0.00,3433382.07
War Strategon,19840736.88,+60.4%,6,0.00,0.00,0.00,19840736.88
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,111.42,+18.5%,20904614,110.08,134.50,59.69,106.37
Fermionic Condensates,24918.34,+0.7%,66244,24579.61,26219.78,59899.99,18281.89
Fernite Carbide,111.68,-1.8%,45773896,110.17,117.22,71.02,117.62
Ferrogel,13552.57,+7.0%,342222,13898.84,13315.24,35000.00,12855.43
Fullerides,1028.18,+1.4%,1917301,1060.28,958.06,515.12,956.11
Hypersynaptic Fibers,5639.12,-4.3%,120648,5496.62,5226.93,19899.99,4145.31
Nanotransistors,3221.20,-6.5%,1194697,3218.76,3182.71,3500.00,2855.04
Phenolic Composites,823.04,-37.9%,449494,797.79,996.22,0.00,660.59
Sylramic Fibers,194.52,-7.8%,14788458,190.71,211.50,0.00,192.39
Titanium Carbide,131.41,+2.5%,4411095,126.34,139.81,0.00,116.68
Tungsten Carbide,133.07,+5.1%,553772,115.40,167.68,0.00,101.30
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,6330.04,+41.2%,1949,500.00,357.83,10000.00,663.51
Central System Controller,3365.06,+1.0%,228,4097.94,3001.05,0.00,12185.70
Defensive Control Node,6948.18,-6.5%,166,8985.14,5701.06,0.00,16442.10
Electromechanical Hull Sheeting,637.37,-0.4%,31915,739.15,467.61,100.00,1020.78
Emergent Combat Analyzer,564.13,+5.3%,807,787.71,363.66,50.00,2128.90
Emergent Combat Intelligence,2075.61,+6.2%,167,2821.35,1601.04,0.00,21206.31
Fused Nanomechanical Engines,4495.04,+44.3%,3143,1881.27,583.12,6812.97,803.50
Heuristic Selfassemblers,1036.16,+0.9%,619,1442.41,388.04,5000.00,2597.95
Jump Drive Control Nexus,3623.64,+64.2%,188,6601.91,2501.06,0.00,15343.15
Melted Nanoribbons,4828053.88,-0.8%,2466,4929718.49,4660392.92,5036363.64,5265887.04
Modified Fluid Router,21907.24,-4.1%,21416,22783.42,20068.05,1010.00,26172.22
Neurovisual Input Matrix,723.57,+195.5%,4503,699.55,770.01,0.00,887.49
Powdered C-540 Graphite,684.43,+4.4%,12492,717.35,647.56,300.00,1976.86
Resonance Calibration Matrix,644.54,+3.0%,590,626.86,650.06,3000.00,4302.18
Thermoelectric Catalysts,4431.75,+449.8%,164,4705.04,4201.05,0.00,34386.24
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,13763987.04,+16.3%,7,0.00,0.00,0.00,13763987.04
Intact Electromechanical Component,13127963.77,-23.8%,5,0.00,0.00,0.00,13127963.77
Intact Hull Section,67603843.36,-25.5%,14,0.00,0.00,0.00,67603843.36
Intact Power Cores,20923049.61,-71.3%,3,0.00,0.00,0.00,20923049.61
Intact Thruster Sections,13261048.23,-43.4%,14,0.00,0.00,0.00,13261048.23
Intact Weapon Subroutines,32571825.59,-83.8%,3,0.00,0.00,0.00,32571825.59
Malfunctioning Armor Nanobot,8000000.00,-18.0%,7,8000000.00,0.00,0.00,7728962.29
Malfunctioning Electromechanical Component,883833.33,+0.0%,10,2627500.00,12000.00,0.00,4227142.87
Malfunctioning Hull Section,21400000.41,+26.2%,13,0.00,21400000.41,0.00,24346086.62
Malfunctioning Power Cores,5388971.43,+64.2%,19,7540560.00,10000.00,0.00,7811125.88
Malfunctioning Thruster Sections,3820000.00,-36.6%,15,5725000.00,10000.00,0.00,3334973.63
Malfunctioning Weapon Subroutines,8000000.01,+48.7%,19,8000000.01,0.00,0.00,11001367.89
Wrecked Armor Nanobot,2746.15,+3690.5%,59,1820.13,10000.00,0.00,96846.27
Wrecked Electromechanical Component,7073.33,+10101.7%,57,1220.00,10000.00,0.00,28002.04
Wrecked Hull Section,6086860.90,+51.8%,22,7666541.23,2927500.26,0.00,6079369.54
Wrecked Power Cores,7739.97,+1274.2%,78,1566.51,9017.24,0.00,24619.49
Wrecked Thruster Sections,28919.41,+477.7%,66,1011.00,41084.62,0.00,32239.64
Wrecked Weapon Subroutines,414314.35,+121.9%,48,115001.00,638799.36,0.00,383481.77
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,1474.62,+549.6%,898,1474.62,0.00,0.00,8217.43
Datacore - Electronic Subsystems Engineering,2933.35,-12.5%,793,2638.01,13698.50,0.00,4600.22
Datacore - Engineering Subsystems Engineering,3104.79,+254.3%,515,595.18,62777.78,0.00,4384.94
Datacore - Offensive Subsystems Engineering,8161.01,+1321.7%,266,705.14,31051.82,0.00,9900.81
Datacore - Propulsion Subsystems Engineering,2910.07,+2341.3%,597,2640.01,26000.00,0.00,4058.85
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,310379.36,-38.1%,237,195216.58,395723.21,0.00,502079.31
Amarr Hybrid Tech Decryptor,113490.20,+521.2%,57,239250.00,56000.00,0.00,103863.61
Caldari Hybrid Tech Decryptor,1886454.27,+2.0%,179,1841560.68,2500000.01,0.00,2030617.55
Gallente Hybrid Tech Decryptor,62691.23,+67.1%,54,118197.19,28000.00,0.00,228244.92
Minmatar Hybrid Tech Decryptor,679062.58,+45.3%,38,261330.00,1257461.54,0.00,143521.41
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,4080.31,-69.5%,42855,4178.58,4000.00,0.00,7441.83
Fullerite-C32,7586.35,+5.9%,31630,7003.69,8574.73,15.03,11435.92
Fullerite-C50,2315.22,-22.9%,29134,1633.70,2700.03,0.00,4826.38
Fullerite-C60,516.60,-33.8%,202229,437.58,530.10,0.00,1291.27
Fullerite-C70,363.01,-12.3%,62621,371.11,358.19,0.00,612.70
Fullerite-C72,1815.28,-26.6%,37369,1860.11,1798.46,0.00,3896.48
Fullerite-C84,473.90,-81.2%,43530,494.15,67.35,0.00,838.44
Fullerite-C320,24228.59,+209.9%,13269,60000.00,20000.29,0.00,59900.92
Fullerite-C540,29482.13,+1.5%,4378,30000.01,18298.07,0.00,46045.08
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,3000000.00,+3.0%,166,3000000.00,0.00,0.00,3138283.25
Carbon-86 Epoxy Resin,1349000.00,+35.9%,239,1349000.00,0.00,0.00,1131189.09
Fullerene Intercalated Graphite,2082.72,-78.3%,2194,0.00,0.00,0.00,2082.72
Fulleroferrocene,3178.52,-24.0%,5026,1350.00,3749.93,0.00,1420.88
Graphene Nanoribbons,64500.00,+13.7%,287,64500.00,0.00,0.00,90147.04
Lanthanum Metallofullerene,7500.00,-26.4%,1000,0.00,7500.00,0.00,6573.49
Methanofullerene,6244.21,+136.5%,8620,6244.21,0.00,0.00,9073.13
PPD Fullerene Fibers,7373.96,+33.5%,22147,6851.37,9998.00,0.00,7684.57
Scandium Metallofullerene,64999.98,-9.4%,2977,64999.98,0.00,0.00,45936.20
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,93.34,-71.8%,110754,161.37,0.00,5.00,165.65
Cadmium,1422.98,-33.4%,345769,1423.36,409.50,0.00,1310.18
Caesium,1162.30,-10.2%,30344,0.00,0.00,0.00,1162.30
Chromium,1532.73,+7.3%,1076501,1554.39,1450.00,400.10,1919.14
Cobalt,748.42,-30.4%,107522,748.42,0.00,0.00,368.83
Dysprosium,22564.68,+782.6%,22817,0.00,0.00,0.00,22564.68
Evaporite Deposits,300.01,-10.8%,337600,259.40,423.22,350.00,493.63
Hafnium,719.10,-2.1%,200718,600.13,0.00,800.00,1054.83
Hydrocarbons,176.94,-59.0%,34900,178.60,0.00,5.01,211.37
Mercury,1895.28,-20.0%,161964,1898.00,1850.00,0.00,1724.74
Neodymium,3000.09,+57.7%,11873,3000.09,0.00,0.00,11456.23
Platinum,2476.92,-10.0%,337463,2499.77,2413.99,0.00,2575.92
Promethium,15725.10,-21.3%,103400,0.00,0.00,0.00,15725.10
Scandium,519.54,-24.5%,644492,500.36,715.49,0.00,649.57
Silicates,511.30,-9.7%,356738,510.87,800.00,0.00,696.62
Technetium,39500.00,-82.4%,31800,39500.00,0.00,0.00,29489.73
Thulium,1372.99,-66.1%,57532,0.00,0.00,0.00,1372.99
Titanium,1150.00,-27.8%,188513,1500.00,1150.00,0.00,1360.19
Tungsten,502.81,-97.3%,35553,0.00,0.00,0.00,502.81
Vanadium,1099.23,+5.8%,184803,1133.33,600.00,0.00,912.18
,,,,,,,
Processed Materials,,,,,,,
Sulfuric Acid,1339.46,-4.2%,960587,1284.63,1353.52,0.00,1866.24
Silicon Diborite,1820.71,-14.6%,171720,1965.19,1300.00,0.00,2244.74
Ceramic Powder,1087.21,-7.3%,569094,984.21,1099.99,0.00,1162.15
Carbon Polymers,1568.46,-56.6%,138328,1560.58,2399.00,0.00,1048.90
Crystallite Alloy,3113.29,-19.9%,138584,3113.29,0.00,0.00,2000.91
Fernite Alloy,1606.44,-10.3%,156048,1612.74,1600.00,0.00,1394.55
Titanium Chromide,3197.84,-17.2%,37982,0.00,0.00,0.00,3197.84
Rolled Tungsten Alloy,1641.56,+17.0%,111458,0.00,0.00,0.00,1641.56
Hexite,40.22,+3701.4%,375969,40.22,0.00,0.00,2978.23
Caesarium Cadmide,2434.36,+48.2%,99900,0.00,0.00,0.00,2434.36
Solerium,2888.99,-90.2%,145066,0.00,0.00,0.00,2888.99
Platinum Technite,18356.47,-2.6%,79269,0.00,0.00,0.00,18356.47
Vanadium Hafnite,2356.64,-47.9%,198079,0.00,0.00,0.00,2356.64
Prometium,11400.77,+25.1%,9835,0.00,0.00,0.00,11400.77
Hyperflurite,12470.37,+72.0%,27416,0.00,0.00,0.00,12470.37
Ferrofluid,14804.79,-96.8%,16893,0.00,0.00,0.00,14804.79
Dysporite,14435.33,-43.7%,9830,0.00,0.00,0.00,14435.33
Neo Mercurite,12485.79,-20.0%,92404,12485.79,0.00,0.00,12657.60
Fluxed Condensates,5908.65,-59.7%,6424,0.00,0.00,0.00,5908.65
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,12270.68,+17.0%,767,4116.64,27384.80,4001.07,11244.02
Capacitor Console,11652778.95,-0.4%,134,12287010.60,9311000.57,0.00,13086696.84
Conductive Thermoplastic,49997.09,+4.5%,765,39940.36,78207.79,120400.21,18571.42
Current Pump,45193.47,-30.6%,139,45968.52,16000.00,0.00,42850.49
Drone Transceiver,9913.49,+69.6%,486,11136.15,1743.01,0.00,11871.16
