Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.78,-1.1%,251831924238,2.76,2.53,2.57,2.79
Pyerite,6.81,-2.4%,48566180526,6.68,6.34,6.17,6.84
Mexallon,28.87,-1.0%,13879401386,28.48,27.35,23.29,29.02
Isogen,51.25,-0.8%,3157146416,51.59,50.76,50.70,51.25
Nocxium,85.67,+5.6%,1975390689,89.39,90.45,90.13,85.44
Zydrine,1395.74,+0.3%,318818285,1444.93,1406.81,1540.51,1392.99
Megacyte,2734.08,-1.3%,98151061,2705.42,2607.35,2715.93,2739.16
Morphite,5499.05,-0.1%,14364657,6038.35,5779.53,5800.84,5487.20
,,,,,,,
Fuel,,,,,,,
Coolant,1245.36,+2.9%,29300585,1127.54,1293.90,1814.28,1254.19
Enriched Uranium,5293.25,-0.1%,11663622,0.00,5085.57,5027.12,5300.69
Heavy Water,22.12,-0.7%,370820817,0.00,15.72,20.65,22.26
Helium Isotopes,365.14,+0.6%,251880726,0.00,444.91,421.50,364.91
Hydrogen Isotopes,367.95,+0.0%,189414048,0.00,339.56,399.32,377.51
Nitrogen Isotopes,371.04,-1.3%,746876569,409.42,411.32,474.58,370.48
Oxygen Isotopes,383.42,-0.3%,410042525,0.00,415.05,487.42,382.89
Liquid Ozone,289.70,+1.4%,306813590,0.00,308.08,339.98,289.18
Mechanical Parts,644.23,+1.6%,34324917,0.00,615.96,599.64,645.37
Oxygen,119.01,+7.3%,100356156,0.00,94.80,124.14,119.99
Robotics,6934.79,+0.2%,10041614,6958.54,6840.42,7623.98,6935.29
Strontium Clathrates,814.93,+0.9%,14148256,0.00,835.58,1164.64,814.30
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,139608.45,-1.1%,433359,136974.46,132702.19,135937.45,140448.03
Armor Plates,221315.50,+3.2%,713521,213444.18,199126.37,210000.00,222255.76
Broken Drone Transceiver,72.15,-6.7%,413700,0.00,98.30,100.00,71.29
Burned Logic Circuit,31724.02,+0.8%,1957630,31762.85,28900.77,29741.35,31827.82
Charred Micro Circuit,157.92,-12.7%,2656064,135.85,110.92,105.00,161.09
Conductive Polymer,131.34,-0.3%,251138,136.29,114.25,111.44,131.03
Contaminated Lorentz Fluid,153.72,+2.7%,320422,186.29,87.61,100.00,150.75
