Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.75,+0.1%,30171327338,2.78,2.72,2.52,2.94
Pyerite,6.99,-1.2%,7703311115,7.06,6.89,6.70,7.44
Mexallon,28.37,+0.4%,2218419555,28.94,27.64,26.53,30.74
Isogen,53.76,+0.8%,329920037,54.21,53.11,52.77,55.52
Nocxium,83.02,-1.0%,102244732,82.51,83.22,86.39,80.86
Zydrine,1181.50,-2.5%,27242716,1175.28,1195.03,1200.04,1126.45
Megacyte,2050.46,+2.8%,9894596,2043.09,2057.88,2098.80,2035.26
Morphite,5112.73,+0.0%,789967,5064.77,5059.05,5778.72,4888.18
,,,,,,,
Fuel,,,,,,,
Coolant,1183.72,-1.1%,4129317,1131.34,1356.67,2077.75,1234.36
Enriched Uranium,5351.83,+1.6%,1801734,5484.02,5259.34,4896.38,5300.01
Heavy Water,19.32,-6.9%,31729293,20.07,17.32,23.23,21.14
Helium Isotopes,411.51,-9.1%,22967528,398.09,467.19,447.20,363.39
Hydrogen Isotopes,429.04,-0.7%,128949514,436.53,425.56,403.60,465.95
Nitrogen Isotopes,481.24,+2.5%,24194065,468.29,489.60,550.35,422.67
Oxygen Isotopes,481.94,+4.8%,23573012,449.58,493.35,531.15,412.08
Liquid Ozone,370.43,+1.9%,31816438,369.29,378.75,349.04,318.70
Mechanical Parts,623.50,+3.0%,3948041,644.54,610.72,573.44,636.00
Oxygen,104.06,+1.3%,14409178,109.25,98.24,124.61,116.08
Robotics,6911.95,-0.3%,761086,6953.97,6853.50,7000.00,6919.63
Strontium Clathrates,961.39,+8.5%,2186137,1015.26,781.84,1338.17,818.75
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,139735.59,-0.3%,149135,140239.07,138321.75,138605.43,144247.98
Armor Plates,200173.07,+1.4%,126237,202829.16,190779.98,197041.76,203786.23
Broken Drone Transceiver,102.12,-5.1%,83085,100.23,107.25,100.01,141.55
Burned Logic Circuit,30173.78,+1.6%,450440,30424.59,29114.81,30000.00,31603.70
Charred Micro Circuit,152.72,-1.4%,481522,159.04,120.82,160.07,362.64
Conductive Polymer,141.78,-5.7%,44740,143.61,150.03,100.01,120.04
Contaminated Lorentz Fluid,156.52,+0.0%,69877,180.12,74.81,100.01,235.06
Contaminated Nanite Compound,2751.86,+1.7%,124543,2966.33,1849.67,2675.81,3469.64
Damaged Artificial Neural Network,329.05,-18.9%,63073,329.99,288.76,400.00,273.18
Defective Current Pump,204.90,+25.1%,52233,215.85,173.41,101.01,326.00
Fried Interface Circuit,3910.69,-1.0%,430149,3931.95,3762.79,4081.77,4071.03
Malfunctioning Shield Emitter,225.73,-8.8%,82931,215.30,302.20,148.01,472.41
Melted Capacitor Console,90455.45,-7.5%,33048,89797.97,92924.09,91468.06,87979.52
Scorched Telemetry Processor,331.34,-29.3%,94979,308.51,505.43,120.01,151.56
Smashed Trigger Unit,140.76,-13.7%,224061,146.74,132.33,100.01,122.22
Tangled Power Conduit,432.63,-7.0%,100713,202.04,547.53,2988.01,242.70
Thruster Console,141.11,-0.1%,95618,142.13,158.76,100.01,219.22
Tripped Power Circuit,37802.14,+0.7%,453308,37988.21,37018.25,38000.00,38762.34
Ward Console,22610.67,+14.0%,50444,22244.25,24410.61,21616.05,19690.63
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,128037.04,+9.8%,1087,122967.48,180000.00,0.00,0.00
Datacore - Caldari Starship Engineering,174474.48,-4.1%,1407,173263.49,182505.26,0.00,165289.68
Datacore - Electromagnetic Physics,94403.49,+22.5%,2032,83681.74,124713.05,0.00,84620.56
Datacore - Electronic Engineering,248853.83,+0.9%,9059,260089.63,237008.00,10000.00,224251.45
Datacore - Gallentean Starship Engineering,192342.09,+2.3%,3881,188999.82,204067.39,250000.00,205949.09
Datacore - Graviton Physics,123221.32,+119.0%,1880,115189.69,146522.39,0.00,87608.75
Datacore - High Energy Physics,186211.16,-13.4%,2802,211186.06,150901.82,0.00,179356.01
Datacore - Hydromagnetic Physics,587032.15,-6.0%,1814,590441.06,581930.31,670000.00,505913.72
Datacore - Laser Physics,152827.54,+14.2%,1293,150684.48,156277.34,0.00,116005.99
Datacore - Mechanical Engineering,336001.86,+9.3%,25218,366918.14,320616.79,348204.13,346999.52
Datacore - Minmatar Starship Engineering,297234.93,+14.0%,8108,348509.42,278053.88,396686.31,348184.36
Datacore - Molecular Engineering,353101.05,+5.5%,2600,377421.28,330223.04,10000.00,342654.81
Datacore - Nanite Engineering,236431.27,+0.2%,2532,237661.42,232097.01,0.00,0.00
Datacore - Nuclear Physics,331243.49,-10.2%,5209,355650.93,302617.70,480000.00,324019.04
