Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Contaminated Nanite Compound,2637.25,-0.5%,85153,2707.72,1912.91,3000.00,3006.92
Damaged Artificial Neural Network,287.36,-3.2%,43110,268.73,258.39,620.13,310.01
Defective Current Pump,184.91,+1.1%,25929,191.21,153.37,120.81,237.74
Fried Interface Circuit,3963.29,+0.5%,360997,4062.55,3131.30,4319.01,4481.18
Malfunctioning Shield Emitter,215.30,+4.1%,58946,205.05,302.20,100.00,189.90
Melted Capacitor Console,84686.16,+0.7%,45293,84710.90,85179.67,80623.22,80121.28
Scorched Telemetry Processor,179.23,-14.8%,57514,184.50,145.00,121.07,180.11
Smashed Trigger Unit,111.48,-19.7%,167808,109.20,129.56,100.00,150.00
Tangled Power Conduit,475.67,-28.8%,33891,477.22,310.00,752.23,7338.95
Thruster Console,139.74,-2.6%,80998,142.13,160.10,89.24,165.88
Tripped Power Circuit,39644.46,+0.0%,309531,40058.44,37505.77,39949.81,40615.70
Ward Console,22348.83,-2.8%,41198,22158.75,22386.04,24168.90,19363.93
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,133652.83,+6.3%,1797,121412.77,193293.14,0.00,132002.02
Datacore - Caldari Starship Engineering,155600.77,-4.9%,2200,176865.56,143896.89,0.00,169400.00
Datacore - Electromagnetic Physics,78425.99,+3.9%,1758,77210.32,79067.09,0.00,87839.00
Datacore - Electronic Engineering,265360.28,-5.2%,5317,273504.46,254961.58,230000.00,251010.00
Datacore - Gallentean Starship Engineering,231912.38,-12.2%,3036,216236.68,310679.03,250000.00,214642.54
Datacore - Graviton Physics,95748.72,+164.6%,757,102644.83,86777.49,0.00,79900.00
Datacore - High Energy Physics,150970.92,+2.2%,5440,156479.32,147714.85,0.00,198303.84
Datacore - Hydromagnetic Physics,561324.22,-0.1%,1666,541975.01,620791.11,0.00,471950.92
Datacore - Laser Physics,183838.88,-7.2%,514,196945.02,129579.50,0.00,111000.00
Datacore - Mechanical Engineering,365677.56,+0.0%,23733,399186.14,341037.05,386562.85,388208.21
Datacore - Minmatar Starship Engineering,378114.98,-13.8%,7425,420534.02,333146.49,465295.17,474880.99
Datacore - Molecular Engineering,301545.62,-1.6%,3777,348494.39,286057.20,296333.33,319116.00
Datacore - Nanite Engineering,214544.37,+12.0%,1162,204359.00,240240.89,151791.04,196510.99
Datacore - Nuclear Physics,318261.54,-10.2%,3173,318527.69,317925.79,315000.00,374119.88
Datacore - Plasma Physics,269351.23,+8.4%,470,288948.86,250084.37,0.00,159715.75
Datacore - Quantum Physics,402127.01,-2.3%,1913,410389.38,400430.43,350000.00,394340.91
Datacore - Rocket Science,267353.34,+4.6%,3097,268590.67,258315.66,287012.99,229096.15
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,9676770.58,-20.0%,130,9217909.19,10134521.55,4707025.00,10641686.69
Assembly Instructions,28871428.97,-18.3%,14,28258333.80,32550000.00,0.00,22847561.88
Calibration Data,4683999.06,-0.8%,296,4569781.51,4810947.97,4000000.35,5299751.72
Circuitry Schematics,4537170.69,-10.4%,128,4055275.62,5025275.48,4011117.67,4537413.59
Circular Logic,976144.21,+116.0%,7,976144.21,0.00,0.00,867022.28
Classic Doctrine,7439769.39,+7.2%,17,7439769.39,0.00,0.00,8398999.00
Collision Measurements,5012698.42,+23.9%,7,7744444.44,3920000.01,0.00,4884051.01
Engagement Plan,7245413.31,+18.4%,25,7703703.70,6987624.97,0.00,7752841.99
Formation Layout,4694986.06,+14.4%,70,4694986.06,0.00,0.00,5894788.94
Installation Guide,19352501.03,+125.5%,0,0.00,0.00,0.00,19352501.03
Interface Alignment Chart,4481217.19,+18.6%,32,4761702.94,4163333.33,0.00,4731012.15
Operation Handbook,6813966.25,-4.2%,616,6623096.06,7057809.86,4662202.67,7711025.10
Prototype Diagram,8874750.01,+5.6%,4,9166333.35,8000000.00,0.00,7199109.19
Sacred Manifesto,3430111.20,-12.9%,90,3423943.27,3701500.02,0.00,4199999.98
Stolen Formulas,34978811.47,+3.1%,0,0.00,0.00,0.00,34978811.47
Symbiotic Figures,7894444.44,-20.4%,9,8750000.00,1050000.00,0.00,4279077.77
Test Reports,12000000.00,+14.6%,1,0.00,12000000.00,0.00,10921484.27
Tuning Instructions,7209375.26,+7.5%,8,0.00,7209375.26,0.00,7520011.04
User Manual,3585753.09,-65.4%,13,3701232.52,2200000.00,0.00,2920495.29
War Strategon,15000020.00,+127.8%,0,0.00,0.00,0.00,15000020.00
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,123.32,-5.1%,12131109,122.49,127.92,0.00,104.90
Fermionic Condensates,21143.37,+3.8%,18821,20789.13,29007.11,26998.95,20300.13
Fernite Carbide,98.85,-3.5%,42512988,99.03,99.01,51.68,96.75
Ferrogel,13280.33,+14.1%,109335,13178.73,13594.59,0.00,11952.04
Fullerides,1031.86,-9.6%,3932615,1002.29,1227.88,517.20,924.61
Hypersynaptic Fibers,3590.98,-37.8%,181594,3310.29,4200.06,291.96,3218.92
Nanotransistors,2597.96,-12.7%,2001608,2647.25,2839.66,813.18,2612.49
Phenolic Composites,532.05,-29.9%,1256818,568.25,698.95,32.10,473.56
Sylramic Fibers,185.28,-2.0%,15698433,181.76,208.04,55.04,181.42
Titanium Carbide,116.37,-4.4%,5613949,108.05,121.28,0.00,99.90
Tungsten Carbide,103.84,+3.3%,8199216,102.69,123.65,0.00,117.74
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,1042.80,+22.2%,1599,1093.19,410.30,0.00,3038.13
Central System Controller,20365.37,-59.9%,138,9881.26,48984.16,0.00,20151.85
Defensive Control Node,10976.33,-17.3%,127,11595.42,6008.83,10.00,15410.86
Electromechanical Hull Sheeting,836.92,-17.1%,34498,756.13,1122.79,92.57,1277.11
Emergent Combat Analyzer,1001.74,-12.4%,608,1086.14,822.17,50.00,3903.65
Emergent Combat Intelligence,4477.69,-39.5%,113,5000.03,1821.53,10.00,22837.06
Fused Nanomechanical Engines,1185.45,-26.5%,581,1266.32,562.77,10.00,4448.21
Heuristic Selfassemblers,1768.63,-11.9%,594,2004.15,812.34,10.00,4540.37
Jump Drive Control Nexus,8296.46,-49.7%,104,8987.13,3001.00,10.00,22567.20
Melted Nanoribbons,4897109.14,+2.9%,3364,4898839.30,4888434.05,4938888.89,5092476.95
Modified Fluid Router,22219.12,-5.6%,20882,22872.50,20097.51,5119.69,21219.97
Neurovisual Input Matrix,887.75,-16.1%,6335,711.11,1338.83,500.00,411.97
Powdered C-540 Graphite,948.21,-5.4%,10707,1010.07,580.95,10.00,1345.69
Resonance Calibration Matrix,1407.57,-23.7%,555,1489.66,910.50,10.00,7308.47
Thermoelectric Catalysts,21806.16,-45.3%,160,14943.50,35277.30,0.00,24131.72
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,21315432.88,-24.9%,0,0.00,0.00,0.00,21315432.88
Intact Electromechanical Component,15672421.52,-36.2%,0,0.00,0.00,0.00,15672421.52
Intact Hull Section,77047652.89,-4.2%,0,0.00,0.00,0.00,77047652.89
Intact Power Cores,25679257.51,-76.6%,0,0.00,0.00,0.00,25679257.51
Intact Thruster Sections,16690755.66,-55.0%,0,0.00,0.00,0.00,16690755.66
Intact Weapon Subroutines,27014657.38,-80.5%,0,0.00,0.00,0.00,27014657.38
Malfunctioning Armor Nanobot,3687234.95,+76.2%,1,0.00,3687234.95,0.00,7183743.37
Malfunctioning Electromechanical Component,2627500.00,-17.9%,5,2627500.00,0.00,0.00,3898980.98
Malfunctioning Hull Section,21000000.00,+14.3%,2,21000000.00,0.00,0.00,25075508.15
Malfunctioning Power Cores,6000000.00,+40.0%,2,6000000.00,0.00,0.00,9338340.97
Malfunctioning Thruster Sections,3627500.00,-13.0%,2,3627500.00,0.00,0.00,4706820.57
Malfunctioning Weapon Subroutines,10027500.00,+24.7%,4,10027500.00,0.00,0.00,14156103.18
Wrecked Armor Nanobot,2500.00,+13269.3%,9,2500.00,0.00,0.00,42444.09
Wrecked Electromechanical Component,18981.00,+3923.5%,20,22277.65,300.00,0.00,21395.42
Wrecked Hull Section,6095254.00,+84.4%,10,6887179.94,2927550.26,0.00,4409190.66
Wrecked Power Cores,1900.00,+10462.1%,11,2500.00,300.00,0.00,61604.20
Wrecked Thruster Sections,2240.38,+9876.6%,13,3500.00,225.00,0.00,18839.44
Wrecked Weapon Subroutines,241518.13,+237.3%,29,125201.29,500000.00,0.00,241304.32
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,4277.05,+876.1%,166,2000.00,43999.00,0.00,8079.55
Datacore - Electronic Subsystems Engineering,6256.52,-59.6%,368,6256.52,0.00,0.00,4717.10
Datacore - Engineering Subsystems Engineering,25104.25,-94.6%,932,25277.20,2250.00,0.00,4545.67
Datacore - Offensive Subsystems Engineering,9843.76,+988.6%,436,9146.76,20000.00,0.00,4187.30
Datacore - Propulsion Subsystems Engineering,41068.18,+1534.7%,253,41612.90,14050.00,0.00,8710.97
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,240147.45,+46.5%,130,239574.95,314000.00,0.00,416220.64
Amarr Hybrid Tech Decryptor,131046.47,+917.7%,43,72500.00,575999.60,0.00,172130.45
Caldari Hybrid Tech Decryptor,1844090.96,+52.5%,44,1106666.78,2517391.30,0.00,2789438.41
Gallente Hybrid Tech Decryptor,253469.88,-35.9%,83,143377.36,447966.67,0.00,156126.33
Minmatar Hybrid Tech Decryptor,145669.72,+126.9%,113,116454.94,666666.50,0.00,102640.94
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,4675.94,-62.5%,2940,3710.15,6000.00,0.00,5366.29
Fullerite-C32,8060.66,+36.0%,23387,7277.20,10579.80,0.00,14007.75
Fullerite-C50,4021.63,-14.0%,41813,4161.96,2868.03,3500.00,4777.20
Fullerite-C60,504.99,-20.1%,30896,487.11,529.95,0.00,631.07
Fullerite-C70,410.00,-5.8%,25989,425.49,358.40,0.00,718.98
Fullerite-C72,3012.44,+2.6%,26404,3167.06,2708.47,0.00,3884.02
Fullerite-C84,298.59,-9.1%,22163,289.39,347.59,0.00,946.48
Fullerite-C320,55940.15,+34.0%,7196,52500.99,67058.76,0.00,60007.00
Fullerite-C540,25000.08,+75.3%,549,25000.08,0.00,0.00,50206.03
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,2808000.01,+10.6%,10,2808000.01,0.00,0.00,3260001.03
Carbon-86 Epoxy Resin,1167027.56,+3.9%,127,1044551.29,2599999.99,0.00,1040005.00
Fullerene Intercalated Graphite,3000.00,-17.3%,6300,0.00,3000.00,0.00,2208.33
Fulleroferrocene,1853.63,+0.0%,11000,1399.95,1899.00,0.00,1278.27
Graphene Nanoribbons,56219.40,+10.7%,359,56219.40,0.00,0.00,65010.12
Lanthanum Metallofullerene,7131.66,+0.0%,600,7789.99,7000.00,0.00,5994.99
Methanofullerene,10106.59,+0.0%,3625,13899.00,9999.00,0.00,12322.01
PPD Fullerene Fibers,6662.11,+38.7%,4682,1356.15,9000.00,0.00,8400.00
Scandium Metallofullerene,24318.60,+90.9%,1000,11649.03,44990.00,0.00,40071.31
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,150.00,-28.0%,39200,150.00,0.00,0.00,162.59
Cadmium,1959.45,-11.0%,212954,1841.43,2190.50,0.00,2019.09
Caesium,401.00,-9.4%,1861,401.00,0.00,0.00,1165.71
Chromium,1744.29,-37.3%,37800,2259.86,311.01,0.00,2310.84
Cobalt,592.74,-24.7%,127408,592.74,0.00,0.00,488.53
Dysprosium,31309.40,+391.0%,0,0.00,0.00,0.00,31309.40
Evaporite Deposits,502.60,-7.7%,50300,301.00,1175.17,0.00,739.99
Hafnium,601.02,-7.0%,93750,601.02,0.00,0.00,829.84
Hydrocarbons,53.57,+1419.6%,37300,53.57,0.00,0.00,182.10
Mercury,635.66,+162.3%,9514,1400.49,0.00,89.40,1967.91
Neodymium,16673.57,+5.0%,0,0.00,0.00,0.00,16673.57
Platinum,2476.25,-15.0%,137999,2674.82,1551.01,87.40,2799.96
Promethium,16668.83,-25.8%,0,0.00,0.00,0.00,16668.83
Scandium,402.66,-8.7%,74800,402.13,795.00,0.00,881.02
Silicates,517.52,-51.3%,55638,547.53,8.96,0.00,736.57
Technetium,30789.63,-82.1%,0,0.00,0.00,0.00,30789.63
Thulium,502.00,-35.5%,2665,502.00,0.00,0.00,914.00
Titanium,1999.00,-13.8%,1,1999.00,0.00,0.00,1905.78
Tungsten,1200.37,-40.2%,3000,0.00,1200.37,0.00,1129.74
Vanadium,2052.24,-14.5%,174105,2052.24,0.00,0.00,1312.10
,,,,,,,
Processed Materials,,,,,,,
Sulfuric Acid,1325.79,-3.4%,214987,1367.45,826.70,0.00,1350.00
Silicon Diborite,1000.00,+9.1%,71727,0.00,1000.00,0.00,1090.23
Ceramic Powder,1375.51,-43.9%,57900,1001.01,1537.15,0.00,1498.90
Carbon Polymers,1398.86,-68.0%,28024,1398.86,0.00,0.00,1870.26
Crystallite Alloy,55.02,+4217.1%,2358,55.02,0.00,0.00,2938.38
Fernite Alloy,1414.24,+9.3%,77400,1414.24,0.00,0.00,1585.99
Titanium Chromide,1048.29,+56.9%,40481,1048.29,0.00,0.00,3674.95
Rolled Tungsten Alloy,4997.00,-57.9%,0,0.00,0.00,0.00,4997.00
Hexite,3000.00,+11.1%,5100,3000.00,0.00,0.00,3176.71
Caesarium Cadmide,1779.89,+115.2%,0,0.00,0.00,0.00,1779.89
Solerium,1661.96,-83.0%,0,0.00,0.00,0.00,1661.96
Platinum Technite,7000.06,-52.8%,3591,0.00,7000.06,0.00,17227.01
Vanadium Hafnite,1699.97,-26.5%,0,0.00,0.00,0.00,1699.97
Prometium,9677.86,-96.5%,0,0.00,0.00,0.00,9677.86
Hyperflurite,11500.00,-96.0%,0,0.00,0.00,0.00,11500.00
Ferrofluid,16200.00,-52.6%,0,0.00,0.00,0.00,16200.00
Dysporite,13640.00,-1.8%,0,0.00,0.00,0.00,13640.00
Neo Mercurite,11437.94,-31.7%,0,0.00,0.00,0.00,11437.94
Fluxed Condensates,6606.01,-63.9%,0,0.00,0.00,0.00,6606.01
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,8805.80,-42.8%,587,7392.66,17308.18,4001.07,10111.05
Capacitor Console,12702616.41,-0.6%,191,12972281.50,10866708.55,12000000.00,13000000.00
Conductive Thermoplastic,14370.18,-14.9%,76,12002.28,24750.03,4001.07,12629.26
Current Pump,20470.24,-17.1%,98,14000.99,68499.83,4001.07,34002.32
Drone Transceiver,3654.33,+6.0%,256,3602.01,4540.08,4001.07,6901.06
Enhanced Ward Console,12785267.05,-2.3%,75,12273694.44,13749384.64,0.00,14050000.00
Impetus Console,10070.55,-41.8%,251,10248.71,5417.90,5004.22,17998.98
Intact Armor Plates,20265452.21,-5.9%,123,19976141.85,21153635.99,16704009.37,20866075.00
Intact Shield Emitter,662185.76,+8.1%,103,726037.84,455281.92,105903.00,788458.67
Interface Circuit,96688.25,-40.7%,904,75648.57,228232.04,130806.32,76087.79
Logic Circuit,167591.26,+45.3%,1212,156596.19,239520.76,26001.07,186250.67
Lorentz Fluid,1738.05,+19.4%,229,1681.85,2000.00,4001.07,6612.01
Micro Circuit,7527.18,-66.2%,1210,947.58,48496.74,15001.08,5494.00
Nanite Compound,69043.29,-35.4%,142,66651.56,112501.88,14007.01,70013.33
Power Circuit,1948288.33,-8.3%,657,2174673.65,1566214.38,2503001.03,2021000.99
Power Conduit,1698.65,-17.3%,133,1128.54,4535.15,2007.02,3001.09
Single-crystal Superalloy I-beam,6846202.96,-5.1%,226,6910108.63,6659565.75,7499999.99,7434842.29
Telemetry Processor,28945.27,-48.6%,208,28626.97,33040.73,0.00,21160.01
Trigger Unit,9926.97,-41.9%,216,10482.85,251.90,1603.00,11112.55
,,,,,,,
Booster Gases,,,,,,,
Amber Mykoserocin,309.96,+799.7%,446,309.96,0.00,0.00,3902.00
Azure Mykoserocin,3786.67,-54.5%,2488,30.47,0.00,3789.69,0.00
Celadon Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Golden Mykoserocin,2829.02,+76.6%,0,0.00,0.00,0.00,2829.02
Lime Mykoserocin,5000.00,-0.1%,4459,5000.00,0.00,0.00,0.00
Malachite Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Vermillion Mykoserocin,1915.59,+48.8%,2789,2454.15,469.96,0.00,0.00
Viridian Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Amber Cytoserocin,60000.00,+29.5%,0,0.00,0.00,0.00,60000.00
Azure Cytoserocin,30000.00,+17.9%,587,30000.00,0.00,0.00,0.00
Celadon Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Golden Cytoserocin,88500.00,+0.0%,0,0.00,0.00,0.00,88500.00
Lime Cytoserocin,59496.99,-58.6%,0,0.00,0.00,0.00,59496.99
Malachite Cytoserocin,35011.53,+185.6%,0,0.00,0.00,0.00,35011.53
Vermillion Cytoserocin,38690.96,-6.4%,500,38690.96,0.00,0.00,0.00
Viridian Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
