Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.20,-1.4%,30825538119,2.22,2.12,2.24,2.40
Pyerite,3.67,-4.6%,7384489636,3.73,3.63,3.42,4.04
Mexallon,31.36,-1.9%,2115157848,31.89,30.60,28.67,34.06
Isogen,58.31,-6.6%,346257841,60.50,51.56,65.40,61.15
Nocxium,154.85,+3.3%,69702438,153.24,155.06,170.00,147.07
Zydrine,1045.86,+4.6%,24364203,1041.03,1052.67,1099.13,992.01
Megacyte,2273.98,+0.4%,8627791,2276.34,2255.61,2295.61,2297.59
Morphite,4106.60,-2.5%,1571402,4096.51,3867.72,4418.04,3875.22
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,108497.63,+2.8%,102917,108073.81,106651.72,99526.70,117326.03
Armor Plates,255231.68,-2.1%,91712,256778.41,248964.54,244508.46,261059.04
Broken Drone Transceiver,97.00,-6.6%,69756,100.25,100.03,2.01,175.13
Burned Logic Circuit,29564.75,-3.0%,406512,30004.13,28662.66,27067.00,30335.64
Charred Micro Circuit,122.23,+3.6%,556450,105.95,202.50,85.10,285.95
Conductive Polymer,131.63,+4.7%,45998,150.04,26.50,1.00,188.85
Contaminated Lorentz Fluid,161.53,+10.3%,68186,172.36,91.28,15.33,111.13
Contaminated Nanite Compound,1969.81,+1.3%,120393,2025.95,1756.42,1555.31,2334.35
Damaged Artificial Neural Network,145.96,-3.9%,45378,154.66,127.41,52.60,216.17
Defective Current Pump,138.65,+8.5%,32816,158.58,10.09,10.08,225.74
Fried Interface Circuit,3899.21,-2.7%,562715,4034.29,3151.28,3846.56,3880.02
Malfunctioning Shield Emitter,166.44,+10.5%,80934,169.71,127.92,82.03,347.09
Melted Capacitor Console,123693.67,+0.0%,23769,125142.44,123140.51,105443.18,122939.76
Scorched Telemetry Processor,103.32,-8.6%,46222,111.37,43.21,1.02,188.25
Smashed Trigger Unit,47.39,-30.9%,205551,47.51,56.14,11.02,134.73
Tangled Power Conduit,155.51,-35.6%,35673,99.05,56.12,1402.28,238.38
Thruster Console,125.96,+58.8%,105467,128.81,108.90,15.06,285.53
Tripped Power Circuit,79854.54,-1.7%,356839,80804.15,77343.25,75617.54,85454.38
Ward Console,31274.56,-10.2%,44563,30973.86,34467.74,24282.01,30946.37
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,8816.78,-54.6%,1389,8839.50,6000.02,3388.78,3705.85
Capacitor Console,21843759.82,-3.9%,147,21843759.82,20281147.60,16738812.96,21999975.05
Conductive Thermoplastic,19762.75,-36.7%,133,19440.98,107914.33,10138.83,27156.72
