Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.72,+0.7%,26669298791,2.76,2.61,2.71,2.84
Pyerite,6.78,-0.1%,6705415104,6.83,6.68,6.60,7.10
Mexallon,28.87,+1.2%,2097297899,29.11,28.23,28.05,30.41
Isogen,52.71,-0.5%,324301242,53.06,51.87,50.59,52.89
Nocxium,88.89,-0.6%,110356205,89.76,87.83,89.75,86.58
Zydrine,1408.40,+3.3%,21711697,1410.48,1393.36,1510.36,1362.91
Megacyte,2771.73,-0.1%,8745359,2783.19,2662.20,2870.85,2800.03
Morphite,6034.53,+1.4%,718442,6016.85,5978.62,7361.67,5962.88
,,,,,,,
Fuel,,,,,,,
Coolant,1174.56,-1.6%,1953994,1100.51,1404.94,1925.33,1221.19
Enriched Uranium,5233.87,+2.9%,920267,5365.43,5115.44,5087.75,5300.55
Heavy Water,17.56,+6.9%,17746996,19.30,13.50,25.62,21.03
Helium Isotopes,403.67,+5.4%,5430859,397.49,428.71,428.65,373.73
Hydrogen Isotopes,390.83,-1.8%,52629160,400.93,382.95,364.37,403.79
Nitrogen Isotopes,467.23,+0.5%,12432287,458.27,492.94,477.23,405.47
Oxygen Isotopes,445.35,-0.8%,14224727,425.24,441.30,570.25,403.08
Liquid Ozone,317.89,-0.2%,16357971,312.54,306.55,381.75,282.52
Mechanical Parts,631.66,+0.6%,1738161,659.77,620.89,584.60,656.76
Oxygen,106.44,+13.9%,6261003,109.25,99.99,113.05,134.59
Robotics,6905.01,+0.2%,347660,6953.43,6839.83,7000.00,6928.77
Strontium Clathrates,805.71,+15.0%,974591,897.54,539.67,1169.25,850.50
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,135470.27,+0.4%,101410,136598.26,130507.92,136255.77,143482.16
Armor Plates,204454.83,-0.1%,74379,206680.48,195040.16,196311.03,212635.90
Broken Drone Transceiver,107.23,-8.6%,40165,96.00,166.00,104.56,149.95
Burned Logic Circuit,29761.26,+0.1%,306300,29889.31,28426.67,30000.00,32877.65
Charred Micro Circuit,125.98,+0.8%,333527,130.54,95.01,107.32,306.80
Conductive Polymer,135.08,-2.8%,29519,135.49,144.50,100.00,127.27
Contaminated Lorentz Fluid,165.38,-1.9%,36728,180.25,83.13,100.00,179.90
Contaminated Nanite Compound,2858.86,-1.0%,81853,2945.94,2005.22,3000.00,3182.42
Damaged Artificial Neural Network,472.12,+1.3%,44548,249.52,258.07,700.00,330.30
Defective Current Pump,182.13,+0.8%,17669,191.26,153.24,109.34,253.54
Fried Interface Circuit,3864.00,+3.5%,345709,3749.50,4014.16,4602.28,4223.41
Malfunctioning Shield Emitter,217.67,+5.2%,51253,215.02,302.20,138.34,232.83
Melted Capacitor Console,84686.12,+2.6%,14255,85742.65,75487.81,87436.84,82158.77
Scorched Telemetry Processor,142.69,+5.5%,26577,144.36,105.50,155.16,197.10
Smashed Trigger Unit,90.78,+18.2%,147290,85.50,132.12,100.00,118.84
Tangled Power Conduit,243.22,+7.5%,28986,225.82,450.00,164.45,255.13
Thruster Console,138.96,-28.0%,157630,139.09,160.10,100.00,211.79
Tripped Power Circuit,40064.94,+0.8%,301569,40666.26,37567.90,39735.29,42143.02
Ward Console,22552.21,-4.7%,41693,22417.19,24860.43,20000.00,19634.01
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,139671.75,-2.7%,1420,134838.96,193999.00,0.00,138015.32
Datacore - Caldari Starship Engineering,179366.62,-9.0%,1074,192000.00,159999.40,0.00,150209.84
Datacore - Electromagnetic Physics,97078.79,-4.9%,714,96072.47,116031.11,0.00,89290.25
Datacore - Electronic Engineering,288899.70,-12.0%,3821,284736.34,339098.23,230000.00,245128.75
Datacore - Gallentean Starship Engineering,214752.25,-6.6%,1116,192117.19,319696.65,0.00,212325.18
Datacore - Graviton Physics,120083.74,+13.6%,309,109012.41,105332.59,290000.00,100731.27
Datacore - High Energy Physics,164337.45,+4.8%,1214,179629.69,147173.78,0.00,191111.34
Datacore - Hydromagnetic Physics,519160.43,-1.9%,1452,515205.06,564292.21,0.00,448700.81
Datacore - Laser Physics,183343.83,-10.6%,332,184894.94,164296.18,0.00,124260.30
Datacore - Mechanical Engineering,382535.31,+8.0%,26083,387868.30,373918.60,432890.19,413953.55
Datacore - Minmatar Starship Engineering,381245.64,+12.1%,5595,491173.54,337509.52,482210.53,438124.16
Datacore - Molecular Engineering,337005.70,+5.1%,841,345804.42,318896.34,0.00,0.00
Datacore - Nanite Engineering,258554.94,-22.8%,2054,242138.16,345972.14,320000.00,189677.29
Datacore - Nuclear Physics,289156.83,+7.4%,2519,296321.32,280435.03,151000.00,340279.14
Datacore - Plasma Physics,263131.38,-18.2%,24,263131.38,0.00,0.00,0.00
Datacore - Quantum Physics,408023.02,-3.7%,1164,401475.88,424852.78,0.00,395728.34
Datacore - Rocket Science,272963.51,-0.6%,712,283432.30,262226.94,235713.57,0.00
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,8057916.25,-2.6%,92,8147322.93,7389336.71,8321407.00,0.00
Assembly Instructions,25100002.91,-10.9%,2,25100002.91,0.00,0.00,0.00
Calibration Data,3951449.06,+4.6%,176,3846147.78,4122287.81,3866666.67,0.00
Circuitry Schematics,4674738.35,+3.9%,73,4551976.84,4966302.38,3534026.67,5239674.74
Circular Logic,820770.87,+183.0%,16,820770.87,0.00,0.00,0.00
Classic Doctrine,6591694.39,+10.1%,13,6335638.83,8000000.00,0.00,0.00
Collision Measurements,7800000.00,-6.1%,1,0.00,7800000.00,0.00,5192763.37
Engagement Plan,6800400.13,+22.3%,10,0.00,6800400.13,0.00,7330716.79
Formation Layout,5604004.68,+15.1%,60,5585277.83,5810000.00,0.00,0.00
Installation Guide,38399990.06,+34.1%,1,38399990.06,0.00,0.00,0.00
Interface Alignment Chart,4699455.74,+6.5%,46,4925000.00,4540739.41,0.00,5243113.09
Operation Handbook,6401202.49,+1.1%,382,6558298.92,6166064.77,5599559.33,0.00
Prototype Diagram,12557142.02,-0.6%,7,13166665.69,8899999.99,0.00,0.00
Sacred Manifesto,3517342.76,-3.3%,91,3471794.36,3936356.94,3000000.00,4517595.39
Stolen Formulas,37993626.13,-5.1%,0,0.00,0.00,0.00,37993626.13
Symbiotic Figures,9066663.50,-15.5%,12,9999993.00,8399999.57,0.00,4802752.51
Test Reports,11111110.98,+3.5%,9,10500000.00,13249999.43,0.00,10652236.89
Tuning Instructions,8954882.50,+1.2%,17,9581600.00,8693750.22,0.00,0.00
User Manual,4931239.75,-4.7%,8,5321416.86,2200000.00,0.00,0.00
War Strategon,15000000.12,+112.2%,1,15000000.12,0.00,0.00,0.00
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,110.54,-0.6%,9995677,107.00,116.85,0.00,99.45
Fermionic Condensates,22351.58,+8.6%,43915,21702.03,29605.89,0.00,23187.60
Fernite Carbide,84.34,-4.5%,23181274,82.99,97.86,31.01,86.71
Ferrogel,12954.70,-4.1%,196651,12787.10,13277.66,7000.00,12136.50
Fullerides,1030.15,+7.3%,2096144,1090.24,946.40,200.00,917.55
Hypersynaptic Fibers,3666.70,+0.9%,188092,3399.98,4192.90,19271.70,3382.65
Nanotransistors,2936.83,-1.3%,831066,2874.13,3185.81,1752.59,2603.25
Phenolic Composites,606.93,-0.9%,2101042,605.85,689.92,32.10,618.11
Sylramic Fibers,185.21,+0.6%,13481114,179.43,202.58,55.04,178.73
Titanium Carbide,109.50,-8.4%,7310228,118.65,108.96,0.00,93.21
Tungsten Carbide,112.65,+9.6%,3049771,111.89,139.86,135.00,116.07
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,1364.42,-3.8%,500,1503.54,501.70,10.00,2167.04
Central System Controller,7831.03,-20.6%,105,11005.79,4061.00,0.00,25540.79
Defensive Control Node,10249.22,-7.9%,139,12006.29,7645.00,0.00,18350.92
Electromechanical Hull Sheeting,951.46,-4.5%,16770,1000.89,551.03,233.13,1214.01
Emergent Combat Analyzer,1554.97,-15.1%,535,2005.27,500.00,20000.00,3634.32
Emergent Combat Intelligence,5645.13,-5.6%,115,6001.67,5090.51,0.00,28387.67
Fused Nanomechanical Engines,1867.82,-5.5%,519,2000.00,600.00,0.00,3803.29
Heuristic Selfassemblers,1876.88,-30.9%,536,2579.35,450.00,10.00,3848.59
Jump Drive Control Nexus,10039.63,-3.4%,85,10005.42,10176.47,0.00,22527.51
Melted Nanoribbons,4869101.43,-2.1%,1842,4855714.55,4978588.70,2750100.00,5066695.81
Modified Fluid Router,20606.30,-7.9%,10161,20997.86,19620.37,1003.53,21853.64
Neurovisual Input Matrix,939.38,+1.0%,3471,905.42,1206.19,500.00,650.99
Powdered C-540 Graphite,1043.51,-3.5%,6687,1114.70,600.14,10.00,1350.47
Resonance Calibration Matrix,12355.44,-88.7%,474,20061.62,850.00,10.00,5413.98
Thermoelectric Catalysts,14631.23,-9.1%,72,16005.37,7011.00,0.00,27907.39
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Electromechanical Component,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Hull Section,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Power Cores,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Thruster Sections,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Weapon Subroutines,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Malfunctioning Armor Nanobot,6000001.00,-19.3%,1,6000001.00,0.00,0.00,0.00
Malfunctioning Electromechanical Component,2627500.00,-17.9%,3,2627500.00,0.00,0.00,0.00
Malfunctioning Hull Section,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Malfunctioning Power Cores,6400000.00,+31.2%,5,6400000.00,0.00,0.00,0.00
Malfunctioning Thruster Sections,3627500.00,-13.0%,15,3627500.00,0.00,0.00,0.00
Malfunctioning Weapon Subroutines,10027500.00,+24.7%,3,10027500.00,0.00,0.00,0.00
Wrecked Armor Nanobot,72313.47,+106.2%,22,56272.11,144499.57,0.00,0.00
Wrecked Electromechanical Component,103386.32,+397.3%,22,67833.33,849999.00,0.00,109290.43
Wrecked Hull Section,9668333.36,+50.0%,6,9902000.03,8500000.00,0.00,6167846.40
Wrecked Power Cores,84480.00,+118.1%,10,76850.00,115000.00,0.00,71848.78
Wrecked Thruster Sections,26503.57,+424.2%,14,26503.57,0.00,0.00,20033.10
Wrecked Weapon Subroutines,237893.96,+145.8%,82,232188.95,700000.00,0.00,394195.02
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,4959.49,+284.9%,1317,3040.56,51641.12,0.00,4317.12
Datacore - Electronic Subsystems Engineering,4000.34,-1.9%,1092,3959.64,10310.00,0.00,6443.22
Datacore - Engineering Subsystems Engineering,2250.00,-48.8%,5,0.00,2250.00,0.00,4860.59
Datacore - Offensive Subsystems Engineering,1629.09,+2095.1%,140,836.24,2750.00,0.00,6243.23
Datacore - Propulsion Subsystems Engineering,2923.36,+7201.8%,107,3128.57,2750.00,0.00,8715.37
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,184193.74,+65.3%,387,178253.39,293199.15,0.00,443330.72
Amarr Hybrid Tech Decryptor,268186.53,+136.7%,15,122072.73,669999.50,0.00,116841.83
Caldari Hybrid Tech Decryptor,2341352.67,+17.3%,57,2341352.67,0.00,0.00,3327133.81
Gallente Hybrid Tech Decryptor,182454.00,-63.1%,11,155699.40,450000.00,0.00,173374.86
Minmatar Hybrid Tech Decryptor,184764.25,+365.0%,32,184764.25,0.00,0.00,120341.16
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,4543.84,-32.8%,30568,4543.84,0.00,0.00,0.00
Fullerite-C32,7954.52,+75.6%,9814,6322.55,17000.00,0.00,0.00
Fullerite-C50,2076.40,+1.4%,33356,2389.00,0.00,11.13,0.00
Fullerite-C60,394.72,-12.3%,35266,447.65,529.96,15.03,0.00
Fullerite-C70,590.73,+2.4%,10089,417.53,1000.00,0.00,0.00
Fullerite-C72,2237.10,-45.2%,12309,2237.10,0.00,0.00,0.00
Fullerite-C84,444.60,+3.5%,9899,289.37,828.18,0.00,0.00
Fullerite-C320,62000.00,+0.7%,3300,62000.00,0.00,0.00,0.00
Fullerite-C540,51000.00,+0.8%,6026,51000.00,0.00,0.00,52000.43
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Carbon-86 Epoxy Resin,882391.75,+23.6%,254,861862.57,2599999.99,0.00,0.00
Fullerene Intercalated Graphite,9000.00,-85.7%,200,0.00,9000.00,0.00,0.00
Fulleroferrocene,1000.00,+15.7%,47196,1000.00,0.00,0.00,0.00
Graphene Nanoribbons,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Lanthanum Metallofullerene,7000.00,+3.8%,200,0.00,7000.00,0.00,0.00
Methanofullerene,12996.00,+2.3%,200,0.00,12996.00,0.00,10269.47
PPD Fullerene Fibers,16995.99,-9.8%,10,16995.99,0.00,0.00,0.00
Scandium Metallofullerene,44990.00,+3.0%,200,0.00,44990.00,0.00,43123.90
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,142.00,-15.7%,149850,142.00,0.00,0.00,165.39
Cadmium,2306.46,-3.9%,74800,2306.46,0.00,0.00,2006.71
Caesium,1800.00,-1.9%,10085,1800.00,0.00,0.00,1069.03
Chromium,1981.25,+4.2%,366733,2078.61,311.01,0.00,2411.54
