Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.51,+1.0%,33929782668,2.56,2.42,2.53,2.66
Pyerite,5.63,-4.2%,7826169916,5.73,5.62,5.27,5.94
Mexallon,26.86,+0.5%,2208869314,26.98,26.70,26.18,28.13
Isogen,50.71,-0.1%,392323829,51.68,48.54,49.57,52.02
Nocxium,134.18,-6.7%,130425660,138.46,120.84,167.77,134.77
Zydrine,1396.09,+0.6%,19548069,1399.61,1350.42,1468.16,1360.85
Megacyte,2839.43,+2.5%,9438046,2784.49,2702.28,3116.50,2899.58
Morphite,5754.99,+5.8%,649141,5732.57,5449.44,6281.23,5734.63
,,,,,,,
Fuel,,,,,,,
Coolant,1261.94,+50.4%,3992289,1144.52,1832.44,1810.94,1234.71
Enriched Uranium,5930.35,-0.5%,1436762,5957.67,5324.37,5044.05,5300.56
Heavy Water,23.84,-11.9%,29555947,24.31,23.49,30.51,23.37
Helium Isotopes,350.74,+12.5%,13331303,338.41,394.75,393.76,323.79
Hydrogen Isotopes,323.42,-0.2%,144154646,329.16,320.54,319.76,349.51
Nitrogen Isotopes,361.84,+0.8%,28074115,351.70,380.43,474.60,315.57
Oxygen Isotopes,379.14,-1.1%,20469296,382.07,374.97,515.60,354.12
Liquid Ozone,324.00,-2.6%,41066967,315.28,341.17,475.40,290.05
Mechanical Parts,628.20,-3.9%,4856354,631.96,630.47,598.86,645.57
Oxygen,105.83,-9.4%,16862213,109.25,101.25,129.18,128.27
Robotics,6961.99,-1.0%,1569273,7169.39,6889.95,7235.00,6958.12
Strontium Clathrates,801.97,-0.7%,1822834,835.79,658.85,1452.13,695.00
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,130089.39,-7.8%,138765,130122.85,134174.08,124334.16,139167.67
Armor Plates,223941.25,-5.3%,99866,227745.89,211405.53,222103.99,229108.16
Broken Drone Transceiver,69.27,-43.5%,61775,68.78,53.81,100.00,100.63
Burned Logic Circuit,29438.65,-1.8%,477132,29401.85,29652.39,29242.77,30091.51
Charred Micro Circuit,85.97,+28.5%,362725,108.68,66.34,72.99,163.44
Conductive Polymer,92.74,+9.3%,41515,89.10,101.12,100.01,133.22
Contaminated Lorentz Fluid,124.45,-19.6%,53943,136.38,90.11,100.01,167.58
Contaminated Nanite Compound,2484.56,-19.5%,93805,2656.04,2233.75,2000.00,3246.20
Damaged Artificial Neural Network,300.52,-14.1%,48426,300.13,259.38,500.00,305.48
Defective Current Pump,177.64,-43.7%,54922,184.84,154.75,74.45,188.49
Fried Interface Circuit,5010.01,+2.6%,526889,5207.40,3992.94,5188.06,5011.33
Malfunctioning Shield Emitter,256.03,-41.6%,90720,294.73,89.33,300.21,271.90
Melted Capacitor Console,81416.03,+4.4%,33621,83700.63,61650.34,82686.65,75114.45
Scorched Telemetry Processor,134.12,-7.6%,69277,250.40,108.69,120.02,158.45
Smashed Trigger Unit,62.29,+60.5%,171396,73.75,19.99,66.11,121.77
Tangled Power Conduit,1512.80,-93.4%,102215,2366.37,947.17,102.31,254.03
Thruster Console,95.48,+4.7%,111326,84.80,146.50,100.00,162.41
Tripped Power Circuit,44107.50,-4.5%,439088,44915.93,41845.12,42855.85,44681.70
Ward Console,22321.94,+6.4%,69005,22313.35,21475.94,24513.37,19638.09
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,194527.80,-48.0%,715,194527.80,194075.73,216410.78,155912.80
Datacore - Caldari Starship Engineering,186238.43,+4.7%,1951,168623.91,235609.57,343947.33,148493.50
Datacore - Electromagnetic Physics,102893.80,+1.1%,2784,102222.05,106198.64,194639.18,91568.04
Datacore - Electronic Engineering,299973.40,+9.0%,9464,295596.69,330091.76,229694.46,281888.80
Datacore - Gallentean Starship Engineering,185453.38,+5.1%,2451,187220.00,188918.70,118105.08,189319.99
Datacore - Graviton Physics,126964.61,+57.5%,1116,126349.64,136544.90,305272.25,108139.70
Datacore - High Energy Physics,193378.72,+3.4%,2833,198349.57,180146.00,203429.10,198864.75
Datacore - Hydromagnetic Physics,462251.02,+4.9%,2171,486316.41,425860.63,467812.78,385959.61
Datacore - Laser Physics,164386.27,+15.6%,1793,164866.71,161332.57,239116.72,166601.75
Datacore - Mechanical Engineering,382471.40,+4.9%,35928,395355.67,374281.74,366274.37,402757.80
Datacore - Minmatar Starship Engineering,432510.38,+2.7%,6624,442672.19,407756.38,405496.57,453904.74
Datacore - Molecular Engineering,327968.88,+0.6%,1374,327408.20,332398.56,372342.11,290267.27
Datacore - Nanite Engineering,233984.86,+2.1%,1410,234694.10,220802.21,296026.32,182509.28
Datacore - Nuclear Physics,313279.66,+6.9%,5234,319449.67,286318.67,299750.00,347857.23
Datacore - Plasma Physics,252197.28,-9.6%,979,215575.94,278904.55,572440.94,164262.47
Datacore - Quantum Physics,408071.38,-2.0%,1426,404062.94,460187.61,355679.84,373986.77
Datacore - Rocket Science,252486.23,-4.9%,1699,258963.66,242742.61,295784.16,197243.44
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,11395737.21,-7.5%,189,11558629.53,10168192.14,8200320.50,12344319.10
Assembly Instructions,32488000.27,-32.3%,26,33048433.58,29552346.63,25884615.23,29397847.01
Calibration Data,4080435.72,-14.4%,360,4200226.74,3966881.44,3933333.42,6561859.86
Circuitry Schematics,6318725.90,-7.2%,90,6422206.09,6870131.55,5210942.00,8280758.08
Circular Logic,1996772.80,-95.0%,53,1949587.42,2699999.78,3075000.00,1732565.03
Classic Doctrine,7192961.38,-11.0%,28,7192961.38,7133500.00,7500000.00,7885835.08
Collision Measurements,4188245.93,+55.3%,0,4551875.28,5521739.72,5300000.00,4188245.93
Engagement Plan,5960125.60,-28.7%,40,6410893.85,5688888.75,10416666.67,5767923.84
Formation Layout,5132629.95,+18.3%,62,5088526.39,6018181.73,3397000.00,6689580.67
Installation Guide,26255530.52,+33.3%,0,34392383.71,37911056.22,47500000.00,26255530.52
Interface Alignment Chart,3051838.70,-30.0%,37,2904195.35,5412500.00,8149999.50,5281901.97
Operation Handbook,7221982.32,+16.0%,446,7330483.90,6963786.94,6470302.98,8853551.97
Prototype Diagram,6665888.67,-70.0%,27,4331187.13,8857500.00,12000000.00,8596168.89
Sacred Manifesto,3693064.08,+9.6%,121,3695351.33,4514285.50,3944444.44,4822682.27
Stolen Formulas,38968658.13,+2.6%,0,39699996.18,46125000.00,24800000.00,38968658.13
Symbiotic Figures,8328440.96,-77.2%,44,8429409.37,8228967.18,8568812.50,5423084.84
Test Reports,10646409.14,-57.7%,22,11982407.41,10586714.34,10625000.00,9331930.22
Tuning Instructions,7485003.71,+30.9%,25,7517395.33,8526923.31,7764285.71,8130790.24
User Manual,4675165.62,-12.1%,60,4596727.85,5081821.74,5142928.57,2914138.16
War Strategon,31571000.06,-52.5%,7,22857000.07,43714000.00,38499999.99,20419961.79
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,85.54,+0.5%,14671602,85.54,83.19,56.03,77.35
