Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.19,-0.2%,27553691112,2.22,2.15,2.09,2.26
Pyerite,3.58,-8.4%,6804834471,3.66,3.48,3.51,3.85
Mexallon,30.97,-4.4%,1966154122,31.29,30.87,29.39,32.72
Isogen,59.12,-1.9%,287064380,59.93,57.91,59.58,62.79
Nocxium,202.63,-0.8%,86022815,211.43,173.45,206.36,211.79
Zydrine,1022.39,-3.5%,17334192,1021.34,1016.21,1077.54,985.03
Megacyte,2309.89,-3.4%,8872556,2326.36,2297.96,2301.67,2302.31
Morphite,4257.14,-2.5%,1664785,4297.40,4008.12,4418.04,3930.41
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,108604.79,-3.0%,114384,109225.21,109670.34,107694.87,116660.54
Armor Plates,258157.30,-1.6%,58215,261545.14,252687.98,251251.57,262698.36
Broken Drone Transceiver,80.83,+23.8%,86362,78.38,100.03,2.01,125.41
Burned Logic Circuit,28742.74,-0.1%,350379,29243.39,28684.23,25062.51,29248.10
Charred Micro Circuit,117.41,-2.9%,361335,117.18,202.84,85.17,311.19
Conductive Polymer,146.82,+2.2%,83204,150.04,27.13,1.00,197.55
Contaminated Lorentz Fluid,57.52,-56.5%,83809,56.38,94.73,15.33,164.63
Contaminated Nanite Compound,1982.35,-6.8%,85531,2028.56,1843.82,1555.31,2274.73
Damaged Artificial Neural Network,205.59,-25.5%,37960,205.59,127.59,52.60,274.16
Defective Current Pump,158.58,+0.0%,43271,158.58,10.09,10.08,243.55
Fried Interface Circuit,3749.59,+2.7%,478338,3875.76,3351.05,3153.08,3880.65
Malfunctioning Shield Emitter,188.74,+6.0%,84152,195.99,128.08,82.11,386.97
Melted Capacitor Console,126029.80,+0.0%,25752,126029.80,123140.51,105443.18,118652.38
Scorched Telemetry Processor,102.61,+2.4%,54674,105.06,43.21,2.39,191.53
Smashed Trigger Unit,42.84,+16.7%,169150,42.40,56.38,11.02,154.04
Tangled Power Conduit,100.14,+0.8%,45470,100.14,56.12,1402.28,244.50
Thruster Console,92.63,-13.6%,125221,92.63,103.60,15.06,164.69
Tripped Power Circuit,81912.64,-2.3%,207718,84561.30,79447.40,77688.86,86010.83
Ward Console,30344.31,+14.9%,18707,30547.60,34467.74,24282.01,29947.01
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,4237.44,-5.6%,0,8839.50,6000.02,3388.78,4237.44
Capacitor Console,19832927.94,+5.9%,0,21843759.82,20281147.60,17347769.25,19832927.94
Conductive Thermoplastic,27156.72,-54.0%,0,19440.98,109092.58,14286.54,27156.72
Current Pump,58002.27,-14.4%,0,35019.31,3209.61,3446.12,58002.27
Drone Transceiver,2483.25,+47.5%,0,10304.76,2991.55,2001.21,2483.25
Enhanced Ward Console,16120341.93,-8.2%,0,15174463.23,14045521.44,13521554.53,16120341.93
Impetus Console,28664.26,-82.5%,0,13522.89,1198.65,5016.17,28664.26
Intact Armor Plates,26122144.26,+7.2%,146,26349798.71,26495435.53,17746434.39,30093923.39
Intact Shield Emitter,874072.48,-25.3%,0,660308.32,579491.30,407423.46,874072.48
Interface Circuit,45087.30,+6.2%,116,66118.56,45087.30,124472.60,65154.71
Logic Circuit,132215.56,-31.9%,0,83447.74,119787.30,16004.43,132215.56
Lorentz Fluid,2482.22,-39.4%,0,2611.87,5.26,1503.08,2482.22
Micro Circuit,4509.83,-100.0%,0,3427.34,7033.35,6792.81,4509.83
Nanite Compound,32907.85,+19.8%,0,39665.34,2001.70,20058.83,32907.85
Power Circuit,1463494.95,+2.5%,0,1262533.25,1234149.76,1424453.12,1463494.95
Power Conduit,40502.93,-94.2%,0,15154.84,67484.34,11720.17,40502.93
Single-crystal Superalloy I-beam,6207339.44,+4.9%,80,5855837.71,6169112.89,4656669.02,5721329.15
Telemetry Processor,74178.25,-95.3%,0,20280.96,137628.27,3500.07,74178.25
Trigger Unit,38556.08,+34.5%,0,49623.01,33477.29,6456.53,38556.08
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,354.30,-1.8%,8973479,348.80,366.99,449.18,316.64
Hydrogen Isotopes,299.52,-0.4%,108655157,299.99,299.15,306.96,313.16
Nitrogen Isotopes,289.96,+16.9%,0,307.43,347.78,364.48,289.96
Oxygen Isotopes,320.85,-2.8%,10399578,317.83,319.71,413.68,302.57
Heavy Water,14.79,-2.5%,42350827,18.02,13.62,15.22,20.68
Liquid Ozone,227.55,+15.5%,19125352,230.71,198.45,262.40,239.26
Strontium Clathrates,341.59,+16.8%,1858320,310.63,425.22,516.49,305.81
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,8781.51,-14.2%,1172669,8286.93,9275.49,12619.40,8985.66
Enriched Uranium,7035.83,-0.1%,687136,7007.41,7077.45,7508.82,7493.17
