Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.71,-0.1%,29473287359,2.76,2.58,2.71,2.84
Pyerite,6.79,-1.4%,7506894272,6.83,6.70,6.63,7.10
Mexallon,28.88,+0.7%,2313411509,29.14,28.06,28.05,30.39
Isogen,52.69,+0.3%,311712984,52.97,52.16,50.62,53.15
Nocxium,89.03,-2.3%,93021420,89.73,88.01,87.93,86.71
Zydrine,1398.78,+0.4%,19333414,1388.35,1434.95,1539.66,1366.00
Megacyte,2756.86,+0.4%,9898786,2762.75,2689.17,2861.58,2800.02
Morphite,6036.02,-4.7%,869463,5960.26,6781.93,7216.98,5976.11
,,,,,,,
Fuel,,,,,,,
Coolant,1180.69,-2.1%,2172004,1104.66,1413.80,1869.33,1216.64
Enriched Uranium,5215.48,+3.3%,1125788,5370.27,5162.10,4958.10,5300.60
Heavy Water,17.79,+5.5%,21403956,19.37,14.77,25.95,20.94
Helium Isotopes,409.89,+3.8%,6544937,400.31,428.71,501.15,373.55
Hydrogen Isotopes,392.16,-3.4%,59723020,404.06,384.18,363.14,406.84
Nitrogen Isotopes,447.63,+4.9%,15773814,458.50,420.85,477.75,406.90
Oxygen Isotopes,446.08,-1.0%,16173926,426.81,439.91,567.47,403.63
Liquid Ozone,319.19,+0.5%,16249674,316.74,308.36,382.61,283.90
Mechanical Parts,650.19,-2.3%,2280545,700.44,625.08,583.88,653.24
Oxygen,108.05,+12.2%,7941663,109.25,102.57,123.68,127.07
Robotics,6903.35,+0.2%,518885,6954.19,6864.50,7000.00,6931.69
Strontium Clathrates,736.95,+25.7%,1303806,928.35,370.98,1060.39,845.16
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,135703.12,-0.2%,116394,136494.98,130496.17,136207.57,143505.40
Armor Plates,204254.50,-0.0%,87924,206655.18,194863.62,194938.46,212144.41
Broken Drone Transceiver,105.37,-7.0%,48836,96.00,152.36,103.60,142.48
Burned Logic Circuit,29787.36,+0.0%,382552,29925.18,28426.11,30000.00,33140.60
Charred Micro Circuit,125.03,+1.5%,386001,130.19,95.01,105.69,280.98
Conductive Polymer,134.43,-2.3%,35097,135.48,142.23,100.00,125.70
Contaminated Lorentz Fluid,164.01,-1.1%,44114,180.26,83.59,100.00,156.11
Contaminated Nanite Compound,2836.06,-0.2%,98195,2922.95,1997.41,3000.00,3188.16
Damaged Artificial Neural Network,456.97,+4.7%,49547,254.38,258.07,700.00,343.30
Defective Current Pump,181.86,+1.0%,22615,191.26,153.25,106.58,235.50
Fried Interface Circuit,3806.67,+5.0%,390485,3690.12,4012.34,4601.87,4308.56
Malfunctioning Shield Emitter,216.91,+5.6%,62038,214.69,302.20,130.09,211.50
Melted Capacitor Console,84334.23,+3.0%,17800,85073.61,77226.30,86982.87,82144.00
Scorched Telemetry Processor,144.21,+4.4%,31993,143.79,141.35,150.16,212.35
Smashed Trigger Unit,88.99,+20.5%,180732,83.08,132.12,100.00,118.25
Tangled Power Conduit,240.44,+8.7%,33709,225.00,450.00,149.74,242.96
Thruster Console,139.10,-28.1%,173548,139.35,160.10,100.00,205.55
Tripped Power Circuit,40128.57,+0.3%,334360,40598.26,37538.75,39435.34,42144.26
Ward Console,22489.00,-4.5%,47259,22404.83,24476.57,20000.00,19629.16
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,135844.52,-0.0%,1763,131748.63,193999.00,0.00,138795.49
Datacore - Caldari Starship Engineering,135968.44,+20.0%,2511,192000.00,114737.37,0.00,151229.17
Datacore - Electromagnetic Physics,97922.21,-5.7%,874,96543.18,114804.85,0.00,88246.07
Datacore - Electronic Engineering,290378.86,-12.4%,4117,285535.24,343574.44,230000.00,245995.63
Datacore - Gallentean Starship Engineering,224718.14,-10.7%,1357,207574.04,319422.78,0.00,213352.82
Datacore - Graviton Physics,148342.73,-8.1%,579,113073.37,103427.69,290000.00,100063.71
Datacore - High Energy Physics,166786.15,+3.3%,1411,179694.57,150691.73,0.00,192979.92
Datacore - Hydromagnetic Physics,525045.75,-3.0%,1595,516932.86,597808.26,0.00,452449.55
Datacore - Laser Physics,181419.41,-9.7%,469,185304.79,164115.92,0.00,123081.65
Datacore - Mechanical Engineering,375227.30,+10.1%,30914,387868.36,358791.47,424454.05,413356.57
Datacore - Minmatar Starship Engineering,391014.93,+9.3%,7160,469048.88,344370.84,480312.50,438360.10
Datacore - Molecular Engineering,337868.79,+4.9%,894,346089.00,320303.49,0.00,340797.85
Datacore - Nanite Engineering,258473.02,-22.8%,2238,239408.52,345972.14,320000.00,189807.25
Datacore - Nuclear Physics,289249.19,+7.4%,3110,291909.36,282388.18,330917.80,348863.19
Datacore - Plasma Physics,254933.22,-15.6%,224,285222.53,208988.76,0.00,0.00
Datacore - Quantum Physics,419707.61,-6.4%,1509,414204.95,432216.91,0.00,397457.28
Datacore - Rocket Science,273648.35,-0.9%,1013,287330.50,254914.52,279545.23,0.00
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,8032508.66,-2.3%,111,8122627.75,7389486.71,8321407.00,9692568.79
Assembly Instructions,25400001.94,-11.9%,3,25400001.94,0.00,0.00,24254619.85
Calibration Data,4002494.54,+3.3%,223,3937894.87,4125887.52,3909091.01,5098927.69
Circuitry Schematics,4678325.17,+3.9%,95,4567437.12,4935939.71,3534026.67,5178000.20
Circular Logic,820770.87,+183.0%,16,820770.87,0.00,0.00,793316.75
Classic Doctrine,6663716.22,+8.9%,14,6441002.26,8000000.00,0.00,8355546.55
Collision Measurements,7400000.00,-1.1%,2,0.00,7400000.00,0.00,5151449.86
Engagement Plan,7485251.08,+11.1%,27,8173185.19,6625333.44,0.00,7290737.82
Formation Layout,5559081.24,+16.0%,65,5585277.83,5415000.00,0.00,5561280.21
Installation Guide,38399990.06,+34.1%,1,38399990.06,0.00,0.00,20374504.50
Interface Alignment Chart,4666155.27,+7.3%,69,4924646.55,4478749.10,0.00,5235549.32
Operation Handbook,6464262.72,+0.1%,513,6623597.75,6289497.68,5429131.45,7960241.10
Prototype Diagram,12557142.02,-0.6%,7,13166665.69,8899999.99,0.00,6801000.00
Sacred Manifesto,3552623.46,-4.3%,119,3530352.51,3842235.14,3000000.00,4482277.56
Stolen Formulas,37842510.56,-4.7%,0,0.00,0.00,0.00,37842510.56
Symbiotic Figures,8047366.42,-4.8%,19,9999993.00,7349999.79,0.00,4754615.66
Test Reports,11111110.98,+3.5%,9,10500000.00,13249999.43,0.00,10674120.44
Tuning Instructions,8954882.50,+1.2%,17,9581600.00,8693750.22,0.00,7761974.57
User Manual,4908456.84,-4.2%,26,5016795.12,2200000.00,0.00,2889998.78
War Strategon,15000000.12,+112.2%,1,15000000.12,0.00,0.00,21250002.47
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,114.25,-3.9%,15166480,110.02,120.74,0.00,100.09
Fermionic Condensates,22177.19,+9.5%,51174,21566.81,29619.34,0.00,21980.00
Fernite Carbide,85.32,-5.6%,25679141,83.18,99.42,31.01,88.98
Ferrogel,12999.45,-4.4%,243696,12888.24,13289.47,7000.00,12228.52
Fullerides,1039.04,+6.4%,3098302,1071.82,968.37,200.00,920.57
Hypersynaptic Fibers,3570.40,+3.6%,260127,3343.91,4192.91,19317.82,3391.79
Nanotransistors,2906.22,-0.3%,1285535,2861.22,3049.14,3068.62,2623.28
Phenolic Composites,608.56,-1.2%,2202173,607.43,689.92,32.10,486.26
Sylramic Fibers,186.00,+0.2%,14825594,179.83,203.34,55.04,0.00
Titanium Carbide,111.03,-9.7%,9113541,119.24,108.87,0.00,94.64
Tungsten Carbide,111.16,+11.1%,3519645,110.45,140.10,135.00,116.35
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,1354.68,-3.2%,666,1502.68,471.43,10.00,2252.32
Central System Controller,7997.74,-22.3%,127,11004.97,4061.00,0.00,24175.29
Defensive Control Node,10329.14,-8.6%,169,11975.38,7488.03,0.00,17768.69
Electromechanical Hull Sheeting,937.48,-3.0%,23404,1000.66,550.66,133.59,1214.04
Emergent Combat Analyzer,1607.23,-17.9%,686,2003.87,500.00,5037.50,3629.89
Emergent Combat Intelligence,5572.98,-4.4%,132,6001.41,4847.29,0.00,27697.42
Fused Nanomechanical Engines,1850.80,-4.6%,725,2000.00,600.00,10.00,3789.90
Heuristic Selfassemblers,1920.56,-32.5%,725,2556.35,450.00,10.00,3728.31
Jump Drive Control Nexus,9667.28,+0.3%,107,10004.75,8434.78,0.00,22526.81
Melted Nanoribbons,4855439.60,-1.8%,2161,4857697.18,4922221.42,2750100.00,5139844.79
Modified Fluid Router,20799.38,-8.8%,14142,21191.13,19683.62,1005.58,21427.28
Neurovisual Input Matrix,930.25,+2.0%,5303,903.55,1136.77,500.00,611.89
Powdered C-540 Graphite,1085.24,-7.3%,9235,1111.03,993.63,10.00,1349.76
Resonance Calibration Matrix,10719.20,-87.0%,564,16625.50,850.00,10.00,5414.86
Thermoelectric Catalysts,14738.22,-9.7%,86,16240.90,7010.14,0.00,27136.66
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Electromechanical Component,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Hull Section,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Power Cores,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Thruster Sections,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Weapon Subroutines,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Malfunctioning Armor Nanobot,6000001.00,-19.3%,1,6000001.00,0.00,0.00,7079991.09
Malfunctioning Electromechanical Component,2627500.00,-17.9%,3,2627500.00,0.00,0.00,3236740.38
Malfunctioning Hull Section,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Malfunctioning Power Cores,6400000.00,+31.2%,5,6400000.00,0.00,0.00,8200001.03
Malfunctioning Thruster Sections,3627500.00,-13.0%,15,3627500.00,0.00,0.00,3865056.05
Malfunctioning Weapon Subroutines,10027500.00,+24.7%,3,10027500.00,0.00,0.00,13328233.32
Wrecked Armor Nanobot,72313.47,+106.2%,22,56272.11,144499.57,0.00,0.00
Wrecked Electromechanical Component,103386.32,+397.3%,22,67833.33,849999.00,0.00,97678.07
Wrecked Hull Section,9668333.36,+50.0%,6,9902000.03,8500000.00,0.00,6274262.00
Wrecked Power Cores,76827.27,+139.8%,11,76850.00,76766.67,0.00,71801.14
Wrecked Thruster Sections,26503.57,+424.2%,14,26503.57,0.00,0.00,19975.25
Wrecked Weapon Subroutines,237893.96,+145.8%,82,232188.95,700000.00,0.00,307932.26
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,7688.01,+148.3%,1431,3029.97,46596.32,0.00,4579.84
Datacore - Electronic Subsystems Engineering,4000.34,-1.9%,1112,3960.37,10310.00,0.00,5982.41
Datacore - Engineering Subsystems Engineering,55293.43,-97.9%,89,2000.00,59842.87,0.00,4860.28
Datacore - Offensive Subsystems Engineering,3897.41,+817.6%,165,1277.40,8250.00,0.00,6062.07
Datacore - Propulsion Subsystems Engineering,17922.79,+1091.0%,240,3128.57,21718.17,0.00,8715.24
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,196176.49,+55.2%,422,191349.49,293199.15,0.00,444675.24
