Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.30,-1.8%,25767032119,2.33,2.23,2.27,2.50
Pyerite,4.28,+0.4%,6534358594,4.35,4.10,4.62,4.64
Mexallon,30.25,+2.8%,1926591464,30.46,29.76,27.29,35.02
Isogen,54.24,-3.6%,279349661,56.25,50.35,52.70,57.51
Nocxium,147.51,-4.4%,82248274,146.36,151.94,133.79,141.29
Zydrine,1080.06,+3.8%,21071312,1090.53,1043.92,1110.27,1062.49
Megacyte,2368.11,-1.9%,7933673,2359.17,2388.24,2095.30,2263.67
Morphite,4104.91,+4.4%,475262,4149.04,3917.35,4026.13,3867.05
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,120779.52,+0.3%,109822,122209.45,121130.58,117252.72,92526.27
Armor Plates,233854.61,-3.3%,85180,236088.93,223263.17,207889.76,237760.51
Broken Drone Transceiver,94.85,+8.9%,56658,103.20,34.32,104.42,213.04
Burned Logic Circuit,29544.53,-4.9%,356640,30431.15,27274.17,23816.31,30609.83
Charred Micro Circuit,146.57,-1.8%,387198,160.27,86.95,100.97,341.34
Conductive Polymer,140.84,+6.7%,40118,150.18,104.20,104.42,214.72
Contaminated Lorentz Fluid,414.65,-48.1%,121136,436.01,91.11,105.00,254.31
Contaminated Nanite Compound,2839.19,-20.7%,83565,3000.13,2247.88,475.69,3032.98
Damaged Artificial Neural Network,282.93,-11.5%,45945,224.20,624.98,17.32,302.19
Defective Current Pump,153.56,+3.4%,25326,158.69,74.27,112.62,273.80
Fried Interface Circuit,4336.17,+1.7%,340933,4346.83,4408.22,3765.25,4344.07
Malfunctioning Shield Emitter,108.99,+0.7%,76037,113.05,90.11,100.57,382.90
Melted Capacitor Console,113510.24,-0.5%,37040,114489.15,103659.15,83880.57,110257.52
Scorched Telemetry Processor,104.16,+8.5%,35535,112.84,66.52,100.00,266.89
Smashed Trigger Unit,89.74,-37.5%,166586,100.93,56.67,30.36,227.52
Tangled Power Conduit,283.31,+3.8%,28318,293.46,187.70,100.00,358.55
Thruster Console,122.63,+6.0%,89922,130.07,12.96,100.00,273.39
Tripped Power Circuit,68998.54,+3.6%,419930,70191.18,64181.54,45991.02,72581.81
Ward Console,26277.82,-4.6%,61994,26268.31,26842.76,27637.68,24052.32
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,5536.08,+13.2%,529,4919.08,4858.35,1555.42,6266.25
Capacitor Console,19628836.59,-1.3%,85,19439002.26,19743778.02,12241179.40,21217966.39
Conductive Thermoplastic,66310.47,-35.7%,70,26453.10,164263.37,3001.08,16397.34
Current Pump,29577.85,-32.4%,85,29780.74,9980.55,3201.63,37381.93
Drone Transceiver,3881.95,-4.5%,124,3708.99,17899.13,2001.09,4010.82
Enhanced Ward Console,15453364.11,+6.8%,125,15767511.13,14766001.28,12222422.68,15674533.26
