Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.74,-0.3%,30277417622,2.78,2.67,0.00,2.95
Pyerite,6.93,+1.9%,8784018468,7.09,6.50,0.00,7.46
Mexallon,28.53,+0.4%,2050953431,29.20,27.09,0.00,29.86
Isogen,53.54,-1.5%,379022951,54.61,50.65,0.00,56.08
Nocxium,86.30,+2.5%,80552617,83.80,90.13,0.00,82.25
Zydrine,1161.84,+0.9%,29892718,1166.79,1156.46,0.00,1140.57
Megacyte,2049.92,-4.0%,12381325,2039.76,2040.98,2228.10,2097.50
Morphite,4490.18,+24.2%,1334047,5660.70,2989.45,0.00,5699.67
,,,,,,,
Fuel,,,,,,,
Coolant,1145.52,+3.6%,3698671,1104.48,1342.05,0.00,1196.05
Enriched Uranium,5200.57,+1.4%,1629801,5264.28,5143.52,4990.58,5300.70
Heavy Water,19.98,-8.3%,38861296,20.70,17.96,0.00,22.52
Helium Isotopes,430.85,+1.5%,13515977,404.49,510.17,0.00,382.04
Hydrogen Isotopes,442.46,-3.2%,135218528,446.63,435.06,475.57,481.11
Nitrogen Isotopes,443.27,+8.4%,22624610,428.17,507.73,0.00,417.32
Oxygen Isotopes,488.36,+3.2%,27700125,486.00,499.14,0.00,492.57
Liquid Ozone,348.10,+0.8%,21078936,338.91,345.50,440.03,314.47
Mechanical Parts,651.36,+2.0%,4617850,640.38,657.56,0.00,636.00
Oxygen,108.50,-5.6%,15568539,109.25,107.32,0.00,121.11
Robotics,6851.43,+0.9%,567501,6976.41,6719.06,6982.37,6945.64
Strontium Clathrates,1078.31,-34.0%,1548078,1194.80,833.77,0.00,850.84
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,138393.13,+0.6%,165306,138764.08,137001.83,0.00,147619.88
Armor Plates,209921.02,-0.5%,137463,210279.02,208059.97,0.00,211191.95
Broken Drone Transceiver,214.68,-49.4%,92086,277.26,96.43,0.00,192.64
Burned Logic Circuit,32241.89,-0.5%,468447,32308.29,32022.95,0.00,33889.60
Charred Micro Circuit,162.46,-9.5%,479295,174.81,107.74,0.00,387.63
Conductive Polymer,184.31,-25.9%,39131,194.41,141.48,0.00,204.16
Contaminated Lorentz Fluid,126.76,-0.0%,50989,150.11,66.04,0.00,247.94
Contaminated Nanite Compound,2395.05,+11.3%,108679,2255.12,2948.70,0.00,3096.41
Damaged Artificial Neural Network,396.00,+2.3%,42938,415.03,335.67,0.00,356.03
Defective Current Pump,140.13,-2.3%,27580,154.57,78.17,0.00,348.08
Fried Interface Circuit,4612.20,-1.5%,465795,4606.89,4622.40,0.00,4011.82
Malfunctioning Shield Emitter,426.21,-5.7%,88070,375.91,625.79,0.00,457.17
Melted Capacitor Console,99924.10,-2.8%,62971,100220.29,97975.17,0.00,99735.18
Scorched Telemetry Processor,290.14,-25.5%,43692,317.82,176.31,0.00,317.47
Smashed Trigger Unit,149.60,-1.4%,256927,160.06,116.11,0.00,217.81
Tangled Power Conduit,567.63,-20.1%,50102,586.23,450.05,0.00,416.97
Thruster Console,178.58,-0.9%,104299,192.07,142.95,0.00,263.58
Tripped Power Circuit,38764.67,-1.8%,430629,39384.44,36641.56,0.00,39609.00
Ward Console,21751.44,-3.2%,43841,22298.84,18267.75,0.00,18813.05
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,184698.28,+2.8%,1556,180000.00,200000.00,0.00,122800.49
