Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.51,-0.3%,27552697541,2.55,2.45,2.52,2.66
Pyerite,5.83,-6.4%,5705095519,5.87,5.76,0.00,6.22
Mexallon,26.97,-1.6%,1523863493,27.12,26.72,0.00,28.84
Isogen,50.34,+0.1%,314566593,51.27,48.51,0.00,52.65
Nocxium,123.38,+33.1%,98018994,136.16,107.37,0.00,127.01
Zydrine,1357.97,+0.2%,14137705,1376.98,1331.73,0.00,1368.08
Megacyte,2694.87,+2.1%,8225867,2689.37,2700.60,0.00,2861.85
Morphite,5406.93,+1.2%,476341,5461.40,5372.74,0.00,5745.72
,,,,,,,
Fuel,,,,,,,
Coolant,1174.26,+12.4%,8601973,1142.54,1697.09,1673.10,1237.35
Enriched Uranium,5383.86,+13.3%,4513909,5900.64,5330.42,0.00,5300.99
Heavy Water,27.51,-23.7%,41958296,27.57,26.47,30.32,22.78
Helium Isotopes,373.37,-4.4%,6473410,348.82,439.01,255.98,328.33
Hydrogen Isotopes,330.47,-2.9%,53137372,335.61,326.02,0.00,354.47
Nitrogen Isotopes,352.65,+3.8%,11928951,338.40,371.84,0.00,313.08
Oxygen Isotopes,379.10,+2.0%,12322552,378.51,381.06,0.00,359.03
Liquid Ozone,340.34,-7.0%,24828874,331.63,371.25,0.00,298.26
Mechanical Parts,633.11,-1.1%,8867156,635.99,633.84,595.89,649.34
Oxygen,109.15,+0.9%,31247157,109.25,108.21,132.39,117.42
Robotics,6912.36,+2.3%,2089266,7092.75,6890.00,0.00,6931.78
Strontium Clathrates,813.53,-0.5%,777067,821.79,641.02,1658.23,717.48
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,131530.83,-0.6%,88667,130784.62,137006.30,127501.63,139750.70
Armor Plates,224396.79,-0.3%,87302,227861.66,209652.87,219716.51,228864.74
Broken Drone Transceiver,86.73,+2.8%,36198,91.01,50.01,100.00,114.91
Burned Logic Circuit,30391.71,-3.3%,321960,30483.06,30141.28,30227.24,30363.61
Charred Micro Circuit,115.43,-29.0%,337741,128.76,52.24,84.25,120.24
Conductive Polymer,97.28,-5.4%,40616,96.86,100.43,100.00,130.08
Contaminated Lorentz Fluid,122.64,+1.1%,33558,136.38,90.06,100.01,162.14
Contaminated Nanite Compound,2643.97,-5.9%,77315,2767.48,2233.30,2000.00,2934.07
Damaged Artificial Neural Network,319.59,-0.2%,26094,300.06,258.07,500.00,300.06
Defective Current Pump,182.85,+2.0%,46215,183.93,154.80,0.00,186.07
Fried Interface Circuit,4998.54,-0.6%,275181,5168.75,4001.24,0.00,4955.90
Malfunctioning Shield Emitter,254.05,+5.2%,44067,279.10,96.04,300.07,245.92
Melted Capacitor Console,82553.03,+0.2%,29370,83564.07,66219.36,0.00,75744.98
Scorched Telemetry Processor,369.74,-63.3%,42792,386.65,124.15,0.00,164.37
Smashed Trigger Unit,70.61,-5.5%,118205,74.29,34.74,100.00,134.59
Tangled Power Conduit,874.23,-67.3%,45614,202.68,2488.15,0.00,329.70
Thruster Console,75.17,-7.8%,37749,52.04,146.50,100.00,161.03
Tripped Power Circuit,44502.26,-0.9%,347716,45259.48,42031.54,43000.00,44944.31
Ward Console,22258.23,+0.5%,40553,22323.92,21432.43,0.00,19711.51
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,194807.81,-1.3%,625,195000.00,193999.00,0.00,172252.25
Datacore - Caldari Starship Engineering,205960.15,+11.5%,1320,154456.52,225869.12,0.00,148106.33
Datacore - Electromagnetic Physics,114545.80,-5.6%,534,115758.62,112276.66,0.00,91725.99
Datacore - Electronic Engineering,303190.58,-7.0%,5865,290717.08,329713.38,0.00,281601.25
Datacore - Gallentean Starship Engineering,180828.52,+3.4%,1544,177752.54,182704.90,0.00,194878.11
Datacore - Graviton Physics,125240.64,-0.7%,695,124414.64,125737.38,0.00,113780.17
Datacore - High Energy Physics,190944.06,+1.7%,2099,196047.06,189082.69,0.00,197501.78
Datacore - Hydromagnetic Physics,460978.71,-2.7%,1434,492378.79,451407.26,0.00,389504.94
Datacore - Laser Physics,149712.02,+4.0%,352,136017.35,160241.10,0.00,157073.86
Datacore - Mechanical Engineering,382723.13,+3.0%,17046,390662.30,377989.66,0.00,401203.66
Datacore - Minmatar Starship Engineering,422995.80,-0.7%,5444,444946.89,405311.15,0.00,460546.35
Datacore - Molecular Engineering,333872.49,-1.0%,875,334915.69,332913.92,0.00,295556.85
Datacore - Nanite Engineering,240850.94,-2.2%,779,227237.36,252487.31,0.00,188687.60
Datacore - Nuclear Physics,295614.45,-0.4%,3324,311884.37,289094.15,0.00,335352.04
Datacore - Plasma Physics,261135.77,-0.9%,710,199999.00,289498.19,0.00,171741.33
Datacore - Quantum Physics,427651.33,-2.0%,1086,402367.11,459099.89,0.00,375806.09
Datacore - Rocket Science,260528.79,-6.6%,1748,272211.85,244312.96,0.00,207083.81
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,11201288.10,-17.3%,160,11608000.47,8896584.68,0.00,12723051.58
Assembly Instructions,27903480.21,+17.4%,10,23627300.51,30754266.67,0.00,0.00
Calibration Data,4343099.54,-0.2%,254,4307804.76,4425763.65,0.00,0.00
Circuitry Schematics,6571435.70,-30.9%,48,7131189.09,5909908.96,0.00,8320449.64
Circular Logic,2424999.44,+43.3%,24,2354544.85,3200000.00,0.00,1730514.60
Classic Doctrine,7038999.75,-16.9%,8,7038999.75,0.00,0.00,8130688.77
Collision Measurements,6356667.22,+1.5%,15,7066666.67,6179167.36,0.00,4178799.55
Engagement Plan,5980033.22,+24.7%,30,6650125.01,5736363.47,0.00,5817728.59
Formation Layout,4898394.30,-2.6%,23,4733153.45,6000000.00,0.00,6550973.14
Installation Guide,34500000.17,+32.4%,6,34250000.00,35000000.50,0.00,24490478.99
Interface Alignment Chart,3094500.72,+38.3%,12,2875818.97,5500000.01,0.00,5262334.83
Operation Handbook,6943593.22,-2.7%,516,6969868.99,6875714.14,0.00,0.00
Prototype Diagram,5416666.67,+17.4%,6,3500000.00,9250000.00,0.00,8623637.90
Sacred Manifesto,3510838.71,-7.0%,31,3486000.00,3640000.00,0.00,4847172.61
Stolen Formulas,39468751.23,-8.6%,0,0.00,0.00,0.00,39468751.23
Symbiotic Figures,9334273.09,-34.3%,35,9999979.00,8335714.21,0.00,5339766.64
Test Reports,10140500.33,+14.4%,3,0.00,10140500.33,0.00,9671107.06
Tuning Instructions,7871160.97,-13.0%,13,8009099.30,7112500.14,0.00,8537016.29
User Manual,4586929.16,-29.5%,13,4649996.67,4568008.91,0.00,0.00
War Strategon,15000000.14,+127.8%,1,15000000.14,0.00,0.00,20294953.10
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,80.81,+2.6%,9905956,78.99,84.51,0.00,80.50
Fermionic Condensates,21341.94,-8.0%,12264,21020.57,22151.85,0.00,20151.78
Fernite Carbide,66.61,-2.1%,37657386,66.26,67.64,0.00,66.07
Ferrogel,12557.85,-7.4%,56564,12778.08,11815.35,0.00,10362.25
Fullerides,1209.05,-15.8%,1643622,1156.92,1387.92,0.00,972.66
Hypersynaptic Fibers,3407.13,-3.4%,183526,4683.64,3219.19,0.00,3272.44
