Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.52,-0.5%,18737533515,2.54,2.49,0.00,2.66
Pyerite,6.01,-2.4%,4264721266,6.08,5.90,0.00,6.24
Mexallon,27.06,+0.4%,1273706398,27.29,26.72,0.00,28.93
Isogen,49.98,+0.8%,254669009,51.25,48.59,0.00,52.75
Nocxium,114.82,+1.3%,70142339,133.05,103.11,0.00,121.55
Zydrine,1370.04,-0.1%,14498816,1383.56,1345.75,0.00,1358.31
Megacyte,2696.33,+2.7%,8751718,2691.48,2702.58,0.00,2833.43
Morphite,5457.54,+3.4%,606149,5417.89,5498.71,0.00,5760.81
,,,,,,,
Fuel,,,,,,,
Coolant,1174.15,+12.4%,9276956,1137.10,1743.53,1706.49,1239.66
Enriched Uranium,5385.83,+13.3%,4822068,5782.50,5329.46,0.00,5300.99
Heavy Water,25.17,+11.4%,38389860,27.70,19.22,0.00,22.85
Helium Isotopes,382.35,-6.6%,8210842,350.72,453.02,255.98,327.98
Hydrogen Isotopes,326.33,-1.6%,71323662,336.02,319.39,0.00,354.19
Nitrogen Isotopes,364.06,+0.5%,17065412,337.66,403.37,0.00,314.51
Oxygen Isotopes,378.69,+2.1%,15988028,378.39,379.76,0.00,360.29
Liquid Ozone,337.71,+8.6%,20934944,342.57,329.13,0.00,299.80
Mechanical Parts,632.33,-1.0%,9579314,635.99,632.80,594.79,648.75
Oxygen,108.83,+1.5%,28694466,109.25,107.88,127.52,115.37
Robotics,6913.83,+2.3%,2253566,7058.37,6890.00,0.00,6926.43
Strontium Clathrates,722.83,+12.0%,1136789,682.86,647.12,1643.84,717.62
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,131877.84,-0.9%,102972,131142.08,137006.02,127321.34,139781.42
Armor Plates,223338.99,-0.4%,80329,227800.09,209559.70,217911.33,229592.46
Broken Drone Transceiver,83.16,+7.1%,38982,91.01,41.56,0.00,108.57
Burned Logic Circuit,30681.39,-1.3%,303087,30920.58,30144.36,30338.25,30442.83
Charred Micro Circuit,116.88,-11.7%,331607,135.06,50.58,81.82,123.41
Conductive Polymer,96.94,-5.5%,40522,96.59,100.28,0.00,130.08
Contaminated Lorentz Fluid,125.44,-0.1%,32653,136.38,90.06,0.00,161.82
Contaminated Nanite Compound,2656.97,-6.7%,72035,2832.59,2233.23,2000.00,2946.16
Damaged Artificial Neural Network,292.21,+6.4%,26037,300.06,258.07,0.00,309.73
Defective Current Pump,187.14,-1.1%,18524,191.29,154.84,0.00,186.07
Fried Interface Circuit,4914.75,+1.0%,273542,5140.71,4000.92,0.00,4941.98
Malfunctioning Shield Emitter,246.15,+8.6%,51548,277.55,97.30,300.14,241.96
Melted Capacitor Console,81961.85,-2.2%,21034,83541.54,70250.68,0.00,76207.57
Scorched Telemetry Processor,353.18,-61.5%,45988,376.72,124.63,0.00,170.33
Smashed Trigger Unit,70.20,-4.9%,133735,77.01,28.81,100.08,147.45
Tangled Power Conduit,1272.89,-74.2%,28671,202.47,2414.05,0.00,317.73
Thruster Console,76.67,-9.6%,44337,52.03,146.50,100.26,179.74
Tripped Power Circuit,44690.49,-1.1%,303654,45361.27,42033.25,0.00,44951.14
Ward Console,22346.39,+0.1%,44063,22434.06,21432.33,0.00,19687.17
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,194848.91,-1.3%,901,195000.00,193999.00,0.00,173278.98
Datacore - Caldari Starship Engineering,202662.22,+13.3%,1710,173515.83,225869.12,0.00,148440.50
Datacore - Electromagnetic Physics,113571.07,-4.8%,749,114843.74,112405.81,0.00,93125.27
Datacore - Electronic Engineering,307432.59,-8.3%,7443,295312.08,331068.32,0.00,281749.80
Datacore - Gallentean Starship Engineering,185835.62,+0.6%,2278,184657.08,186794.59,0.00,198076.78
Datacore - Graviton Physics,125240.64,-0.7%,695,124414.64,125737.38,0.00,113922.50
Datacore - High Energy Physics,193193.07,+0.6%,2990,198370.67,188838.01,0.00,198914.87
Datacore - Hydromagnetic Physics,442491.48,+1.3%,2425,495476.66,426322.16,0.00,394820.70
Datacore - Laser Physics,155866.44,-0.1%,649,153463.59,160584.38,0.00,152413.39
Datacore - Mechanical Engineering,386448.91,+2.0%,21613,394644.83,380774.47,0.00,398352.20
Datacore - Minmatar Starship Engineering,425083.50,+2.7%,6984,444642.46,404513.27,0.00,456880.55
Datacore - Molecular Engineering,330125.89,+0.1%,1142,334939.22,325088.28,0.00,298344.19
