Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Assembly Instructions,27728571.29,-27.8%,7,26999999.80,29550000.00,0.00,22107790.25
Calibration Data,4794114.87,-0.6%,298,4864220.72,4762245.11,4016666.67,5786798.37
Circuitry Schematics,4255466.26,+0.3%,97,3806001.90,4975489.55,2800014.00,4626754.08
Circular Logic,1411757.42,+153.8%,17,1411757.42,0.00,0.00,785446.55
Classic Doctrine,6616145.85,+5.8%,7,6616145.85,0.00,0.00,8400752.53
Collision Measurements,6387500.00,+15.3%,16,7390909.09,4180000.00,0.00,5132770.20
Engagement Plan,7642105.31,+11.9%,19,8000000.00,6866666.81,0.00,7108045.19
Formation Layout,4285220.24,+14.3%,23,4275457.53,4500000.00,0.00,5638392.12
Installation Guide,18900000.08,+130.9%,2,18900000.08,0.00,0.00,19754400.85
Interface Alignment Chart,4125069.51,+34.1%,25,4204277.09,3921392.86,0.00,4379217.13
Operation Handbook,6674808.30,-1.9%,599,6593865.34,6768233.17,5300072.14,8558940.81
Prototype Diagram,4869318.03,+115.6%,8,4207792.04,9500000.00,0.00,7052161.70
Sacred Manifesto,3499417.44,-0.4%,48,3501467.49,3468666.70,0.00,4135652.02
Stolen Formulas,40000000.00,-9.8%,2,40000000.00,0.00,0.00,36592748.26
Symbiotic Figures,8499999.98,-15.5%,6,0.00,8499999.98,0.00,4743822.76
Test Reports,13803569.71,-0.4%,14,13942305.85,12000000.00,0.00,11917819.59
Tuning Instructions,7611909.23,+0.3%,11,8101200.00,7204166.92,0.00,8226531.03
User Manual,3135693.52,+5.0%,13,3213667.98,2200000.00,0.00,2981002.16
War Strategon,22000000.00,+55.3%,1,22000000.00,0.00,0.00,17156157.54
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,120.42,+4.3%,15408344,118.93,129.39,59.69,111.02
Fermionic Condensates,24200.97,-16.1%,25315,20798.40,29767.18,0.00,19943.44
Fernite Carbide,95.02,-8.2%,28691632,92.61,98.30,113.79,95.80
Ferrogel,13635.57,+36.8%,121103,13030.78,13656.79,30000.00,11878.44
Fullerides,1041.62,+2.6%,3966871,1020.43,1078.64,517.18,927.35
Hypersynaptic Fibers,3605.07,+5.3%,118008,3917.49,3267.36,501.03,3042.95
Nanotransistors,2607.62,+5.1%,1887817,2753.69,2493.40,2308.47,2505.12
Phenolic Composites,647.08,+1.8%,477426,640.07,699.31,32.15,489.08
Sylramic Fibers,191.12,-3.2%,15183280,184.08,217.52,199.00,188.84
Titanium Carbide,133.17,+5.1%,7785671,116.50,151.80,0.00,104.87
Tungsten Carbide,123.49,+1.5%,16853158,123.48,123.80,30.01,116.01
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,1370.21,-46.9%,1637,1464.96,372.64,0.00,4659.89
Central System Controller,7020.18,+114.3%,153,5918.65,14345.36,0.00,16538.29
Defensive Control Node,10453.03,-2.9%,162,10817.05,5456.00,0.00,15037.43
Electromechanical Hull Sheeting,706.86,+1.5%,26451,755.64,479.53,100.00,1217.39
Emergent Combat Analyzer,1348.46,-31.9%,638,1542.19,330.44,0.00,2765.67
Emergent Combat Intelligence,5288.74,-11.0%,168,5613.65,1714.66,0.00,17294.74
Fused Nanomechanical Engines,919.21,+60.1%,591,967.88,518.43,0.00,2600.34
Heuristic Selfassemblers,1448.91,+32.8%,522,1669.69,389.12,0.00,7807.55
Jump Drive Control Nexus,7192.93,-6.7%,105,7904.91,2154.23,0.00,17711.98
Melted Nanoribbons,4861986.73,+0.6%,1946,4905610.58,4746933.93,0.00,5087590.08
Modified Fluid Router,22429.95,-1.0%,17593,23001.72,20092.87,843.33,20675.72
Neurovisual Input Matrix,719.48,-0.8%,5046,709.87,771.54,500.00,406.80
Powdered C-540 Graphite,928.32,+5.4%,9719,1009.70,555.27,593.03,1340.95
Resonance Calibration Matrix,1003.84,+46.5%,559,1062.41,694.51,0.00,7956.87
Thermoelectric Catalysts,10483.59,+30.7%,167,11395.24,5305.42,0.00,24031.16
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,17234364.99,-7.2%,0,0.00,0.00,0.00,17234364.99
Intact Electromechanical Component,12526051.48,-20.2%,0,0.00,0.00,0.00,12526051.48
Intact Hull Section,77941412.84,-5.3%,0,0.00,0.00,0.00,77941412.84
Intact Power Cores,23411465.58,-74.4%,0,0.00,0.00,0.00,23411465.58
Intact Thruster Sections,15298459.65,-51.0%,0,0.00,0.00,0.00,15298459.65
Intact Weapon Subroutines,24333335.50,-78.4%,0,0.00,0.00,0.00,24333335.50
Malfunctioning Armor Nanobot,5372340.97,+0.0%,5,7900000.00,3687234.95,0.00,7078272.63
Malfunctioning Electromechanical Component,2251000.00,+0.0%,5,2627500.00,2000000.00,0.00,3808789.90
Malfunctioning Hull Section,22800000.00,+5.3%,5,21000000.00,30000000.00,0.00,24933981.55
Malfunctioning Power Cores,7369725.00,+47.0%,8,8886950.00,5852500.00,0.00,8946060.32
Malfunctioning Thruster Sections,2217291.67,+42.4%,12,1915499.99,2432857.15,0.00,4599663.42
Malfunctioning Weapon Subroutines,8568423.50,+55.9%,7,8251099.54,8695353.09,0.00,13110057.70
Wrecked Armor Nanobot,98055.98,+156.3%,41,100502.38,200.00,0.00,40151.51
Wrecked Electromechanical Component,82669.74,+765.0%,19,104666.67,181.25,0.00,30702.20
Wrecked Hull Section,6865816.50,+77.7%,3,4798724.75,11000000.00,0.00,4960708.84
Wrecked Power Cores,83655.56,+140.4%,9,107500.00,200.00,0.00,98698.89
Wrecked Thruster Sections,15965.63,+1995.6%,16,19615.39,150.00,0.00,37851.87
Wrecked Weapon Subroutines,170974.00,+557.1%,23,171600.10,166800.00,0.00,321739.98
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,5576.92,+185.3%,156,2000.00,28571.43,0.00,10452.17
Datacore - Electronic Subsystems Engineering,6363.57,+15.4%,122,7486.33,3067.75,0.00,5160.64
Datacore - Engineering Subsystems Engineering,2013.89,-16.4%,198,2000.00,2039.86,0.00,4759.37
Datacore - Offensive Subsystems Engineering,16167.88,+334.6%,137,3000.00,29925.37,0.00,5077.53
Datacore - Propulsion Subsystems Engineering,9768.24,+8726.2%,91,2942.65,19729.90,0.00,8787.71
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,292639.32,+21.3%,122,297009.53,265646.86,0.00,465676.03
Amarr Hybrid Tech Decryptor,298899.95,+291.0%,20,68000.00,487818.09,0.00,119738.76
Caldari Hybrid Tech Decryptor,2355693.70,-9.7%,85,2209277.01,2463265.14,0.00,3048003.00
Gallente Hybrid Tech Decryptor,201541.62,+3.3%,96,201743.19,200863.64,0.00,156917.38
Minmatar Hybrid Tech Decryptor,154957.08,+29.3%,65,87676.64,524999.50,0.00,163716.57
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,4691.16,-3.5%,18587,4231.28,6799.00,0.00,5450.87
Fullerite-C32,7223.23,-14.7%,15407,7333.02,6363.04,0.00,13652.13
Fullerite-C50,3117.01,+3.9%,27090,3053.97,3433.48,0.00,4645.15
Fullerite-C60,529.88,-15.1%,36246,529.84,529.94,0.00,631.19
Fullerite-C70,480.64,-30.8%,25365,387.67,495.35,0.00,648.67
Fullerite-C72,2197.23,+34.9%,53928,2647.51,1550.96,0.00,3994.19
Fullerite-C84,309.90,-21.7%,38410,289.44,360.11,0.00,926.11
Fullerite-C320,53143.06,+47.0%,6604,52422.65,99999.00,0.00,60663.84
Fullerite-C540,51840.11,-14.3%,0,0.00,0.00,0.00,51840.11
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,3291608.98,-1.2%,0,0.00,0.00,0.00,3291608.98
Carbon-86 Epoxy Resin,1174594.60,-0.8%,185,1147777.78,1200000.00,0.00,1114021.58
Fullerene Intercalated Graphite,215.82,+27.4%,1440,215.82,0.00,0.00,2269.04
Fulleroferrocene,3599.99,-66.6%,15,0.00,3599.99,0.00,1335.17
Graphene Nanoribbons,6009.51,+938.7%,2672,6009.51,0.00,0.00,71687.76
Lanthanum Metallofullerene,35.28,+813.8%,5000,35.28,0.00,0.00,5861.28
Methanofullerene,9014.76,+9.5%,1015,0.00,9014.76,0.00,11758.21
PPD Fullerene Fibers,8031.48,-0.2%,1016,8000.00,9998.99,0.00,8450.76
Scandium Metallofullerene,45000.00,+10.6%,10,0.00,45000.00,0.00,41519.22
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,137.31,-21.3%,49000,137.31,0.00,0.00,163.96
Cadmium,1816.02,+26.2%,210939,1714.45,1945.46,0.00,2124.44
Caesium,1171.67,-10.9%,0,0.00,0.00,0.00,1171.67
Chromium,2327.78,+6.8%,9000,2327.78,0.00,0.00,2321.09
Cobalt,629.58,-4.0%,115000,629.58,0.00,0.00,451.23
Dysprosium,29845.15,+415.1%,0,0.00,0.00,0.00,29845.15
Evaporite Deposits,992.81,-49.2%,65300,478.74,1281.82,0.00,739.08
Hafnium,977.59,-42.6%,510012,977.59,0.00,0.00,990.62
Hydrocarbons,122.09,+500.6%,177500,122.09,0.00,0.00,178.44
Mercury,2261.62,-18.7%,67700,2261.62,0.00,0.00,1886.06
Neodymium,17352.48,+0.9%,0,0.00,0.00,0.00,17352.48
Platinum,2443.37,-18.4%,164339,2577.68,1711.72,0.00,2826.57
Promethium,20203.93,-38.8%,0,0.00,0.00,0.00,20203.93
Scandium,599.10,+9.7%,290163,602.78,0.00,25.40,924.27
Silicates,478.79,-32.1%,68500,501.06,8.96,0.00,692.37
Technetium,29356.18,-81.3%,0,0.00,0.00,0.00,29356.18
Thulium,1150.29,-73.5%,0,0.00,0.00,0.00,1150.29
Titanium,2000.00,-12.6%,17900,2000.00,0.00,0.00,2097.96
Tungsten,723.09,-1.6%,352740,723.09,0.00,0.00,750.22
Vanadium,1134.89,+8.6%,74300,1134.89,0.00,0.00,1490.03
,,,,,,,
Processed Materials,,,,,,,
Sulfuric Acid,1471.34,-26.1%,21460,1471.34,0.00,0.00,1352.26
Silicon Diborite,1090.41,+0.1%,133727,1195.00,1000.00,0.00,1096.72
Ceramic Powder,1800.34,-60.5%,54798,1999.37,1100.00,0.00,1470.78
Carbon Polymers,1204.51,-45.2%,128367,1281.22,2.50,0.00,1590.18
Crystallite Alloy,55.02,+4217.1%,2358,55.02,0.00,0.00,2930.75
Fernite Alloy,1618.92,-4.4%,94208,1508.86,1750.00,0.00,1600.81
Titanium Chromide,3688.24,-29.1%,0,0.00,0.00,0.00,3688.24
Rolled Tungsten Alloy,4925.99,-57.3%,17910,4950.25,1000.00,0.00,3829.57
Hexite,2780.79,+7.9%,70216,2780.79,0.00,0.00,3009.76
Caesarium Cadmide,47.60,+7945.9%,500,0.00,47.60,0.00,1783.46
Solerium,2211.84,-87.2%,0,0.00,0.00,0.00,2211.84
Platinum Technite,7000.06,-68.2%,2530,7000.06,0.00,0.00,17327.86
Vanadium Hafnite,1609.49,-22.4%,0,0.00,0.00,0.00,1609.49
Prometium,10194.36,-96.7%,0,0.00,0.00,0.00,10194.36
Hyperflurite,11493.58,-96.0%,0,0.00,0.00,0.00,11493.58
Ferrofluid,14500.00,-47.1%,2127,14500.00,0.00,0.00,16792.24
Dysporite,365.00,+3568.8%,500,0.00,365.00,0.00,12742.35
Neo Mercurite,10398.62,-24.9%,0,0.00,0.00,0.00,10398.62
Fluxed Condensates,6868.98,-65.3%,0,0.00,0.00,0.00,6868.98
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,6619.26,-11.8%,446,6910.37,4607.00,4001.07,10589.37
Capacitor Console,11991134.27,-3.9%,68,13057759.98,10718064.88,0.00,12953299.31
Conductive Thermoplastic,16996.31,-44.9%,60,17680.28,0.00,4001.07,12627.36
Current Pump,15715.34,-45.9%,63,15678.49,18000.00,0.00,40521.67
Drone Transceiver,6095.35,-42.4%,227,3601.08,13697.48,4001.07,7670.93
Enhanced Ward Console,14799369.56,-11.6%,60,14889038.81,13544000.03,0.00,14070132.67
Impetus Console,7461.11,+16.7%,154,7077.22,19003.33,5004.17,16717.66
Intact Armor Plates,19790830.32,-0.2%,75,19818828.96,19977376.11,17500502.64,20842392.98
Intact Shield Emitter,858524.58,-40.7%,119,781894.70,1288503.33,0.00,982029.14
Interface Circuit,96647.24,+55.7%,595,65280.43,194241.40,116006.86,73999.89
Logic Circuit,181816.81,+21.7%,679,158342.26,195700.96,280128.95,187462.36
Lorentz Fluid,1487.78,+93.3%,163,1390.57,2000.00,0.00,6611.85
Micro Circuit,7392.24,+9.6%,1172,4530.13,25644.33,15001.04,5061.56
Nanite Compound,89495.22,+56.3%,115,86433.60,98847.72,150001.01,70010.87
Power Circuit,2286457.39,-5.9%,637,2380754.95,1731666.83,2594243.76,2326095.12
Power Conduit,3097.84,-50.2%,142,2760.38,4535.15,0.00,2150.08
Single-crystal Superalloy I-beam,6956400.99,+0.8%,250,7033577.99,6793974.14,4905558.38,7498202.49
Telemetry Processor,9796.69,+48.7%,94,9796.69,0.00,0.00,21112.76
Trigger Unit,6947.32,-25.2%,185,8207.80,250.19,1600.00,19681.45
,,,,,,,
Booster Gases,,,,,,,
Amber Mykoserocin,35.99,+13602.3%,7,35.99,0.00,0.00,3903.17
Azure Mykoserocin,3989.89,-0.4%,785,30.47,0.00,4000.00,0.00
Celadon Mykoserocin,5006.05,-64.5%,0,0.00,0.00,0.00,5006.05
Golden Mykoserocin,3002.63,+66.4%,0,0.00,0.00,0.00,3002.63
Lime Mykoserocin,4000.00,+10.8%,1223,4000.00,0.00,0.00,24035.02
Malachite Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Vermillion Mykoserocin,2390.61,+70.4%,9206,2286.07,3000.00,0.00,3727.12
Viridian Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Amber Cytoserocin,59548.78,+30.5%,0,0.00,0.00,0.00,59548.78
Azure Cytoserocin,46971.81,-2.5%,3299,46971.81,0.00,0.00,0.00
Celadon Cytoserocin,93235.46,-20.9%,0,0.00,0.00,0.00,93235.46
Golden Cytoserocin,88061.07,+0.5%,0,0.00,0.00,0.00,88061.07
Lime Cytoserocin,42187.23,-41.6%,0,0.00,0.00,0.00,42187.23
Malachite Cytoserocin,61460.30,+62.7%,0,0.00,0.00,0.00,61460.30
Vermillion Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Viridian Cytoserocin,81696.72,-38.8%,0,0.00,0.00,0.00,81696.72
