Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.43,-0.9%,27412625968,2.45,2.39,2.39,2.51
Pyerite,4.73,-3.2%,6600432001,4.80,4.53,4.18,4.96
Mexallon,25.71,-2.0%,1980129070,26.32,23.94,22.76,27.80
Isogen,50.32,+1.3%,271888004,51.30,47.97,44.97,52.68
Nocxium,124.86,-2.6%,96356914,124.71,125.43,120.51,119.53
Zydrine,1068.88,+0.6%,22798345,1066.68,1089.79,1211.43,1005.05
Megacyte,2279.57,-1.2%,10059144,2297.77,2242.09,2552.64,2236.87
Morphite,4460.53,-1.5%,689019,4417.66,4589.71,5185.01,4189.25
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,124117.27,+1.5%,132516,124308.36,122761.65,124000.13,129974.89
Armor Plates,228441.30,-2.8%,93254,230512.18,223343.65,226422.85,230139.04
Broken Drone Transceiver,85.80,-6.7%,62155,84.59,121.94,100.00,294.92
Burned Logic Circuit,30611.77,+2.1%,406297,30936.03,29532.57,28988.69,31992.44
Charred Micro Circuit,169.19,-17.0%,407621,166.88,221.87,103.10,425.82
Conductive Polymer,152.88,-13.0%,39693,157.84,140.53,100.50,335.52
Contaminated Lorentz Fluid,366.65,-46.8%,101491,377.95,174.48,100.00,333.08
Contaminated Nanite Compound,2947.74,-28.2%,115166,3106.75,2100.35,1225.21,2973.93
Damaged Artificial Neural Network,180.81,-22.5%,41940,163.28,2693.76,400.00,417.14
Defective Current Pump,169.93,-6.8%,36160,167.43,190.70,100.00,347.01
Fried Interface Circuit,4652.50,-6.2%,381077,4808.36,4495.84,3882.54,4975.94
Malfunctioning Shield Emitter,268.20,+2.0%,75121,308.47,170.98,100.00,368.13
Melted Capacitor Console,89971.92,+2.4%,31209,89795.17,90652.76,87041.04,85287.30
Scorched Telemetry Processor,117.55,-14.8%,33911,97.87,248.45,100.00,335.74
Smashed Trigger Unit,180.88,-0.8%,207850,202.79,184.34,100.00,323.51
Tangled Power Conduit,260.45,-1.2%,27602,257.16,279.29,120.06,347.25
Thruster Console,99.74,+0.3%,71039,100.86,137.82,100.00,330.29
Tripped Power Circuit,51538.09,+3.8%,372613,52123.08,47268.00,49844.97,52398.02
Ward Console,27193.12,-8.1%,29613,27849.97,25009.39,25000.02,25231.48
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,6273.47,-1.2%,282,7656.04,1162.97,1711.60,6747.94
Capacitor Console,19280019.05,-0.9%,155,19307811.38,16832765.87,11263161.64,19700589.91
Conductive Thermoplastic,11283.31,-36.1%,89,12973.24,5893.67,3001.08,19806.03
Current Pump,14586.30,-24.5%,36,14586.30,954.89,3445.77,42003.71
Drone Transceiver,6784.95,-45.3%,82,6904.55,3800.69,2001.07,6561.08
Enhanced Ward Console,15370850.29,-2.1%,79,15396987.68,15745385.38,12222422.68,17044168.88
Impetus Console,20611.50,-46.6%,128,22200.71,8418.87,11913.68,23224.28
Intact Armor Plates,22536967.14,+1.7%,185,22633466.06,23240905.14,18890002.22,24025176.03
Intact Shield Emitter,630055.12,-4.7%,75,670046.57,410452.00,129673.21,612179.21
Interface Circuit,106323.27,-43.1%,955,105234.24,93390.06,67535.86,64176.72
Logic Circuit,222043.07,-26.1%,677,224885.21,132278.89,115796.61,168007.88
Lorentz Fluid,5532.11,-45.4%,120,6572.60,2500.43,4206.64,6678.65
Micro Circuit,7034.54,-64.4%,560,7071.52,17170.54,5252.57,8991.43
Nanite Compound,97015.86,-63.9%,151,97015.86,104498.35,14202.80,62139.15
Power Circuit,1904401.47,+10.3%,754,1917032.98,1798789.34,1698114.62,1455383.13
