Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.78,+0.4%,31427452172,2.82,2.69,2.78,2.96
Pyerite,7.00,+0.6%,8354913836,7.11,6.79,6.52,7.50
Mexallon,28.81,-1.0%,2102030613,29.24,28.02,27.19,30.35
Isogen,54.65,+0.2%,414498979,55.01,54.12,52.99,55.70
Nocxium,86.69,-1.2%,174090590,86.21,88.04,91.73,83.29
Zydrine,1171.22,-2.2%,24604279,1171.33,1160.47,1306.38,1159.88
Megacyte,2018.17,-0.9%,13546837,2008.13,2028.92,2287.35,2110.66
Morphite,5180.02,-9.4%,1368614,5254.23,4686.47,6580.76,5174.40
,,,,,,,
Fuel,,,,,,,
Coolant,1177.27,+0.3%,3718574,1105.48,1381.66,2132.46,1195.24
Enriched Uranium,5429.97,-1.2%,1759226,5509.96,5468.08,4967.69,5300.89
Heavy Water,20.11,+1.5%,39694854,19.68,20.72,27.20,22.45
Helium Isotopes,398.54,+3.1%,15897921,388.57,451.85,502.97,367.99
Hydrogen Isotopes,435.56,+0.4%,144471137,445.16,426.20,439.05,475.45
Nitrogen Isotopes,464.79,-2.7%,21695109,444.00,493.25,567.78,414.78
Oxygen Isotopes,509.39,-1.1%,20587137,507.12,503.08,555.48,468.00
Liquid Ozone,367.84,+15.2%,34250399,389.88,349.30,425.58,371.83
Mechanical Parts,625.27,-2.7%,3948329,651.36,612.95,588.15,649.98
Oxygen,106.47,-2.2%,14939966,109.25,102.30,108.22,114.46
Robotics,6883.90,+0.9%,688186,6956.75,6817.36,7000.00,6944.21
Strontium Clathrates,1094.91,-16.9%,1863827,1049.84,1020.23,2970.81,899.26
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,137930.14,-1.6%,133932,137846.34,138062.95,138241.36,142432.64
Armor Plates,203276.27,-5.4%,113520,203185.84,201545.72,206333.13,208712.33
Broken Drone Transceiver,119.26,+3.7%,81215,130.33,98.30,100.00,183.54
Burned Logic Circuit,31334.34,-3.1%,469531,31950.18,28704.01,31189.88,32610.81
Charred Micro Circuit,172.04,+9.9%,441184,193.76,132.33,76.61,301.24
Conductive Polymer,150.64,+1.4%,41598,156.97,148.68,100.00,144.60
Contaminated Lorentz Fluid,143.53,-5.7%,69765,161.18,71.27,100.00,227.39
Contaminated Nanite Compound,2571.37,-2.1%,150838,2552.19,2591.37,2790.20,3166.22
Damaged Artificial Neural Network,412.65,+0.8%,60294,415.50,342.20,500.00,348.63
Defective Current Pump,156.59,+7.6%,28431,174.79,81.27,101.00,327.58
Fried Interface Circuit,4149.32,-25.7%,593449,4032.91,4311.92,4088.49,4248.11
Malfunctioning Shield Emitter,354.24,-15.2%,89997,315.43,484.90,300.00,473.56
Melted Capacitor Console,97658.16,+7.3%,26790,96993.71,101843.03,97672.11,96205.81
Scorched Telemetry Processor,261.61,+14.8%,61933,290.11,118.67,120.03,313.21
Smashed Trigger Unit,174.91,-5.0%,226060,191.86,127.01,100.00,148.79
Tangled Power Conduit,460.11,-1.1%,125007,455.89,516.20,400.41,321.99
Thruster Console,162.94,-4.2%,108137,169.60,146.46,100.00,215.07
Tripped Power Circuit,38326.58,+1.5%,498579,39471.05,35124.07,35354.85,39280.34
Ward Console,22655.30,+2.8%,47635,23199.14,18394.32,21846.67,19327.35
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,151366.03,-5.6%,936,134625.63,198000.00,0.00,122244.23
Datacore - Caldari Starship Engineering,171724.96,-9.9%,2095,190162.45,139251.07,350000.00,143799.97
Datacore - Electromagnetic Physics,91186.92,+24.0%,1826,90948.81,91616.06,0.00,87745.01
Datacore - Electronic Engineering,225563.30,+3.6%,9200,221070.74,233902.40,177727.27,201244.47
Datacore - Gallentean Starship Engineering,181551.41,+7.2%,2315,182971.51,179004.13,226381.78,182212.04
Datacore - Graviton Physics,142737.10,+94.2%,2671,100000.00,159999.54,0.00,80953.81
Datacore - High Energy Physics,161709.17,-18.5%,3487,170163.14,142043.99,240000.00,194892.33
Datacore - Hydromagnetic Physics,541482.85,+23.2%,2735,697914.30,454436.33,0.00,553952.73
Datacore - Laser Physics,238905.80,-11.8%,1464,262487.33,218527.66,230000.00,123547.51
Datacore - Mechanical Engineering,309497.45,+2.7%,36520,319325.88,298858.80,305920.96,335641.66
Datacore - Minmatar Starship Engineering,324390.12,+11.9%,8076,336484.44,311109.03,321514.03,337037.83
Datacore - Molecular Engineering,350639.33,+5.0%,2938,349839.74,354124.21,150000.00,337650.43
Datacore - Nanite Engineering,234404.69,+21.7%,4212,231861.32,241600.05,304444.44,181802.29
Datacore - Nuclear Physics,321837.92,+11.6%,7186,333727.04,312663.29,410832.05,331602.37
Datacore - Plasma Physics,246098.23,+3.9%,1353,219389.20,296239.97,0.00,155727.83
Datacore - Quantum Physics,326260.34,+9.2%,2694,311475.60,352520.53,355002.03,351302.33
Datacore - Rocket Science,269714.57,-3.3%,3883,271557.20,264640.32,100000.00,268783.98
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,9286333.05,+12.7%,169,8607114.96,9829968.84,6001000.00,10690046.39
Assembly Instructions,24815522.82,-11.7%,42,23878847.23,28250000.00,0.00,22921802.06
Calibration Data,4683001.45,-1.2%,420,4838124.56,4590342.58,4290789.47,5822309.24
Circuitry Schematics,5014590.08,-0.7%,107,5308711.01,5129998.71,3000100.01,6132609.22
Circular Logic,1084786.18,+119.8%,75,1084786.18,0.00,0.00,1588009.76
Classic Doctrine,7600000.64,-19.1%,45,7545834.00,8900000.00,0.00,9117680.73
Collision Measurements,3350000.00,+65.2%,103,0.00,3350000.00,0.00,5914768.16
Engagement Plan,6483423.11,+7.4%,50,6946875.03,5741900.03,0.00,7309397.57
Formation Layout,5246083.70,+10.4%,124,5255667.09,5186666.67,0.00,6305714.20
Installation Guide,24542719.42,+115.6%,24,0.00,0.00,0.00,24542719.42
Interface Alignment Chart,2205883.44,+118.8%,37,2127091.55,2237400.20,0.00,4135009.93
Operation Handbook,6659713.11,-3.1%,588,6751909.66,6763409.86,5204054.97,8524728.92
Prototype Diagram,6050000.00,+64.8%,32,0.00,6050000.00,0.00,6590491.57
Sacred Manifesto,3467116.82,+7.2%,261,3497961.10,3082470.59,0.00,4517342.61
Stolen Formulas,53500000.00,-33.5%,22,38500000.00,61000000.00,0.00,32258823.50
Symbiotic Figures,5178571.43,-19.0%,72,8200000.00,3500000.00,0.00,4648325.09
Test Reports,12256247.66,-1.0%,31,12942854.47,7450000.00,0.00,11114985.29
Tuning Instructions,8908571.44,-3.0%,64,9078125.01,7100000.00,0.00,9752230.61
User Manual,2575172.65,+2.5%,69,3112000.46,2000000.00,0.00,3496399.46
War Strategon,42000000.00,-24.2%,20,0.00,42000000.00,0.00,19352938.77
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,126.15,-12.3%,6417672,123.95,135.72,30.02,108.06
Fermionic Condensates,24133.46,+12.3%,67919,24473.49,22284.13,60000.00,18007.90
Fernite Carbide,112.60,+6.5%,43150887,111.37,117.74,136.86,117.19
Ferrogel,13475.56,+4.2%,307882,13356.33,13617.53,28000.00,12760.80
Fullerides,1037.68,+8.8%,2311469,1056.19,991.94,515.07,958.30
Hypersynaptic Fibers,4566.45,+14.0%,263110,4484.40,4703.60,19899.99,4097.96
Nanotransistors,3094.28,+4.7%,1282749,3100.36,3079.40,2937.16,2785.83
Phenolic Composites,742.11,+21.4%,565225,725.58,986.73,32.10,648.87
Sylramic Fibers,191.25,+8.6%,15058959,188.84,209.55,201.00,190.00
Titanium Carbide,127.72,+5.5%,10587274,119.86,137.02,37.89,115.30
Tungsten Carbide,100.09,+56.1%,4883611,97.12,169.59,30.01,107.48
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,469.21,+1.3%,2327,500.72,351.06,10.00,758.81
Central System Controller,3658.97,-0.7%,159,4106.01,3001.06,0.00,11610.29
Defensive Control Node,7400.94,-2.1%,142,9002.26,5701.07,0.00,14165.26
Electromechanical Hull Sheeting,857.67,-13.3%,47847,1079.80,602.50,75.95,1091.40
Emergent Combat Analyzer,1000.01,-29.3%,1011,1455.12,365.92,50.00,2148.38
Emergent Combat Intelligence,2343.19,+8.5%,173,2883.96,1601.57,0.00,11313.48
Fused Nanomechanical Engines,2172.50,+195.8%,2556,2805.73,582.25,0.00,2023.40
Heuristic Selfassemblers,1235.93,+19.0%,1056,1818.24,388.05,5000.00,5116.58
Jump Drive Control Nexus,4523.43,+71.8%,174,6620.68,2501.07,0.00,14005.38
Melted Nanoribbons,4804743.84,-0.7%,2766,4887565.68,4676272.02,3307692.56,5252040.97
Modified Fluid Router,20673.98,+0.4%,21319,21687.77,18907.82,12000.00,27572.61
Neurovisual Input Matrix,895.67,-21.6%,7399,768.21,747.46,41958.33,901.86
Powdered C-540 Graphite,811.90,+17.7%,15649,858.60,749.57,204.20,1961.00
Resonance Calibration Matrix,976.54,-32.3%,805,1111.91,650.35,3000.00,3198.67
Thermoelectric Catalysts,4511.71,+178.8%,182,4729.82,4201.07,0.00,24843.79
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,12083348.57,+32.4%,15,0.00,0.00,0.00,12083348.57
Intact Electromechanical Component,11124744.55,-10.1%,11,0.00,0.00,0.00,11124744.55
Intact Hull Section,67127362.46,-25.0%,14,0.00,0.00,0.00,67127362.46
Intact Power Cores,21089516.67,-71.5%,9,0.00,0.00,0.00,21089516.67
Intact Thruster Sections,11332519.89,-33.8%,17,0.00,0.00,0.00,11332519.89
Intact Weapon Subroutines,32108034.94,-83.6%,8,0.00,0.00,0.00,32108034.94
Malfunctioning Armor Nanobot,8000000.00,-18.0%,30,8000000.00,0.00,0.00,7180061.61
Malfunctioning Electromechanical Component,665875.00,+32.7%,29,2627500.00,12000.00,0.00,4182434.82
Malfunctioning Hull Section,22816667.01,+42.2%,15,29900000.00,21400000.41,0.00,22130579.44
Malfunctioning Power Cores,5515883.33,+60.4%,31,8268825.00,10000.00,0.00,7692055.70
Malfunctioning Thruster Sections,5100000.00,+69.2%,27,7057692.31,10000.00,0.00,3495090.34
Malfunctioning Weapon Subroutines,8000000.01,+48.7%,29,8000000.01,0.00,0.00,11536506.11
Wrecked Armor Nanobot,40736.34,+337.8%,100,45405.15,10000.00,0.00,96862.75
Wrecked Electromechanical Component,109577.14,+894.6%,69,80881.29,145160.00,0.00,29960.62
Wrecked Hull Section,7748250.08,+51.2%,38,9566666.67,6968928.68,0.00,5827000.97
Wrecked Power Cores,47063.92,+128.8%,112,81543.72,9017.24,0.00,28488.07
Wrecked Thruster Sections,30317.27,+366.4%,97,52980.22,100.01,0.00,40484.14
Wrecked Weapon Subroutines,220500.36,+195.3%,80,161000.41,344909.34,0.00,395904.55
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,4635.33,+141.7%,790,4635.33,0.00,0.00,8443.87
Datacore - Electronic Subsystems Engineering,8179.64,-41.2%,611,7582.86,11999.00,0.00,6238.92
Datacore - Engineering Subsystems Engineering,4903.63,-52.4%,280,3812.03,11999.00,0.00,5009.30
Datacore - Offensive Subsystems Engineering,8887.05,+741.9%,181,2523.24,22341.96,0.00,10535.04
Datacore - Propulsion Subsystems Engineering,10706.21,+5870.2%,395,4488.29,14333.32,0.00,3767.61
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,350663.49,-2.8%,422,333879.62,372763.98,0.00,457523.41
Amarr Hybrid Tech Decryptor,76452.00,+710.6%,68,80483.33,72730.77,0.00,95578.41
Caldari Hybrid Tech Decryptor,2019179.48,+18.2%,135,1851500.06,2785714.00,0.00,2073110.92
Gallente Hybrid Tech Decryptor,91094.18,+22.6%,139,101603.57,52840.00,0.00,192719.94
Minmatar Hybrid Tech Decryptor,786380.00,+5.7%,37,723990.00,839857.14,0.00,134255.97
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,5276.85,-72.6%,61598,6872.27,4000.00,0.00,7230.47
Fullerite-C32,8231.22,+4.9%,48271,7864.30,9194.84,0.00,12166.01
Fullerite-C50,2178.28,-87.3%,52621,2053.55,2213.21,0.00,5305.02
Fullerite-C60,519.32,-26.6%,194704,437.59,530.07,0.00,1410.21
Fullerite-C70,480.92,+90.4%,68693,958.67,358.20,0.00,612.96
Fullerite-C72,2393.05,+26.6%,59441,3227.89,1985.88,0.00,3901.48
Fullerite-C84,491.57,-40.7%,64673,650.66,335.35,0.00,784.89
Fullerite-C320,20000.29,+275.4%,18411,0.00,20000.29,0.00,58487.02
Fullerite-C540,55485.19,+5.0%,13094,57500.00,53913.07,0.00,46368.10
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,3000000.00,+3.0%,174,3000000.00,0.00,0.00,3200361.31
Carbon-86 Epoxy Resin,1348333.33,+35.9%,253,1348333.33,0.00,0.00,1136219.19
Fullerene Intercalated Graphite,1795.00,+27.2%,7552,1795.00,0.00,0.00,1926.44
Fulleroferrocene,2521.93,-45.7%,7675,314.29,3749.93,0.00,1435.78
Graphene Nanoribbons,97558.33,-24.8%,357,0.00,0.00,0.00,97558.33
Lanthanum Metallofullerene,7744.44,+6.3%,1750,9700.00,7500.00,0.00,6548.32
Methanofullerene,8041.78,-85.9%,9800,8041.78,0.00,0.00,9058.73
PPD Fullerene Fibers,7133.47,+33.0%,45981,7070.37,9998.00,0.00,7708.11
Scandium Metallofullerene,64982.44,-28.6%,2997,64982.44,0.00,0.00,43538.67
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,299.00,-60.4%,864875,299.00,0.00,0.00,201.62
Cadmium,1253.05,+19.4%,431135,1253.04,0.00,1400.00,1299.57
Caesium,1136.81,-8.2%,129393,0.00,0.00,0.00,1136.81
Chromium,1726.98,-6.3%,458149,1760.45,1499.00,400.10,1815.12
Cobalt,309.66,-9.7%,120843,349.12,299.00,0.00,362.20
Dysprosium,22696.02,+777.5%,103223,0.00,0.00,0.00,22696.02
Evaporite Deposits,391.37,+3.8%,610700,560.00,423.22,350.00,491.93
Hafnium,834.94,-1.6%,989106,843.64,500.00,800.00,1109.01
Hydrocarbons,131.91,+8.2%,968761,131.91,0.00,0.00,212.29
Mercury,1850.00,-17.7%,542522,0.00,1850.00,0.00,1786.53
Neodymium,11482.42,-58.8%,79630,0.00,0.00,0.00,11482.42
Platinum,2597.60,-17.6%,595077,2617.01,2459.24,0.00,2549.01
Promethium,15708.29,-21.2%,103609,0.00,0.00,0.00,15708.29
Scandium,522.01,-59.1%,1347697,525.40,350.00,0.00,701.56
Silicates,571.03,+17.2%,512976,553.66,799.00,0.00,713.76
Technetium,29501.00,-76.4%,146487,0.00,0.00,0.00,29501.00
Thulium,1373.68,-66.2%,303319,0.00,0.00,0.00,1373.68
Titanium,1311.82,-97.6%,915650,1399.08,1144.66,0.00,1369.38
Tungsten,795.00,-53.5%,534025,795.00,0.00,0.00,490.57
Vanadium,1293.51,-11.5%,367164,1460.92,1086.84,0.00,912.45
,,,,,,,
Processed Materials,,,,,,,
Sulfuric Acid,1416.46,-2.9%,830161,1517.58,1390.27,0.00,1990.00
Silicon Diborite,1729.02,-10.1%,613452,1900.00,1300.00,0.00,2141.14
Ceramic Powder,1142.99,-4.7%,756962,1221.90,1132.74,0.00,1231.77
Carbon Polymers,1583.17,-87.6%,818905,1512.71,2399.00,0.00,1067.93
Crystallite Alloy,60.00,+3775.2%,352779,60.00,0.00,0.00,2060.34
Fernite Alloy,1770.23,+17.5%,581105,1895.01,1628.99,0.00,1645.74
Titanium Chromide,3489.36,-4.4%,142382,3489.36,0.00,0.00,3119.29
Rolled Tungsten Alloy,50.02,+179.4%,330372,0.00,0.00,50.02,1512.71
Hexite,2890.98,-47.1%,584422,0.00,0.00,0.00,2890.98
Caesarium Cadmide,2398.76,+50.4%,143487,0.00,0.00,0.00,2398.76
Solerium,2896.93,-90.2%,150066,0.00,0.00,0.00,2896.93
Platinum Technite,73.13,+4925.6%,153872,0.00,0.00,73.13,18186.00
Vanadium Hafnite,2281.15,-46.2%,570695,0.00,0.00,0.00,2281.15
Prometium,11272.04,+26.5%,12503,0.00,0.00,0.00,11272.04
Hyperflurite,12297.00,+74.4%,59283,0.00,0.00,0.00,12297.00
Ferrofluid,15704.18,-97.0%,26193,0.00,0.00,0.00,15704.18
Dysporite,14694.93,-44.7%,19930,0.00,0.00,0.00,14694.93
Neo Mercurite,13176.82,-24.2%,240004,0.00,0.00,0.00,13176.82
Fluxed Condensates,5680.76,-58.0%,59098,0.00,0.00,0.00,5680.76
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,11412.21,+148.1%,676,5242.81,28314.74,4001.07,9512.92
Capacitor Console,12172818.48,+2.1%,166,12538562.81,10898612.44,0.00,13663374.42
Conductive Thermoplastic,47180.39,-77.8%,145,35857.27,50947.37,101000.36,12374.85
Current Pump,36789.18,-32.1%,186,40961.95,18000.96,4001.07,42258.96
Drone Transceiver,12596.19,-83.4%,375,14611.15,2000.27,0.00,11111.01
Enhanced Ward Console,14685689.36,-20.0%,141,14732499.97,14617033.81,0.00,14744943.75
Impetus Console,24856.01,-28.0%,142,27343.95,18999.00,5004.08,34272.49
Intact Armor Plates,20063597.04,-4.8%,161,20699716.07,18752922.08,14000610.97,21861267.07
Intact Shield Emitter,437293.27,+23.0%,129,417297.29,564765.24,105500.00,462430.22
Interface Circuit,203895.26,+0.2%,4083,202022.18,209876.73,200000.29,171799.73
Logic Circuit,289644.14,+0.6%,1117,280133.97,299725.57,301426.93,290943.23
Lorentz Fluid,2388.86,-38.7%,280,2442.05,2000.00,0.00,6504.04
Micro Circuit,8354.41,+39.1%,3439,8078.84,11726.09,15834.25,13182.79
Nanite Compound,135043.86,-29.6%,357,140498.74,64618.06,150000.00,120638.78
Power Circuit,2934770.93,-3.6%,1140,2977880.15,2791716.49,3073414.15,3300032.32
Power Conduit,17523.49,-7.2%,466,27936.28,5000.00,0.00,10517.26
Single-crystal Superalloy I-beam,7110374.07,-3.6%,324,7153560.27,7146794.96,5437500.00,7206136.43
Telemetry Processor,7964.63,+50.7%,213,9064.95,2307.11,22002.00,21752.54
Trigger Unit,36276.15,+39.7%,286,25333.32,56688.60,4001.07,35906.63
,,,,,,,
Booster Gases,,,,,,,
Amber Mykoserocin,3901.16,+25.7%,5400,0.00,0.00,0.00,3901.16
Azure Mykoserocin,3274.42,-75.6%,20974,30.47,0.00,3310.24,0.00
Celadon Mykoserocin,5002.23,-64.5%,4457,0.00,0.00,0.00,5002.23
Golden Mykoserocin,2826.20,+76.8%,4237,0.00,0.00,0.00,2826.20
Lime Mykoserocin,2250.00,+115.1%,4231,2250.00,0.00,0.00,0.00
Malachite Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Vermillion Mykoserocin,2662.26,-92.5%,20480,2700.33,179.34,0.00,0.00
Viridian Mykoserocin,5001.42,-8.8%,1316,0.00,0.00,0.00,5001.42
Amber Cytoserocin,72000.01,+7.9%,3452,0.00,0.00,0.00,72000.01
