Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.16,-0.4%,25114102989,2.18,2.12,2.09,2.22
Pyerite,3.52,-0.2%,7762114572,3.57,3.42,3.51,3.82
Mexallon,29.98,-3.8%,2315150793,29.91,30.14,29.39,32.20
Isogen,59.63,+0.4%,297785916,60.24,58.44,59.58,63.89
Nocxium,235.58,+59.2%,57294635,224.95,187.39,319.00,216.21
Zydrine,997.61,-0.8%,20785403,996.26,1001.73,1077.54,975.06
Megacyte,2322.51,+1.8%,10775712,2342.83,2271.22,2301.67,2292.85
Morphite,4057.85,+1.0%,803571,4057.85,4008.12,4418.04,3900.47
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,105209.06,-4.0%,130968,105954.66,101218.99,106311.13,114381.46
Armor Plates,261355.57,-1.5%,94445,264915.04,255428.61,224843.59,269970.71
Broken Drone Transceiver,62.55,+60.3%,63243,50.00,88.17,2.81,130.13
Burned Logic Circuit,28464.23,-0.9%,352622,28559.08,28530.76,25247.95,29635.56
Charred Micro Circuit,127.64,-81.2%,357186,116.86,166.15,88.36,306.94
Conductive Polymer,73.07,-53.6%,31140,88.40,31.79,1.00,192.74
Contaminated Lorentz Fluid,73.81,+22.2%,135833,68.61,92.18,15.33,220.70
Contaminated Nanite Compound,1891.02,-1.9%,96867,1934.81,1849.50,1600.01,2689.14
Damaged Artificial Neural Network,222.25,-42.2%,39827,230.92,128.47,52.60,243.27
Defective Current Pump,138.05,-90.7%,30712,158.59,42.43,10.45,221.78
Fried Interface Circuit,3832.26,-4.0%,342969,3947.31,3668.84,2387.24,3848.98
Malfunctioning Shield Emitter,181.91,-29.1%,66748,201.43,128.57,88.19,406.31
Melted Capacitor Console,124235.82,-2.6%,44255,124314.86,124171.96,125605.16,117598.52
Scorched Telemetry Processor,94.49,-45.0%,46817,104.29,51.92,10.13,241.99
Smashed Trigger Unit,66.39,-12.3%,182152,75.01,52.29,11.17,164.97
Tangled Power Conduit,96.14,-10.4%,22502,101.66,71.69,108.08,247.21
Thruster Console,89.81,+11.6%,116618,87.40,103.11,19.06,198.72
Tripped Power Circuit,84084.21,+1.1%,343059,84302.12,82515.67,79740.13,86905.86
Ward Console,33124.75,-3.4%,39526,34008.79,32868.56,24282.01,29979.32
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,27416.27,-96.4%,684,3920.32,33168.79,3388.78,3703.15
Capacitor Console,20067660.59,+5.2%,118,20616123.58,19794996.24,17347769.25,18565192.21
Conductive Thermoplastic,125996.25,-88.1%,107,19440.98,148561.83,14286.54,13760.72
Current Pump,42136.62,-92.2%,175,35019.31,3275.77,3446.12,36036.22
Drone Transceiver,14875.53,-75.9%,716,10304.76,2723.33,2001.21,2921.23
Enhanced Ward Console,15905701.99,-16.2%,122,16083624.31,15173471.28,13521554.53,15680547.12
Impetus Console,7662.13,-96.7%,56,13522.89,7662.13,5016.17,23454.71
Intact Armor Plates,24655317.84,-6.7%,32,26349798.71,24655317.84,17746434.39,28583719.51
Intact Shield Emitter,641663.77,+14.8%,64,660308.32,586013.13,407423.46,876174.77
Interface Circuit,78393.96,-23.3%,266,66118.56,78393.96,124472.60,46566.12
Logic Circuit,102281.03,-0.1%,437,83447.74,102281.03,16004.43,112162.24
Lorentz Fluid,5317.81,+84.2%,201,2611.87,6837.41,1503.08,7107.72
Micro Circuit,5316.16,-5.9%,295,3427.34,5316.16,6792.81,5109.18
Nanite Compound,33400.12,-94.0%,82,39665.34,14127.17,20058.83,60153.27
Power Circuit,1274353.98,-8.6%,978,1360730.14,1168335.69,1424453.12,1312015.69
Power Conduit,3064.30,-33.4%,64,15154.84,3885.23,11720.17,36650.35
Single-crystal Superalloy I-beam,6155464.58,-6.5%,143,5855837.71,6155464.58,4656669.02,5651695.30
