Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.76,-2.0%,249924719219,2.75,2.53,2.57,2.77
Pyerite,6.76,-2.5%,50135135932,6.64,6.22,6.18,6.79
Mexallon,28.77,+0.1%,13748841084,28.26,27.15,23.73,28.92
Isogen,51.11,-0.3%,3362272154,51.13,50.51,50.71,51.12
Nocxium,86.13,+2.4%,2158218892,91.90,90.78,89.85,85.91
Zydrine,1392.73,+0.4%,307466769,1437.17,1409.28,1572.63,1390.00
Megacyte,2729.23,-1.0%,100120726,2682.02,2608.79,2718.68,2735.65
Morphite,5456.18,+0.7%,12333755,6014.91,5718.26,5827.35,5444.31
,,,,,,,
Fuel,,,,,,,
Coolant,1249.71,+2.9%,31197579,1097.37,1278.42,1651.74,1263.59
Enriched Uranium,5296.25,-0.0%,12656345,5392.92,5108.89,4885.70,5300.56
Heavy Water,22.22,+2.1%,384846943,21.47,16.28,18.45,22.34
Helium Isotopes,365.10,+0.3%,233470502,364.36,442.94,424.98,364.91
Hydrogen Isotopes,366.95,-2.2%,281404888,370.18,339.40,369.08,371.65
Nitrogen Isotopes,368.14,-2.3%,781668354,407.82,409.06,435.42,367.63
Oxygen Isotopes,380.71,-0.6%,437364184,402.41,425.02,468.15,379.64
Liquid Ozone,290.76,+2.4%,276257037,305.41,307.43,322.04,289.55
Mechanical Parts,641.02,-0.9%,37497601,637.83,614.01,570.39,642.16
Oxygen,117.79,+1.0%,115248664,109.21,95.06,126.61,118.91
Robotics,6934.30,-0.0%,10058466,6959.22,6824.18,6095.70,6936.20
Strontium Clathrates,819.50,-0.3%,17294380,837.15,880.90,1044.66,816.43
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,139328.94,-1.1%,394400,137601.77,133213.78,135771.64,140182.27
Armor Plates,224867.37,+2.2%,751320,216226.84,199165.89,216672.18,225974.01
Broken Drone Transceiver,70.33,-3.3%,361644,100.18,98.30,100.00,65.88
Burned Logic Circuit,31718.94,+0.9%,1678219,31890.41,28913.37,30491.37,31789.74
Charred Micro Circuit,150.19,-21.4%,2586361,141.64,110.01,81.12,152.53
Conductive Polymer,130.12,-2.7%,258034,125.88,107.49,121.25,130.79
Contaminated Lorentz Fluid,154.23,+1.9%,311228,186.31,87.84,100.00,151.45
Contaminated Nanite Compound,2940.97,+0.2%,443545,2933.35,1984.76,2833.87,2975.73
Damaged Artificial Neural Network,309.78,-4.5%,312668,300.00,404.09,477.54,300.90
Defective Current Pump,216.43,-0.4%,188220,191.29,154.37,130.08,221.20
Fried Interface Circuit,4221.03,+1.1%,2146690,4344.76,3877.35,4378.75,4213.65
Malfunctioning Shield Emitter,213.77,+2.2%,302892,216.39,97.59,300.00,213.66
Melted Capacitor Console,76464.54,+6.4%,237167,79385.79,80434.56,90814.76,76165.05
Scorched Telemetry Processor,153.33,-4.4%,303279,137.91,125.29,123.97,155.10
Smashed Trigger Unit,118.45,-3.6%,533029,105.24,107.69,100.00,124.33
Tangled Power Conduit,202.13,+122.7%,281107,250.08,315.01,3839.64,149.36
Thruster Console,144.57,-16.0%,498933,51.00,161.62,101.09,154.14
Tripped Power Circuit,44805.97,+2.9%,1883181,44018.15,38616.22,41585.56,45159.56
Ward Console,20044.09,+0.2%,262229,20875.12,20158.95,22000.00,19967.79
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,153402.71,-9.9%,32725,174392.52,0.00,0.00,153333.86
Datacore - Caldari Starship Engineering,147636.51,+2.5%,32825,191999.98,229450.00,0.00,147083.22
Datacore - Electromagnetic Physics,104291.90,-4.2%,25195,97682.43,95841.48,200000.00,104550.07
Datacore - Electronic Engineering,256539.64,+6.4%,141021,291448.91,257060.15,0.00,255819.76
Datacore - Gallentean Starship Engineering,190774.52,+1.5%,42690,195074.92,211822.91,93417.45,191234.38
Datacore - Graviton Physics,125232.59,+2.1%,5483,119424.84,110274.51,0.00,126608.10
Datacore - High Energy Physics,196139.30,+1.6%,37262,175595.55,202708.33,0.00,196518.15
Datacore - Hydromagnetic Physics,437689.61,-0.8%,46849,481808.75,500187.83,0.00,436568.81
Datacore - Laser Physics,152437.03,+4.4%,38514,157528.54,163360.48,0.00,152304.90
Datacore - Mechanical Engineering,403549.61,+0.4%,232137,390613.07,374114.77,320163.37,406073.89
Datacore - Minmatar Starship Engineering,454668.50,-1.5%,31043,450235.47,419010.60,0.00,457055.48
Datacore - Molecular Engineering,313466.92,+2.6%,53929,337955.33,290003.06,0.00,313518.98
Datacore - Nanite Engineering,189952.50,+0.6%,60012,267725.75,302994.50,300000.00,188925.76
Datacore - Nuclear Physics,330949.38,+10.2%,26240,299418.14,288166.71,175500.00,338715.32
Datacore - Plasma Physics,166538.14,-0.5%,13636,242047.65,256966.27,0.00,163202.79
Datacore - Quantum Physics,399417.97,+0.4%,62983,468023.21,480247.59,385005.13,398226.90
Datacore - Rocket Science,230890.99,+0.0%,37789,294695.88,255168.15,249999.25,229391.53
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,10380143.25,-4.5%,234,9077091.49,9326285.64,8565637.73,11432627.32
Assembly Instructions,29975597.45,-0.5%,46,31399779.00,29999999.86,0.00,29796964.69
Calibration Data,6110082.93,-12.8%,1009,4883309.52,4812366.90,4060000.00,6561859.86
Circuitry Schematics,6350000.52,+4.3%,558,4837267.36,4583760.84,4400015.00,6630434.78
Circular Logic,1079746.64,+8.5%,341,1776951.91,0.00,0.00,1033992.54
Classic Doctrine,8242935.92,-3.2%,367,6119800.09,0.00,0.00,8302407.51
Collision Measurements,4690880.08,-16.3%,877,0.00,3350001.00,0.00,4693944.95
Engagement Plan,6149834.97,-5.1%,1096,4251000.03,6062500.00,0.00,6152224.59
Formation Layout,7103604.55,+8.8%,893,4879539.60,5666666.67,0.00,7141487.86
Installation Guide,32782786.19,+20.6%,21,38980000.01,0.00,0.00,30846156.87
Interface Alignment Chart,6563812.83,-7.3%,1233,5409090.91,5600000.00,0.00,6586419.53
Operation Handbook,7833835.83,-4.9%,940,7047828.05,6207608.67,5944974.72,8624266.17
Prototype Diagram,8014029.23,+9.9%,310,7300000.01,0.00,0.00,8025734.63
Sacred Manifesto,5088431.22,+5.0%,1473,3914329.14,3900000.00,0.00,5121234.48
Stolen Formulas,37456642.17,-8.0%,36,0.00,0.00,0.00,37456642.17
Symbiotic Figures,5674431.17,+1.2%,514,0.00,0.00,0.00,5674431.17
Test Reports,11164965.31,-1.0%,431,14000000.00,13500000.00,0.00,11152913.87
Tuning Instructions,9309356.72,-0.3%,894,10174993.33,8925000.40,0.00,9308594.73
User Manual,2894605.56,+4.4%,428,5407100.00,2200000.12,0.00,2854384.48
War Strategon,20652972.35,+14.4%,41,0.00,0.00,0.00,20652972.35
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,82.45,+9.2%,1123730650,93.51,91.98,0.00,82.32
Fermionic Condensates,21269.13,+0.4%,2281542,25911.98,29181.11,19971.82,21236.59
Fernite Carbide,77.65,-0.5%,960298891,76.07,74.11,76.95,77.69
Ferrogel,11176.76,-0.5%,13523895,12407.71,11503.75,11082.49,11165.11
Fullerides,896.51,+1.4%,183507415,943.36,972.49,517.75,895.63
Hypersynaptic Fibers,3126.31,+0.9%,13970838,3680.48,4192.78,550.00,3119.61
Nanotransistors,2715.84,+1.0%,124672340,2690.23,2964.28,1891.11,2716.00
Phenolic Composites,470.71,-1.7%,57553686,762.82,672.30,33.02,469.88
Sylramic Fibers,164.01,+0.6%,797692861,179.04,154.18,130.38,163.96
Titanium Carbide,88.98,+2.0%,967762865,96.84,93.98,48.37,88.91
Tungsten Carbide,94.64,-3.8%,848008654,89.59,95.04,30.01,94.66
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,1117.00,-0.8%,15938,1505.00,400.00,10.00,1111.69
Central System Controller,20734.33,-0.2%,4919,12311.17,4061.00,0.00,20938.23
Defensive Control Node,18986.79,+25.9%,6726,12050.38,7023.00,0.00,19105.26
Electromechanical Hull Sheeting,501.47,-47.1%,667580,986.79,553.04,100.00,434.23
Emergent Combat Analyzer,3475.45,-0.7%,14469,2619.94,500.00,50.00,3512.76
Emergent Combat Intelligence,26093.15,-0.2%,6268,6817.63,2211.00,0.00,26334.59
Fused Nanomechanical Engines,3614.56,+0.6%,15078,1119.62,600.00,10.00,3687.04
Heuristic Selfassemblers,3911.18,-2.2%,14062,1962.22,450.00,81819.09,3912.11
Jump Drive Control Nexus,13989.82,-0.8%,4858,10015.00,3500.00,0.00,14080.08
Melted Nanoribbons,5010849.92,+0.5%,39109,4882363.52,4701411.86,0.00,5021332.70
Modified Fluid Router,23288.07,-2.0%,450497,18657.18,18027.51,1001.00,23461.90
Neurovisual Input Matrix,653.64,-17.2%,253409,904.00,908.80,500.00,648.67
Powdered C-540 Graphite,958.71,-4.8%,212504,1116.30,602.03,10.00,960.07
Resonance Calibration Matrix,3022.97,-1.4%,11208,2525.51,850.00,10.00,3055.29
Thermoelectric Catalysts,22026.07,-32.1%,4687,18016.56,7011.00,0.00,22161.15
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,24682886.83,-21.0%,5,0.00,0.00,0.00,24682886.83
Intact Electromechanical Component,24350696.73,-18.0%,44,0.00,0.00,0.00,24350696.73
Intact Hull Section,76980072.13,-0.1%,13,0.00,0.00,0.00,76980072.13
Intact Power Cores,28918410.56,-20.9%,46,0.00,0.00,0.00,28918410.56
Intact Thruster Sections,20468070.35,-14.0%,35,0.00,0.00,0.00,20468070.35
Intact Weapon Subroutines,30228635.65,-9.9%,66,0.00,0.00,0.00,30228635.65
Malfunctioning Armor Nanobot,9524427.45,-0.4%,74,0.00,0.00,0.00,9524427.45
Malfunctioning Electromechanical Component,5748708.22,-1.6%,112,2627500.00,12000.01,0.00,5829234.73
Malfunctioning Hull Section,24662591.84,-3.1%,136,0.00,0.00,0.00,24662591.84
Malfunctioning Power Cores,8893518.49,+3.1%,71,6000000.00,0.00,0.00,8934854.47
Malfunctioning Thruster Sections,4774773.32,+1.4%,40,0.00,0.00,0.00,4774773.32
Malfunctioning Weapon Subroutines,13186726.71,-2.1%,226,0.00,3476765.43,0.00,13273422.79
Wrecked Armor Nanobot,116014.69,-1.6%,444,78000.42,855678.66,0.00,103396.90
Wrecked Electromechanical Component,115779.47,+4.2%,409,79583.30,828242.54,0.00,98679.18
Wrecked Hull Section,4669055.27,+31.2%,162,12222221.89,0.00,0.00,4224751.36
Wrecked Power Cores,85683.12,-58.6%,208,214166.67,186106.33,0.00,32762.03
Wrecked Thruster Sections,33812.51,-7.6%,530,89209.52,350057.69,0.00,17228.33
