Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.77,-0.0%,30122150067,2.81,2.67,2.80,2.96
Pyerite,6.97,+1.3%,7559571744,7.08,6.76,6.52,7.49
Mexallon,28.85,+0.8%,2017122083,29.18,28.04,27.15,30.12
Isogen,54.41,+0.8%,356344091,54.76,53.96,52.92,55.77
Nocxium,86.96,-0.1%,141733788,86.37,89.06,90.90,83.02
Zydrine,1169.70,+0.7%,26632037,1174.43,1151.81,1218.25,1143.33
Megacyte,2016.88,-0.4%,13270016,1998.76,2074.24,2341.91,2091.71
Morphite,5357.83,-11.3%,1433764,5372.03,5116.52,7085.47,5192.30
,,,,,,,
Fuel,,,,,,,
Coolant,1189.14,-3.2%,3962748,1087.54,1400.00,2120.71,1195.46
Enriched Uranium,5424.29,-4.0%,1750898,5481.41,5530.89,4917.58,5300.89
Heavy Water,20.48,-9.8%,42990778,19.92,21.06,31.72,22.53
Helium Isotopes,394.94,-6.6%,15827493,386.21,438.29,726.32,367.25
Hydrogen Isotopes,430.43,+1.0%,139918131,446.70,417.33,443.78,469.51
Nitrogen Isotopes,475.07,+7.3%,20048066,451.29,493.91,569.41,407.20
Oxygen Isotopes,509.85,-0.2%,20251584,507.96,503.41,557.61,480.35
Liquid Ozone,350.29,+21.1%,40467470,369.51,337.43,429.28,373.35
Mechanical Parts,624.71,+5.9%,3755413,641.80,617.37,586.29,650.25
Oxygen,106.17,+2.1%,16294591,109.25,102.79,100.04,118.33
Robotics,6919.31,+0.1%,753909,6957.59,6890.00,7000.00,6944.12
Strontium Clathrates,1189.97,-22.4%,1566419,1064.60,1100.38,4055.79,888.56
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,138887.85,-3.1%,130904,139019.21,138058.67,139221.30,142178.61
Armor Plates,205453.73,-0.8%,114519,204448.73,207579.92,209766.31,210378.97
Broken Drone Transceiver,119.25,+3.1%,82479,130.08,98.29,100.00,183.54
Burned Logic Circuit,31601.60,-3.9%,466429,32179.69,29134.44,31195.23,33220.20
Charred Micro Circuit,167.90,+15.9%,443834,187.86,121.16,64.24,299.55
Conductive Polymer,146.92,+11.7%,36353,152.60,147.85,100.00,153.16
Contaminated Lorentz Fluid,138.10,+5.3%,69022,156.63,70.28,100.00,226.66
Contaminated Nanite Compound,2494.67,+0.7%,145175,2424.73,2779.86,2863.77,3157.93
Damaged Artificial Neural Network,411.97,-0.2%,45229,415.04,342.13,500.00,348.63
Defective Current Pump,152.88,+16.3%,30259,168.74,80.68,101.00,327.58
Fried Interface Circuit,4367.31,-11.7%,646736,4273.56,4517.62,4107.35,4295.39
Malfunctioning Shield Emitter,377.24,+4.2%,97411,327.37,520.23,300.00,474.11
Melted Capacitor Console,96342.38,-0.1%,26987,96023.98,97946.47,97732.95,96205.81
Scorched Telemetry Processor,226.91,+3.2%,38789,261.95,116.13,120.02,313.21
