Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.74,+0.2%,30283390992,2.79,2.64,2.72,2.93
Pyerite,6.87,-0.8%,8065979593,7.03,6.46,6.34,7.43
Mexallon,28.59,+0.3%,2125256786,29.04,26.92,26.74,29.64
Isogen,54.54,-1.2%,389227662,55.34,52.75,49.80,55.89
Nocxium,81.27,+3.4%,92278585,83.41,76.49,89.35,81.23
Zydrine,1177.78,-1.2%,28670559,1169.86,1209.95,1233.11,1163.21
Megacyte,2118.13,-1.4%,14208713,2092.18,2182.93,2278.97,2098.28
Morphite,6364.21,+3.3%,669871,6397.16,6254.47,7255.65,6220.48
,,,,,,,
Fuel,,,,,,,
Coolant,1162.46,+2.2%,3517955,1101.56,1386.93,2239.76,1198.60
Enriched Uranium,5263.67,+2.0%,1870136,5316.01,5266.94,4836.58,5300.71
Heavy Water,21.40,-6.1%,32724105,21.79,20.87,20.16,22.20
Helium Isotopes,427.60,+3.5%,15463381,401.26,462.96,466.75,388.92
Hydrogen Isotopes,427.55,+0.2%,121087534,432.65,421.74,449.05,453.90
Nitrogen Isotopes,507.47,-4.5%,18620116,495.05,521.45,590.00,416.61
Oxygen Isotopes,517.99,+0.1%,23014425,513.14,517.30,746.99,487.15
Liquid Ozone,374.68,-5.2%,29463915,361.48,375.45,451.58,326.05
Mechanical Parts,611.63,+3.7%,3900644,612.97,611.18,601.69,646.53
Oxygen,110.89,-4.9%,19748124,109.25,114.13,90.05,123.63
Robotics,6881.88,+0.8%,825692,6961.18,6736.74,7000.00,6931.14
Strontium Clathrates,1097.35,-14.0%,2060440,1307.50,885.45,713.54,839.22
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,137224.81,+0.2%,169776,137749.21,134799.53,136000.00,145964.01
Armor Plates,208569.47,+0.6%,119168,208416.76,208983.23,210355.11,211292.48
Broken Drone Transceiver,101.08,+6.3%,69719,101.98,96.23,100.01,192.30
Burned Logic Circuit,33259.05,-2.4%,564354,33752.93,31507.04,31288.00,33199.46
Charred Micro Circuit,162.45,-1.3%,489704,171.19,146.29,107.34,371.24
Conductive Polymer,132.80,+0.0%,40762,135.11,132.70,100.00,204.60
Contaminated Lorentz Fluid,129.09,+4.4%,65425,142.94,57.00,100.00,247.31
Contaminated Nanite Compound,3431.05,-33.6%,280237,3491.15,2747.58,3000.00,3100.74
Damaged Artificial Neural Network,521.66,-24.7%,105215,537.12,321.09,500.00,405.05
Defective Current Pump,137.75,+0.9%,35340,151.84,67.96,100.00,332.40
Fried Interface Circuit,4671.32,-1.0%,605091,4591.00,4930.14,4660.84,4532.10
Malfunctioning Shield Emitter,463.12,+8.7%,96008,420.95,595.64,301.00,381.06
Melted Capacitor Console,104284.45,+0.9%,44074,105042.65,96944.50,102571.71,99884.08
Scorched Telemetry Processor,231.09,+6.6%,45642,228.55,283.12,120.02,316.74
Smashed Trigger Unit,148.25,+2.4%,238777,159.07,100.08,100.00,222.19
Tangled Power Conduit,449.01,+1.5%,41117,453.95,429.16,405.09,397.20
Thruster Console,179.03,+2.3%,93499,187.98,142.38,100.00,260.72
Tripped Power Circuit,38874.10,-0.7%,469049,39618.73,36467.92,33717.78,39175.85
Ward Console,22661.97,-0.6%,52546,22760.90,22475.66,21110.33,18415.36
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,183108.33,+0.7%,1479,179057.57,200000.00,0.00,123975.18
Datacore - Caldari Starship Engineering,167526.50,+7.9%,909,170053.96,165812.96,0.00,121413.08
Datacore - Electromagnetic Physics,91476.21,+49.1%,2038,91598.53,91419.30,0.00,93623.06
Datacore - Electronic Engineering,233218.10,-6.6%,8161,238927.69,224502.54,305000.00,202213.57
Datacore - Gallentean Starship Engineering,185700.72,+4.2%,2731,175418.70,196140.15,210000.00,175384.56
Datacore - Graviton Physics,89448.54,+118.1%,3333,87741.42,98325.58,0.00,90568.14
Datacore - High Energy Physics,189517.87,+5.5%,3462,186974.88,191196.67,0.00,202321.51
Datacore - Hydromagnetic Physics,687230.38,-2.7%,1939,707881.63,651911.34,0.00,645786.61
Datacore - Laser Physics,242920.89,+3.8%,1396,243448.89,238209.74,300000.00,135773.69
Datacore - Mechanical Engineering,292317.47,-0.4%,33151,314786.38,278882.05,301174.31,319584.18
Datacore - Minmatar Starship Engineering,317731.28,-3.3%,16202,316828.12,318829.85,287941.28,381948.80
Datacore - Molecular Engineering,380513.70,-2.8%,2494,380837.81,379543.23,0.00,339155.50
Datacore - Nanite Engineering,224109.82,+7.2%,4367,235813.43,198343.49,180000.00,220063.87
Datacore - Nuclear Physics,303622.53,+1.4%,4139,306234.63,297581.36,151000.00,338993.81
Datacore - Plasma Physics,252403.00,+14.1%,896,205702.16,301214.61,0.00,155505.01
Datacore - Quantum Physics,332265.24,+3.6%,2288,327268.09,353153.33,0.00,342224.89
Datacore - Rocket Science,285035.62,+26.5%,2753,302543.90,214076.37,0.00,273099.39
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,8536532.66,+5.9%,136,8314876.28,8764540.04,11500000.00,10607175.15
Assembly Instructions,25747478.29,-4.4%,39,23693626.38,32422497.00,0.00,24069899.93
Calibration Data,4611966.01,-6.9%,330,4608039.66,4725023.48,3833333.33,5748413.94
Circuitry Schematics,5623959.89,-3.5%,178,5645429.27,5512319.12,0.00,6768413.35
Circular Logic,1183472.05,+97.2%,162,1183472.05,0.00,0.00,1381944.48
Classic Doctrine,6392557.76,-10.1%,38,6263720.57,9999999.00,0.00,8028634.47
Collision Measurements,6282707.92,-31.0%,51,7156249.70,4535624.36,0.00,5261369.76
Engagement Plan,7582946.05,-0.4%,33,7439425.15,7666666.58,0.00,7687417.22
Formation Layout,4419286.24,+0.9%,103,4270811.41,6111111.11,180000.00,5576812.71
Installation Guide,42277994.50,+25.2%,15,40000000.00,44555989.00,0.00,0.00
Interface Alignment Chart,4439533.12,+27.2%,42,4700157.04,4240232.47,0.00,0.00
Operation Handbook,6448527.77,+9.5%,642,6628343.67,6123119.74,5092857.14,8274217.19
Prototype Diagram,7476180.43,+33.8%,26,9600000.00,6812486.81,0.00,5770318.17
Sacred Manifesto,3147968.94,+0.2%,138,3013114.38,4510000.00,0.00,3959074.15
Stolen Formulas,43399999.99,-19.2%,7,36999999.99,53000000.00,0.00,32043786.69
Symbiotic Figures,7245519.62,-0.9%,35,5590878.14,8900161.11,0.00,3174735.46
Test Reports,11499999.65,+10.1%,37,11499999.99,11499998.98,0.00,9886708.14
Tuning Instructions,10357142.86,-5.6%,24,7000000.00,11700000.00,0.00,0.00
User Manual,3813750.02,-18.7%,26,3505000.07,3916666.67,0.00,3542004.53
War Strategon,35999999.50,+2.3%,28,29999999.00,42000000.00,0.00,0.00
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,109.64,-19.5%,14509708,108.67,115.66,0.00,103.24
Fermionic Condensates,25104.53,+27.4%,46618,24269.48,29720.85,60000.00,20376.17
Fernite Carbide,118.35,-8.3%,36252327,122.41,112.22,109.00,111.71
Ferrogel,14017.92,-0.9%,248275,13900.00,14226.90,0.00,13618.39
Fullerides,1075.35,-3.9%,5507301,1088.96,1050.43,515.06,956.33
Hypersynaptic Fibers,4837.88,+2.7%,484414,4897.50,4484.50,0.00,4188.50
Nanotransistors,3088.47,-3.0%,2071187,3301.59,2860.91,671.05,2865.49
Phenolic Composites,867.51,-12.0%,565320,923.91,787.33,0.00,727.97
Sylramic Fibers,200.37,+2.3%,20613753,196.99,209.80,0.00,191.20
Titanium Carbide,126.15,-8.2%,5725657,121.80,132.26,47.31,122.38
Tungsten Carbide,109.32,-12.6%,11326937,108.29,192.02,0.00,102.54
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,486.99,+688.8%,900,508.46,407.93,0.00,697.11
Central System Controller,22587.58,-84.9%,200,4021.73,58000.23,0.00,11509.58
Defensive Control Node,34233.25,-78.3%,166,7681.96,95362.96,0.00,14126.42
Electromechanical Hull Sheeting,637.62,-0.9%,41573,727.71,457.52,0.00,975.65
Emergent Combat Analyzer,678.47,+340.8%,911,777.43,345.85,0.00,4424.29
Emergent Combat Intelligence,18417.96,-87.2%,214,2533.15,68658.28,0.00,12288.76
Fused Nanomechanical Engines,875.63,+219.6%,959,988.15,483.64,0.00,753.18
Heuristic Selfassemblers,1135.16,+79.6%,856,1420.18,351.00,0.00,3029.46
Jump Drive Control Nexus,17153.20,-67.5%,172,5365.36,47341.56,0.00,14566.83
Melted Nanoribbons,4791516.11,-0.7%,3540,4871913.53,4632973.15,1300001.07,5048327.13
Modified Fluid Router,21678.14,-2.9%,25615,21647.64,21735.84,0.00,24596.05
Neurovisual Input Matrix,722.88,+181.0%,6405,691.22,787.08,0.00,1124.36
Powdered C-540 Graphite,834.29,-20.4%,13382,690.95,1129.46,0.00,1377.39
Resonance Calibration Matrix,624.11,+949.9%,723,622.59,627.85,0.00,3012.54
Thermoelectric Catalysts,15630.73,+15.3%,232,6393.73,45349.77,0.00,24625.06
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,0.00,+100.0%,15,0.00,0.00,0.00,0.00
Intact Electromechanical Component,12964566.50,-22.9%,11,0.00,0.00,0.00,12964566.50
Intact Hull Section,72333807.63,-30.4%,5,0.00,0.00,0.00,72333807.63
Intact Power Cores,22932912.43,-73.8%,9,0.00,0.00,0.00,22932912.43
Intact Thruster Sections,0.00,+100.0%,17,0.00,0.00,0.00,0.00
Intact Weapon Subroutines,0.00,+100.0%,3,0.00,0.00,0.00,0.00
Malfunctioning Armor Nanobot,3721595.98,+6.1%,30,3729231.76,3687234.95,0.00,8817583.38
Malfunctioning Electromechanical Component,3272634.92,-90.1%,22,3680339.29,11000.00,0.00,4129718.96
Malfunctioning Hull Section,24762672.97,-36.7%,15,0.00,0.00,0.00,24762672.97
Malfunctioning Power Cores,3757870.53,+98.1%,24,4694567.75,1884476.08,0.00,7724071.77
Malfunctioning Thruster Sections,2723125.00,+0.0%,30,3627500.00,10000.00,0.00,5645874.05
Malfunctioning Weapon Subroutines,5283559.26,+143.6%,15,7993750.01,3476765.43,0.00,12750896.68
Wrecked Armor Nanobot,1278.70,+26028.6%,51,1817.79,500.01,0.00,52859.80
Wrecked Electromechanical Component,1110.20,+64321.2%,59,1211.92,1000.00,0.00,21846.11
Wrecked Hull Section,4971785.71,+82.5%,23,5849500.00,2777500.00,0.00,6002531.67
Wrecked Power Cores,1122.10,+17797.3%,59,1566.46,500.00,0.00,54036.94
Wrecked Thruster Sections,22850.00,+1214.6%,46,1000.00,57185.72,0.00,17509.13
Wrecked Weapon Subroutines,104028.77,+1544.7%,68,108676.20,100001.00,0.00,304382.41
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,1090.66,+1194.8%,372,721.60,2244.00,0.00,7578.51
Datacore - Electronic Subsystems Engineering,2587.19,-29.1%,278,2637.51,2245.00,0.00,3486.35
Datacore - Engineering Subsystems Engineering,13310.90,+45.5%,280,4132.28,27496.04,0.00,9416.95
Datacore - Offensive Subsystems Engineering,3096.37,+7041.2%,548,2094.24,3708.00,0.00,12749.87
Datacore - Propulsion Subsystems Engineering,2994.41,+11001.7%,581,2637.51,3326.64,0.00,4410.25
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,250261.50,-19.4%,166,254911.07,239412.50,0.00,353471.91
Amarr Hybrid Tech Decryptor,88310.34,+684.1%,91,73636.36,134428.57,0.00,111133.76
Caldari Hybrid Tech Decryptor,2105288.04,+26.6%,126,2099183.67,2135199.48,0.00,1940608.20
Gallente Hybrid Tech Decryptor,186132.73,+168.5%,68,97629.04,982666.00,0.00,169003.78
Minmatar Hybrid Tech Decryptor,355067.94,-22.5%,79,347683.80,363375.10,0.00,96714.78
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,2988.13,+12.1%,21598,3317.96,1808.61,0.00,8305.10
Fullerite-C32,5542.69,+29.3%,12186,5309.04,6267.62,0.00,9657.97
Fullerite-C50,3715.87,-34.0%,51554,5722.93,3077.67,0.00,3927.32
Fullerite-C60,568.74,-50.0%,50627,596.19,529.99,0.00,716.56
Fullerite-C70,443.98,-36.1%,51594,443.98,0.00,0.00,675.39
Fullerite-C72,3427.45,-12.6%,51930,2621.70,4000.00,0.00,4397.59
Fullerite-C84,373.28,-33.4%,44511,382.12,347.23,0.00,941.32
Fullerite-C320,57090.92,+29.1%,16839,73162.16,47500.01,0.00,59125.82
Fullerite-C540,12435.50,-5.1%,2081,25000.04,10000.08,0.00,42936.27
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,3000000.00,+5.8%,82,3000000.00,0.00,0.00,2951060.69
Carbon-86 Epoxy Resin,1456897.05,+42.4%,175,1456897.05,0.00,0.00,1131270.90
Fullerene Intercalated Graphite,413.63,+9.5%,1235,413.63,0.00,0.00,1925.30
Fulleroferrocene,1500.00,+66.7%,6026,1500.00,0.00,0.00,1385.23
Graphene Nanoribbons,59901.82,+28.0%,266,59901.82,0.00,0.00,67704.01
Lanthanum Metallofullerene,9120.65,-0.9%,1400,3236.77,12000.00,0.00,7138.23
Methanofullerene,15075.54,-5.9%,12261,15075.54,0.00,0.00,9590.33
PPD Fullerene Fibers,7097.39,+0.5%,9400,7097.39,0.00,0.00,7213.02
Scandium Metallofullerene,58454.78,-20.2%,1707,58454.78,0.00,0.00,51493.22
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,281.00,-97.5%,922658,394.99,1.04,0.00,147.73
Cadmium,1787.81,-33.9%,188689,1715.62,2190.50,0.00,1309.05
Caesium,1557.82,-33.0%,145093,0.00,0.00,0.00,1557.82
Chromium,1403.69,+0.9%,797948,1403.69,0.00,0.00,1453.93
Cobalt,555.68,+11.0%,107720,483.04,600.00,0.00,353.71
Dysprosium,22271.35,+794.2%,20306,0.00,0.00,0.00,22271.35
Evaporite Deposits,325.25,-17.3%,767426,325.25,0.00,0.00,563.02
Hafnium,685.02,+0.7%,557580,715.11,17.50,0.00,1002.90
Hydrocarbons,271.05,-79.2%,1024923,271.05,0.00,0.00,236.05
Mercury,2123.72,-62.2%,361999,2222.95,1850.00,0.00,1663.73
Neodymium,18964.20,-14.8%,3809,19998.99,14999.99,0.00,11565.20
Platinum,2370.54,-13.8%,454285,2502.24,1500.07,0.00,2674.71
Promethium,10887.00,+13.6%,2600,10887.00,0.00,0.00,18465.03
Scandium,296.14,-27.2%,617098,296.14,0.00,0.00,485.67
Silicates,458.82,-10.2%,297380,581.99,421.23,0.00,607.80
Technetium,32329.41,-54.9%,39800,32329.41,0.00,0.00,27815.25
Thulium,1184.04,-60.7%,303319,0.00,0.00,0.00,1184.04
Titanium,1168.51,-95.5%,198917,1450.00,653.25,0.00,837.20
Tungsten,15.53,-14.0%,611330,15.53,0.00,0.00,479.23
Vanadium,1024.82,-7.3%,353123,999.98,1154.64,0.00,866.84
,,,,,,,
Processed Materials,,,,,,,
Sulfuric Acid,891.07,+11.3%,463653,891.07,0.00,0.00,1161.91
Silicon Diborite,2060.99,-60.0%,836701,0.00,0.00,0.00,2060.99
Ceramic Powder,977.60,-13.2%,515525,955.85,1120.15,0.00,882.78
Carbon Polymers,1206.95,-0.0%,1016107,1200.00,2399.00,0.00,1161.32
Crystallite Alloy,3144.23,-17.2%,420674,3150.00,3000.00,0.00,2070.71
Fernite Alloy,1562.83,-8.0%,366988,1594.08,1507.04,0.00,2127.05
Titanium Chromide,3500.00,-24.3%,168531,3500.00,0.00,0.00,2274.26
Rolled Tungsten Alloy,1951.77,+7.2%,303838,0.00,0.00,0.00,1951.77
Hexite,4500.00,-13.6%,294512,4500.00,0.00,0.00,4082.48
Caesarium Cadmide,3150.81,+14.5%,143487,0.00,0.00,0.00,3150.81
Solerium,140.89,+100.5%,47700,140.89,0.00,0.00,2663.98
Platinum Technite,19489.41,-8.3%,146864,0.00,0.00,0.00,19489.41
Vanadium Hafnite,62.86,+1852.1%,197043,62.86,0.00,0.00,2899.05
Prometium,11681.75,+22.1%,1039,0.00,0.00,0.00,11681.75
Hyperflurite,8571.63,+150.2%,12608,0.00,0.00,0.00,8571.63
Ferrofluid,12694.85,-96.3%,4424,0.00,0.00,0.00,12694.85
Dysporite,13961.27,-41.8%,550,0.00,0.00,0.00,13961.27
Neo Mercurite,8073.86,-15.8%,218417,0.00,0.00,0.00,8073.86
Fluxed Condensates,7024.33,-66.1%,59098,0.00,0.00,0.00,7024.33
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,9277.46,-49.0%,451,6352.55,23390.64,4001.07,11879.49
Capacitor Console,11215878.74,-8.2%,115,11459967.40,9311000.18,8300006.21,11516326.02
Conductive Thermoplastic,17074.04,-35.6%,103,13596.14,23846.78,0.00,13950.47
Current Pump,29734.11,+8.7%,90,32809.93,26889.98,4001.07,70445.65
Drone Transceiver,2730.86,-34.9%,148,3138.89,1204.46,4001.07,11111.00
Enhanced Ward Console,15457637.93,+3.6%,145,15785236.16,11813107.63,0.00,16222127.49
Impetus Console,43892.50,+9.6%,294,51510.00,15500.00,0.00,33500.04
Intact Armor Plates,20073956.02,-2.7%,231,20187835.14,18572822.08,0.00,22247488.24
Intact Shield Emitter,520898.47,-42.9%,122,388841.54,997264.80,105500.00,357968.95
Interface Circuit,230610.18,+20.0%,1179,217853.17,265364.10,172002.02,219748.80
Logic Circuit,291291.33,-17.2%,1470,318343.12,240827.22,230766.67,296078.46
Lorentz Fluid,6719.43,-13.2%,175,6613.66,7851.09,0.00,6500.15
Micro Circuit,19579.63,-9.0%,1334,6285.75,23639.61,15269.02,12000.99
Nanite Compound,132196.05,+63.0%,174,140541.29,39639.81,0.00,119805.07
Power Circuit,3218108.20,+8.5%,994,3237868.78,3042270.20,3562575.19,3575891.75
Power Conduit,19761.83,+37.8%,94,23750.17,11060.00,0.00,15861.11
Single-crystal Superalloy I-beam,6982377.94,-0.4%,305,7118185.45,6650491.01,3671336.34,7537525.04
Telemetry Processor,5104.64,+78.1%,101,7761.37,2206.74,22002.00,23682.20
Trigger Unit,24732.86,-1.3%,258,24931.33,25005.85,9334.08,39576.41
,,,,,,,
Booster Gases,,,,,,,
Amber Mykoserocin,3499.99,+40.1%,5400,0.00,0.00,0.00,3499.99
