Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.50,-1.5%,26899671802,2.53,2.40,2.59,2.70
Pyerite,5.31,-0.2%,6196400804,5.42,5.00,5.41,5.82
Mexallon,26.86,+0.6%,1816797867,27.09,25.94,26.41,28.64
Isogen,51.58,-5.2%,401658284,52.42,48.06,50.51,53.47
Nocxium,125.31,-18.4%,128171569,122.32,130.48,148.83,117.96
Zydrine,1390.53,-4.9%,23303131,1380.21,1376.86,1469.53,1347.20
Megacyte,2884.87,-2.6%,10435741,2873.97,2827.48,2964.05,2917.12
Morphite,5737.18,+2.8%,545905,5645.93,5936.46,5222.20,5571.00
,,,,,,,
Fuel,,,,,,,
Coolant,1175.86,-11.6%,8620842,1143.78,1776.75,1838.52,1226.59
Enriched Uranium,5521.92,+3.9%,1223990,5645.04,5422.59,5120.60,5300.13
Heavy Water,23.13,+1.5%,30061436,25.00,20.08,23.33,24.87
Helium Isotopes,348.53,+28.8%,12199856,335.94,392.74,393.76,316.31
Hydrogen Isotopes,332.24,+8.5%,138276852,340.86,322.12,340.81,360.08
Nitrogen Isotopes,372.54,-1.7%,17161459,365.56,380.39,474.60,317.00
Oxygen Isotopes,349.28,+4.4%,22383915,347.95,360.85,515.60,344.78
Liquid Ozone,341.73,-13.7%,21842822,308.28,357.37,388.07,276.62
Mechanical Parts,616.81,-2.1%,3854076,624.44,609.51,605.61,644.13
Oxygen,108.23,+0.9%,16990150,109.25,98.19,129.50,113.89
Robotics,7041.94,+12.2%,585843,7192.97,6815.32,7200.00,6955.19
Strontium Clathrates,753.77,-7.8%,1615153,739.19,770.93,1337.11,629.37
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,128140.97,-7.9%,115374,127091.39,132803.06,127368.20,131822.15
Armor Plates,226749.77,+0.9%,109664,228890.27,212308.52,226883.87,228009.45
Broken Drone Transceiver,45.38,+10.2%,53924,42.45,45.01,100.00,159.57
Burned Logic Circuit,29742.17,+1.2%,377613,29809.49,28138.22,31190.72,30245.19
Charred Micro Circuit,91.08,+5.0%,422721,94.15,59.48,96.88,133.12
Conductive Polymer,47.89,-6.0%,30868,30.18,100.63,100.00,234.64
Contaminated Lorentz Fluid,231.33,-90.1%,99229,247.51,110.75,123.25,223.88
Contaminated Nanite Compound,2165.03,+2.1%,103760,2176.89,2192.45,2001.50,2573.71
Damaged Artificial Neural Network,345.85,+9.9%,96328,348.76,258.10,634.55,420.40
Defective Current Pump,183.10,+4.3%,33168,191.03,157.01,113.69,342.55
Fried Interface Circuit,5456.83,-24.8%,537555,5569.80,4371.82,5853.32,5128.35
Malfunctioning Shield Emitter,326.38,-8.4%,101891,359.71,86.13,300.09,341.17
Melted Capacitor Console,81934.14,+3.7%,37655,82452.15,67392.56,89541.63,76960.23
Scorched Telemetry Processor,182.38,-21.6%,48921,188.93,159.76,102.44,228.29
Smashed Trigger Unit,48.63,+13.2%,294001,46.89,36.97,100.00,160.43
Tangled Power Conduit,340.18,-12.1%,52267,342.10,847.35,100.00,270.28
