Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.49,-3.4%,24918923814,2.52,2.43,2.47,2.47
Pyerite,5.17,-4.3%,7108380524,5.22,5.05,4.80,5.44
Mexallon,23.45,-2.4%,1974172700,23.95,22.06,22.01,25.15
Isogen,48.65,-3.1%,301208379,49.17,47.57,48.65,48.61
Nocxium,131.36,-7.8%,143534253,130.66,132.66,138.08,122.58
Zydrine,1218.37,-0.7%,23638058,1205.29,1240.83,1333.55,1164.20
Megacyte,2608.84,-1.3%,11330184,2600.15,2651.81,2928.61,2555.97
Morphite,4765.14,-4.3%,1032355,4803.70,4668.22,5677.32,4832.59
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,122298.62,-0.5%,123323,122918.10,120342.93,121549.72,130090.10
Armor Plates,233967.17,+1.8%,112876,235000.38,230864.90,221826.64,230733.96
Broken Drone Transceiver,102.54,-0.2%,63445,64.44,186.50,100.00,249.90
Burned Logic Circuit,31326.72,-0.3%,430061,31778.62,29471.51,29238.11,32416.25
Charred Micro Circuit,122.47,+12.2%,401116,112.31,163.33,100.00,287.53
Conductive Polymer,104.98,-34.2%,41608,50.13,196.36,100.00,266.04
Contaminated Lorentz Fluid,162.53,+0.1%,60699,158.91,187.35,100.00,264.02
Contaminated Nanite Compound,3033.58,+2.3%,98460,3137.29,2561.27,1865.65,3448.56
Damaged Artificial Neural Network,312.91,+4.8%,47949,338.72,263.47,500.00,386.94
Defective Current Pump,207.53,-6.5%,33801,210.72,190.11,100.00,332.46
Fried Interface Circuit,4828.67,+2.1%,384694,4856.98,4752.20,4234.88,4943.72
Malfunctioning Shield Emitter,311.14,-4.2%,79547,321.13,286.05,301.31,264.76
Melted Capacitor Console,87478.87,+2.9%,29348,87428.94,102259.44,88303.61,84771.24
Scorched Telemetry Processor,157.31,+1.6%,34584,148.25,194.15,100.00,284.54
Smashed Trigger Unit,120.71,-0.5%,211943,99.06,189.36,100.01,237.69
Tangled Power Conduit,315.70,+6.6%,29503,325.62,276.74,417.06,245.35
Thruster Console,120.07,+14.7%,88097,101.32,195.35,100.00,367.15
Tripped Power Circuit,47924.51,-8.0%,446932,48799.96,44033.75,44866.41,49815.50
Ward Console,25760.50,+13.5%,51342,26154.06,23899.54,24075.94,22916.54
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,5091.73,+2.1%,259,5407.42,426.29,2041.07,8703.65
Capacitor Console,18994597.93,-2.4%,94,18999913.40,15335300.20,9071433.65,18835034.52
Conductive Thermoplastic,11319.31,+6.0%,79,12002.96,16030.90,3001.08,14500.92
Current Pump,15302.05,+82.9%,66,16515.12,19855.39,3858.27,43031.25
Drone Transceiver,3658.19,+28.6%,128,3780.14,2357.21,2149.22,6655.70
Enhanced Ward Console,17864301.64,-0.6%,172,17818842.20,18519467.77,8878462.50,17325887.62
Impetus Console,9769.56,+9.2%,174,10364.77,5109.84,5008.95,36802.27
Intact Armor Plates,21210949.01,+1.8%,190,21364006.45,19153032.11,18043535.46,22627870.91
Intact Shield Emitter,797068.00,-8.5%,97,861953.52,622968.42,106976.67,681721.96
Interface Circuit,87204.02,+15.7%,1092,73880.69,145657.71,178175.60,82358.24
Logic Circuit,140253.79,-0.1%,589,147446.50,115356.20,98382.68,145335.44
Lorentz Fluid,2910.58,+3.9%,408,2968.59,1.06,1503.07,13128.00
Micro Circuit,10957.79,+7.3%,802,11913.92,6701.90,40548.86,10276.60
Nanite Compound,87398.11,-33.0%,172,71552.32,108433.15,5369.37,87628.62
Power Circuit,1617644.52,-0.6%,1041,1606130.87,1668261.06,3326559.90,1683007.21
Power Conduit,14460.99,+38.3%,82,17965.65,36195.65,2007.12,11352.40
Single-crystal Superalloy I-beam,5782133.69,-9.5%,246,5814114.85,5184304.88,6660975.61,6275531.44
Telemetry Processor,115908.33,-78.4%,89,128425.05,67593.07,22003.70,36165.37
Trigger Unit,30963.86,-4.3%,291,30935.22,26363.81,70539.34,17826.85
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,324.86,-3.0%,14687800,322.12,362.44,352.06,310.21
Hydrogen Isotopes,330.88,-0.6%,133604581,335.42,326.17,325.92,356.30
Nitrogen Isotopes,361.26,-8.7%,17090754,343.86,394.49,430.11,313.34
Oxygen Isotopes,350.29,-0.1%,24795146,349.96,371.95,398.83,330.03
Heavy Water,21.92,+0.4%,33130856,22.06,22.46,21.28,22.90
Liquid Ozone,290.03,-7.1%,27691417,290.52,287.49,346.91,251.68
Strontium Clathrates,505.38,-3.0%,1962612,484.84,558.26,791.41,385.08
,,,,,,,
Starbase Fuel,,,,,,,
