Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Datacore - Graviton Physics,113431.23,+132.6%,1809,108465.45,126536.03,0.00,80162.20
Datacore - High Energy Physics,182786.50,-13.6%,3432,193541.17,177947.73,240000.00,194100.60
Datacore - Hydromagnetic Physics,634468.29,-2.0%,1306,658111.17,611656.96,670000.00,493116.56
Datacore - Laser Physics,144659.14,+32.2%,1421,140879.85,158751.40,0.00,115718.83
Datacore - Mechanical Engineering,330562.18,+9.5%,37350,334323.15,329999.06,318448.14,344475.27
Datacore - Minmatar Starship Engineering,330748.15,-8.3%,5926,360815.71,306442.60,285111.96,353891.52
Datacore - Molecular Engineering,349246.78,-12.1%,2658,377668.27,332027.34,389039.99,339297.56
Datacore - Nanite Engineering,237546.28,-2.8%,2465,238830.68,234106.18,0.00,193536.95
Datacore - Nuclear Physics,335313.47,+6.2%,4226,351738.63,312055.62,0.00,339592.61
Datacore - Plasma Physics,183863.68,-23.4%,1217,175597.88,186359.12,700000.00,165843.03
Datacore - Quantum Physics,368734.97,+6.1%,2311,379547.98,350832.02,354168.36,352254.45
Datacore - Rocket Science,284747.57,-4.8%,2216,297222.62,257753.89,369527.66,256026.36
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,8880777.37,-0.1%,131,8641392.07,9368595.68,9750166.66,11087962.08
Assembly Instructions,29813069.37,-15.7%,26,26501074.02,33125064.71,0.00,25565357.82
Calibration Data,4829447.13,-6.9%,333,4648625.14,5045330.90,4808333.33,0.00
Circuitry Schematics,4963595.23,+6.0%,141,5103269.50,4794138.81,3772500.00,4873472.44
Circular Logic,1483246.22,+42.4%,50,1520147.87,450000.00,0.00,1401749.63
Classic Doctrine,7601003.55,-13.0%,46,7601003.55,0.00,0.00,8159778.47
Collision Measurements,6093181.71,-6.2%,47,7022727.20,5123809.39,6000000.00,5486104.71
Engagement Plan,7789858.03,+5.7%,74,8131781.29,6359997.13,0.00,7389010.10
Formation Layout,4688204.43,+8.0%,91,4596616.95,5375250.00,10000000.00,5809513.92
Installation Guide,39860867.17,+10.0%,29,39899997.99,38999989.00,0.00,21100329.56
Interface Alignment Chart,2224450.00,+37.4%,35,2251792.86,2208500.00,0.00,4126862.94
Operation Handbook,6186585.05,+1.8%,566,6284776.84,6160998.47,5125253.06,0.00
Prototype Diagram,6963375.00,-7.3%,21,6521428.58,7307111.11,0.00,7428585.31
Sacred Manifesto,3626263.44,-1.5%,186,3627307.62,3596400.02,0.00,4833762.61
Stolen Formulas,0.00,+100.0%,22,0.00,0.00,0.00,0.00
Symbiotic Figures,5966735.03,-11.2%,24,1900205.08,8000000.00,0.00,4719088.34
Test Reports,9812502.25,+39.3%,17,10000004.50,9625000.00,0.00,10939481.96
Tuning Instructions,8092482.57,-8.3%,47,8271091.10,7531141.47,0.00,8033506.07
User Manual,2393749.99,-20.5%,38,2452499.79,2100001.00,0.00,3151368.33
War Strategon,15000000.12,+112.2%,14,15000000.12,0.00,0.00,23065018.02
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,120.44,+7.2%,11110642,119.78,125.56,0.00,108.54
Fermionic Condensates,22509.65,-10.7%,19712,22397.41,29321.53,20000.11,18122.95
Fernite Carbide,114.93,+2.6%,30887899,120.57,109.41,74.96,115.11
Ferrogel,13304.62,+5.0%,141862,13147.51,13629.67,0.00,12793.79
Fullerides,987.41,+7.9%,2950984,953.92,1154.88,516.21,943.72
Hypersynaptic Fibers,3987.12,-0.6%,417200,4082.96,3893.21,575.28,3866.73
Nanotransistors,2867.56,+4.7%,2429059,2829.33,3005.75,2396.83,2557.29
Phenolic Composites,640.18,+39.0%,632880,629.63,678.75,32.15,597.66
Sylramic Fibers,204.83,-1.0%,18915462,204.45,209.58,201.00,202.30
Titanium Carbide,125.23,-1.9%,11186847,123.72,127.12,48.37,116.51
Tungsten Carbide,114.39,+8.8%,3015742,109.28,174.78,30.01,110.07
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,562.58,+201.4%,1225,495.99,389.81,6259.38,784.00
Central System Controller,4723.86,-26.9%,144,5397.15,3001.10,3000.00,12803.60
Defensive Control Node,8360.04,-16.2%,155,8966.78,7546.03,3000.00,14202.78
Electromechanical Hull Sheeting,672.54,-4.2%,33309,743.09,516.96,100.00,1242.21
Emergent Combat Analyzer,667.28,-21.6%,643,811.21,368.04,50.00,1619.53
Emergent Combat Intelligence,3354.69,-18.0%,172,3087.62,4210.76,3000.00,14276.79
Fused Nanomechanical Engines,598.37,+112.8%,729,420.97,728.84,6013.00,1976.18
Heuristic Selfassemblers,1277.73,-9.4%,806,1450.91,388.06,5000.00,3200.29
Jump Drive Control Nexus,5417.76,-13.0%,179,6721.32,2501.10,1500.00,14656.86
Melted Nanoribbons,4826210.07,-2.7%,3185,4873006.77,4831189.29,1400002.25,5158761.24
Modified Fluid Router,21259.19,-0.1%,23838,21844.13,20087.71,975.12,26644.19
Neurovisual Input Matrix,700.25,+2.8%,6433,705.36,692.76,500.00,829.65
Powdered C-540 Graphite,951.24,-12.9%,13534,1001.50,876.46,122.68,1314.50
Resonance Calibration Matrix,1169.29,+126.2%,633,679.45,916.66,11545.45,4289.43
Thermoelectric Catalysts,5016.96,-18.6%,155,5394.88,4201.10,1500.00,23159.62
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,13770928.38,+16.2%,10,0.00,0.00,0.00,13770928.38
Intact Electromechanical Component,0.00,+100.0%,11,0.00,0.00,0.00,0.00
Intact Hull Section,66500000.00,-11.7%,4,66500000.00,0.00,0.00,79984150.80
Intact Power Cores,0.00,+100.0%,4,0.00,0.00,0.00,0.00
Intact Thruster Sections,12249180.06,-38.7%,17,0.00,0.00,0.00,12249180.06
Intact Weapon Subroutines,42000005.43,-87.5%,8,0.00,0.00,0.00,42000005.43
Malfunctioning Armor Nanobot,7250000.00,+0.0%,4,5000000.00,8000000.00,0.00,7783401.59
Malfunctioning Electromechanical Component,4000000.00,-39.9%,16,4000000.00,0.00,0.00,2682370.69
Malfunctioning Hull Section,31500000.00,+0.0%,5,21000000.00,35000000.00,0.00,33346834.14
Malfunctioning Power Cores,8000000.00,+19.6%,27,0.00,8000000.00,0.00,11901218.82
Malfunctioning Thruster Sections,3875833.33,+0.0%,8,3627500.00,4000000.00,0.00,0.00
Malfunctioning Weapon Subroutines,15000000.00,-5.3%,19,0.00,15000000.00,0.00,14459871.43
Wrecked Armor Nanobot,103582.62,+34.4%,31,71469.23,10000.00,1000000.00,39337.86
Wrecked Electromechanical Component,1220.00,+82091.1%,67,1220.00,0.00,0.00,36646.44
Wrecked Hull Section,13430500.00,+27.9%,17,10000000.00,16861000.00,0.00,5000193.50
Wrecked Power Cores,1240.62,+20086.8%,23,1566.51,100.01,0.00,22504.28
Wrecked Thruster Sections,1012.00,+49337.1%,67,1012.00,0.00,0.00,15260.53
Wrecked Weapon Subroutines,113638.27,+1429.7%,21,115002.00,100001.00,0.00,411863.75
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,5412.14,+62.8%,494,6214.52,2237.50,0.00,7589.98
Datacore - Electronic Subsystems Engineering,4203.29,+56.2%,421,5393.71,2251.00,0.00,5426.43
Datacore - Engineering Subsystems Engineering,2998.49,+14.6%,393,3340.09,2239.12,10.00,6567.64
Datacore - Offensive Subsystems Engineering,4144.94,+870.1%,472,4576.79,2340.00,0.00,7209.92
Datacore - Propulsion Subsystems Engineering,4121.54,+2122.9%,469,4430.44,2331.00,0.00,6576.15
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,186579.30,+91.0%,202,162661.28,327809.53,0.00,0.00
Amarr Hybrid Tech Decryptor,109840.50,+619.3%,65,76969.22,296111.11,0.00,93757.37
Caldari Hybrid Tech Decryptor,1764804.60,+27.2%,110,1701135.24,2433332.83,0.00,2856422.95
Gallente Hybrid Tech Decryptor,73608.47,+58.6%,50,60454.24,154551.11,10.00,0.00
Minmatar Hybrid Tech Decryptor,140407.15,+142.5%,81,67540.00,749999.75,600006.00,99171.80
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,6097.57,-32.8%,22971,6873.26,4000.00,0.00,5760.63
Fullerite-C32,10053.90,-11.4%,26044,10174.69,9156.21,0.00,0.00
Fullerite-C50,3076.09,-25.7%,34077,3237.92,2700.21,0.00,4659.90
Fullerite-C60,469.50,-40.4%,44480,447.51,529.89,0.00,638.30
Fullerite-C70,407.39,-12.9%,49212,387.55,469.94,0.00,689.92
Fullerite-C72,2619.43,-43.2%,31454,3048.20,1287.92,0.00,4330.29
Fullerite-C84,741.22,-55.5%,71423,683.73,1087.71,0.00,0.00
Fullerite-C320,50988.88,+25.9%,18911,64000.00,47500.18,0.00,58374.89
Fullerite-C540,35748.04,-0.7%,4866,55000.00,20000.01,0.00,52961.56
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,3741965.92,-15.4%,174,0.00,0.00,0.00,3741965.92
Carbon-86 Epoxy Resin,1348000.00,+73.7%,174,1348000.00,0.00,0.00,1187502.06
Fullerene Intercalated Graphite,1795.00,+1.7%,7177,1795.00,0.00,0.00,3887.61
Fulleroferrocene,1381.26,-0.9%,5040,0.00,0.00,0.00,1381.26
Graphene Nanoribbons,65002.18,-0.1%,13372,0.00,0.00,0.00,65002.18
Lanthanum Metallofullerene,6724.15,+22.4%,1480,0.00,0.00,0.00,6724.15
Methanofullerene,9001.68,-87.4%,9800,0.00,0.00,0.00,9001.68
PPD Fullerene Fibers,8337.48,+13.8%,45981,0.00,0.00,0.00,8337.48
Scandium Metallofullerene,62980.00,-10.9%,1992,62980.00,0.00,0.00,48613.32
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,120.00,-40.7%,908875,120.00,0.00,0.00,223.23
Cadmium,1387.30,+20.4%,219545,1648.58,851.34,0.00,1727.12
Caesium,1266.32,-17.6%,129393,0.00,0.00,0.00,1266.32
Chromium,1606.72,-0.1%,264847,1980.00,1599.99,0.00,1836.76
Cobalt,478.17,-39.5%,202243,478.17,0.00,0.00,347.77
Dysprosium,21710.37,+817.3%,103223,0.00,0.00,0.00,21710.37
Evaporite Deposits,522.09,+14.9%,666347,569.20,423.22,0.00,492.34
Hafnium,587.58,+1.6%,333420,651.66,549.37,0.00,918.01
Hydrocarbons,182.33,+11.8%,1021381,182.33,0.00,0.00,198.39
Mercury,1868.61,-5.9%,500781,1898.00,1800.00,0.00,2151.02
Neodymium,14999.00,-4.3%,21810,14999.00,14999.98,0.00,14937.73
Platinum,2638.13,-1.8%,626646,2666.39,2500.00,0.00,2898.89
Promethium,17067.73,-27.5%,5209,0.00,0.00,0.00,17067.73
Scandium,625.86,-3.2%,1356300,630.28,0.00,500.00,701.33
Silicates,477.71,-18.5%,420710,561.73,123.60,0.00,703.88
Technetium,30451.25,-77.1%,146487,0.00,0.00,0.00,30451.25
Thulium,1154.70,-73.6%,266899,0.00,0.00,0.00,1154.70
Titanium,1900.41,+0.0%,285114,2100.00,1749.00,1550.00,1915.84
Tungsten,472.99,+39.1%,537657,0.00,0.00,0.00,472.99
Vanadium,1573.81,-32.3%,268923,1573.81,0.00,0.00,1352.13
,,,,,,,
Processed Materials,,,,,,,
Sulfuric Acid,1369.77,-6.0%,338113,1130.86,1520.77,50.03,1939.21
Silicon Diborite,70.43,+994.2%,468205,70.43,0.00,0.00,1269.33
Ceramic Powder,1252.48,-16.6%,554088,1253.72,1251.14,0.00,1420.66
Carbon Polymers,932.75,-36.0%,754957,1899.99,2.50,0.00,1079.11
Crystallite Alloy,1735.75,+34.0%,352779,0.00,0.00,0.00,1735.75
Fernite Alloy,2114.83,-3.2%,415389,2114.83,0.00,0.00,2261.62
Titanium Chromide,3707.06,-36.9%,189229,0.00,0.00,0.00,3707.06
Rolled Tungsten Alloy,1829.09,-92.4%,330372,0.00,0.00,0.00,1829.09
Hexite,2834.61,+10.5%,319976,2700.00,3000.00,0.00,3221.40
Caesarium Cadmide,2101.68,+71.6%,143487,0.00,0.00,0.00,2101.68
Solerium,5502.57,-94.9%,150066,0.00,0.00,0.00,5502.57
Platinum Technite,7000.06,-78.2%,84352,0.00,7000.06,0.00,18279.98
Vanadium Hafnite,1972.56,-37.8%,570695,0.00,0.00,0.00,1972.56
Prometium,10455.00,+36.4%,4746,0.00,0.00,0.00,10455.00
Hyperflurite,11258.55,+90.5%,59283,0.00,0.00,0.00,11258.55
Ferrofluid,12000.00,-33.1%,16573,12000.00,0.00,0.00,14604.26
Dysporite,14080.92,-42.3%,19930,0.00,0.00,0.00,14080.92
Neo Mercurite,2000.00,+353.9%,116175,0.00,2000.00,0.00,11353.28
Fluxed Condensates,7069.52,-66.3%,46638,0.00,0.00,0.00,7069.52
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,7958.98,-40.5%,778,8305.88,5553.01,0.00,10328.80
Capacitor Console,11599274.52,+6.7%,97,12485335.54,10863710.67,12000000.00,12791402.35
Conductive Thermoplastic,11231.04,-18.6%,62,12002.12,11000.00,4001.07,11607.08
Current Pump,13658.76,-19.5%,140,14001.01,18004.47,4001.07,0.00
Drone Transceiver,3881.13,-9.7%,333,3153.07,5951.47,4001.07,11111.00
Enhanced Ward Console,14853344.58,-6.4%,233,15191190.00,14353333.36,0.00,14149945.00
Impetus Console,7554.12,+46.5%,147,5725.75,22043.48,5004.10,13424.62
Intact Armor Plates,19896998.16,+5.3%,205,20488643.13,18573258.62,17857214.26,20127080.52
Intact Shield Emitter,424816.64,-7.7%,159,398000.99,589062.49,0.00,527920.42
Interface Circuit,108265.31,-9.2%,906,103140.92,123175.30,202286.55,128874.38
Logic Circuit,312563.69,-11.3%,986,306100.26,323146.21,278375.00,271927.30
Lorentz Fluid,1322.52,+16.2%,317,1109.60,2000.00,0.00,6516.15
Micro Circuit,10485.56,-10.9%,1888,9052.44,11115.07,15343.83,3894.32
Nanite Compound,119196.15,-26.9%,225,115854.53,45004.04,195652.26,118531.48
Power Circuit,3240897.17,+2.3%,1451,3239864.52,3241912.60,3259259.26,3036527.47
Power Conduit,4854.12,-29.3%,161,4819.75,5000.00,2007.01,5282.65
Single-crystal Superalloy I-beam,7037145.79,+0.8%,344,7150753.47,6389000.49,7271428.58,7774674.59
Telemetry Processor,15872.36,-8.4%,149,17092.85,2324.97,0.00,22978.93
Trigger Unit,31684.23,-76.0%,1312,34429.30,21369.38,2058.88,15740.79
,,,,,,,
Booster Gases,,,,,,,
Amber Mykoserocin,4079.14,+20.2%,5400,0.00,0.00,0.00,4079.14
Azure Mykoserocin,0.00,+100.0%,18937,0.00,0.00,0.00,0.00
Celadon Mykoserocin,5003.07,-64.5%,4580,0.00,0.00,0.00,5003.07
Golden Mykoserocin,0.00,+100.0%,4237,0.00,0.00,0.00,0.00
Lime Mykoserocin,2250.00,+46.2%,3369,2250.00,0.00,0.00,0.00
Malachite Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Vermillion Mykoserocin,2682.16,-30.8%,17626,2699.80,178.42,0.00,0.00
Viridian Mykoserocin,0.00,+100.0%,1316,0.00,0.00,0.00,0.00
Amber Cytoserocin,71128.02,+9.3%,3452,0.00,0.00,0.00,71128.02
Azure Cytoserocin,50000.00,-26.4%,5621,0.00,50000.00,0.00,0.00
Celadon Cytoserocin,91938.03,-19.8%,8667,0.00,0.00,0.00,91938.03
Golden Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Lime Cytoserocin,60000.00,-59.0%,9335,0.00,0.00,0.00,60000.00
Malachite Cytoserocin,50731.73,+97.1%,918,0.00,0.00,0.00,50731.73
Vermillion Cytoserocin,47501.00,-38.4%,7077,0.00,0.00,0.00,47501.00
Viridian Cytoserocin,0.00,+100.0%,5696,0.00,0.00,0.00,0.00
