Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.40,-0.3%,25540146617,2.43,2.32,2.52,2.49
Pyerite,4.54,-0.9%,6801777926,4.59,4.43,4.62,4.66
Mexallon,29.63,-1.8%,2151962379,30.14,28.84,27.29,33.99
Isogen,54.94,+0.5%,321771699,56.74,51.16,52.70,58.27
Nocxium,136.03,+11.7%,85986495,135.39,139.01,132.34,138.46
Zydrine,1059.44,+3.8%,19295938,1057.98,1063.83,1110.27,1054.55
Megacyte,2331.37,+2.8%,9497698,2371.89,2196.05,2095.30,2386.53
Morphite,3924.67,-3.2%,738366,3851.48,4428.34,4026.13,4051.90
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,120031.08,-0.0%,122777,120803.36,119626.52,117252.72,129180.12
Armor Plates,229938.35,-3.9%,101053,230965.51,226947.31,207889.76,234280.01
Broken Drone Transceiver,93.64,+10.1%,76470,102.47,22.42,104.42,219.37
Burned Logic Circuit,30455.46,+3.8%,419384,30816.82,30346.77,23816.31,31800.06
Charred Micro Circuit,149.64,-33.2%,399885,156.10,133.88,100.97,361.33
Conductive Polymer,149.12,+0.6%,53418,150.13,147.86,104.42,189.60
Contaminated Lorentz Fluid,199.83,+7.6%,67792,215.00,109.25,105.00,202.25
Contaminated Nanite Compound,2871.80,+4.5%,119662,3000.53,2215.63,475.69,3080.94
Damaged Artificial Neural Network,236.29,+73.4%,54892,173.50,647.06,17.32,311.85
Defective Current Pump,163.80,-3.1%,32592,165.89,203.25,112.62,233.79
Fried Interface Circuit,4317.05,+2.6%,419349,4323.28,4313.75,3765.25,4526.44
Malfunctioning Shield Emitter,178.74,-37.2%,90247,191.47,89.15,100.57,368.47
Melted Capacitor Console,99126.72,+7.9%,28283,100099.04,93308.80,83880.57,98595.34
Scorched Telemetry Processor,108.46,+4.0%,41423,112.65,40.80,100.00,234.46
Smashed Trigger Unit,84.53,+18.4%,209644,92.72,42.59,30.36,230.79
Tangled Power Conduit,278.09,+5.4%,35034,291.53,195.18,100.00,303.26
Thruster Console,132.82,-2.1%,116034,129.02,129.71,100.00,274.30
Tripped Power Circuit,59908.08,+8.8%,445673,61501.24,56132.32,45991.02,63453.14
Ward Console,26925.11,-1.2%,56869,26596.81,30999.00,27637.68,25283.37
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,4288.27,+31.3%,250,5821.68,1185.40,1555.42,6142.98
Capacitor Console,19230205.42,-2.9%,55,19261299.97,15823376.36,12241179.40,20990597.58
Conductive Thermoplastic,10739.58,+11.9%,45,11435.27,5556.81,3001.08,16397.34
Current Pump,22511.82,-32.6%,46,15054.91,6954.72,3201.63,37381.93
Drone Transceiver,3310.02,+12.1%,75,3709.01,26128.37,2001.09,3634.11
Enhanced Ward Console,15199239.48,-5.3%,69,15378536.50,15029824.73,12222422.68,15674533.26
Impetus Console,10554.52,+4.2%,222,10786.24,19854.13,7911.59,11967.48
Intact Armor Plates,21731548.68,-4.6%,227,21522221.85,22302514.17,18453043.01,24292751.70
Intact Shield Emitter,638859.50,-4.5%,131,632627.13,411153.87,207588.55,733004.07
Interface Circuit,77018.01,-15.1%,1188,67470.20,86403.97,53822.20,62235.80
Logic Circuit,149824.11,+5.5%,660,155818.43,119489.29,111863.50,138948.58
Lorentz Fluid,3154.08,-4.1%,120,3024.38,3332.80,4206.64,2597.57
Micro Circuit,5423.37,-44.6%,661,3042.70,12523.06,5446.39,6174.44
Nanite Compound,45836.52,-21.5%,149,36419.70,59879.28,19751.32,49123.09
Power Circuit,1167526.21,-3.6%,865,1185982.41,1145278.52,1016396.99,1312513.81
Power Conduit,22890.83,-93.9%,111,1401.21,30458.09,23908.76,31493.03
Single-crystal Superalloy I-beam,5973048.30,-5.5%,279,6012666.34,5820680.64,4479579.04,5680796.91
Telemetry Processor,99448.72,-5.6%,78,84661.08,111079.86,22004.07,119363.72
Trigger Unit,47149.90,+4.9%,374,50282.68,2556.49,4050.01,31937.57
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,331.73,-69.9%,13676511,355.22,249.15,372.98,325.77
Hydrogen Isotopes,329.32,-2.4%,77416561,337.02,321.34,339.56,357.08
Nitrogen Isotopes,343.09,+3.4%,15822336,326.87,363.64,377.49,312.97
Oxygen Isotopes,386.04,+9.5%,32621031,405.87,356.52,377.04,385.12
Heavy Water,21.48,+11.8%,28267743,20.89,22.71,24.39,22.74
Liquid Ozone,264.55,+11.9%,18328861,256.12,280.13,339.32,236.24
Strontium Clathrates,504.68,-1.1%,3267858,493.56,503.84,575.45,320.12
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,7630.25,+8.8%,945322,7479.45,6417.01,4190.62,7570.17
Enriched Uranium,10050.05,-20.7%,745262,10283.22,9325.89,12635.77,9650.69
Mechanical Parts,4328.41,+4.0%,553929,4530.20,4119.77,6958.20,4296.50
Oxygen,193.25,+0.9%,3016689,193.40,204.33,189.35,228.45
Robotics,24698.79,-3.6%,124929,24275.11,25015.28,22978.87,22678.82
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,149546.08,+33.7%,0,165234.92,188813.89,203073.44,149546.08
Datacore - Caldari Starship Engineering,104785.01,+52.7%,0,127245.83,145453.18,241447.83,104785.01
Datacore - Electromagnetic Physics,62002.80,-3.2%,0,94157.58,71670.60,197289.16,62002.80
Datacore - Electronic Engineering,221301.73,+11.0%,0,235945.99,243002.46,252456.29,221301.73
Datacore - Gallentean Starship Engineering,127155.28,-14.4%,0,149467.35,137595.31,153537.92,127155.28
Datacore - Graviton Physics,92007.55,+32.6%,0,392409.33,120824.07,211780.59,92007.55
Datacore - High Energy Physics,155060.60,-37.4%,0,155038.45,95324.53,186459.73,155060.60
Datacore - Hydromagnetic Physics,237738.30,+17.4%,582,225155.84,237738.30,276371.67,179634.73
Datacore - Laser Physics,92260.64,+73.4%,0,155615.50,139841.93,238436.48,92260.64
Datacore - Mechanical Engineering,308688.71,-1.9%,26741,326778.44,292378.10,380124.74,331026.61
Datacore - Minmatar Starship Engineering,350628.26,+10.9%,5252,387425.60,358624.89,379995.46,363405.64
Datacore - Molecular Engineering,179551.45,+37.2%,0,225917.42,203099.63,403412.32,179551.45
Datacore - Nanite Engineering,144460.72,+28.8%,0,185960.71,228413.84,231145.30,144460.72
Datacore - Nuclear Physics,238558.59,+9.0%,2135,269946.53,238558.59,303553.77,309827.92
Datacore - Plasma Physics,145208.06,+37.7%,0,130609.13,208084.16,617241.38,145208.06
Datacore - Quantum Physics,301480.82,+12.4%,0,340213.87,396181.23,299032.38,301480.82
Datacore - Rocket Science,125925.14,+46.4%,0,159355.27,165054.49,191288.15,125925.14
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,10368004.41,-1.6%,126,9914231.83,10795071.60,8103127.37,11012136.68
Assembly Instructions,34583388.05,-7.5%,18,35184262.47,30363817.91,21187499.75,32825922.97
Calibration Data,3469941.80,-11.1%,312,3538804.41,3340938.35,4412979.17,4500876.69
Circuitry Schematics,4980401.21,-3.5%,101,5246379.26,4806177.71,4453345.83,6362299.48
Circular Logic,822858.23,-27.1%,69,822858.23,1878642.84,3075000.00,991836.74
Classic Doctrine,6863982.56,-1.6%,18,6902040.36,7226299.90,7500000.00,9411222.98
Collision Measurements,4869010.04,+6.3%,26,5609141.66,5401750.01,5340000.00,4445777.66
Engagement Plan,6016902.45,-8.6%,30,6375644.76,6107500.05,10416666.67,6791403.78
Formation Layout,5280879.86,-18.9%,65,5428087.77,4822847.06,3608750.00,7034054.75
Installation Guide,15313947.86,+76.3%,0,32220000.06,29506898.20,47500000.00,15313947.86
Interface Alignment Chart,3626889.78,+10.3%,0,4210276.69,4569076.93,8149999.50,3626889.78
Operation Handbook,7352780.99,-2.4%,590,7420955.01,7253601.39,6615145.52,8980431.63
Prototype Diagram,4878375.03,-18.0%,16,5725221.22,6084285.79,12000000.00,4528138.16
Sacred Manifesto,3622588.45,-3.2%,85,3666791.73,4888631.48,3627272.73,4357639.11
Stolen Formulas,34640002.39,+29.9%,15,36147370.82,43285714.29,24800000.00,33032719.88
Symbiotic Figures,7288999.79,-4.0%,29,7152375.02,5252251.00,5985785.71,5351335.95
Test Reports,10391222.16,-4.3%,9,12589556.23,9244999.97,10625000.00,9737004.87
Tuning Instructions,5851120.21,-11.0%,25,6373435.10,4900117.65,8050052.63,5196670.21
User Manual,2743004.97,+9.4%,40,3406256.40,2637782.31,5142928.57,2183560.84
War Strategon,21013074.51,-23.9%,0,22739285.71,41571000.00,38499999.99,21013074.51
