Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.14,-0.5%,27268684476,2.17,2.08,2.15,2.26
Pyerite,3.48,+0.5%,7107421214,3.55,3.36,3.51,3.65
Mexallon,29.17,-1.9%,2015142015,29.09,29.50,29.39,31.51
Isogen,60.23,-0.3%,275742472,60.50,59.53,59.58,61.88
Nocxium,234.35,-5.7%,71170081,228.42,216.71,319.00,229.39
Zydrine,996.24,-1.0%,17591038,991.43,1009.64,1077.54,962.43
Megacyte,2333.31,-3.0%,8223441,2355.16,2281.17,2301.67,2296.34
Morphite,4058.05,-3.6%,905491,4040.37,4073.34,4418.04,3972.17
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,106582.61,+1.5%,129567,108002.96,101122.15,105747.59,115748.40
Armor Plates,266343.89,+1.4%,116429,270027.31,256661.74,231410.67,269831.24
Broken Drone Transceiver,63.15,+17.4%,60142,61.39,79.72,2.64,150.33
Burned Logic Circuit,28624.49,+1.4%,411605,28982.87,28367.51,26009.05,30084.93
Charred Micro Circuit,132.31,+14.6%,394319,142.70,109.07,85.54,338.66
Conductive Polymer,62.31,+28.4%,32198,70.66,33.88,1.00,192.63
Contaminated Lorentz Fluid,124.92,-19.9%,61753,130.55,90.21,15.33,371.97
Contaminated Nanite Compound,2287.31,+13.7%,101582,2428.89,1852.53,1264.46,2582.01
Damaged Artificial Neural Network,152.13,+1.5%,36384,154.25,128.47,52.60,272.57
Defective Current Pump,133.80,+18.6%,30087,158.63,13.00,10.50,230.05
Fried Interface Circuit,3861.02,+3.9%,388725,4010.01,3681.81,2194.44,3809.50
Malfunctioning Shield Emitter,187.02,+11.5%,72879,206.60,128.72,100.36,356.26
Melted Capacitor Console,115299.37,-12.7%,30657,115768.92,115635.30,125605.16,115556.89
Scorched Telemetry Processor,91.35,+5.4%,34085,100.38,51.93,10.13,232.80
Smashed Trigger Unit,69.50,+29.5%,194675,81.30,41.24,11.23,178.87
Tangled Power Conduit,149.62,-16.5%,40428,184.03,66.99,108.94,290.99
Thruster Console,84.49,+18.4%,90331,87.74,70.31,19.06,269.77
Tripped Power Circuit,85792.87,+0.6%,398167,86194.46,85062.00,80307.10,87507.08
Ward Console,33179.84,-6.4%,67083,33191.78,33529.34,24282.01,29406.76
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,15887.58,-87.7%,1342,3888.36,33168.79,3388.78,4187.47
Capacitor Console,19037599.96,-4.1%,63,20616123.58,18907935.18,17347769.25,18523348.57
Conductive Thermoplastic,125996.25,-88.1%,107,19440.98,148561.83,14286.54,15191.45
Current Pump,42136.62,-92.2%,175,35019.31,3275.77,3446.12,36036.28
Drone Transceiver,14875.53,-75.9%,716,10304.76,2723.33,2001.21,3023.04
