Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.50,+2.9%,30822066432,2.55,2.40,2.58,2.68
Pyerite,5.30,-0.7%,6515858196,5.44,5.00,5.28,5.79
Mexallon,26.80,+0.0%,1941113200,27.13,25.94,26.40,28.31
Isogen,51.49,-2.5%,376212714,52.80,48.06,50.39,52.87
Nocxium,133.09,-2.1%,110511890,132.49,130.48,153.08,122.65
Zydrine,1395.55,+5.0%,20846436,1394.95,1376.86,1455.09,1351.10
Megacyte,2862.00,+1.8%,10813091,2859.29,2827.48,2982.83,2885.75
Morphite,5716.06,-2.3%,662146,5676.70,5936.46,5222.20,5689.76
,,,,,,,
Fuel,,,,,,,
Coolant,1195.02,-3.8%,5521198,1136.38,1834.26,1838.52,1231.79
Enriched Uranium,5413.58,+6.0%,1790747,5553.10,5320.35,5120.60,5300.13
Heavy Water,22.29,-14.8%,29682274,24.74,20.27,23.33,24.93
Helium Isotopes,350.72,-3.5%,10997253,342.25,392.51,393.76,320.19
Hydrogen Isotopes,330.22,+4.2%,142286541,335.52,321.82,340.81,352.54
Nitrogen Isotopes,360.23,+6.4%,21490823,348.84,397.71,474.60,317.56
Oxygen Isotopes,363.40,+1.3%,26392260,365.01,364.21,515.60,346.03
Liquid Ozone,346.97,+32.6%,24121110,314.09,360.27,388.07,281.63
Mechanical Parts,618.91,-2.4%,4300734,625.31,608.85,605.61,649.17
Oxygen,106.37,+2.5%,19760230,109.25,98.19,129.50,118.96
Robotics,6914.14,+1.2%,725838,6992.60,6822.70,7200.00,6962.73
Strontium Clathrates,777.69,-19.4%,2002596,749.32,806.90,1337.11,667.45
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,128549.56,+1.9%,100171,128537.93,133597.76,127368.20,135586.61
Armor Plates,225965.81,+4.0%,93019,228686.69,212067.66,226883.87,227849.93
Broken Drone Transceiver,43.84,+128.1%,50819,34.10,47.44,100.00,118.13
Burned Logic Circuit,29513.28,+15.2%,304274,29411.55,28249.64,31190.72,30641.74
Charred Micro Circuit,88.63,+12.8%,379604,89.10,58.82,96.88,132.96
Conductive Polymer,47.63,+110.0%,26369,31.85,100.70,100.00,203.13
Contaminated Lorentz Fluid,215.24,-53.5%,98292,221.45,100.62,123.25,167.58
Contaminated Nanite Compound,1974.60,+1.4%,73727,2199.86,2194.99,2001.50,2597.78
Damaged Artificial Neural Network,509.23,-1.8%,21180,368.23,258.97,634.55,385.12
Defective Current Pump,180.81,-44.7%,28841,191.17,156.03,113.69,276.44
Fried Interface Circuit,5355.88,+19.5%,459992,5419.30,4359.44,5853.32,5088.89
Malfunctioning Shield Emitter,292.69,+2.5%,74639,316.46,88.60,300.09,327.06
Melted Capacitor Console,81872.78,+16.0%,31466,82996.19,66144.48,89541.63,76472.05
Scorched Telemetry Processor,149.41,-33.1%,39588,175.37,115.43,102.44,214.07
Smashed Trigger Unit,51.59,+93.8%,194434,52.58,50.81,100.00,168.19
Tangled Power Conduit,604.78,-83.5%,62913,300.80,777.59,100.00,255.59
Thruster Console,72.28,+38.4%,75149,58.76,135.39,100.00,162.41
