Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.74,-1.2%,30634066813,2.79,2.64,2.52,2.93
Pyerite,6.92,-1.3%,8030562415,7.04,6.53,6.43,7.44
Mexallon,28.62,-1.4%,2137516438,29.14,27.35,26.80,29.67
Isogen,54.01,-3.3%,407653107,54.79,51.88,50.15,56.25
Nocxium,85.50,+3.4%,79981401,83.80,88.07,88.99,81.27
Zydrine,1164.13,-1.0%,29855881,1157.23,1175.13,1359.00,1156.72
Megacyte,2110.91,-1.3%,12544242,2062.27,2229.85,2277.83,2076.30
Morphite,4214.92,+34.3%,975509,5731.91,2855.82,5500.01,6037.02
,,,,,,,
Fuel,,,,,,,
Coolant,1134.74,+2.7%,3891581,1090.42,1339.35,2239.75,1196.52
Enriched Uranium,5215.99,+0.5%,1809749,5251.85,5216.70,4961.24,5300.65
Heavy Water,20.05,-7.6%,37745443,20.70,19.00,12.06,22.48
Helium Isotopes,424.29,-6.3%,12340786,404.95,477.71,1000.00,389.50
Hydrogen Isotopes,443.45,+2.6%,141865465,451.86,432.47,467.41,454.55
Nitrogen Isotopes,444.88,+3.0%,27308506,428.90,512.95,0.00,416.66
Oxygen Isotopes,488.02,+3.1%,31716570,485.71,499.96,548.98,488.04
Liquid Ozone,350.81,-0.3%,23136786,341.07,348.38,443.75,323.40
Mechanical Parts,640.65,+5.6%,4822892,613.15,654.36,573.26,644.04
Oxygen,111.79,-7.3%,14805605,109.25,115.34,88.00,122.25
Robotics,6816.97,+1.5%,588854,6957.64,6689.59,6986.02,6919.94
Strontium Clathrates,1028.28,-22.5%,1813670,1225.30,788.89,300.00,850.84
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,137641.54,+0.3%,175101,138057.94,136175.78,136000.00,147192.17
Armor Plates,209538.20,+0.6%,141809,209792.17,208011.21,211000.00,210673.11
Broken Drone Transceiver,164.73,+62.6%,79657,188.53,96.43,100.01,192.26
Burned Logic Circuit,32392.71,-1.0%,450405,32517.51,32019.04,31000.00,33617.86
Charred Micro Circuit,164.17,-5.8%,531821,174.07,138.80,55.00,403.70
Conductive Polymer,179.51,+44.4%,40532,188.98,139.01,100.00,208.29
Contaminated Lorentz Fluid,130.35,-7.3%,57570,150.06,62.77,100.00,244.27
Contaminated Nanite Compound,3169.25,-21.2%,208009,3199.55,2953.07,3000.00,3030.39
Damaged Artificial Neural Network,371.55,+10.4%,43008,380.72,326.00,500.00,357.56
Defective Current Pump,138.17,-5.0%,30683,152.70,71.94,100.00,348.69
Fried Interface Circuit,4602.52,-1.3%,503589,4596.06,4638.99,4000.00,3994.32
Malfunctioning Shield Emitter,431.40,-6.9%,95187,375.91,591.07,301.00,381.31
Melted Capacitor Console,100831.02,+0.3%,74739,101142.47,97911.81,104001.00,99992.96
Scorched Telemetry Processor,295.09,+15.6%,43928,316.41,217.73,120.02,316.81
Smashed Trigger Unit,148.71,+0.6%,266168,160.06,111.97,100.00,223.49
Tangled Power Conduit,581.93,-22.4%,57944,599.44,450.05,405.09,403.55
Thruster Console,179.01,-0.7%,113654,192.05,141.53,100.00,263.75
Tripped Power Circuit,38913.23,-2.4%,424918,39594.54,36632.57,32000.00,39508.32
Ward Console,22186.57,-1.2%,45817,22644.79,19450.04,20000.00,18455.63
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,179811.46,+6.0%,1606,179811.46,0.00,0.00,122800.49
Datacore - Caldari Starship Engineering,172282.74,+7.1%,1347,178087.89,146416.75,0.00,128828.59
Datacore - Electromagnetic Physics,90767.44,+41.8%,2623,90801.29,90731.44,0.00,98557.70
Datacore - Electronic Engineering,220982.79,+4.7%,9215,221232.13,220517.38,0.00,205063.51
Datacore - Gallentean Starship Engineering,190090.91,-0.9%,1899,189291.41,191490.35,0.00,179689.68
Datacore - Graviton Physics,96615.83,+143.8%,3429,88529.95,175999.39,0.00,91569.11
Datacore - High Energy Physics,182973.79,+4.8%,2859,183210.03,182519.99,0.00,203800.41
Datacore - Hydromagnetic Physics,719595.97,-6.5%,2115,742104.94,685967.74,0.00,637455.96
Datacore - Laser Physics,222861.61,-5.2%,1707,217310.28,235974.88,0.00,140210.52
Datacore - Mechanical Engineering,304803.16,+2.3%,47356,316674.57,300182.07,300000.00,320101.81
Datacore - Minmatar Starship Engineering,321856.67,+7.4%,13374,311496.65,332766.10,293437.56,384381.19
