Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.73,-2.2%,24600432364,2.76,2.67,2.74,2.87
Pyerite,6.90,-0.9%,5654887041,6.95,6.82,6.69,7.28
Mexallon,29.28,-1.2%,1822414619,29.73,28.33,28.03,30.69
Isogen,53.27,-1.5%,245025056,53.87,52.86,50.58,54.45
Nocxium,89.15,-0.6%,53736328,89.31,89.61,87.02,88.76
Zydrine,1373.17,+3.5%,20490261,1360.03,1404.74,1503.53,1409.06
Megacyte,2544.47,+1.8%,8826648,2556.65,2438.66,2638.25,2743.27
Morphite,6195.43,-1.2%,1454441,6139.97,6423.71,7520.16,6394.29
,,,,,,,
Fuel,,,,,,,
Coolant,1169.30,-2.6%,3591389,1123.55,1502.19,1989.74,1193.02
Enriched Uranium,5257.92,+2.3%,1470043,5263.23,5297.92,5045.07,5300.45
Heavy Water,19.38,-2.1%,28786092,19.28,18.35,26.69,20.53
Helium Isotopes,411.00,-2.5%,10295707,413.12,417.91,379.72,373.41
Hydrogen Isotopes,392.27,+1.4%,93541280,408.04,382.50,378.46,422.57
Nitrogen Isotopes,443.48,-18.8%,12748047,463.73,406.60,480.63,416.41
Oxygen Isotopes,447.57,-0.6%,17614578,432.95,443.68,551.01,403.50
Liquid Ozone,325.29,+4.4%,19126365,327.07,300.02,385.70,299.17
Mechanical Parts,652.86,+5.0%,4145193,690.91,630.28,594.30,654.16
Oxygen,110.03,-2.1%,13540290,112.52,103.71,128.23,120.76
Robotics,6863.90,+0.7%,547152,6958.49,6796.14,7000.00,6955.83
Strontium Clathrates,889.39,-34.6%,1857568,1015.52,538.13,1403.54,840.69
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,134401.78,+0.6%,122494,135016.47,130470.36,135612.14,143104.20
Armor Plates,202294.27,+0.5%,89827,205717.57,193824.08,184376.45,212502.34
Broken Drone Transceiver,96.86,-0.3%,63212,96.05,98.30,100.00,143.54
Burned Logic Circuit,29660.60,+0.8%,394902,29758.58,28604.44,30359.36,31931.38
Charred Micro Circuit,124.20,-2.0%,396985,127.42,98.62,127.56,345.70
Conductive Polymer,132.43,+0.2%,48390,135.17,122.54,104.02,179.52
Contaminated Lorentz Fluid,165.70,+0.9%,60897,180.20,83.31,100.00,230.95
Contaminated Nanite Compound,2655.36,+2.2%,99533,2706.72,1950.08,3000.00,3091.92
Damaged Artificial Neural Network,293.59,-7.2%,50561,268.21,258.21,676.31,329.78
Defective Current Pump,182.81,+0.6%,28728,191.24,153.35,111.86,244.39
Fried Interface Circuit,3794.04,-4.5%,408713,3765.49,3444.46,4470.43,4480.21
Malfunctioning Shield Emitter,214.76,+0.8%,71660,209.69,302.20,100.00,287.77
Melted Capacitor Console,84719.79,+0.6%,44379,84672.64,85187.79,83646.76,81683.62
Scorched Telemetry Processor,176.62,-13.7%,67078,178.43,184.50,120.00,240.06
Smashed Trigger Unit,97.49,-17.0%,180542,92.53,125.58,100.00,151.56
Tangled Power Conduit,488.96,-53.6%,39125,447.76,1130.95,439.84,245.24
Thruster Console,138.85,+0.4%,85827,142.13,160.10,91.54,257.73
