Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.73,-0.5%,25943149378,2.76,2.67,2.77,2.89
Pyerite,6.94,+0.2%,6076954968,7.02,6.81,6.69,7.34
Mexallon,29.29,+0.6%,1862978967,29.79,28.36,27.87,30.75
Isogen,53.72,-0.2%,277525631,54.26,53.18,51.36,54.54
Nocxium,88.69,+0.2%,83808701,90.02,85.60,87.81,89.69
Zydrine,1353.98,+1.1%,21671140,1345.58,1362.98,1491.85,1394.14
Megacyte,2535.04,+2.4%,10709888,2542.19,2477.65,2571.29,2611.56
Morphite,6190.42,-6.6%,1500204,6136.08,6414.99,6914.92,6194.35
,,,,,,,
Fuel,,,,,,,
Coolant,1182.31,-0.9%,3492115,1132.27,1423.99,2097.49,1223.45
Enriched Uranium,5281.16,-0.8%,1379215,5282.54,5305.30,5113.05,5300.46
Heavy Water,19.50,+1.7%,25130472,19.63,18.54,26.63,20.71
Helium Isotopes,410.96,+4.8%,11579018,415.90,414.61,347.35,375.22
Hydrogen Isotopes,393.29,-0.4%,99423407,408.19,384.31,382.20,428.45
Nitrogen Isotopes,477.29,-2.7%,11760276,468.44,471.26,603.02,415.51
Oxygen Isotopes,447.30,+4.3%,15983896,433.81,448.38,551.09,404.41
Liquid Ozone,323.51,-5.0%,18441774,328.75,300.72,388.28,293.21
Mechanical Parts,632.49,+0.3%,4303686,647.86,626.15,597.22,644.24
Oxygen,109.05,+0.4%,13579398,112.68,102.62,129.98,114.21
Robotics,6852.27,-4.2%,501424,6959.99,6725.14,6938.80,6979.34
Strontium Clathrates,1000.47,+11.4%,1388991,1088.32,764.30,1631.20,841.53
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,133512.72,+0.6%,101796,133983.08,130458.29,135745.87,143037.00
Armor Plates,201260.70,+0.9%,78537,204797.00,193666.97,183137.49,212718.84
Broken Drone Transceiver,96.82,-0.3%,71112,96.05,98.31,100.00,143.34
Burned Logic Circuit,29397.56,-1.0%,317418,29423.12,28599.50,30625.40,31522.78
Charred Micro Circuit,135.39,-1.0%,422524,139.91,98.42,133.85,347.22
Conductive Polymer,131.39,-1.4%,32334,134.99,122.54,104.71,216.18
Contaminated Lorentz Fluid,167.60,+0.3%,64347,180.21,82.52,100.00,230.03
Contaminated Nanite Compound,2631.65,+2.7%,84014,2696.68,1931.10,3000.00,3054.51
Damaged Artificial Neural Network,294.41,+13.3%,39919,270.04,258.31,655.94,326.98
Defective Current Pump,185.19,-3.4%,31687,191.23,153.35,116.28,243.28
Fried Interface Circuit,3895.23,-8.7%,333892,3955.13,3284.17,4342.36,4481.44
Malfunctioning Shield Emitter,216.72,-0.9%,59565,206.88,302.20,100.00,283.22
Melted Capacitor Console,84754.93,+0.8%,42100,84779.58,85183.41,81873.54,81593.82
Scorched Telemetry Processor,177.06,-13.8%,63911,179.68,164.09,121.25,180.31
Smashed Trigger Unit,109.84,-27.9%,149580,107.85,124.42,100.00,146.63
Tangled Power Conduit,473.65,+4.6%,41672,429.55,1075.35,557.44,177.21
Thruster Console,139.20,+0.0%,70218,142.13,160.10,89.45,257.49
Tripped Power Circuit,39610.81,-0.4%,297035,40003.79,37507.81,39945.09,41042.61
Ward Console,22189.84,-2.9%,34683,21944.17,22526.37,23599.58,19516.78
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,133533.82,+6.4%,1793,121412.77,193376.49,0.00,136043.84
Datacore - Caldari Starship Engineering,156078.57,+7.0%,2133,176813.39,144197.34,0.00,157507.05
Datacore - Electromagnetic Physics,80678.38,+31.8%,1824,77210.32,82408.14,0.00,86589.41
Datacore - Electronic Engineering,264320.90,-4.9%,4864,272658.49,252069.32,230000.00,249031.67
Datacore - Gallentean Starship Engineering,240132.22,+0.7%,3301,216005.27,314745.20,250000.00,212070.80
Datacore - Graviton Physics,92128.44,+202.5%,591,99831.48,79416.69,0.00,89348.23
Datacore - High Energy Physics,150505.62,+6.5%,5276,153361.12,148964.96,0.00,194052.82
Datacore - Hydromagnetic Physics,575049.20,-12.4%,1354,540250.82,676821.87,0.00,472907.95
Datacore - Laser Physics,178187.71,-5.2%,548,197086.03,148235.66,0.00,112054.56
Datacore - Mechanical Engineering,366079.46,-4.2%,21112,392670.49,345140.66,394044.59,386845.04
Datacore - Minmatar Starship Engineering,385805.05,-6.0%,6120,421124.91,343240.88,475147.53,437722.64
