Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.26,-8.4%,23237056423,2.32,2.18,2.17,2.46
Pyerite,4.28,-2.7%,6666092429,4.33,4.24,4.07,4.50
Mexallon,31.74,+0.3%,1788946608,32.13,31.29,29.36,34.10
Isogen,55.21,-2.2%,268811667,56.20,53.87,48.69,58.40
Nocxium,140.89,-0.6%,74123083,140.39,143.94,154.15,135.46
Zydrine,1077.89,-2.6%,16962143,1085.56,1070.96,1111.48,1040.97
Megacyte,2290.56,-7.7%,7509326,2325.96,2192.36,2321.88,2246.20
Morphite,3852.12,-1.6%,1157782,3847.88,3942.28,3493.63,3728.62
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,114548.12,-4.9%,128014,114374.49,113849.89,115640.24,119760.11
Armor Plates,231607.08,-0.8%,81789,235110.10,227309.83,212155.30,240257.44
Broken Drone Transceiver,85.37,+17.4%,61878,102.80,24.50,12.34,189.39
Burned Logic Circuit,29237.29,-3.7%,370886,29782.10,28139.07,25803.30,30172.98
Charred Micro Circuit,139.87,-84.2%,341510,161.68,56.95,34.16,291.92
Conductive Polymer,154.35,+22.4%,56823,165.31,41.04,105.00,197.58
Contaminated Lorentz Fluid,204.56,-9.0%,117243,215.83,137.56,15.23,187.38
Contaminated Nanite Compound,2770.06,-18.5%,101697,2953.39,2252.93,1292.31,2685.22
Damaged Artificial Neural Network,322.11,-22.0%,50957,250.47,681.95,28.25,338.99
Defective Current Pump,145.67,+8.9%,30371,158.72,64.81,10.04,254.78
Fried Interface Circuit,4339.90,-10.4%,369517,4427.61,4267.71,3027.73,4375.33
Malfunctioning Shield Emitter,110.63,-2.4%,77723,114.39,107.88,10.17,297.39
Melted Capacitor Console,110649.61,+1.3%,36928,111165.25,105941.06,105975.49,111127.46
Scorched Telemetry Processor,99.47,+13.5%,38739,112.97,118.47,25.00,183.24
Smashed Trigger Unit,77.67,-15.7%,176661,86.73,58.86,10.05,186.44
Tangled Power Conduit,259.70,+13.2%,29691,294.06,53.96,23.65,301.38
Thruster Console,114.88,+0.3%,79777,130.04,11.20,10.31,138.78
Tripped Power Circuit,67807.82,-4.0%,361961,69972.34,65078.20,56156.75,71366.41
Ward Console,24572.48,+1.7%,66925,24637.36,24682.56,23959.32,22549.32
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,4914.76,+5.0%,513,4597.62,6000.15,1501.07,6266.25
Capacitor Console,20757873.07,-3.4%,104,21032080.89,18693771.57,15842353.37,21888784.95
Conductive Thermoplastic,10409.82,+5.7%,59,10671.58,92777.85,6281.09,28804.70
Current Pump,15444.20,-56.7%,72,20900.48,9598.63,3223.68,37381.93
Drone Transceiver,3788.88,-5.2%,191,3845.53,3574.63,2001.18,2264.17
Enhanced Ward Console,15593069.58,-10.2%,123,15964328.97,12865546.48,11931627.65,15505646.79
Impetus Console,9693.53,-11.6%,209,12411.94,395.74,5012.19,25755.35
Intact Armor Plates,23292238.60,+1.1%,203,23570638.09,21393666.38,17797830.84,25625921.69
Intact Shield Emitter,553833.48,+3.4%,117,610807.35,441780.77,307500.75,712631.23
Interface Circuit,64868.64,-18.8%,703,65353.38,65071.26,37333.78,64830.54
Logic Circuit,196962.94,-28.0%,1181,173822.89,236414.52,265474.05,213331.18
Lorentz Fluid,1981.37,-93.0%,171,3024.74,8972.87,3981.35,4012.39
Micro Circuit,4568.57,-43.2%,922,5464.46,1743.66,9200.16,6866.16
Nanite Compound,65915.28,-79.9%,141,65357.71,65612.20,24368.43,57225.58
Power Circuit,1161067.76,-16.9%,945,1195098.00,1038256.53,1635599.65,1418461.32
Power Conduit,2283.80,-12.1%,149,2312.88,49929.19,19932.84,32630.38
Single-crystal Superalloy I-beam,5771381.88,+1.6%,253,5882675.13,5716704.91,3404301.21,6233184.46
Telemetry Processor,118219.31,+113.0%,133,96524.39,117136.85,8546.61,100429.93
Trigger Unit,49441.76,-38.0%,300,64183.47,520.76,5525.01,41018.24
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,360.13,+3.0%,11328248,352.71,348.32,409.90,325.70
Hydrogen Isotopes,331.12,-1.5%,93024084,342.85,327.56,310.78,345.14
Nitrogen Isotopes,338.86,+0.7%,18645908,330.45,336.46,423.69,297.96
Oxygen Isotopes,370.53,-16.8%,23531009,367.74,376.70,372.65,345.57
Heavy Water,20.02,-30.0%,29557953,22.37,16.86,38.94,20.68
Liquid Ozone,245.42,+5.9%,23095525,237.18,262.91,317.53,220.73
Strontium Clathrates,387.04,-21.7%,1363448,358.10,330.17,1178.43,315.13
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,16516.65,+42.5%,1371876,18347.86,15018.30,14362.56,16070.00
Enriched Uranium,8249.93,+20.6%,874968,8261.42,7761.92,11533.63,8841.98
Mechanical Parts,5084.19,+34.6%,1927141,5280.09,4555.23,5182.88,5271.99
Oxygen,188.83,-2.9%,5156259,193.42,177.74,195.57,215.37
Robotics,24703.59,+5.6%,352894,25133.86,24055.80,26807.26,23382.74
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,234468.23,-26.9%,1095,188136.25,289060.82,90187.02,147394.97
Datacore - Caldari Starship Engineering,182692.31,+0.1%,2426,199782.74,161988.27,173844.25,105765.46
Datacore - Electromagnetic Physics,66902.91,+17.2%,3542,65907.63,63889.49,191699.04,60927.86
Datacore - Electronic Engineering,259576.94,+2.1%,8654,256819.49,264743.57,211278.46,222668.81
Datacore - Gallentean Starship Engineering,140514.61,-2.0%,2189,148874.15,131463.82,199974.44,126741.13
Datacore - Graviton Physics,104730.39,-8.3%,1260,99910.57,120820.23,188048.08,89724.52
Datacore - High Energy Physics,127220.84,+13.4%,2517,142238.00,122196.54,189008.62,133745.81
Datacore - Hydromagnetic Physics,245734.48,-0.8%,2123,244539.72,249780.39,286414.33,212951.66
Datacore - Laser Physics,156421.63,-6.6%,1317,145901.16,174442.77,211111.11,97158.32
Datacore - Mechanical Engineering,322945.03,+5.8%,26564,336592.20,307541.16,357669.11,344695.75
Datacore - Minmatar Starship Engineering,335069.49,+1.5%,12178,348768.28,317488.86,325938.31,375498.89
Datacore - Molecular Engineering,210114.08,+11.0%,3217,210099.16,208728.58,215135.12,191315.96
Datacore - Nanite Engineering,203143.82,-0.8%,2564,197789.59,220093.58,175516.17,167720.22
Datacore - Nuclear Physics,276134.49,+5.4%,3756,280070.90,269767.61,329637.64,301824.18
Datacore - Plasma Physics,181213.99,+27.1%,250,131438.13,203412.04,617241.38,145315.54
Datacore - Quantum Physics,353663.11,-2.0%,3722,351028.68,366301.81,270810.96,303171.91
Datacore - Rocket Science,157097.53,+5.0%,2527,149750.44,164481.46,191716.74,110388.73
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,9978479.76,-1.7%,219,10204008.76,9668599.39,8321739.91,11415407.25
Assembly Instructions,31267400.28,-10.4%,15,30308615.71,31727454.27,18687499.75,32825922.97
Calibration Data,3519330.43,-18.3%,434,3557761.36,3419759.28,4660812.10,4272829.53
Circuitry Schematics,5265975.31,+1.9%,194,5436962.68,4937924.63,4209294.91,5869706.37
Circular Logic,852334.10,+1.5%,28,810391.99,1158079.29,3075000.00,1102121.03
Classic Doctrine,7089501.03,-4.3%,12,7521775.98,8079624.88,7500000.00,9472789.39
Collision Measurements,5153826.59,-3.8%,49,5787475.32,4271474.65,5340000.00,4081343.94
Engagement Plan,6226603.48,+2.7%,25,6168934.51,6350719.19,10416666.67,6128757.02
Formation Layout,5998634.48,-28.6%,58,6092412.72,4811871.43,4482500.00,6851078.69
Installation Guide,20264269.45,+3.0%,14,28227683.55,28517242.96,47500000.00,14752765.42
Interface Alignment Chart,3846468.84,-71.4%,99,3846468.84,4569076.93,8149999.50,3786988.68
Operation Handbook,7679147.87,+2.7%,711,7530304.24,7902066.52,7207142.87,9597573.80
Prototype Diagram,7536432.20,+11.1%,53,7465292.29,5762500.06,12000000.00,4399587.90
Sacred Manifesto,3986776.88,-1.8%,81,3986776.88,3982923.00,3627272.73,4628880.90
Stolen Formulas,33573248.47,+34.0%,0,36147370.82,43285714.29,24800000.00,33573248.47
Symbiotic Figures,5101040.38,+17.6%,15,7318890.55,5120834.06,5985785.71,4703342.21
Test Reports,8801517.13,+2.2%,12,11411492.12,7694000.68,10625000.00,9878690.67
Tuning Instructions,6098666.67,-14.6%,24,5446941.47,5943812.50,8050052.63,5606026.45
User Manual,3794271.77,+12.6%,31,3222218.22,3544115.59,5142928.57,2360306.41
War Strategon,25490000.05,+56.5%,10,21992857.21,41271000.00,38499999.99,21013074.51
,,,,,,,
Raw Moon Materials,,,,,,,
Atmospheric Gases,79.63,-5.8%,0,125.20,120.92,91.74,79.63
Cadmium,1847.49,-5.5%,136096,1756.97,1698.56,1473.10,1321.31
Caesium,1635.51,-8.5%,73864,1635.51,871.20,0.00,709.97
Chromium,1836.68,+8.9%,298399,1712.65,2217.44,2481.69,1934.31
Cobalt,695.85,-93.8%,0,592.72,616.38,49.32,695.85
Dysprosium,17729.65,+12.8%,0,13132.13,17391.33,200000.00,17729.65
Evaporite Deposits,270.51,-30.1%,924519,282.91,342.02,238.67,221.06
Hafnium,551.53,+36.0%,933370,547.81,663.31,132.93,769.41
Hydrocarbons,82.16,-12.9%,364574,66.12,111.43,4.49,108.17
