Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.73,-0.9%,24623559987,2.76,2.67,2.73,2.86
Pyerite,6.87,-1.0%,5841930192,6.91,6.81,6.68,7.21
Mexallon,29.19,-1.4%,1713652411,29.67,28.15,28.04,30.66
Isogen,53.30,-0.4%,251139728,53.85,52.80,50.59,54.46
Nocxium,88.74,+1.8%,67803761,88.75,89.06,87.32,88.31
Zydrine,1384.04,+2.7%,16228284,1368.61,1423.27,1510.36,1410.70
Megacyte,2612.11,+5.3%,8066141,2629.91,2481.92,2672.36,2800.90
Morphite,6242.89,-1.9%,1351174,6188.33,6525.13,6783.41,6362.24
,,,,,,,
Fuel,,,,,,,
Coolant,1168.61,-2.6%,3100260,1129.77,1486.62,1967.77,1192.38
Enriched Uranium,5282.78,+1.8%,1175003,5364.10,5271.05,4975.47,5300.31
Heavy Water,18.44,-13.9%,30039797,19.34,16.83,26.94,20.57
Helium Isotopes,417.12,-4.0%,6513646,424.42,420.26,370.25,374.96
Hydrogen Isotopes,393.21,+1.2%,81289420,407.82,384.51,375.88,418.40
Nitrogen Isotopes,438.46,-17.8%,10777969,462.35,392.23,484.67,413.95
Oxygen Isotopes,451.80,-1.6%,12871598,431.90,435.73,550.97,405.13
Liquid Ozone,322.10,+5.4%,16477544,322.76,294.43,385.42,290.09
Mechanical Parts,650.75,+5.4%,3624113,676.83,636.00,595.25,657.80
Oxygen,111.16,-3.1%,11990470,112.87,105.97,127.75,125.28
Robotics,6853.25,+0.8%,477836,6958.10,6788.66,7000.00,6951.93
Strontium Clathrates,832.92,-30.2%,1430552,985.87,530.65,1319.19,842.05
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,134611.10,+0.4%,100595,135286.71,130471.10,135538.35,143196.84
Armor Plates,202176.20,+1.0%,75407,206111.35,194004.66,187243.21,212123.44
Broken Drone Transceiver,96.88,-0.4%,47118,96.03,98.30,100.00,143.63
Burned Logic Circuit,29764.76,+0.4%,331108,29888.68,28417.74,30162.25,32272.97
Charred Micro Circuit,123.36,-1.3%,299328,127.49,100.00,123.06,341.27
Conductive Polymer,132.59,+0.1%,39315,135.13,122.54,104.91,150.61
Contaminated Lorentz Fluid,164.95,+1.4%,47537,180.19,83.56,100.00,232.00
Contaminated Nanite Compound,2688.31,+0.9%,80913,2740.94,1952.72,3000.00,3129.69
Damaged Artificial Neural Network,292.35,-6.8%,41508,267.69,258.12,700.00,330.21
Defective Current Pump,181.11,+1.5%,20810,191.26,153.35,106.09,245.26
Fried Interface Circuit,3699.65,-2.1%,298248,3624.40,3528.51,4487.43,4477.61
Malfunctioning Shield Emitter,213.46,+1.5%,52973,211.62,302.20,100.00,299.64
Melted Capacitor Console,84805.90,+0.5%,39798,84747.47,85196.38,84267.90,81873.74
Scorched Telemetry Processor,170.13,-9.8%,57224,171.04,204.47,120.00,243.37
Smashed Trigger Unit,92.20,-12.2%,142254,85.94,124.06,100.00,154.25
Tangled Power Conduit,312.04,-27.3%,27464,218.46,1366.33,464.90,251.47
Thruster Console,138.13,+0.9%,68019,142.13,160.10,90.45,264.15
Tripped Power Circuit,39638.86,-0.0%,274000,40057.17,37513.57,39186.97,41718.11
Ward Console,21669.15,+2.8%,33246,21924.04,19848.43,19096.02,19536.21
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,131814.32,+17.0%,2032,121043.30,193999.00,0.00,135601.43
Datacore - Caldari Starship Engineering,131372.22,-14.2%,3215,172687.40,121678.07,0.00,155995.27
Datacore - Electromagnetic Physics,85789.90,+17.4%,2048,88857.58,83515.23,0.00,86057.04
Datacore - Electronic Engineering,272190.83,+15.5%,2676,274530.04,271241.27,230000.00,248428.26
Datacore - Gallentean Starship Engineering,230229.75,+11.6%,2295,210168.57,310559.44,250000.00,211411.00
Datacore - Graviton Physics,134200.12,-0.2%,660,100167.89,97271.70,290000.00,91769.38
Datacore - High Energy Physics,164900.45,+9.8%,2205,170007.46,159272.51,0.00,195292.66
Datacore - Hydromagnetic Physics,557543.45,-1.0%,1605,522111.32,697631.59,0.00,472334.86
Datacore - Laser Physics,182731.68,-8.7%,537,193797.56,164524.75,0.00,110750.92
Datacore - Mechanical Engineering,353022.73,-5.0%,23633,380190.73,329127.57,403987.01,389025.89
Datacore - Minmatar Starship Engineering,401075.16,+12.4%,7219,431298.33,346473.07,489706.21,444135.84
Datacore - Molecular Engineering,322589.48,+8.7%,1344,357300.34,295592.14,0.00,331437.55
Datacore - Nanite Engineering,275478.94,+7.4%,1068,282281.58,244867.79,320000.00,186421.69
Datacore - Nuclear Physics,302817.87,+5.5%,2392,300407.12,302304.63,328845.16,0.00
