Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.27,-0.0%,29977910896,2.32,2.17,2.20,2.47
Pyerite,4.29,-1.8%,7667740130,4.33,4.21,4.07,4.52
Mexallon,31.62,+0.9%,1958503705,32.13,30.90,28.97,34.10
Isogen,54.85,+0.7%,291698553,56.20,52.58,48.69,58.26
Nocxium,140.98,+1.4%,80595464,140.39,143.93,146.13,136.18
Zydrine,1078.68,-2.3%,24366280,1085.56,1053.56,1111.48,1042.71
Megacyte,2311.59,+1.9%,11153402,2325.96,2258.89,2321.88,2242.23
Morphite,3852.12,-1.6%,1157782,3847.88,3942.28,3493.63,3729.39
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,114945.51,-1.3%,135454,114413.92,116830.11,115639.53,119760.11
Armor Plates,232103.67,+1.5%,106843,235110.10,225684.26,212155.30,239593.77
Broken Drone Transceiver,85.37,+17.4%,61878,102.80,24.50,12.34,189.39
Burned Logic Circuit,29102.91,+1.3%,414235,29583.92,28120.33,25803.30,30080.83
Charred Micro Circuit,140.43,-4.2%,387841,161.81,59.59,34.16,280.51
Conductive Polymer,135.10,+11.1%,40603,150.18,41.04,105.00,195.24
Contaminated Lorentz Fluid,204.56,-9.0%,117243,215.83,137.56,15.23,187.38
Contaminated Nanite Compound,2775.61,+2.6%,127268,2953.39,2251.42,1292.31,2729.30
Damaged Artificial Neural Network,313.52,-20.1%,52486,250.37,681.95,28.25,338.99
Defective Current Pump,144.02,-15.3%,30717,158.72,64.81,10.04,258.16
Fried Interface Circuit,4342.45,-2.1%,440587,4418.17,4410.96,3027.73,4379.80
Malfunctioning Shield Emitter,110.56,+3.5%,84087,114.39,102.45,10.17,287.07
Melted Capacitor Console,110986.23,-0.6%,45764,111597.24,105941.06,105975.49,108884.70
Scorched Telemetry Processor,98.26,+14.9%,40189,112.99,118.47,25.00,183.24
Smashed Trigger Unit,80.36,-61.0%,200171,86.73,56.10,10.05,137.83
Tangled Power Conduit,257.13,-3.7%,31487,294.05,53.96,23.65,301.38
Thruster Console,122.20,+6.4%,77428,130.04,12.05,10.31,138.78
Tripped Power Circuit,68459.04,+0.5%,418016,70172.77,65050.16,56156.75,71134.22
Ward Console,24623.10,-5.8%,70041,24676.55,24682.56,23959.32,22549.32
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
