Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.24,-1.5%,28707098377,2.26,2.19,2.12,2.43
Pyerite,3.97,-2.5%,6990892215,3.99,3.92,4.07,4.21
Mexallon,32.76,-1.7%,2006484869,32.70,32.84,29.36,35.16
Isogen,59.43,+0.1%,313851593,60.20,58.09,48.73,62.17
Nocxium,142.64,+8.0%,51095843,141.70,143.23,143.74,143.87
Zydrine,1057.40,-0.6%,22561480,1055.37,1061.38,1124.80,1027.47
Megacyte,2343.21,+2.4%,8720967,2333.50,2393.56,2386.16,2338.14
Morphite,4251.21,+10.4%,80760,4117.61,4251.21,3400.50,4343.10
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,108650.09,-11.9%,143759,109877.61,107649.15,96785.93,109579.76
Armor Plates,244659.24,-3.0%,99959,247942.16,233057.95,228762.62,252473.26
Broken Drone Transceiver,109.52,-8.7%,54511,100.27,131.78,11.79,188.53
Burned Logic Circuit,29622.56,-4.7%,334796,30117.91,28290.22,26897.44,30410.48
Charred Micro Circuit,139.35,-25.0%,474255,126.57,200.07,157.18,315.59
Conductive Polymer,136.00,+0.6%,34078,150.10,30.12,82.32,177.16
Contaminated Lorentz Fluid,204.90,+4.9%,85697,215.00,93.86,15.23,139.73
Contaminated Nanite Compound,2021.11,-6.2%,129906,2144.64,1167.06,1842.53,2218.21
Damaged Artificial Neural Network,178.08,-29.8%,43741,222.24,107.85,132.06,211.72
Defective Current Pump,140.33,-92.9%,23358,158.56,32.50,10.04,214.09
Fried Interface Circuit,3935.32,+2.6%,408983,3951.49,3887.11,3561.73,4093.17
Malfunctioning Shield Emitter,153.40,+10.3%,96704,156.13,132.84,146.82,299.40
Melted Capacitor Console,129542.26,-3.5%,56572,129413.80,130053.75,107712.51,127139.82
Scorched Telemetry Processor,98.87,-48.9%,25458,113.00,50.35,25.00,195.66
Smashed Trigger Unit,68.57,+22.5%,207494,72.33,56.11,11.01,188.48
Tangled Power Conduit,167.72,-7.6%,25886,155.01,182.69,1790.96,254.46
Thruster Console,76.38,-1.8%,108374,80.97,100.05,15.03,234.37
Tripped Power Circuit,73016.25,+5.3%,450487,74997.37,67320.84,61484.44,76595.23
Ward Console,31942.13,-12.2%,64412,31947.68,31283.25,24190.98,28363.98
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,6000.02,-0.0%,1821,6419.28,6000.02,3065.55,3705.41
Capacitor Console,20558936.14,-8.0%,117,21047010.44,20281147.60,15842353.37,22731973.04
Conductive Thermoplastic,92621.85,-83.8%,341,32177.96,107914.33,6281.09,27156.72
Current Pump,18966.21,-83.1%,87,21025.65,3122.36,3223.68,36395.47
Drone Transceiver,2991.55,+19.8%,61,3695.81,2991.55,2001.18,2402.27
Enhanced Ward Console,13576408.14,-1.9%,30,15765046.91,13576408.14,11931627.65,15729104.63
Impetus Console,27993.14,-96.0%,54,10965.89,27993.14,5012.28,29198.88
Intact Armor Plates,25989295.08,+7.5%,44,24122569.16,25989295.08,17797830.84,28820569.52
Intact Shield Emitter,361559.04,+11.5%,17,611015.46,361559.04,307500.75,859343.50
Interface Circuit,114849.63,-3.9%,159,93639.20,114849.63,37333.78,84981.21
Logic Circuit,135522.87,-45.3%,700,144821.16,119787.30,265474.05,128054.13
Lorentz Fluid,226.28,-98.7%,129,3025.03,226.28,3981.35,2547.13
Micro Circuit,7033.35,-78.7%,440,4609.58,7033.35,9200.16,5393.76
Nanite Compound,2001.66,+0.0%,20,35751.31,2001.66,24368.43,45418.54
Power Circuit,1308254.80,-10.7%,785,1302017.00,1322251.20,1635599.65,1547516.61
Power Conduit,36428.52,-16.6%,308,25011.15,44654.89,19932.84,40357.30
Single-crystal Superalloy I-beam,5892845.79,+3.6%,107,5972167.49,5892845.79,3404301.21,5991159.46
Telemetry Processor,115745.89,-97.7%,181,99695.34,170899.40,8546.61,69931.86
Trigger Unit,55211.57,-25.3%,341,49094.14,95397.63,5525.01,41955.56
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,332.84,-5.0%,17454862,320.46,365.52,420.21,347.22
Hydrogen Isotopes,305.70,+3.0%,93029342,308.06,302.80,311.38,321.62
Nitrogen Isotopes,326.04,-4.9%,19960260,309.43,365.34,370.64,290.23
Oxygen Isotopes,341.36,+2.5%,9580533,336.97,353.02,432.81,320.94
Heavy Water,17.45,+24.7%,32438294,20.31,15.22,21.00,20.74
Liquid Ozone,239.11,+12.9%,15984596,230.14,236.66,280.26,199.10
Strontium Clathrates,420.71,+89.0%,2792441,328.17,557.22,1193.93,293.24
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,12795.31,+9.4%,762565,12391.12,13699.89,14362.56,13266.14
Enriched Uranium,8308.65,-4.3%,794345,8434.60,7988.30,8326.58,8201.90
Mechanical Parts,8906.41,+6.7%,617044,7138.07,11845.20,5182.88,6810.31
Oxygen,215.01,+2.8%,4765572,220.33,205.75,195.57,299.88
Robotics,31804.21,+0.6%,250074,31714.13,31999.99,26807.26,32265.78
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,170761.90,-8.8%,1086,188136.25,169194.19,90187.02,196595.36
Datacore - Caldari Starship Engineering,141352.54,+3.3%,619,199782.74,141352.54,173844.25,103341.74
Datacore - Electromagnetic Physics,62455.12,-29.5%,895,71483.78,66907.78,191699.04,67796.82
Datacore - Electronic Engineering,262878.40,-1.3%,2122,256819.49,262878.40,211278.46,223054.13
