Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Jump Drive Control Nexus,7488.97,-21.0%,28,10027.01,6642.95,0.00,20.02
Melted Nanoribbons,4772456.56,+0.3%,657,4900016.00,4700000.37,0.00,5062417.50
Modified Fluid Router,18027.50,-5.4%,2812,18027.50,18027.50,0.00,24000.55
Neurovisual Input Matrix,746.55,-0.9%,517,711.04,793.00,0.00,707.18
Powdered C-540 Graphite,928.17,-4.4%,1136,1113.04,602.05,0.00,964.90
Resonance Calibration Matrix,1772.88,-4.8%,59,2500.00,850.00,0.00,3014.46
Thermoelectric Catalysts,14028.19,-12.0%,22,18038.01,7011.00,0.00,7298.39
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Electromechanical Component,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Hull Section,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Power Cores,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Thruster Sections,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Intact Weapon Subroutines,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Malfunctioning Armor Nanobot,6000000.00,-19.3%,1,6000000.00,0.00,0.00,0.00
Malfunctioning Electromechanical Component,2627500.00,-33.2%,2,2627500.00,0.00,0.00,0.00
Malfunctioning Hull Section,20855119.02,-37.7%,0,0.00,0.00,0.00,20855119.02
Malfunctioning Power Cores,6000000.00,+38.9%,3,6000000.00,0.00,0.00,0.00
Malfunctioning Thruster Sections,3627500.00,-13.0%,1,3627500.00,0.00,0.00,0.00
Malfunctioning Weapon Subroutines,10027500.00,+41.4%,3,10027500.00,0.00,0.00,0.00
Wrecked Armor Nanobot,66000.00,+131.6%,8,66000.00,0.00,0.00,0.00
Wrecked Electromechanical Component,2500.00,+45651.4%,3,2500.00,0.00,0.00,0.00
Wrecked Hull Section,2000000.00,+350.0%,1,2000000.00,0.00,0.00,0.00
Wrecked Power Cores,135000.00,+31.5%,11,135000.00,0.00,0.00,0.00
Wrecked Thruster Sections,73384.63,+218.8%,11,80698.09,250.00,0.00,0.00
Wrecked Weapon Subroutines,295000.00,+227.5%,4,295000.00,0.00,0.00,0.00
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,19000.00,-50.0%,6,0.00,19000.00,0.00,3107.27
Datacore - Electronic Subsystems Engineering,5729.78,+3.2%,0,0.00,0.00,0.00,5729.78
Datacore - Engineering Subsystems Engineering,9000.00,-57.5%,11,9000.00,0.00,0.00,6155.19
Datacore - Offensive Subsystems Engineering,849.00,+11567.8%,4,849.00,0.00,0.00,5758.33
Datacore - Propulsion Subsystems Engineering,3100.01,+17581.2%,7,3100.01,0.00,0.00,4107.40
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,145468.59,-22.8%,41,152452.95,57000.04,0.00,437201.45
Amarr Hybrid Tech Decryptor,63246.16,+85.1%,13,63246.16,0.00,0.00,181533.81
Caldari Hybrid Tech Decryptor,833802.01,+42.3%,25,465528.96,2000000.01,0.00,4335808.95
Gallente Hybrid Tech Decryptor,52499.96,+138.8%,12,20000.00,214999.77,0.00,146871.55
Minmatar Hybrid Tech Decryptor,166784.62,+57.1%,13,24150.01,395000.00,0.00,108723.42
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,2688.03,+8.0%,1000,0.00,2688.03,0.00,0.00
Fullerite-C32,6388.23,+25.2%,3756,0.00,6388.23,0.00,0.00
Fullerite-C50,2595.89,-11.0%,9530,2388.11,2867.57,0.00,0.00
Fullerite-C60,443.80,-41.8%,9000,443.80,0.00,0.00,0.00
Fullerite-C70,383.13,-18.1%,6046,383.32,358.40,0.00,0.00
Fullerite-C72,2401.61,-20.1%,19545,2302.78,2687.51,0.00,0.00
Fullerite-C84,296.73,-37.5%,3983,289.29,347.06,0.00,0.00
Fullerite-C320,53999.98,-2.8%,1589,0.00,53999.98,0.00,0.00
Fullerite-C540,0.00,+100.0%,0,0.00,0.00,0.00,0.00
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,2768196.15,+4.5%,0,0.00,0.00,0.00,2768196.15
Carbon-86 Epoxy Resin,999994.04,+127.1%,0,0.00,0.00,0.00,999994.04
Fullerene Intercalated Graphite,2137.78,+315.6%,0,0.00,0.00,0.00,2137.78
Fulleroferrocene,1351.08,+17.3%,0,0.00,0.00,0.00,1351.08
Graphene Nanoribbons,68465.56,-5.5%,0,0.00,0.00,0.00,68465.56
Lanthanum Metallofullerene,4999.98,+48.6%,0,0.00,0.00,0.00,4999.98
Methanofullerene,12261.87,+7.2%,0,0.00,0.00,0.00,12261.87
PPD Fullerene Fibers,8499.99,+16.6%,0,0.00,0.00,0.00,8499.99
Scandium Metallofullerene,38429.75,+16.4%,0,0.00,0.00,0.00,38429.75
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,159.47,-5.2%,0,0.00,0.00,0.00,159.47
Cadmium,2428.56,-40.0%,9678,2398.00,2500.00,0.00,2543.98
Caesium,1069.59,+65.0%,0,0.00,0.00,0.00,1069.59
Chromium,2445.44,+2.1%,15459,2950.00,2300.00,0.00,0.00
Cobalt,300.00,+88.7%,2900,0.00,300.00,0.00,626.61
Dysprosium,19532.16,+687.1%,0,0.00,0.00,0.00,19532.16
Evaporite Deposits,163.00,+192.2%,19100,0.00,163.00,0.00,794.07
Hafnium,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Hydrocarbons,195.09,-83.7%,15400,110.00,200.37,0.00,0.00
Mercury,1898.19,+8.9%,0,0.00,0.00,0.00,1898.19
Neodymium,19320.62,-9.4%,0,0.00,0.00,0.00,19320.62
Platinum,3199.00,-7.7%,43547,3199.00,0.00,0.00,3270.52
Promethium,16102.98,-23.2%,0,0.00,0.00,0.00,16102.98
Scandium,650.00,-16.4%,28841,650.00,0.00,0.00,0.00
Silicates,948.00,-38.1%,17000,948.00,0.00,0.00,0.00
Technetium,30995.11,-89.6%,0,0.00,0.00,0.00,30995.11
Thulium,959.00,-66.2%,0,0.00,0.00,0.00,959.00
Titanium,1329.20,+6.4%,16100,1500.00,125.05,0.00,0.00
Tungsten,1272.80,-18.9%,0,0.00,0.00,0.00,1272.80
Vanadium,1957.47,-3.3%,111400,1999.98,26.84,0.00,0.00
,,,,,,,
Processed Materials,,,,,,,
Sulfuric Acid,1346.00,+1.4%,133580,1346.00,0.00,0.00,1594.71
Silicon Diborite,758.05,+33.4%,0,0.00,0.00,0.00,758.05
Ceramic Powder,1099.00,-41.9%,44600,1099.00,0.00,0.00,0.00
Carbon Polymers,1000.00,+36.6%,14040,0.00,1000.00,0.00,1220.02
Crystallite Alloy,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Fernite Alloy,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Titanium Chromide,47.95,+6042.1%,171,0.00,47.95,0.00,0.00
Rolled Tungsten Alloy,850.52,-61.2%,13100,850.52,0.00,0.00,0.00
Hexite,3099.72,+42.4%,0,0.00,0.00,0.00,3099.72
Caesarium Cadmide,2205.39,-19.7%,0,0.00,0.00,0.00,2205.39
Solerium,2139.94,-38.7%,0,0.00,0.00,0.00,2139.94
Platinum Technite,20000.00,-35.2%,15000,0.00,20000.00,0.00,19152.55
Vanadium Hafnite,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Prometium,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Hyperflurite,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Ferrofluid,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Dysporite,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Neo Mercurite,14291.57,-23.8%,0,0.00,0.00,0.00,14291.57
Fluxed Condensates,0.00,+100.0%,0,0.00,0.00,0.00,0.00
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,4262.85,-2.7%,19,5043.36,100.15,0.00,10111.12
Capacitor Console,13289293.72,-0.5%,18,14900908.48,12000001.90,0.00,14053697.33
Conductive Thermoplastic,7000.00,+14.3%,2,0.00,7000.00,0.00,0.00
Current Pump,6700.32,-5.5%,9,14763.21,250.00,0.00,0.00
Drone Transceiver,3248.28,-0.8%,9,3603.50,2005.01,0.00,6902.02
Enhanced Ward Console,14500000.12,-7.4%,11,0.00,14500000.12,0.00,0.00
Impetus Console,13804.83,+0.0%,10,6000.67,22006.81,5006.13,0.00
Intact Armor Plates,19071878.43,+0.0%,17,19249794.21,18770011.23,16705008.99,0.00
Intact Shield Emitter,640083.64,-6.4%,24,640501.87,640000.00,0.00,1006948.78
Interface Circuit,160639.67,+0.0%,85,82902.60,53411.81,400000.00,0.00
Logic Circuit,227519.61,-0.7%,123,274274.68,130502.86,0.00,173396.76
Lorentz Fluid,941.40,+0.0%,17,1642.94,187.14,1503.07,0.00
Micro Circuit,807.37,+18.5%,23,4000.95,135.04,0.00,8649.94
Nanite Compound,56424.16,-3.8%,19,31001.94,100005.09,0.00,0.00
Power Circuit,2175790.75,+4.3%,175,2225146.93,2151949.21,0.00,2143308.86
Power Conduit,0.02,+53019478.3%,24,0.00,0.02,0.00,0.00
Single-crystal Superalloy I-beam,6878210.52,+0.3%,74,6953967.83,6746336.69,0.00,6950069.99
Telemetry Processor,2333.06,+483.1%,10,0.00,2333.06,0.00,48035.58
Trigger Unit,3534.02,+16.1%,30,6000.06,2568.96,1605.00,9905.37
,,,,,,,
Booster Gases,,,,,,,
Amber Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Azure Mykoserocin,8.95,+4708.8%,1093,0.00,0.00,8.95,0.00
Celadon Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Golden Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Lime Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Malachite Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Vermillion Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Viridian Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Amber Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Azure Cytoserocin,40498.42,+10.4%,1264,40000.00,0.00,45000.00,0.00
Celadon Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Golden Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Lime Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Malachite Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Vermillion Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Viridian Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
,,,,,,,
Tech 2 Production,,,,,,,
Construction Blocks,475.76,+0.0%,418994,476.40,475.12,470.01,502.10
Electronic Parts,797.51,-0.0%,1007280,748.61,830.00,0.00,807.07
Guidance System,1249.89,-6.1%,96528,1250.00,0.00,180.52,0.00
Hydrogen Batteries,589.69,+1.1%,280895,1000.00,587.78,590.00,0.00
Miniature Electronics,800.00,-49.0%,2021,800.00,0.00,0.00,0.00
Rocket Fuel,675.25,+0.0%,8210,649.99,722.00,507.40,0.00
Super Conductors,996.12,-2.4%,5060,1000.00,0.00,19.07,0.00
Transmitter,25.00,+526.0%,110,25.00,0.00,0.00,390.00
