Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.43,-2.5%,23269825388,2.47,2.39,2.33,2.55
Pyerite,4.84,-2.5%,5688213110,4.95,4.74,4.62,5.17
Mexallon,23.68,-6.1%,1610519943,24.11,22.67,22.53,26.21
Isogen,48.50,-7.7%,222074889,49.59,46.36,44.60,50.04
Nocxium,119.10,+4.8%,52224719,119.53,119.61,121.26,115.97
Zydrine,1101.88,+1.7%,18482171,1096.84,1081.93,1297.23,1063.12
Megacyte,2350.01,+10.1%,11414084,2348.62,2336.82,2484.71,2402.05
Morphite,4664.90,+13.8%,1037862,4711.00,4523.21,5677.32,4579.39
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,121197.81,+2.5%,125078,122476.32,116901.15,116670.10,130008.86
Armor Plates,231828.81,-0.8%,86826,232524.71,230880.03,221826.64,230845.27
Broken Drone Transceiver,93.21,+136.0%,67446,59.01,220.00,100.00,243.72
Burned Logic Circuit,31177.51,-2.6%,414406,31767.52,29420.35,29300.92,32868.74
Charred Micro Circuit,183.60,+20.4%,436983,167.04,220.89,100.00,366.69
Conductive Polymer,263.92,-26.8%,136579,267.66,220.00,100.00,322.67
Contaminated Lorentz Fluid,323.65,-32.0%,146514,325.48,199.75,100.00,317.95
Contaminated Nanite Compound,3396.27,-5.3%,139610,3495.22,2630.03,1865.65,3188.99
Damaged Artificial Neural Network,328.95,-58.2%,36135,330.04,270.06,452.68,400.67
Defective Current Pump,119.62,-16.4%,20485,101.43,211.52,100.00,592.37
Fried Interface Circuit,4901.84,-3.0%,393437,4992.84,4755.30,4000.00,4981.09
Malfunctioning Shield Emitter,289.52,+5.0%,96833,308.01,194.94,100.00,281.08
Melted Capacitor Console,89846.92,+2.6%,26713,90040.18,88201.90,88303.61,84692.83
Scorched Telemetry Processor,131.55,-21.3%,39761,112.86,220.00,100.00,302.91
Smashed Trigger Unit,126.27,+8.0%,262222,115.64,210.62,100.00,336.37
Tangled Power Conduit,304.48,-15.6%,39535,305.47,291.53,417.06,341.69
Thruster Console,110.57,-8.5%,133516,100.82,189.87,100.00,377.99
Tripped Power Circuit,48933.99,-6.0%,349597,50034.90,44835.50,45943.41,51269.00
Ward Console,27867.56,+0.6%,52855,28045.56,23899.54,16847.29,25577.13
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,6119.91,-1.9%,439,6119.91,426.29,2041.07,6729.20
Capacitor Console,19714528.98,-4.9%,145,19714528.98,15335300.20,9071433.65,19947047.21
Conductive Thermoplastic,12032.16,-0.2%,343,12032.16,16030.90,3001.08,13456.05
Current Pump,11101.46,-9.9%,50,11101.46,19855.39,3858.27,45031.12
Drone Transceiver,5099.45,-27.3%,140,5008.47,3800.69,2149.22,5512.04
Enhanced Ward Console,17672600.05,-3.3%,126,17700995.85,17834548.61,8878462.50,17101256.18
Impetus Console,9258.03,+18.8%,126,9560.15,21750.17,5008.95,23224.28
Intact Armor Plates,22237151.43,-1.1%,128,22057464.26,23240905.14,18850502.49,23432875.65
Intact Shield Emitter,783574.49,+2.1%,61,796577.01,400000.00,106976.67,607215.48
Interface Circuit,76478.73,-21.4%,531,75325.57,71929.97,178175.60,70726.15
Logic Circuit,164540.75,+23.3%,881,163090.90,132278.89,98382.68,170548.94
Lorentz Fluid,2712.26,+11.5%,144,3163.00,100.66,1503.07,6679.89
Micro Circuit,15340.76,-35.4%,546,15267.92,17170.54,40548.86,9813.17
Nanite Compound,35964.72,-2.7%,69,36471.55,104498.35,5369.37,64275.18
Power Circuit,1656161.61,+6.5%,791,1658414.15,1633036.59,3326559.90,1575041.55
Power Conduit,103909.20,-98.7%,161,116237.10,29532.56,2007.12,16582.48
Single-crystal Superalloy I-beam,4915498.70,+21.2%,141,4957323.03,5637100.91,6660975.61,6013922.06
Telemetry Processor,172648.20,-85.5%,63,175392.53,2444.38,22003.70,41424.59
Trigger Unit,38642.51,-3.3%,206,39182.02,36344.40,70539.34,22257.31
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,305.81,-0.3%,11531099,303.84,350.44,352.06,317.63
Hydrogen Isotopes,314.82,+2.0%,103487659,316.15,313.37,325.92,336.65
Nitrogen Isotopes,336.47,+6.8%,14062117,335.86,377.74,430.11,298.91
Oxygen Isotopes,335.33,-1.0%,23510714,337.43,330.07,398.83,318.02
Heavy Water,23.06,+19.8%,25199613,25.05,21.36,21.28,21.90
Liquid Ozone,264.58,+50.8%,16642017,258.20,274.97,402.20,236.63
Strontium Clathrates,452.19,-29.2%,1281228,452.64,623.89,791.41,386.20
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,2974.35,+101.3%,1283522,2921.63,2039.88,1402.32,2162.90
Enriched Uranium,11711.77,+6.7%,583032,13133.41,7108.82,4828.87,13074.38
Mechanical Parts,3303.34,-23.1%,801939,2927.68,990.24,860.26,2067.67
Oxygen,329.54,-45.4%,3587993,258.49,419.46,129.80,209.13
Robotics,13373.18,+4.0%,340051,12994.30,14301.90,8102.11,11846.56
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,188056.90,-25.6%,517,183600.45,167839.59,203073.44,150261.81
Datacore - Caldari Starship Engineering,186322.74,-14.1%,1129,160060.24,197446.92,347553.88,128079.35
Datacore - Electromagnetic Physics,84512.18,+17.0%,1221,82605.00,85067.01,194347.83,77397.75
Datacore - Electronic Engineering,269884.81,-0.0%,3014,276579.80,272432.39,281404.48,227298.15
