Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.72,+0.8%,29089523151,2.77,2.65,2.62,2.90
Pyerite,6.85,+1.6%,7336744279,7.07,6.54,6.20,7.40
Mexallon,28.15,+1.7%,2098850595,28.62,27.40,26.28,29.94
Isogen,53.72,+1.3%,366689023,54.89,52.56,50.49,56.77
Nocxium,87.03,+0.0%,96718882,86.10,88.57,89.22,82.04
Zydrine,1243.01,-1.4%,25884146,1235.04,1272.50,1208.83,1204.95
Megacyte,2300.33,-1.7%,12465661,2280.77,2389.67,2222.46,2271.53
Morphite,6259.57,-0.0%,806056,6302.99,6023.71,8734.96,6402.53
,,,,,,,
Fuel,,,,,,,
Coolant,1146.66,-4.0%,3446882,1084.74,1230.17,1970.27,1208.26
Enriched Uranium,5354.89,+1.4%,1504683,5552.19,5196.71,4900.27,5300.62
Heavy Water,21.23,+13.1%,33937749,25.73,17.30,17.91,23.03
Helium Isotopes,445.51,-3.1%,13556621,428.33,481.07,542.50,392.28
Hydrogen Isotopes,445.34,-2.8%,133193739,462.00,428.96,470.59,480.54
Nitrogen Isotopes,516.08,-7.7%,20139938,515.13,523.61,494.83,448.41
Oxygen Isotopes,539.17,-2.3%,17840303,534.48,568.07,474.19,498.34
Liquid Ozone,398.21,+0.4%,28680438,405.58,380.55,454.73,359.23
Mechanical Parts,623.05,+1.8%,4335466,634.77,614.00,588.28,646.76
Oxygen,108.33,-5.6%,16313838,109.25,105.54,128.12,121.77
Robotics,7030.05,-0.6%,740783,7115.39,6853.44,7814.31,6935.05
Strontium Clathrates,1065.58,-14.5%,1816281,1142.83,994.66,759.19,888.17
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,133216.44,+0.5%,145145,132645.69,133439.71,137484.11,138678.33
Armor Plates,214258.45,-1.0%,129076,214850.17,213105.11,211019.75,214420.27
Broken Drone Transceiver,97.19,+2.3%,82097,97.58,94.08,100.00,183.95
Burned Logic Circuit,31867.22,+0.5%,461043,32563.87,28314.77,33339.64,33381.50
Charred Micro Circuit,161.18,-5.6%,466469,150.80,209.95,124.07,204.86
Conductive Polymer,200.01,-34.3%,49213,133.56,456.51,120.00,187.18
Contaminated Lorentz Fluid,121.66,+1.9%,71476,132.29,55.64,140.00,264.81
Contaminated Nanite Compound,3259.34,+3.6%,151773,3524.56,2065.25,2632.45,2533.32
Damaged Artificial Neural Network,295.80,-22.8%,47561,175.97,800.74,500.00,372.56
Defective Current Pump,79.70,+17.0%,45766,62.54,62.05,330.00,323.05
Fried Interface Circuit,5731.62,-2.0%,843621,6026.49,4340.29,3828.86,5233.76
Malfunctioning Shield Emitter,425.53,+1.9%,81126,413.59,526.04,278.29,422.61
Melted Capacitor Console,102768.63,-1.5%,51694,102410.21,97367.13,114058.70,100842.01
Scorched Telemetry Processor,386.42,-47.5%,42749,201.56,1043.19,154.34,305.17
Smashed Trigger Unit,115.93,+15.0%,198039,124.74,95.58,100.00,210.58
