Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.52,-0.6%,22204828733,2.55,2.49,0.00,2.66
Pyerite,6.03,-2.7%,4876701055,6.10,5.92,0.00,6.29
Mexallon,27.07,+0.3%,1469444068,27.31,26.71,0.00,28.85
Isogen,49.76,+1.9%,276468970,51.23,47.90,0.00,52.64
Nocxium,115.20,-3.0%,52236531,128.52,95.05,0.00,109.18
Zydrine,1376.98,+3.2%,9652381,1392.08,1322.87,0.00,1348.64
Megacyte,2664.22,-1.3%,5716062,2659.74,2678.03,0.00,2777.20
Morphite,5765.55,-3.0%,553083,5705.52,6197.23,0.00,5767.00
,,,,,,,
Fuel,,,,,,,
Coolant,1135.35,+14.1%,9307582,1131.42,0.00,1897.79,1238.37
Enriched Uranium,5749.23,+1.3%,680042,5749.23,0.00,0.00,5300.99
Heavy Water,24.90,+18.7%,36642016,27.21,16.05,0.00,22.89
Helium Isotopes,380.44,+3.4%,8171732,351.57,478.34,384.75,328.81
Hydrogen Isotopes,324.07,-0.9%,64913222,331.30,315.96,0.00,354.71
Nitrogen Isotopes,363.07,+3.9%,15238911,340.52,437.84,0.00,316.11
Oxygen Isotopes,379.20,+3.4%,15333433,378.49,384.04,0.00,360.64
Liquid Ozone,338.66,+14.3%,18855311,345.25,318.18,0.00,299.83
Mechanical Parts,634.68,-0.3%,2841656,634.68,0.00,0.00,647.77
Oxygen,108.66,+0.7%,26007708,109.25,108.40,0.00,117.28
Robotics,7063.79,+0.1%,366724,7063.79,0.00,0.00,6927.45
Strontium Clathrates,686.09,+26.4%,1132212,695.96,664.73,0.00,717.88
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,133331.77,-1.7%,88603,132046.25,137006.21,0.00,141420.66
Armor Plates,226091.86,-1.3%,67290,228239.33,209162.94,0.00,232197.80
Broken Drone Transceiver,91.01,-2.3%,31361,91.01,0.00,0.00,117.18
Burned Logic Circuit,31001.97,-1.9%,246161,31126.18,30432.41,0.00,30331.02
Charred Micro Circuit,124.54,-7.8%,283657,136.79,31.24,0.00,146.99
Conductive Polymer,97.07,-6.0%,34557,97.07,0.00,0.00,130.08
Contaminated Lorentz Fluid,136.38,-4.4%,22634,136.38,0.00,0.00,212.09
Contaminated Nanite Compound,2921.84,-16.1%,54255,2921.84,0.00,0.00,2967.67
Damaged Artificial Neural Network,294.15,+5.0%,21477,300.04,258.70,0.00,309.94
Defective Current Pump,188.37,-3.7%,15180,191.28,155.02,0.00,204.81
Fried Interface Circuit,4948.25,-1.0%,239959,5109.08,3999.77,0.00,4909.80
Malfunctioning Shield Emitter,245.67,+1.4%,42908,270.79,101.73,0.00,240.13
Melted Capacitor Console,83190.00,-2.5%,22526,83961.70,71797.12,0.00,76774.74
Scorched Telemetry Processor,383.08,-64.8%,40583,383.08,0.00,0.00,168.54
Smashed Trigger Unit,74.41,-13.2%,113087,83.32,17.84,0.00,141.00
Tangled Power Conduit,806.22,+171.9%,20043,202.47,3056.45,0.00,307.31
Thruster Console,52.03,+20.7%,33982,52.03,0.00,0.00,178.13
Tripped Power Circuit,45130.59,-1.7%,261961,45495.70,42073.22,0.00,44458.02
Ward Console,22530.61,-0.7%,42849,22530.61,0.00,0.00,19676.16
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,194628.91,-1.7%,768,194628.91,0.00,0.00,171290.58
