Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.42,-3.1%,25298108754,2.47,2.31,2.52,2.49
Pyerite,4.58,-0.3%,7075892105,4.64,4.43,4.62,4.70
Mexallon,29.37,+5.7%,2212337221,29.81,28.51,27.29,33.18
Isogen,55.14,+3.4%,271092207,56.62,51.34,52.70,59.15
Nocxium,129.35,+8.9%,83414286,129.96,126.40,132.34,134.44
Zydrine,1046.74,+2.2%,20030603,1033.63,1076.85,1110.27,1030.19
Megacyte,2215.34,+12.4%,9251937,2213.42,2192.54,2095.30,2323.16
Morphite,4103.83,+0.5%,817872,4010.30,4428.34,4026.13,3961.82
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,119646.70,+0.3%,120300,120777.62,119334.66,117252.72,128037.33
Armor Plates,229415.03,-0.6%,106329,230700.66,228013.35,207889.76,233007.61
Broken Drone Transceiver,91.69,+12.4%,77714,102.29,22.42,104.42,222.15
Burned Logic Circuit,30234.12,-0.1%,440566,30763.08,29897.66,23816.31,31659.23
Charred Micro Circuit,146.16,+7.5%,467693,155.86,113.11,100.97,374.08
Conductive Polymer,141.65,-3.5%,44219,150.11,121.78,104.42,205.77
Contaminated Lorentz Fluid,177.80,+20.9%,81623,215.12,109.25,105.00,196.20
Contaminated Nanite Compound,2815.36,+2.5%,125406,3000.94,2215.63,475.69,3077.57
Damaged Artificial Neural Network,167.07,-8.4%,48162,175.72,845.31,17.32,321.06
Defective Current Pump,167.02,-40.1%,27595,158.55,203.25,112.62,232.85
Fried Interface Circuit,4256.80,+2.2%,436122,4263.61,4313.75,3765.25,4567.42
Malfunctioning Shield Emitter,211.25,-49.0%,104651,234.46,89.15,100.57,332.38
Melted Capacitor Console,96270.13,+3.9%,33068,97320.27,93308.80,83880.57,96482.65
Scorched Telemetry Processor,102.93,+9.4%,40765,112.55,40.80,100.00,230.30
Smashed Trigger Unit,73.81,+11.9%,203362,83.11,42.59,30.36,226.74
Tangled Power Conduit,275.69,+6.3%,39865,288.68,195.18,100.00,291.22
Thruster Console,128.47,+1.2%,108781,128.06,129.71,100.00,274.60
Tripped Power Circuit,57698.94,+2.4%,465653,59362.68,53991.44,45991.02,61137.44
Ward Console,27119.51,-1.9%,55071,26655.95,30999.00,27637.68,25165.44
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,5166.05,-98.1%,265,6884.92,1185.40,1555.42,5958.37
Capacitor Console,18373090.69,+14.3%,104,19742774.76,15823376.36,12241179.40,20380869.73
Conductive Thermoplastic,24277.05,-61.0%,98,25334.95,5556.81,3001.08,16021.71
Current Pump,17811.01,+259.7%,131,17979.20,6954.72,3201.63,37463.96
Drone Transceiver,17707.72,-84.4%,303,7835.56,26128.37,2001.09,2532.97
Enhanced Ward Console,15117288.69,-0.5%,70,14979714.39,15029824.73,12222422.68,15469962.03
Impetus Console,13586.42,-9.6%,156,10511.25,17759.23,7911.59,12591.71
Intact Armor Plates,22073285.87,+9.8%,170,22019759.80,22302514.17,18453043.01,23829655.98
Intact Shield Emitter,473786.93,-3.4%,107,532961.82,411153.87,207588.55,785428.49
Interface Circuit,78053.23,+40.9%,1065,74495.65,86403.97,53822.20,63066.95
Logic Circuit,148073.47,+29.4%,664,160495.80,119489.29,111863.50,134009.16
Lorentz Fluid,3227.96,+128.1%,180,2982.19,3332.80,4206.64,2504.44
Micro Circuit,5021.98,+300.4%,768,3086.67,12523.06,5446.39,5755.66
Nanite Compound,42186.15,+345.6%,133,35949.77,59879.28,19751.32,45766.54
Power Circuit,1371728.85,-22.6%,758,1512233.27,1145278.52,1016396.99,1332995.19
Power Conduit,16199.42,+451.9%,162,1401.01,30458.09,23908.76,34319.48
Single-crystal Superalloy I-beam,6044705.85,-4.6%,295,6091715.65,5820680.64,4479579.04,5655247.28
Telemetry Processor,102644.41,+105.9%,90,95762.51,111079.86,22004.07,116564.11
Trigger Unit,36116.78,-97.2%,157,43115.78,2556.49,4050.01,32696.53
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,331.73,-69.9%,13676511,355.22,249.15,372.98,325.99
Hydrogen Isotopes,321.87,-2.3%,86787278,332.05,314.97,339.56,358.11
Nitrogen Isotopes,343.09,+3.4%,15822336,326.87,363.64,377.49,313.24
Oxygen Isotopes,386.04,+9.5%,32621031,405.87,356.52,377.04,387.88
Heavy Water,19.87,-24.5%,29564099,21.93,18.11,24.39,22.77
